实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-06-01,年度分红,,,3.0,2016-06-07,2016-06-08,2016-06-08,,10派3元(含税),2015年报
2017-04-11,年度分红,,15.0,1.5,2017-04-17,2017-04-18,2017-04-18,2017-04-18,10转增15股派1.5元(含税),2016年报
2018-09-20,中期分红,,,1.0,2018-09-27,2018-09-28,2018-09-28,,10派1元(含税),2018半年报
2019-05-23,年度分红,,5.0,0.8,2019-05-29,2019-05-30,2019-05-30,2019-05-30,10转增5股派0.8元(含税),2018年报
2020-05-12,年度分红,,,0.2,2020-05-19,2020-05-20,2020-05-20,,10派0.2元(含税),2019年报
2021-06-10,年度分红,,,0.3,2021-06-17,2021-06-18,2021-06-18,,10派0.3元(含税),2020年报
2022-08-10,年度分红,,,0.35,2022-08-17,2022-08-18,2022-08-18,,10派0.35元(含税),2021年报
2023-06-08,年度分红,,,0.35,2023-06-15,2023-06-16,2023-06-16,,10派0.35元(含税),2022年报
2024-07-24,年度分红,,,0.35,2024-07-31,2024-08-01,2024-08-01,,10派0.35元(含税),2023年报
2024-09-11,中期分红,,,0.1,2024-09-19,2024-09-20,2024-09-20,,10派0.1元(含税),2024半年报
2025-06-20,年度分红,,,0.2,2025-06-27,2025-06-30,2025-06-30,,10派0.2元(含税),2024年报
2025-09-10,中期分红,,,0.15,2025-09-16,2025-09-17,2025-09-17,,10派0.15元(含税),2025半年报
