实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2005-07-02,年度分红,,,3.5,2005-07-07,2005-07-08,2005-07-13,,10派3.5元(含税),2004年报
2006-05-16,年度分红,5.0,5.0,0.56,2006-05-19,2006-05-22,2006-05-25,,10送5转增5股派0.56元(含税),2005年报
2007-05-16,年度分红,3.0,7.0,0.4,2007-05-21,2007-05-22,2007-05-25,2007-05-23,10送3转增7股派0.4元（含税）,2006年报
2012-06-26,年度分红,,,0.6,2012-07-02,2012-07-03,2012-07-09,,10派0.6元(含税),2011年报
2013-05-16,年度分红,,,1.0,2013-05-21,2013-05-22,2013-05-28,,10派1元(含税),2012年报
2014-06-11,年度分红,,,3.0,2014-06-16,2014-06-17,2014-06-17,,10派3元(含税),2013年报
2015-05-12,年度分红,,,2.0,2015-05-18,2015-05-19,2015-05-19,,10派2元(含税),2014年报
2016-05-13,年度分红,6.0,4.0,1.2,2016-05-18,2016-05-19,2016-05-19,,10送6转增4股派1.2元(含税),2015年报
2017-06-09,年度分红,,,0.8,2017-06-14,2017-06-15,2017-06-15,,10派0.8元(含税),2016年报
2018-04-26,年度分红,,,1.6,2018-05-03,2018-05-04,2018-05-04,,10派1.6元(含税),2017年报
2019-05-17,年度分红,,,1.6,2019-05-22,2019-05-23,2019-05-23,,10派1.6元(含税),2018年报
2020-05-20,年度分红,,,1.86,2020-05-25,2020-05-26,2020-05-26,,10派1.86元(含税),2019年报
2021-05-17,年度分红,,,2.41,2021-05-20,2021-05-21,2021-05-21,,10派2.41元(含税),2020年报
2022-05-24,年度分红,,,9.12,2022-05-27,2022-05-30,2022-05-30,,10派9.12元(含税),2021年报
2023-05-24,年度分红,,,28.58,2023-05-30,2023-05-31,2023-05-31,,10派28.58元(含税),2022年报
2024-06-07,年度分红,,,9.05,2024-06-13,2024-06-14,2024-06-14,,10派9.05元(含税),2023年报
