实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-23,年度分红,,10.0,3.0,2011-04-28,2011-04-29,2011-04-29,2011-04-29,10转增10股派3元(含税),2010年报
2012-05-19,年度分红,,,1.5,2012-05-24,2012-05-25,2012-05-25,,10派1.5元(含税),2011年报
2013-05-30,年度分红,,,1.0,2013-06-04,2013-06-05,2013-06-05,,10派1元(含税),2012年报
2014-05-19,年度分红,,,1.0,2014-05-22,2014-05-23,2014-05-23,,10派1元(含税),2013年报
2015-05-13,年度分红,,10.0,1.5,2015-05-18,2015-05-19,2015-05-19,2015-05-19,10转增10股派1.5元(含税),2014年报
2016-06-07,年度分红,,,1.0,2016-06-14,2016-06-15,2016-06-15,,10派1元(含税),2015年报
2017-05-20,年度分红,,,1.0,2017-05-25,2017-05-26,2017-05-26,,10派1元(含税),2016年报
2018-06-05,年度分红,,,1.0,2018-06-08,2018-06-11,2018-06-11,,10派1元(含税),2017年报
2019-07-04,年度分红,,,0.5,2019-07-09,2019-07-10,2019-07-10,,10派0.5元(含税),2018年报
2020-07-07,年度分红,,,0.3,2020-07-14,2020-07-15,2020-07-15,,10派0.3元(含税),2019年报
2026-05-22,年度分红,,,0.7,2026-05-28,2026-05-29,2026-05-29,,10派0.7元(含税),2025年报
