代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.52,4.51,4.52,4.51,4.5,4.58,4.49,7409400.0,33541291.0,0.222,0.01,4.52,5.287416666666667,-14.514019133477296,True,2026-06-05,11.702465753424663,0.911076320939334,30.70132417851888,0.14713094654242276,True,2026-06-05,7773545019.44422,,,,正常,7773545019.44422,3.3185840707964607,True,2025-06-30,,底盘与发动机系统,
000157,中联重科,7.52,7.51,7.52,7.39,7.37,7.59,7.36,106094834.0,796463966.0,1.759,0.13,7.52,8.51425,-11.677481868632011,True,2026-06-05,15.011002570694084,1.1115681233933168,35.213339872486515,50.56400196174595,False,2026-06-05,65036984974.64266,,,,正常,65036984974.64266,6.648936170212766,True,2026-01-09,,工程机械整机,
000401,金隅冀东,3.95,3.95,3.96,3.93,3.92,4.0,3.92,5852750.0,23221157.0,0.509,0.02,3.95,4.662416666666667,-15.279987131137284,True,2026-06-05,107.834074941452,0.3977751756440277,97.16629381058911,0.29397354238118567,True,2026-06-05,10499958077.833715,,,,正常,10499958077.833715,5.063291139240507,True,2026-05-29,,水泥制造,
000498,山东路桥,5.16,5.16,5.17,5.13,5.13,5.2,5.12,7122390.0,36804276.0,0.585,0.03,5.16,5.890000000000001,-12.393887945670635,True,2026-06-05,3.733357271095151,0.4817235188509867,9.911678115799804,0.09813542688910697,True,2026-06-05,8010597938.973069,,,,正常,8010597938.973069,3.972868217054263,True,2025-12-24,,基建市政工程,
000501,武商集团,7.27,7.26,7.27,7.21,7.2,7.57,7.2,10420210.0,77225584.0,0.832,0.06,7.27,9.184333333333335,-20.843465321380627,True,2026-06-05,34.671638755980865,0.5043779904306221,85.49730524252817,4.213620774130328,True,2026-06-05,5590577154.230859,,,,正常,5590577154.230859,5.502063273727648,True,2026-05-22,,百货,
000513,丽珠集团,30.66,30.65,30.66,30.35,30.36,30.97,30.32,3728111.0,114695269.0,1.021,0.31,30.66,34.123916666666666,-10.15099380444312,True,2026-06-05,13.860655635341876,1.8761660942866056,10.004904364884748,2.108876900441393,True,2026-06-05,27223233862.735565,,,,正常,27223233862.735565,3.5877364644487937,True,2025-06-13,,化学制剂,
000528,柳 工,8.53,8.53,8.54,8.47,8.47,8.63,8.43,28536616.0,244380941.0,0.708,0.06,8.53,10.7105,-20.358526679426735,True,2026-06-05,11.15124357656732,0.9117368961973276,25.52670259676629,25.3797158255757,True,2026-06-05,17374296951.588917,,,,正常,17374296951.588917,7.0103212192262605,True,2026-06-04,,工程机械整机,
000563,陕国投Ａ,2.96,2.95,2.96,2.93,2.94,2.97,2.92,24216878.0,71480899.0,1.024,0.03,2.96,3.357666666666667,-11.843542142360775,True,2026-06-05,11.32996923076922,0.8105846153846156,0.14713094654242276,1.4713094654242276,True,2026-06-05,15137352260.135384,,,,正常,15137352260.135384,3.0405405405405403,True,2026-04-28,,信托,
000568,泸州老窖,86.88,86.86,86.88,86.6,87.04,88.18,86.44,7387256.0,644152414.0,0.323,0.28,86.88,107.85566666666666,-19.447904143500416,True,2026-06-05,12.854284835435255,2.4764318671178094,6.516413522782949,0.09799118079372857,True,2026-06-05,127882317745.09256,,,,正常,127882317745.09256,6.848526703499081,True,2026-01-30,,白酒Ⅲ,
000581,威孚高科,18.67,18.66,18.67,18.72,18.7,19.0,18.56,7175486.0,134651422.0,-0.267,-0.05,18.67,20.896416666666664,-10.654538058758057,True,2026-06-05,16.587253626813407,0.8872686343171587,93.23544834819087,10.227272727272728,True,2026-06-05,18049888888.244625,,,,正常,18049888888.244625,5.356186395286555,True,2025-10-15,,底盘与发动机系统,
000596,古井贡酒,88.22,88.2,88.22,88.57,89.2,90.9,87.52,2714470.0,241392070.0,-0.395,-0.35,88.22,118.40591666666666,-25.493588087870044,True,2026-06-05,16.497704024069193,1.7833113952613782,13.816756491915728,0.04899559039686428,True,2026-06-05,46633092000.0,,,,正常,46633092000.0,6.801178871004307,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,8.0,7.99,8.0,8.0,7.96,8.09,7.95,57256877.0,459230704.0,0.0,0.0,8.0,10.537583333333334,-24.08126467959921,True,2026-06-05,25.80839612486546,1.02475780409042,67.89092932665554,20.088192062714356,True,2026-06-05,79303392895.58662,,,,正常,79303392895.58662,4.3125,True,2025-11-28,,综合乘用车,
000661,长春高新,68.43,68.42,68.43,68.1,69.37,69.77,68.12,5370853.0,370413072.0,0.485,0.33,68.43,89.53508333333335,-23.571858703431904,True,2026-06-05,29.107015262500585,1.2565388613003816,48.051307350764674,0.09818360333824251,True,2026-06-05,27915165109.383102,,,,正常,27915165109.383102,4.03331871985971,True,2026-05-25,,其他生物制品,
000683,博源化工,6.87,6.87,6.88,7.0,7.0,7.09,6.83,44771822.0,311186815.0,-1.857,-0.13,6.87,8.200916666666666,-16.228876853197292,True,2026-06-05,24.957297921478077,1.9594572748267909,86.70919723551303,72.89305076392311,False,2026-06-05,25534632817.51732,,,,正常,25534632817.51732,4.366812227074235,True,2025-06-17,,纯碱,
000686,东北证券,7.7,7.7,7.71,7.74,7.74,7.78,7.69,20582524.0,159222644.0,-0.517,-0.04,7.7,8.7425,-11.924506720045747,True,2026-06-05,10.862180974477958,0.8754060324825983,0.5902606984751598,12.838170191834728,True,2026-06-05,18021487445.232018,,,,正常,18021487445.232018,3.2467532467532463,True,2026-05-28,,证券,
000707,双环科技,4.9,4.89,4.91,4.81,4.8,4.93,4.77,8483677.0,41342637.0,1.871,0.09,4.9,6.090333333333333,-19.54463357232772,True,2026-06-05,21.601958800439256,1.0386324786324783,80.0,0.23134759976865238,True,2026-06-05,2865114245.658122,,,,正常,2865114245.658122,3.7040816326530606,True,2025-06-17,,纯碱,
000708,中信特钢,13.57,13.56,13.57,13.66,13.66,13.84,13.51,10712797.0,146539563.0,-0.659,-0.09,13.57,15.393416666666665,-11.845431759247715,True,2026-06-05,11.30688261706222,1.5319563822963442,20.00983284169125,27.13864306784661,True,2026-06-05,68489936516.352776,,,,正常,68489936516.352776,4.758993367722918,True,2026-05-21,,特钢Ⅲ,
000726,鲁 泰Ａ,5.95,5.94,5.95,5.89,5.89,6.0,5.89,3985401.0,23749990.0,1.019,0.06,5.95,7.012166666666667,-15.147481757896998,True,2026-06-05,9.024166666666677,0.4958333333333328,17.06718979892104,2.157920549288867,True,2026-06-05,4864277361.469695,,,,正常,4864277361.469695,3.361344537815126,True,2025-10-23,,棉纺,
000731,四川美丰,5.94,5.93,5.94,5.92,5.91,6.01,5.84,6233800.0,36913452.0,0.338,0.02,5.94,6.9390833333333335,-14.397915190527089,True,2026-06-05,43.4283293019944,0.8522608695652181,81.56028368794325,0.19656019656019655,True,2026-06-05,3260025845.9999995,,,,正常,3260025845.9999995,4.545454545454546,True,2025-10-20,,氮肥,
