代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000028,国药一致,19.8,19.79,19.8,20.16,20.11,20.14,19.77,2289220.0,45454947.0,-1.786,-0.36,19.8,22.437583333333336,-11.755202394791485,True,2026-09-11,11.068141592920352,0.6522123893805308,30.339225991399903,0.43000477783086477,True,2026-09-11,12121987363.62832,,,,正常,12121987363.62832,3.111111111111111,True,2026-06-24,,医药流通,
000030,富奥股份,3.97,3.97,3.98,4.03,4.01,4.02,3.94,9763990.0,38735182.0,-1.489,-0.06,3.97,4.520583333333334,-12.179475362692871,True,2026-09-11,10.278100961538453,0.820721153846154,13.851992409867172,0.33206831119544594,True,2026-09-11,6827649054.459136,,,,正常,6827649054.459136,3.778337531486146,True,2026-06-26,,底盘与发动机系统,
000157,中联重科,6.52,6.51,6.52,6.61,6.59,6.6,6.49,31663447.0,206361598.0,-1.362,-0.09,6.52,7.51975,-13.294989860035244,True,2026-09-11,13.014058355437662,0.9944297082228112,29.269449715370023,25.948766603415557,True,2026-09-11,56388449738.33956,,,,正常,56388449738.33956,6.134969325153375,True,2026-07-22,,工程机械整机,
000513,丽珠集团,26.62,26.61,26.62,27.3,27.28,27.28,26.55,8909300.0,238295990.0,-2.491,-0.68,26.62,30.8415,-13.68772595366632,True,2026-09-11,12.04051130776795,1.7886266797771224,9.724857685009487,1.1859582542694498,True,2026-09-11,23636088891.8368,,,,正常,23636088891.8368,5.371900826446281,True,2026-06-16,,化学制剂,
000521,长虹美菱,4.48,4.47,4.48,4.67,4.64,4.64,4.43,20110803.0,90213088.0,-4.069,-0.19,4.48,5.404333333333333,-17.103558872509694,True,2026-09-11,15.430082644628103,0.7867768595041319,36.32130384167637,37.014218009478675,False,2026-09-11,4614058243.570251,,,,正常,4614058243.570251,4.6875,True,2026-06-23,,冰洗,
000568,泸州老窖,73.63,73.63,73.64,74.81,74.7,74.7,73.5,7634149.0,563190298.0,-1.577,-1.18,73.63,89.03033333333333,-17.2978497965113,True,2026-09-11,10.892162068965524,2.0988781609195404,0.33175355450236965,0.047393364928909956,True,2026-09-11,108376104720.68994,,,,正常,108376104720.68994,7.843435420344967,True,2026-08-28,,白酒Ⅲ,
000600,建投能源,7.5,7.5,7.51,7.55,7.55,7.56,7.36,22080895.0,164992675.0,-0.662,-0.05,7.5,9.137833333333333,-17.923650756014364,True,2026-09-11,6.648126463700239,1.1153395784543336,0.3683241252302026,74.5164410058027,True,2026-09-11,13524257819.964869,,,,正常,13524257819.964869,4.266666666666667,True,2026-06-03,,火电,
000683,博源化工,5.91,5.9,5.91,6.13,6.08,6.1,5.86,89904766.0,533371891.0,-3.589,-0.22,5.91,7.022666666666666,-15.843933928232378,True,2026-09-11,21.47205741626795,1.8474641148325384,80.97435897435898,66.11058150619638,False,2026-09-11,21966474519.41148,,,,正常,21966474519.41148,5.0761421319796955,True,2026-07-07,,纯碱,
000786,北新建材,15.8,15.79,15.8,16.26,16.16,16.22,15.77,26346394.0,418304626.0,-2.829,-0.46,15.8,21.239916666666666,-25.61176087476802,True,2026-09-11,9.380497714575922,1.0030472320975117,3.7619047619047623,0.047619047619047616,True,2026-09-11,26895329463.616062,,,,正常,26895329463.616062,4.335443037974683,True,2026-06-12,,其他建材,
000858,五 粮 液,69.75,69.74,69.75,70.48,70.3,70.42,69.6,23131114.0,1615170746.0,-1.036,-0.73,69.75,82.96366666666667,-15.927052404466213,True,2026-09-11,21.484491978609626,2.2939171122994693,25.071090047393362,0.8530805687203791,True,2026-09-11,270742158348.75012,,,,正常,270742158348.75012,7.394530752688172,True,2026-07-16,,白酒Ⅲ,
000899,赣能股份,9.87,9.87,9.88,9.92,9.71,10.19,9.53,25616738.0,251838411.0,-0.504,-0.05,9.87,11.478583333333335,-14.013779284609761,True,2026-09-11,9.484232602478553,1.5807054337464248,1.4188422247446084,71.52477152477152,True,2026-09-11,9629939490.823648,,,,正常,9629939490.823648,5.74468085106383,True,2026-06-15,,火电,
000910,大亚圣象,5.21,5.19,5.21,5.39,5.37,5.4,5.08,5841600.0,30494667.0,-3.34,-0.18,5.21,5.9863333333333335,-12.968428086196337,True,2026-09-11,213.83616291445696,0.4385170340681352,95.61904761904762,0.6161137440758294,True,2026-09-11,2851940975.0,,,,正常,2851940975.0,3.6468330134357005,True,2026-05-15,,瓷砖地板,
000913,钱江摩托,10.84,10.83,10.84,10.98,10.98,10.98,10.77,2735257.0,29638217.0,-1.275,-0.14,10.84,12.173416666666666,-10.953512092606154,True,2026-09-11,6.698765880217792,1.141052631578947,0.9478672985781991,1.6587677725118484,True,2026-09-11,5706295240.000002,,,,正常,5706295240.000002,10.147601476014762,True,2026-05-27,,摩托车,
