代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.58,4.57,4.6,4.59,4.6,4.63,4.56,10155660.0,46719766.0,-0.218,-0.01,4.58,5.327416666666666,-14.029626617028256,True,2026-05-29,11.857808219178086,0.9231702544031303,32.20255653883973,0.09832841691248771,True,2026-05-29,7876733670.144808,,,,正常,7876733670.144808,3.2751091703056767,True,2025-06-30,,底盘与发动机系统,
000048,京基智农,12.54,12.53,12.54,12.66,12.66,12.8,12.43,8387908.0,105381643.0,-0.948,-0.12,12.54,16.2525,-22.842639593908643,True,2026-05-29,43.516770156929326,1.767606382978722,98.38107098381072,2.1621621621621623,True,2026-05-29,6649739414.999998,,,,正常,6649739414.999998,3.0303030303030303,True,2025-09-17,,生猪养殖,
000157,中联重科,7.21,7.21,7.22,7.21,7.21,7.36,7.2,70766986.0,516100462.0,0.0,0.0,7.21,8.5405,-15.578713190094252,True,2026-05-29,14.392197943444728,1.0657455012853474,32.84169124877089,41.19960668633235,False,2026-05-29,62355939051.485855,,,,正常,62355939051.485855,6.934812760055478,True,2026-01-09,,工程机械整机,
000401,金隅冀东,3.99,3.98,3.99,3.85,3.93,4.05,3.91,19057775.0,76079539.0,3.636,0.14,3.99,4.686416666666667,-14.860323274712384,True,2026-05-29,108.9260655737705,0.4018032786885243,97.82934131736528,0.6385068762278978,True,2026-05-29,10606286767.229504,,,,正常,10606286767.229504,5.012531328320802,True,2026-05-29,,水泥制造,
000498,山东路桥,5.27,5.27,5.28,5.17,5.19,5.3,5.18,8937258.0,46976670.0,1.934,0.1,5.27,5.92175,-11.006037066745488,True,2026-05-29,3.8129443447037694,0.4919928186714536,13.821938022626659,0.24594195769798327,True,2026-05-29,8181366499.687611,,,,正常,8181366499.687611,3.8899430740037952,True,2025-12-24,,基建市政工程,
000501,武商集团,7.81,7.8,7.81,7.51,7.5,7.95,7.45,16000771.0,124211137.0,3.995,0.3,7.81,9.284083333333335,-15.87753233580772,True,2026-05-29,37.24697368421052,0.541842105263158,90.81532416502947,8.055009823182711,True,2026-05-29,6005833228.9605255,,,,正常,6005833228.9605255,5.1216389244558265,True,2026-05-22,,百货,
000513,丽珠集团,30.86,30.86,30.87,30.0,30.1,31.18,30.0,6885660.0,211474045.0,2.867,0.86,30.86,34.335249999999995,-10.121522342199329,True,2026-05-29,13.95107087105839,1.8884046206681235,10.07866273352999,2.4090462143559486,True,2026-05-29,27400815296.93475,,,,正常,27400815296.93475,3.5644847699287108,True,2025-06-13,,化学制剂,
000521,长虹美菱,5.57,5.57,5.58,5.59,5.58,5.64,5.54,7931855.0,44280370.0,-0.358,-0.02,5.57,6.246083333333333,-10.824116446306341,True,2026-05-29,19.18874570446736,0.9379037800687285,43.004866180048666,56.53241650294696,False,2026-05-29,5736675092.262888,,,,正常,5736675092.262888,5.924596050269298,True,2025-06-11,,冰洗,
000528,柳 工,8.98,8.98,8.99,8.93,8.93,9.12,8.9,26154853.0,236219000.0,0.56,0.05,8.98,10.848749999999999,-17.225486807235846,True,2026-05-29,11.739527235354576,0.9598355601233296,28.880157170923383,38.99803536345776,True,2026-05-29,18290877681.74308,,,,正常,18290877681.74308,3.0400846325167037,True,2025-06-26,,工程机械整机,
000563,陕国投Ａ,2.98,2.97,2.98,2.94,2.94,3.0,2.93,39525050.0,117616586.0,1.361,0.04,2.98,3.375,-11.703703703703706,True,2026-05-29,11.406523076923069,0.8160615384615386,0.09832841691248771,1.671583087512291,True,2026-05-29,15239631667.298456,,,,正常,15239631667.298456,4.697986577181208,True,2026-04-28,,信托,
000568,泸州老窖,91.04,91.04,91.2,89.02,88.61,92.38,88.56,20103081.0,1824661077.0,2.269,2.02,91.04,109.73691666666667,-17.037946057350794,True,2026-05-29,13.469775453706555,2.595008715267097,10.216110019646365,0.343811394891945,True,2026-05-29,134005596311.15594,,,,正常,134005596311.15594,6.535588752196836,True,2026-01-30,,白酒Ⅲ,
000596,古井贡酒,93.03,93.03,93.1,91.87,91.17,96.38,91.0,6029243.0,568789004.0,1.263,1.16,93.03,121.40691666666665,-23.373393745413996,True,2026-05-29,17.397204776231668,1.8805424971793925,16.797642436149314,0.19646365422396855,True,2026-05-29,49175658000.0,,,,正常,49175658000.0,6.449532408900355,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,7.92,7.92,7.93,7.88,7.91,8.04,7.77,138994111.0,1100184795.0,0.508,0.04,7.92,10.691583333333334,-25.92303915073384,True,2026-05-29,25.55031216361681,1.0145102260495156,66.90848214285714,19.49901768172888,True,2026-05-29,78510358966.63077,,,,正常,78510358966.63077,4.356060606060606,True,2025-11-28,,综合乘用车,
000661,长春高新,73.57,73.57,73.95,73.0,72.6,75.72,72.16,8770988.0,646389888.0,0.781,0.57,73.57,90.76233333333333,-18.942145603719606,True,2026-05-29,31.29333790533635,1.3509215844785771,51.879327398615224,0.09842519685039369,True,2026-05-29,30011964008.43656,,,,正常,30011964008.43656,3.7515291559059407,True,2026-05-25,,其他生物制品,
000683,博源化工,7.2,7.19,7.2,7.22,7.22,7.35,7.13,41867009.0,303355858.0,-0.277,-0.02,7.2,8.202499999999999,-12.221883572081671,True,2026-05-29,26.15612009237876,2.053579676674365,88.27292110874201,78.4090909090909,False,2026-05-29,26761187232.332558,,,,正常,26761187232.332558,4.166666666666666,True,2025-06-17,,纯碱,
000707,双环科技,4.83,4.83,4.84,4.9,4.9,4.94,4.8,8227118.0,40111034.0,-1.429,-0.07,4.83,6.151666666666667,-21.484692495258738,True,2026-05-29,21.2933593890044,1.0237948717948715,80.09302325581396,0.058004640371229696,True,2026-05-29,2824184042.14872,,,,正常,2824184042.14872,3.7577639751552794,True,2025-06-17,,纯碱,
000718,苏宁环球,2.01,2.01,2.02,1.98,1.98,2.06,1.97,40960385.0,83102951.0,1.515,0.03,2.01,2.2461666666666664,-10.514209393782004,True,2026-05-29,328.0206894495348,0.6699999999999999,99.63312368972747,6.391347099311701,True,2026-05-29,6099619131.430555,,,,正常,6099619131.430555,3.482587064676617,True,2025-12-11,,房地产开发,
000726,鲁 泰Ａ,6.04,6.04,6.05,5.91,5.9,6.07,5.88,7475544.0,44878751.0,2.2,0.13,6.04,7.059583333333333,-14.442542642979406,True,2026-05-29,9.16066666666667,0.503333333333333,20.403146509341198,2.949852507374631,True,2026-05-29,4937854666.096969,,,,正常,4937854666.096969,3.3112582781456954,True,2025-10-23,,棉纺,
000731,四川美丰,6.06,6.06,6.07,6.05,6.03,6.12,6.03,6098220.0,37035354.0,0.165,0.01,6.06,6.967916666666667,-13.029958739460634,True,2026-05-29,44.30566928789327,0.8694782608695656,81.86896901980701,0.8866995073891626,True,2026-05-29,3325884953.999999,,,,正常,3325884953.999999,4.455445544554456,True,2025-10-20,,氮肥,
