代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.28,4.27,4.28,4.26,4.23,4.28,4.14,11249390.0,47211639.0,0.469,0.02,4.28,5.173166666666666,-17.265375817519878,True,2026-06-22,11.081095890410966,0.8627005870841481,22.48780487804878,0.14634146341463414,True,2026-06-22,7360790416.641874,,,,正常,7360790416.641874,3.5046728971962615,True,2025-06-30,,底盘与发动机系统,
000401,金隅冀东,3.66,3.65,3.66,3.66,3.66,3.67,3.52,13399534.0,47996605.0,0.0,0.0,3.66,4.597333333333333,-20.38863109048723,True,2026-06-22,99.91714285714286,0.3685714285714281,96.37573964497041,0.14619883040935672,True,2026-06-22,9729075079.714275,,,,正常,9729075079.714275,5.46448087431694,True,2026-05-29,,水泥制造,
000419,通程控股,4.77,4.77,4.78,4.67,4.66,4.8,4.55,7477500.0,34999416.0,2.141,0.1,4.77,5.955166666666666,-19.901486104503096,True,2026-06-22,18.188181818181835,0.7609090909090909,47.46341463414634,12.634146341463415,True,2026-06-22,2592889264.636366,,,,正常,2592889264.636366,3.1446540880503147,True,2025-08-08,,多业态零售,
000423,东阿阿胶,45.3,45.3,45.33,45.68,45.67,45.82,44.2,7211313.0,323254382.0,-0.832,-0.38,45.3,50.73800000000001,-10.717805195317132,True,2026-06-22,16.487308982482297,2.70145359672009,17.40346950195859,41.28395061728395,True,2026-06-22,29172150127.335068,,,,正常,29172150127.335068,5.972587858719647,True,2026-05-25,,中药,
000498,山东路桥,4.98,4.98,4.99,5.0,4.98,5.0,4.87,8395245.0,41445969.0,-0.4,-0.02,4.98,5.804916666666667,-14.210654761050257,True,2026-06-22,3.603123877917413,0.46491921005385894,6.100536847242558,0.04880429477794046,True,2026-06-22,7731158475.985639,,,,正常,7731158475.985639,4.116465863453814,True,2025-12-24,,基建市政工程,
000513,丽珠集团,29.27,29.26,29.27,29.3,29.2,29.33,28.46,5180831.0,149572849.0,-0.102,-0.03,29.27,33.67941666666666,-13.092318998003217,True,2026-06-22,13.23226974711209,1.7911083359350592,9.658536585365853,0.975609756097561,True,2026-06-22,25989042895.051205,,,,正常,25989042895.051205,4.885548343013324,True,2026-06-16,,化学制剂,
000528,柳 工,8.13,8.13,8.14,8.0,8.01,8.17,7.7,52290670.0,414391393.0,1.625,0.13,8.13,10.316083333333333,-21.191020493888978,True,2026-06-22,10.628324768756425,0.8689825282631034,19.834307992202728,19.834307992202728,True,2026-06-22,16559558524.785215,,,,正常,16559558524.785215,7.355232472324722,True,2026-06-04,,工程机械整机,
000537,绿发电力,8.13,8.13,8.14,8.09,8.0,8.15,7.87,34336523.0,275128251.0,0.494,0.04,8.13,9.659333333333334,-15.832700669473398,True,2026-06-22,26.301156716417907,0.8418190298507463,81.44943212547324,11.604938271604938,True,2026-06-22,16712986518.65765,,,,正常,16712986518.65765,3.013530135301353,True,2025-10-28,,风力发电,
000544,中原环保,7.46,7.45,7.46,7.46,7.46,7.48,7.13,4514707.0,32934876.0,0.0,0.0,7.46,8.390333333333334,-11.088157006078436,True,2026-06-22,6.834663518299879,0.7750649350649348,0.3940886699507389,3.251231527093596,True,2026-06-22,7271146280.162928,,,,正常,7271146280.162928,3.6193029490616624,True,2026-06-18,,水务及水治理,
000563,陕国投Ａ,2.97,2.96,2.97,2.86,2.85,2.98,2.79,75491095.0,217802597.0,3.846,0.11,2.97,3.3135,-10.366681756450868,True,2026-06-22,11.368246153846153,0.8133230769230774,0.7317073170731708,2.292682926829268,True,2026-06-22,15188491963.716923,,,,正常,15188491963.716923,3.03030303030303,True,2026-04-28,,信托,
000568,泸州老窖,81.27,81.27,81.28,80.93,80.08,82.48,79.24,18012986.0,1448695220.0,0.42,0.34,81.27,104.30125,-22.081470739804175,True,2026-06-22,12.02426022762228,2.3165241464164863,2.6803118908382064,0.14619883040935672,True,2026-06-22,119624723332.68498,,,,正常,119624723332.68498,7.321274763135229,True,2026-01-30,,白酒Ⅲ,
