代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,19.4,19.4,19.41,19.1,19.09,19.65,18.7,2724245.0,52533525.0,1.571,0.3,19.4,24.79325,-21.752896453671877,True,2026-06-29,10.847748691099474,0.6398952879581151,29.01960784313726,0.19607843137254902,True,2026-06-29,11877098729.193716,,,,正常,11877098729.193716,3.175257731958763,True,2026-06-24,,医药流通,,,,,,,,,,,
000030,富奥股份,3.92,3.92,3.93,3.93,3.92,3.95,3.81,9752339.0,37948386.0,-0.254,-0.01,3.92,5.104749999999999,-23.208776139869723,True,2026-06-29,10.154096692111958,0.817913486005089,12.506082725060827,0.04866180048661801,True,2026-06-29,6741658512.549618,,,,正常,6741658512.549618,7.653061224489796,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000090,天健集团,3.11,3.11,3.12,3.15,3.15,3.15,3.03,21440926.0,66356685.0,-1.27,-0.04,3.11,3.6708333333333334,-15.278093076049949,True,2026-06-29,36.37219047619048,0.5133968253968254,97.17624148003895,0.04868549172346641,True,2026-06-29,5811176299.641271,,,,正常,5811176299.641271,3.2154340836012865,True,2025-07-11,,房地产开发,,,,,,,,,,,
000157,中联重科,7.21,7.2,7.21,7.31,7.25,7.31,6.93,97577662.0,697615254.0,-1.368,-0.1,7.21,8.404916666666667,-14.21687702634371,True,2026-06-29,14.390410396716828,1.0652257181942546,32.50608272506083,40.729927007299274,False,2026-06-29,62355939051.40219,,,,正常,62355939051.40219,6.934812760055478,True,2026-01-09,,工程机械整机,,,,,,,,,,,
000408,藏格矿业,70.16,70.15,70.16,68.05,68.06,70.93,67.65,13241639.0,917401697.0,3.101,2.11,70.16,82.16666666666667,-14.612576064908733,True,2026-06-29,23.527570903747243,7.196426157237325,53.09873949579832,93.67901234567901,False,2026-06-29,110075059140.9493,,,,正常,110075059140.9493,3.563283922462942,True,2026-04-17,,锂,,,,,,,,,,,
000419,通程控股,4.59,4.59,4.6,4.54,4.52,4.63,4.42,6509389.0,29609103.0,1.101,0.05,4.59,5.865833333333333,-21.750248614860055,True,2026-06-29,17.50063876651982,0.7279295154185021,41.3625304136253,5.450121654501217,True,2026-06-29,2495044386.7533035,,,,正常,2495044386.7533035,3.2679738562091507,True,2025-08-08,,多业态零售,,,,,,,,,,,
000498,山东路桥,4.82,4.82,4.83,4.81,4.79,4.84,4.69,6477500.0,30919686.0,0.208,0.01,4.82,5.7586666666666675,-16.300069460523282,True,2026-06-29,3.487234927234928,0.450935550935551,2.044790652385589,0.09737098344693282,True,2026-06-29,7482767841.609149,,,,正常,7482767841.609149,4.25311203319502,True,2025-12-24,,基建市政工程,,,,,,,,,,,
000513,丽珠集团,29.88,29.87,29.88,28.43,28.36,29.99,27.67,8690779.0,253839387.0,5.1,1.45,29.88,33.448166666666665,-10.667749602618981,True,2026-06-29,13.515891663735491,2.007414702778755,10.121654501216545,5.59610705596107,True,2026-06-29,26530666269.97397,,,,正常,26530666269.97397,4.785809906291835,True,2026-06-16,,化学制剂,,,,,,,,,,,
000528,柳 工,7.71,7.7,7.71,7.57,7.57,7.77,7.33,38297162.0,290682967.0,1.849,0.14,7.71,10.123416666666666,-23.8399420485508,True,2026-06-29,10.083091149273448,0.8555350066050198,15.45940690325717,19.20272241127856,True,2026-06-29,15704982416.999998,,,,正常,15704982416.999998,4.215055771725032,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000544,中原环保,7.14,7.14,7.15,7.13,7.13,7.16,6.97,3512075.0,24854997.0,0.14,0.01,7.14,8.348416666666667,-14.47480061089429,True,2026-06-29,6.539158485273493,0.7610659186535764,0.14742014742014742,3.095823095823096,True,2026-06-29,6959247243.879383,,,,正常,6959247243.879383,3.781512605042017,True,2026-06-18,,水务及水治理,,,,,,,,,,,
