代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,18.91,18.91,18.92,19.4,19.4,19.41,18.86,1989585.0,37954312.0,-2.526,-0.49,18.91,24.74416666666667,-23.577947664432696,True,2026-06-30,10.573759162303663,0.6237329842931937,24.399804017638413,0.14698677119059284,True,2026-06-30,11577110153.043978,,,,正常,11577110153.043978,3.2575356953992594,True,2026-06-24,,医药流通,,,,,,,,,,,
000030,富奥股份,3.87,3.87,3.88,3.92,3.92,3.94,3.85,9470284.0,36726761.0,-1.276,-0.05,3.87,5.0889999999999995,-23.953625466692863,True,2026-06-30,10.024580152671756,0.8074809160305343,11.235408560311285,0.048638132295719845,True,2026-06-30,6655667970.297709,,,,正常,6655667970.297709,7.751937984496124,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000090,天健集团,3.01,3.01,3.02,3.11,3.09,3.11,2.98,21865177.0,66120503.0,-3.215,-0.1,3.01,3.6646666666666667,-17.864289612515925,True,2026-06-30,35.20266666666667,0.4968888888888889,96.78832116788321,0.04866180048661801,True,2026-06-30,5624321756.244445,,,,正常,5624321756.244445,3.322259136212625,True,2025-07-11,,房地产开发,,,,,,,,,,,
000157,中联重科,6.97,6.97,6.98,7.21,7.18,7.24,6.94,96322186.0,677508556.0,-3.329,-0.24,6.97,8.39325,-16.957078604831267,True,2026-06-30,13.91139534883721,1.0297674418604652,31.03112840466926,33.219844357976655,False,2026-06-30,60280290594.76744,,,,正常,60280290594.76744,7.173601147776183,True,2026-01-09,,工程机械整机,,,,,,,,,,,
000408,藏格矿业,69.32,69.32,69.33,70.16,69.4,70.09,68.21,12627950.0,870713519.0,-1.197,-0.84,69.32,82.09216666666666,-15.558325703020792,True,2026-06-30,23.24588390889052,7.110265980896399,52.54593175853019,93.43534057255675,False,2026-06-30,108757170747.58559,,,,正常,108757170747.58559,3.606462781304097,True,2026-04-17,,锂,,,,,,,,,,,
000419,通程控股,4.51,4.51,4.52,4.59,4.59,4.6,4.47,4857820.0,21974546.0,-1.743,-0.08,4.51,5.846999999999999,-22.866427227638088,True,2026-06-30,17.195616740088102,0.7152422907488986,38.764591439688715,4.620622568093386,True,2026-06-30,2451557774.348017,,,,正常,2451557774.348017,3.325942350332594,True,2025-08-08,,多业态零售,,,,,,,,,,,
000423,东阿阿胶,45.36,45.36,45.37,45.8,45.6,46.14,44.9,4491102.0,204040242.0,-0.961,-0.44,45.36,50.588,-10.334466671938014,True,2026-06-30,16.51446182152714,2.962796688132474,17.679866146123814,54.35745937961596,True,2026-06-30,29210788737.14075,,,,正常,29210788737.14075,5.964687610229277,True,2026-05-25,,中药,,,,,,,,,,,
000498,山东路桥,4.73,4.73,4.74,4.82,4.81,4.83,4.71,6790835.0,32249165.0,-1.867,-0.09,4.73,5.7476666666666665,-17.705735660847864,True,2026-06-30,3.422120582120583,0.44251559251559264,1.2652068126520681,0.04866180048661801,True,2026-06-30,7343048110.126821,,,,正常,7343048110.126821,4.334038054968286,True,2025-12-24,,基建市政工程,,,,,,,,,,,
000513,丽珠集团,28.89,28.89,28.92,29.88,29.52,29.76,28.8,5504786.0,159861229.0,-3.313,-0.99,28.89,33.39725,-13.495871666080284,True,2026-06-30,13.068075976081605,1.9409039746746397,9.67898832684825,4.2315175097276265,True,2026-06-30,25651638170.667603,,,,正常,25651638170.667603,4.94980962270682,True,2026-06-16,,化学制剂,,,,,,,,,,,
000521,长虹美菱,5.43,5.43,5.44,5.49,5.36,5.75,5.36,45417991.0,251170850.0,-1.093,-0.06,5.43,6.0560833333333335,-10.338089799512895,True,2026-06-30,18.705751503006013,0.9467134268537073,41.4765906362545,57.14285714285714,False,2026-06-30,5592485772.613226,,,,正常,5592485772.613226,3.8674033149171274,True,2026-06-23,,冰洗,,,,,,,,,,,
