代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率_y,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,市净率,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,买入,卖出
002014,永新股份,10.15,-2.96,-0.31,60397.0,61778503.54,3.73,1.0,17.13,0.67,10.47,10.08,10.37,10.46,6216792440.0,6117347480.0,2.59,-13.62,-12.88,14.13,10.15,11.397416666666667,-10.944731627781145,True,2026-06-26,14.13,2.59,25.40381791483113,70.23984336759666,True,2026-06-26,6216792440.0,,,,正常,2.59,5.41871921182266,True,2026-05-25,,塑料包装,,,
002027,分众传媒,4.76,-1.24,-0.06,1690142.0,813383918.82,2.9,1.17,9.6,0.86,4.89,4.75,4.83,4.82,68744870696.0,68744870696.0,4.45,-26.2,-35.41,19.09,4.76,6.471583333333333,-26.447675092391098,True,2026-06-26,19.09,4.45,33.17120622568093,5.836575875486381,True,2026-06-26,68744870696.0,,,,正常,4.45,7.983193277310925,True,2025-11-25,,广告媒体,,,
002034,旺能环境,15.22,-4.88,-0.78,110739.0,173256740.21,6.13,2.15,9.77,1.13,16.16,15.18,15.91,16.0,7864192310.0,7831411656.0,0.93,-15.73,-4.28,10.9,15.22,17.94025,-15.162832179038743,True,2026-06-26,10.9,0.93,21.354424122590213,4.794859120118636,True,2026-06-26,7864192310.0,,,,正常,0.93,3.2906971090670165,True,2025-10-21,,固废治理,,,
002035,华帝股份,4.46,-1.98,-0.09,79524.0,35688502.41,1.98,1.02,9.35,1.12,4.54,4.45,4.52,4.55,3780535136.0,3487887995.0,1.0,-30.42,-25.67,12.78,4.46,5.903083333333333,-24.44626395810099,True,2026-06-26,12.78,1.0,29.712615684364348,0.04870920603994155,True,2026-06-26,3780535136.0,,,,正常,1.0,4.4843049327354265,True,2026-06-18,,厨房电器,,,
002043,兔 宝 宝,11.26,-2.09,-0.24,81523.0,92461049.49,3.74,1.01,15.78,0.91,11.57,11.14,11.46,11.5,9343035445.0,9092712651.0,2.93,-21.42,-20.14,12.47,11.26,14.482583333333332,-22.2514399479835,True,2026-06-26,12.47,2.93,21.815519765739385,30.161054172767205,True,2026-06-26,9343035445.0,,,,正常,2.93,5.2575488454706925,True,2026-06-01,,其他建材,,,
002048,宁波华翔,22.1,-6.36,-1.5,351456.0,786199551.91,7.12,4.95,16.48,1.36,23.6,21.92,23.31,23.6,17985711996.0,15686627338.0,1.53,-11.56,-29.17,41.33,22.1,28.611416666666667,-22.758106466824135,True,2026-06-26,41.33,1.53,90.94468918257465,86.14782183064122,False,2026-06-26,17985711996.0,,,,正常,1.53,3.2986425339366523,True,2026-05-29,,车身附件及饰件,,,
002060,广东建工,3.07,-0.97,-0.03,135517.0,41962824.28,1.94,0.87,25.76,0.98,3.13,3.07,3.1,3.1,11525987253.0,4797841006.0,0.83,-20.67,-11.27,10.7,3.07,3.6105,-14.970225730508247,True,2026-06-26,10.7,0.83,15.550122249388753,0.5378973105134475,True,2026-06-26,11525987253.0,,,,正常,0.83,4.5602605863192185,True,2026-05-22,,电能综合服务,,,
002061,浙江交科,3.33,-2.35,-0.08,152610.0,51364376.8,2.93,0.59,10.2,1.11,3.42,3.32,3.42,3.41,8905417435.0,8655129207.0,0.57,-12.14,-13.95,9.26,3.33,3.8009166666666667,-12.389555151169674,True,2026-06-26,9.26,0.57,61.86979931473323,0.09789525208027411,True,2026-06-26,8905417435.0,,,,正常,0.57,3.303303303303304,True,2026-05-29,,基建市政工程,,,
002078,太阳纸业,12.14,1.0,0.12,302959.0,369283347.46,3.83,1.09,9.36,1.12,12.36,11.9,11.98,12.02,33925656345.0,33717083484.0,1.11,-19.12,-22.92,10.37,12.14,15.002500000000001,-19.080153307782044,True,2026-06-26,10.37,1.11,21.285923039454456,0.1948368241597662,True,2026-06-26,33925656345.0,,,,正常,1.11,3.2948929159802307,True,2025-12-10,,大宗用纸,,,
002091,江苏国泰,7.18,-1.91,-0.14,123665.0,88949263.19,2.73,0.77,13.79,0.96,7.33,7.13,7.32,7.32,11687048017.0,11475059709.0,0.75,-20.66,-17.75,9.25,7.18,8.635416666666666,-16.854041013268994,True,2026-06-26,9.25,0.75,34.75699558173785,4.66372115856652,True,2026-06-26,11687048017.0,,,,正常,0.75,6.545930362116992,True,2026-06-08,,贸易,,,
002101,广东鸿图,9.28,1.09,0.1,123691.0,113594305.88,4.14,1.87,-218.42,0.99,9.36,8.98,9.1,9.18,6150997542.0,6145329207.0,0.77,-15.25,-24.68,19.83,9.28,10.883916666666666,-14.736576140635648,True,2026-06-26,19.83,0.77,48.24229313142239,3.453307392996109,True,2026-06-26,6150997542.0,,,,正常,0.77,3.372844827586207,True,2025-07-07,,其他汽车零部件,,,
002107,沃华医药,5.6,-3.11,-0.18,92634.0,52576141.8,4.33,1.62,22.05,0.87,5.84,5.59,5.77,5.78,3232373760.0,3199806490.0,4.78,-11.81,-8.05,29.52,5.6,6.838166666666666,-18.106705013527012,True,2026-06-26,29.52,4.78,22.287677957781053,42.21894943544428,True,2026-06-26,3232373760.0,,,,正常,4.78,4.750000000000001,True,2026-03-05,,中药,,,
002116,中国海诚,6.75,-2.88,-0.2,32562.0,22199552.64,2.59,0.59,22.91,1.0,6.93,6.75,6.9,6.95,3772931792.0,3705360282.0,1.39,-19.06,-19.45,11.22,6.75,10.07675,-33.01411665467538,True,2026-06-26,11.22,1.39,0.2557544757033248,0.24354603019970775,True,2026-06-26,3772931792.0,,,,正常,1.39,3.2490222222222225,True,2026-06-22,,其他专业工程,,,
002117,东港股份,7.82,-3.46,-0.28,75653.0,59968444.92,3.33,1.45,20.63,0.81,8.08,7.81,8.05,8.1,4095497868.0,4094126334.0,3.09,-21.25,-42.12,27.15,7.82,10.669583333333332,-26.70754090678329,True,2026-06-26,27.15,3.09,54.81517509727627,36.18677042801556,False,2026-06-26,4095497868.0,,,,正常,3.09,3.8363171355498715,True,2026-05-15,,印刷,,,
002128,电投能源,23.98,-1.52,-0.37,109822.0,263975853.43,4.23,0.49,8.85,0.64,24.78,23.75,24.48,24.35,70822535525.0,53752932362.0,1.51,-17.02,-9.88,12.08,23.98,29.13066666666667,-17.681252288539007,True,2026-06-26,12.08,1.51,93.79615952732644,87.29689807976366,False,2026-06-26,70822535525.0,,,,正常,1.51,8.757297748123436,True,2026-05-20,,动力煤,,,
002152,广电运通,9.26,-5.12,-0.5,262819.0,247918331.85,5.53,1.06,25.41,1.31,9.8,9.26,9.73,9.76,22996125635.0,22984558182.0,1.88,-18.05,-31.1,27.17,9.26,12.085083333333333,-23.376614421359665,True,2026-06-26,27.17,1.88,32.25963884821864,14.055636896046853,True,2026-06-26,22996125635.0,,,,正常,1.88,3.995680345572354,True,2026-05-28,,其他计算机设备,,,
002159,三特索道,12.36,-2.06,-0.26,41303.0,51420859.98,2.61,2.98,26.5,0.46,12.65,12.32,12.52,12.62,2191444377.0,1711520879.0,1.53,-34.6,-17.87,16.37,12.36,16.636166666666664,-25.70403839025416,True,2026-06-26,16.37,1.53,5.41907514450867,18.77750611246944,True,2026-06-26,2191444377.0,,,,正常,1.53,4.288025889967638,True,2026-06-10,,自然景区,,,
002170,芭田股份,11.17,-0.71,-0.08,223372.0,250062024.42,3.73,2.84,9.91,0.81,11.38,10.96,11.3,11.25,10838828567.0,8792236794.0,3.1,-11.21,-3.79,10.69,11.17,12.435083333333333,-10.173501048779999,True,2026-06-26,10.69,3.1,0.4524886877828055,91.98827552515877,True,2026-06-26,10838828567.0,,,,正常,3.1,9.042076991942706,True,2026-05-15,,复合肥,,,
002206,海 利 得,5.32,-2.39,-0.13,113128.0,60756026.96,2.39,1.07,12.55,0.71,5.45,5.32,5.45,5.45,6182942410.0,5623085646.0,1.59,-9.37,-5.84,12.42,5.32,6.088416666666666,-12.620960567197258,True,2026-06-26,12.42,1.59,7.36944851146901,25.183016105417277,True,2026-06-26,6182942410.0,,,,正常,1.59,3.7593984962406015,True,2026-05-21,,涤纶,,,
002215,诺 普 信,8.47,-3.2,-0.28,141664.0,121412751.28,3.66,1.75,2.83,0.78,8.77,8.45,8.72,8.75,8509248371.0,6845582464.0,1.86,-16.14,-17.69,10.96,8.47,10.466750000000001,-19.077077411804044,True,2026-06-26,10.96,1.86,0.04875670404680643,14.578254509995126,True,2026-06-26,8509248371.0,,,,正常,1.86,3.5419126328217234,True,2026-06-01,,其他种植业,,,
002223,鱼跃医疗,25.58,-1.95,-0.51,151331.0,394854443.08,3.99,1.61,14.97,1.13,26.6,25.56,26.01,26.09,25643359844.0,24103863100.0,1.97,-23.37,-31.99,19.95,25.58,33.61025,-23.892265008442372,True,2026-06-26,19.95,1.97,37.88910505836576,1.0700389105058365,True,2026-06-26,25643359844.0,,,,正常,1.97,3.909304143862393,True,2026-05-26,,医疗设备,,,
002228,合兴包装,3.01,-0.66,-0.02,221461.0,67513260.4,2.97,1.83,22.44,1.12,3.1,3.01,3.03,3.03,3652290743.0,3640058344.0,1.24,-21.41,-32.66,38.68,3.01,4.034416666666667,-25.391940181356254,True,2026-06-26,38.68,1.24,86.42996108949417,29.08560311284047,True,2026-06-26,3652290743.0,,,,正常,1.24,11.295681063122924,True,2026-06-26,,纸包装,,,
002233,塔牌集团,7.14,-0.56,-0.04,68070.0,48737481.03,2.65,0.58,14.25,0.77,7.27,7.08,7.18,7.18,8383434627.0,8377793670.0,0.72,-18.77,-16.3,13.61,7.14,8.667916666666667,-17.627265298274285,True,2026-06-26,13.61,0.72,61.29819424109322,5.856515373352855,True,2026-06-26,8383434627.0,,,,正常,0.72,6.722689075630252,True,2026-04-30,,水泥制造,,,
002236,大华股份,15.98,-4.14,-0.69,417078.0,673438451.39,4.02,1.74,18.72,0.94,16.61,15.94,16.61,16.67,52242807943.0,38210208901.0,1.4,-2.56,-13.95,13.39,15.98,17.821166666666667,-10.331347554873883,True,2026-06-26,13.39,1.4,14.929025942241802,6.656877141458639,True,2026-06-26,52242807943.0,,,,正常,1.4,3.4730913642052568,True,2026-05-26,,安防设备,,,
002249,大洋电机,7.48,-3.61,-0.28,457162.0,347602246.8,5.03,2.46,15.42,1.16,7.87,7.48,7.81,7.76,18443837781.0,13927277443.0,1.91,-17.71,-30.09,16.81,7.48,9.603333333333333,-22.110378340853863,True,2026-06-26,16.81,1.91,5.15527950310559,81.76039119804402,True,2026-06-26,18443837781.0,,,,正常,1.91,3.957219251336898,True,2026-05-20,,电机Ⅲ,,,
002264,新 华 都,5.62,-3.6,-0.21,143969.0,82169943.0,3.6,2.2,12.08,0.77,5.83,5.62,5.81,5.83,4045339506.0,3679879392.0,2.01,-30.96,-35.62,25.26,5.62,8.648500000000002,-35.01763311556919,True,2026-06-26,25.26,2.01,60.641627543035995,3.0671859785783835,True,2026-06-26,4045339506.0,,,,正常,2.01,3.558718861209965,True,2026-06-04,,营销代理,,,
002267,陕天然气,6.6,0.0,0.0,56846.0,37451275.99,1.52,0.51,4.94,0.94,6.64,6.54,6.6,6.6,7339697937.0,7339697937.0,1.08,-16.14,-9.96,14.79,6.6,7.718666666666667,-14.493003973052343,True,2026-06-26,14.79,1.08,29.935992122107336,4.775972427375677,True,2026-06-26,7339697937.0,,,,正常,1.08,3.0303030303030307,True,2026-06-25,,燃气,,,
002270,华明装备,18.86,-3.82,-0.75,170456.0,326173706.1,7.65,1.9,25.92,0.81,20.2,18.7,19.64,19.61,16902811629.0,16902540761.0,5.42,-30.74,-24.04,24.1,18.86,27.132333333333335,-30.488838654987294,True,2026-06-26,24.1,5.42,65.72541382667964,87.9746835443038,False,2026-06-26,16902811629.0,,,,正常,5.42,4.400848356309651,True,2026-04-30,,输变电设备,,,
002271,东方雨虹,11.9,-2.86,-0.35,456194.0,550709463.32,4.65,2.38,17.68,1.16,12.43,11.86,12.2,12.25,28425528405.0,22782453610.0,1.39,-22.37,-12.44,88.08,11.9,15.204666666666666,-21.734555180427062,True,2026-06-26,88.08,1.39,95.85635359116023,17.025440313111545,True,2026-06-26,28425528405.0,,,,正常,1.39,7.773109243697479,True,2025-08-27,,防水材料,,,
002275,桂林三金,12.08,-3.82,-0.48,14589.0,17807896.0,3.18,0.26,14.27,0.84,12.48,12.08,12.47,12.56,7097828688.0,6729804071.0,2.25,-12.97,-12.46,15.68,12.08,13.701333333333332,-11.833398209419999,True,2026-06-26,15.68,2.25,1.5203531142717017,0.7356547327121138,True,2026-06-26,7097828688.0,,,,正常,2.25,4.13907284768212,True,2026-06-04,,中药,,,
002287,奇正藏药,18.62,-3.07,-0.59,24227.0,45420468.63,3.59,0.42,27.98,1.06,19.27,18.58,19.19,19.21,10652840940.0,10631003199.0,2.22,-17.1,-19.91,15.95,18.62,23.002583333333334,-19.052570182334595,True,2026-06-26,15.95,2.22,3.019627579265224,0.1466275659824047,True,2026-06-26,10652840940.0,,,,正常,2.22,5.424274973147154,True,2026-06-17,,中药,,,
002299,圣农发展,15.11,-1.88,-0.29,122761.0,187820330.21,5.06,1.01,18.57,1.44,15.73,14.95,15.52,15.4,18783418104.0,18418148420.0,1.67,-14.29,-7.53,12.65,15.11,17.375333333333334,-13.037639565667813,True,2026-06-26,12.65,1.67,19.80246913580247,5.580246913580247,True,2026-06-26,18783418104.0,,,,正常,1.67,3.3090668431502315,True,2026-05-21,,肉鸡养殖,,,
002304,洋河股份,39.22,-2.36,-0.95,71486.0,284000874.76,3.24,0.47,6.04,0.98,40.5,39.2,40.09,40.17,59082775802.0,59081381531.0,1.26,-22.8,-35.43,58.18,39.22,51.18766666666667,-23.379980854763204,True,2026-06-26,58.18,1.26,98.10311284046692,0.2918287937743191,True,2026-06-26,59082775802.0,,,,正常,1.26,5.907700152983172,True,2025-06-27,,白酒Ⅲ,,,
002311,海大集团,43.56,1.33,0.57,98625.0,429867640.75,4.4,0.6,20.2,0.9,44.49,42.6,43.1,42.99,71672841401.0,71603371173.0,3.03,-14.52,-19.75,18.45,43.56,50.06133333333334,-12.986736270175259,True,2026-06-26,18.45,3.03,8.365758754863812,1.7509727626459144,True,2026-06-26,71672841401.0,,,,正常,3.03,5.509641873278237,True,2026-06-17,,未知,所属行业批量超时,,
002315,焦点科技,22.72,-2.82,-0.66,73910.0,168408744.28,4.49,2.81,23.92,1.09,23.42,22.37,23.12,23.38,9369878611.0,5973389426.0,3.53,-23.11,-34.45,19.14,22.72,32.27775,-29.610954914763266,True,2026-06-26,19.14,3.53,11.478599221789883,67.07198443579766,True,2026-06-26,9369878611.0,,,,正常,3.53,5.721830985915494,True,2026-04-23,,未知,所属行业批量超时,,
002318,久立特材,22.98,-3.93,-0.94,129943.0,301897521.6,5.43,1.36,14.22,0.93,24.1,22.8,23.92,23.92,22455383146.0,21938749750.0,2.76,-21.81,-17.78,14.82,22.98,29.48166666666667,-22.053253434337726,True,2026-06-26,14.82,2.76,35.8223523670083,57.19863347974622,False,2026-06-26,22455383146.0,,,,正常,2.76,4.351610095735422,True,2026-05-28,,未知,所属行业批量超时,,
002322,理工能科,9.7,-3.19,-0.32,33468.0,32765365.0,2.79,0.95,38.33,1.04,9.98,9.7,9.98,10.02,3545621309.0,3408576886.0,1.3,-33.06,-17.02,17.26,9.7,12.53125,-22.593516209476316,True,2026-06-26,17.26,1.3,29.990262901655306,21.12950340798442,True,2026-06-26,3545621309.0,,,,正常,1.3,6.288659793814433,True,2026-04-30,,未知,所属行业批量超时,,
002345,潮宏基,8.71,-4.81,-0.44,169175.0,148877241.2,4.59,1.95,7.34,0.89,9.1,8.68,9.09,9.15,7738945678.0,7553567769.0,2.08,-13.76,-28.31,13.54,8.71,11.042,-21.119362434341593,True,2026-06-26,13.54,2.08,17.035040431266847,80.00972762645915,True,2026-06-26,7738945678.0,,,,正常,2.08,5.166475315729047,True,2026-05-21,,未知,所属行业批量超时,,
002351,漫步者,9.18,-3.27,-0.31,85607.0,79365477.0,3.06,1.64,19.96,0.94,9.45,9.16,9.45,9.49,8162002260.0,4783301195.0,2.82,-13.56,-22.6,18.94,9.18,11.345083333333331,-19.083890965983784,True,2026-06-26,18.94,2.82,0.5891016200294551,20.42218949435444,True,2026-06-26,8162002260.0,,,,正常,2.82,4.901960784313726,True,2026-05-21,,未知,所属行业批量超时,,
002352,顺丰控股,30.82,-1.47,-0.46,207907.0,645071016.71,2.01,0.44,16.06,0.87,31.41,30.78,31.27,31.28,162276794964.0,147011769193.0,1.65,-15.91,-18.68,14.22,30.82,36.422916666666666,-15.382943430761308,True,2026-06-26,14.22,1.65,0.343811394891945,0.44204322200392926,True,2026-06-26,162276794964.0,,,,正常,1.65,4.315379623621025,True,2026-05-19,,未知,所属行业批量超时,,
002372,伟星新材,8.17,-1.33,-0.11,111583.0,91885834.79,2.78,0.76,27.22,1.25,8.33,8.1,8.3,8.28,13006950362.0,12016908504.0,2.92,-23.14,-18.95,17.42,8.17,10.478333333333333,-22.02958485764276,True,2026-06-26,17.42,2.92,10.248901903367496,0.5368472425573451,True,2026-06-26,13006950362.0,,,,正常,2.92,5.507955936352509,True,2026-05-08,,未知,所属行业批量超时,,
002376,新北洋,5.68,-2.41,-0.14,93644.0,53777671.41,3.44,1.19,122.56,0.9,5.87,5.67,5.81,5.82,4603995233.0,4470917740.0,1.26,-15.35,-24.47,57.7,5.68,7.073583333333333,-19.70123581871517,True,2026-06-26,57.7,1.26,63.793103448275865,4.992657856093979,True,2026-06-26,4603995233.0,,,,正常,1.26,3.5211267605633805,True,2026-05-29,,未知,所属行业批量超时,,
002390,信邦制药,2.6,-3.35,-0.09,258105.0,67978265.71,4.09,1.34,25.97,1.16,2.7,2.59,2.69,2.69,5054014857.0,5012255713.0,0.75,-17.98,-17.72,39.58,2.6,3.158666666666667,-17.686787674124105,True,2026-06-26,39.58,0.75,41.019955654102,0.04880429477794046,True,2026-06-26,5054014857.0,,,,正常,0.75,3.4615384615384612,True,2026-05-21,,未知,所属行业批量超时,,
002391,长青股份,4.91,-2.77,-0.14,104551.0,52094969.0,3.17,2.25,25.95,1.52,5.06,4.9,5.04,5.05,3189499421.0,2278722707.0,0.77,-18.84,-14.46,58.44,4.91,6.116083333333333,-19.719864292234945,True,2026-06-26,58.44,0.77,97.94740218088518,10.220048899755502,True,2026-06-26,3189499421.0,,,,正常,0.77,4.0733197556008145,True,2026-06-16,,未知,所属行业批量超时,,
002393,力生制药,13.85,-3.48,-0.5,24955.0,34973580.07,3.48,0.83,20.62,0.86,14.35,13.85,14.26,14.35,4279154378.0,4158004938.0,0.96,-28.5,-20.17,10.36,13.85,17.056833333333334,-18.80087159593907,True,2026-06-26,10.36,0.96,0.6809338521400778,42.12062256809339,True,2026-06-26,4279154378.0,,,,正常,0.96,6.498194945848376,True,2026-04-28,,未知,所属行业批量超时,,
002394,联发股份,8.83,-1.23,-0.11,76125.0,68663954.88,7.27,2.36,63.8,1.02,9.47,8.82,8.9,8.94,2858271000.0,2853161132.0,0.68,-33.61,-42.51,11.81,8.83,13.506,-34.62164963719828,True,2026-06-26,11.81,0.68,61.33268482490273,39.688715953307394,False,2026-06-26,2858271000.0,,,,正常,0.68,5.662514156285391,True,2026-05-25,,未知,所属行业批量超时,,
002399,海普瑞,8.65,-4.31,-0.39,61690.0,54317034.64,5.42,0.49,16.92,1.0,9.13,8.64,9.01,9.04,12692112165.0,10788294740.0,1.06,-21.22,-25.75,33.36,8.65,11.075999999999999,-21.903214156735274,True,2026-06-26,33.36,1.06,44.73248758963045,1.7039922103213243,True,2026-06-26,12692112165.0,,,,正常,1.06,4.566473988439306,True,2026-06-18,,未知,所属行业批量超时,,
002404,嘉欣丝绸,5.78,-2.03,-0.12,135596.0,78586895.74,2.2,2.98,14.74,0.49,5.87,5.74,5.85,5.9,3237097907.0,2633041031.0,1.7,-10.8,-13.86,17.45,5.78,6.698666666666667,-13.714171974522294,True,2026-06-26,17.45,1.7,24.682306940371458,12.41446725317693,True,2026-06-26,3237097907.0,,,,正常,1.7,5.190311418685121,True,2026-04-30,,未知,所属行业批量超时,,
002412,汉森制药,5.5,-3.51,-0.2,69925.0,38861256.66,3.68,1.4,18.02,0.81,5.69,5.48,5.65,5.7,2767600000.0,2738147500.0,1.22,-12.0,-9.98,12.29,5.5,6.76225,-18.666124440829602,True,2026-06-26,12.29,1.22,0.63913470993117,0.39331366764995085,True,2026-06-26,2767600000.0,,,,正常,1.22,5.454545454545454,True,2026-06-16,,未知,所属行业批量超时,,
002416,爱施德,9.07,-6.78,-0.66,306033.0,284750188.68,6.58,2.5,21.96,1.44,9.68,9.04,9.66,9.73,11240285980.0,11100812037.0,2.1,-26.85,-24.92,29.88,9.07,12.183833333333332,-25.55709068027303,True,2026-06-26,29.88,2.1,82.26234731810939,60.861056751467714,False,2026-06-26,11240285980.0,,,,正常,2.1,5.512679162072767,True,2026-05-28,,未知,所属行业批量超时,,
002441,众业达,8.02,-0.62,-0.05,113431.0,91525937.42,4.46,2.85,11.39,1.19,8.27,7.91,8.1,8.07,4367239744.0,3196404115.0,1.0,-17.66,-11.87,23.63,8.02,9.914416666666666,-19.107696704294252,True,2026-06-26,23.63,1.0,76.7533104462972,19.666503187837176,True,2026-06-26,4367239744.0,,,,正常,1.0,6.234413965087282,True,2026-06-25,,未知,所属行业批量超时,,
002454,松芝股份,4.87,-3.37,-0.17,130745.0,64198574.78,4.37,1.49,14.99,1.15,5.07,4.85,5.06,5.04,4281088822.0,4272713698.0,1.08,-16.61,-20.03,18.98,4.87,6.325666666666666,-23.012067239289657,True,2026-06-26,18.98,1.08,33.447265625,47.705078125,False,2026-06-26,4281088822.0,,,,正常,1.08,7.186858316221765,True,2026-05-22,,未知,所属行业批量超时,,
002469,三维化学,5.67,-2.24,-0.13,88716.0,50622611.81,3.45,1.41,-954.99,0.66,5.82,5.62,5.8,5.8,3679051112.0,3563044505.0,1.46,-35.42,-30.43,27.46,5.67,8.143916666666666,-30.37748012320034,True,2026-06-26,27.46,1.46,60.21400778210116,12.694552529182879,True,2026-06-26,3679051112.0,,,,正常,1.46,5.291005291005291,True,2026-05-22,,未知,所属行业批量超时,,
002478,常宝股份,6.23,-2.5,-0.16,168017.0,106125344.04,3.91,2.32,20.97,0.98,6.48,6.23,6.48,6.39,5612010340.0,4502570134.0,0.95,-41.0,-24.67,12.81,6.23,9.531583333333334,-34.638351445632495,True,2026-06-26,12.81,0.95,63.52266805627931,28.93968871595331,True,2026-06-26,5612010340.0,,,,正常,0.95,3.210272873194221,True,2026-06-26,,未知,所属行业批量超时,,
002483,润邦股份,4.96,-1.39,-0.07,86559.0,43161953.14,2.39,0.98,16.07,0.9,5.05,4.93,5.03,5.03,4396883328.0,4390843963.0,0.98,-27.8,-29.04,12.26,4.96,6.7915833333333335,-26.96842906047927,True,2026-06-26,12.26,0.98,3.842412451361868,5.398832684824903,True,2026-06-26,4396883328.0,,,,正常,0.98,3.0241935483870965,True,2026-06-04,,未知,所属行业批量超时,,
002500,山西证券,5.09,-4.14,-0.22,453401.0,235515930.9,4.9,1.26,17.91,0.95,5.35,5.09,5.3,5.31,18271937174.0,18271937174.0,0.99,-7.79,-13.87,19.65,5.09,5.678416666666667,-10.362336919035542,True,2026-06-26,19.65,0.99,0.43859649122807015,3.8011695906432745,True,2026-06-26,18271937174.0,,,,正常,0.99,3.536345776031434,True,2026-06-26,,未知,所属行业批量超时,,
002507,涪陵榨菜,10.84,-2.17,-0.24,96687.0,105802392.26,2.53,0.84,11.48,1.04,11.12,10.84,11.01,11.08,12508482264.0,12474445802.0,1.43,-11.65,-13.21,16.28,10.84,12.492250000000002,-13.226200244151388,True,2026-06-26,16.28,1.43,0.09779951100244498,0.1466992665036675,True,2026-06-26,12508482264.0,,,,正常,1.43,3.8745387453874542,True,2026-05-28,,未知,所属行业批量超时,,
002508,老板电器,14.44,-2.37,-0.35,53667.0,78212544.38,2.57,0.57,11.12,0.91,14.8,14.42,14.8,14.79,13644917947.0,13480487804.0,1.2,-26.18,-23.4,11.16,14.44,19.16525,-24.65530060917547,True,2026-06-26,11.16,1.2,1.753531417437896,0.14612761811982464,True,2026-06-26,13644917947.0,,,,正常,1.2,6.9252077562326875,True,2026-06-03,,未知,所属行业批量超时,,
002521,齐峰新材,6.43,-0.92,-0.06,55227.0,35706219.74,2.0,1.32,22.44,1.0,6.53,6.4,6.49,6.49,3601192552.0,2695286184.0,0.93,-17.35,-21.1,20.34,6.43,7.942833333333334,-19.046519923620885,True,2026-06-26,20.34,0.93,24.489795918367346,55.34313725490196,True,2026-06-26,3601192552.0,,,,正常,0.93,4.199066874027994,True,2026-06-01,,未知,所属行业批量超时,,
002532,天山铝业,11.08,-4.65,-0.54,933203.0,1043449989.01,6.88,2.27,5.78,0.89,11.75,10.95,11.7,11.62,51286410558.0,45503980568.0,1.7,-30.18,-30.01,8.58,11.08,16.580166666666667,-33.17316874579065,True,2026-06-26,8.58,1.7,6.920077972709551,38.64522417153996,True,2026-06-26,51286410558.0,,,,正常,1.7,4.963898916967509,True,2026-05-15,,未知,所属行业批量超时,,
002533,金杯电工,10.38,-4.33,-0.47,125604.0,132985006.94,6.36,1.97,14.47,1.2,11.04,10.35,10.91,10.85,7618308224.0,6618759595.0,1.82,-24.23,-13.72,12.8,10.38,13.123166666666666,-20.903237277587973,True,2026-06-26,12.8,1.82,15.799803729146223,78.75368007850834,True,2026-06-26,7618308224.0,,,,正常,1.82,4.335260115606936,True,2026-05-21,,未知,所属行业批量超时,,
002543,万和电气,6.18,-2.37,-0.15,36097.0,22523711.56,2.21,0.55,14.43,0.87,6.32,6.18,6.31,6.33,4595448000.0,4088799864.0,0.99,-30.87,-38.01,39.62,6.18,8.720083333333331,-29.129117649869542,True,2026-06-26,39.62,0.99,98.10311284046692,0.14591439688715954,True,2026-06-26,4595448000.0,,,,正常,0.99,4.207119741100325,True,2026-06-12,,未知,所属行业批量超时,,
002555,三七互娱,18.41,-2.9,-0.55,645450.0,1196907847.25,5.59,4.07,11.66,1.36,19.07,18.01,18.76,18.96,40727295707.0,29223276410.0,3.1,-12.25,-19.92,12.63,18.41,22.70633333333333,-18.92129949059732,True,2026-06-26,12.63,3.1,10.76998050682261,19.39571150097466,True,2026-06-26,40727295707.0,,,,正常,3.1,5.594785442694187,True,2026-06-02,,未知,所属行业批量超时,,
002556,辉隆股份,4.53,-2.37,-0.11,82944.0,37796675.0,2.8,0.88,20.0,0.86,4.63,4.5,4.6,4.64,4287726902.0,4283204603.0,1.2,-27.05,-23.74,25.93,4.53,5.998333333333333,-24.479021950541814,True,2026-06-26,25.93,1.2,32.4390243902439,2.878048780487805,True,2026-06-26,4287726902.0,,,,正常,1.2,3.311258278145695,True,2026-06-11,,未知,所属行业批量超时,,
002557,洽洽食品,17.95,-1.91,-0.35,64562.0,116690494.15,3.66,1.28,13.49,0.86,18.48,17.81,18.2,18.3,9080101845.0,9060684881.0,1.83,-11.27,-13.03,22.18,17.95,21.15975,-15.169130070062264,True,2026-06-26,22.18,1.83,29.59133431806992,0.3938946331856229,True,2026-06-26,9080101845.0,,,,正常,1.83,5.571030640668524,True,2026-06-15,,未知,所属行业批量超时,,
002572,索菲亚,7.42,-1.85,-0.14,93342.0,69510573.75,3.04,1.43,-46.48,0.74,7.6,7.37,7.54,7.56,7145809957.0,4833860060.0,1.08,-37.01,-42.08,8.4,7.42,12.235666666666669,-39.357615713624114,True,2026-06-26,8.4,1.08,0.048638132295719845,0.38910505836575876,True,2026-06-26,7145809957.0,,,,正常,1.08,10.781671159029651,True,2026-05-21,,未知,所属行业批量超时,,
