代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,19.47,19.47,19.48,19.84,19.8,19.8,19.4,3254148.0,63423337.0,-1.865,-0.37,19.47,23.15116666666667,-15.900566566119789,True,2026-08-21,10.88367256637168,0.6413421828908555,29.162656400384986,0.3368623676612127,True,2026-08-21,11919954240.901184,,,,正常,11919954240.901184,3.1638418079096042,True,2026-06-24,,医药流通,,,,,,,,,,,
000157,中联重科,6.96,6.96,6.97,7.02,7.01,7.02,6.93,29979041.0,208567115.0,-0.855,-0.06,6.96,7.83875,-11.210333280178597,True,2026-08-21,13.892307692307684,1.0615384615384609,30.62589584328715,39.32154801720019,False,2026-08-21,60193805242.15388,,,,正常,60193805242.15388,5.74712643678161,True,2026-07-22,,工程机械整机,,,,,,,,,,,
000521,长虹美菱,4.81,4.81,4.82,4.82,4.82,4.9,4.81,6209400.0,30057048.0,-0.207,-0.01,4.81,5.586833333333332,-13.904716446406717,True,2026-08-21,16.56667355371901,0.8447314049586776,38.05049911920141,44.821002386634845,False,2026-08-21,4953933069.547522,,,,正常,4953933069.547522,4.365904365904367,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.05,8.04,8.05,8.07,8.08,8.08,7.98,14046170.0,112669745.0,-0.248,-0.02,8.05,9.011500000000002,-10.669699827997569,True,2026-08-21,10.526198830409356,0.8944444444444443,19.236276849642007,22.863961813842483,True,2026-08-21,16404558354.988304,,,,正常,16404558354.988304,4.0370285714285705,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000581,威孚高科,17.29,17.28,17.29,17.38,17.41,17.42,17.21,3529900.0,60909674.0,-0.518,-0.09,17.29,19.33025,-10.554700534136908,True,2026-08-21,15.358777777777778,0.849333333333333,90.51504334523203,6.592877767083734,True,2026-08-21,16715724631.666668,,,,正常,16715724631.666668,4.626951995373049,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
000600,建投能源,7.95,7.94,7.95,7.89,7.88,7.96,7.81,15462600.0,122248917.0,0.76,0.06,7.95,9.366083333333332,-15.119268993620583,True,2026-08-21,7.047014051522252,1.1822599531615932,0.30978934324659235,81.5879201169021,True,2026-08-21,14335713289.16276,,,,正常,14335713289.16276,4.0251572327044025,True,2026-06-03,,火电,,,,,,,,,,,
000655,金岭矿业,6.95,6.94,6.95,6.89,6.86,6.97,6.78,6436022.0,44433627.0,0.871,0.06,6.95,7.797416666666667,-10.867915655826177,True,2026-08-21,16.28042813455657,1.2008409785932714,20.09428403064231,30.071599045346066,True,2026-08-21,4137614598.287461,,,,正常,4137614598.287461,3.2517985611510785,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,6.05,6.05,6.06,6.08,6.05,6.1,5.96,46730320.0,281604172.0,-0.493,-0.03,6.05,7.399333333333333,-18.235877106045585,True,2026-08-21,21.98070175438596,1.8912280701754391,82.94573643410853,69.75516082573212,False,2026-08-21,22486830937.80701,,,,正常,22486830937.80701,4.958677685950414,True,2026-07-07,,纯碱,,,,,,,,,,,
000786,北新建材,16.98,16.98,16.99,18.65,17.56,17.72,16.79,63261518.0,1070218074.0,-8.954,-1.67,16.98,22.53966666666667,-24.66614413108742,True,2026-08-21,10.081066531234129,1.0779583544946678,4.988009592326139,0.09592326139088729,True,2026-08-21,28903967993.177246,,,,正常,28903967993.177246,4.0341578327444045,True,2026-06-12,,其他建材,,,,,,,,,,,
000789,万年青,4.09,4.08,4.09,4.1,4.09,4.09,4.0,3981800.0,16098518.0,-0.244,-0.01,4.09,4.641583333333333,-11.883516759726387,True,2026-08-21,112.39676699023758,0.513871794871795,91.6969382459782,2.2933588150979456,True,2026-08-21,3261448679.874358,,,,正常,3261448679.874358,3.6674816625916873,True,2026-06-12,,水泥制造,,,,,,,,,,,
000858,五 粮 液,71.19,71.19,71.2,72.09,71.96,72.0,71.11,19709758.0,1405498852.0,-1.248,-0.9,71.19,86.88883333333334,-18.067722549694732,True,2026-08-21,21.92804278074866,2.3412754010695207,27.350835322195703,1.0501193317422435,True,2026-08-21,276331673875.9502,,,,正常,276331673875.9502,7.244957437842395,True,2026-07-16,,白酒Ⅲ,,,,,,,,,,,
000899,赣能股份,9.96,9.95,9.96,10.05,10.03,10.05,9.87,7497199.0,74567912.0,-0.896,-0.09,9.96,11.99775,-16.98443458148402,True,2026-08-21,9.570714966634888,1.5951191611058149,0.7441327990841442,73.11046511627907,True,2026-08-21,9717750489.220217,,,,正常,9717750489.220217,5.692771084337348,True,2026-06-15,,火电,,,,,,,,,,,
000910,大亚圣象,5.32,5.31,5.32,5.38,5.35,5.37,5.24,3633400.0,19231543.0,-1.115,-0.06,5.32,6.236416666666667,-14.69460293704985,True,2026-08-21,218.3509379471999,0.4477755511022039,96.73860911270982,1.0501193317422435,True,2026-08-21,2912154700.0,,,,正常,2912154700.0,3.571428571428571,True,2026-05-15,,瓷砖地板,,,,,,,,,,,
