代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000028,国药一致,19.5,19.5,19.52,19.72,19.72,19.77,19.46,1913620.0,37474839.0,-1.116,-0.22,19.5,21.990333333333336,-11.324672962362259,True,2026-09-24,10.900442477876103,0.6423303834808259,28.972407231208376,0.3805899143672693,True,2026-09-24,11938320888.421831,,,,正常,11938320888.421831,3.1589743589743593,True,2026-06-24,,医药流通,
000030,富奥股份,3.92,3.91,3.92,3.93,3.92,3.94,3.89,7576602.0,29642398.0,-0.254,-0.01,3.92,4.439416666666667,-11.700110750286274,True,2026-09-24,10.148653846153836,0.8103846153846156,12.139820500708549,0.0944733112895607,True,2026-09-24,6741658512.211538,,,,正常,6741658512.211538,3.826530612244898,True,2026-06-26,,底盘与发动机系统,
000155,川能动力,11.04,11.04,11.05,11.26,11.26,11.28,11.04,13032290.0,145261179.0,-1.954,-0.22,11.04,13.511916666666666,-18.294345115114442,True,2026-09-24,38.282464454976335,1.901042654028434,60.40268456375839,33.02972195589645,False,2026-09-24,20381698495.92418,,,,正常,20381698495.92418,3.894927536231884,True,2026-09-22,,风力发电,
000157,中联重科,6.04,6.04,6.05,6.1,6.08,6.1,6.04,28582098.0,173464810.0,-0.984,-0.06,6.04,7.350083333333333,-17.82406095168989,True,2026-09-24,12.055968169761268,0.9212201591511939,25.129900803023148,18.469532357109117,True,2026-09-24,52237152825.087585,,,,正常,52237152825.087585,6.622516556291391,True,2026-07-22,,工程机械整机,
000521,长虹美菱,4.33,4.33,4.34,4.4,4.39,4.41,4.33,5222100.0,22780592.0,-1.591,-0.07,4.33,5.2748333333333335,-17.91209832854118,True,2026-09-24,14.913450413223142,0.7604338842975202,35.379270411117545,31.901840490797547,False,2026-09-24,4459569686.307855,,,,正常,4459569686.307855,4.849884526558892,True,2026-06-23,,冰洗,
000528,柳 工,7.5,7.49,7.5,7.61,7.59,7.61,7.48,22430044.0,168990204.0,-1.445,-0.11,7.5,8.587,-12.658670082683122,True,2026-09-24,9.80701754385965,0.8333333333333333,13.072203869749883,17.0363378952336,True,2026-09-24,15283750020.175432,,,,正常,15283750020.175432,4.333077333333333,True,2026-06-04,,工程机械整机,
000568,泸州老窖,70.65,70.64,70.65,72.11,71.69,72.16,70.51,9067869.0,644006073.0,-2.025,-1.46,70.65,86.61608333333334,-18.43316243230424,True,2026-09-24,10.451327586206903,2.013931034482759,0.09438414346389806,0.04719207173194903,True,2026-09-24,103989838360.94997,,,,正常,103989838360.94997,8.174269639065814,True,2026-08-28,,白酒Ⅲ,
000600,建投能源,7.08,7.08,7.09,7.21,7.2,7.23,7.07,14036881.0,99994406.0,-1.803,-0.13,7.08,8.971750000000002,-21.085629893833435,True,2026-09-24,6.275831381733028,1.0528805620608908,0.06105006105006105,67.30861819932595,True,2026-09-24,12766899382.046837,,,,正常,12766899382.046837,4.519774011299435,True,2026-06-03,,火电,
000683,博源化工,5.54,5.54,5.55,5.62,5.6,5.64,5.53,31982700.0,178305053.0,-1.423,-0.08,5.54,6.8220833333333335,-18.793135039394127,True,2026-09-24,20.12778309409889,1.731802232854868,78.1010719754977,59.94304698623636,False,2026-09-24,20591246842.223263,,,,正常,20591246842.223263,5.415162454873646,True,2026-07-07,,纯碱,
000786,北新建材,15.91,15.9,15.91,16.05,16.0,16.11,15.81,15136273.0,241022646.0,-0.872,-0.14,15.91,20.521166666666666,-22.470294898763065,True,2026-09-24,9.445804977145757,1.010030472320976,4.125177809388336,0.2370791844476055,True,2026-09-24,27082575428.236168,,,,正常,27082575428.236168,4.305468258956631,True,2026-06-12,,其他建材,
000858,五 粮 液,69.67,69.67,69.68,70.34,70.1,70.26,69.58,13178634.0,919684327.0,-0.953,-0.67,69.67,80.50275,-13.456372608389156,True,2026-09-24,21.459850267379668,2.2912860962566883,25.011798017932986,0.9438414346389806,True,2026-09-24,270431629708.35007,,,,正常,270431629708.35007,7.403021673604135,True,2026-07-16,,白酒Ⅲ,
000899,赣能股份,8.98,8.97,8.98,9.1,9.1,9.12,8.92,8341136.0,75234168.0,-1.319,-0.12,8.98,11.19375,-19.776661083193737,True,2026-09-24,8.629018112488088,1.4381696854146802,0.0564652738565782,57.47126436781609,True,2026-09-24,8761586284.457588,,,,正常,8761586284.457588,6.314031180400891,True,2026-06-15,,火电,
000913,钱江摩托,10.54,10.54,10.56,10.66,10.61,10.72,10.54,2226600.0,23588360.0,-1.126,-0.12,10.54,11.860166666666665,-11.131097089697995,True,2026-09-24,6.513375680580765,1.109473684210526,0.6134969325153374,1.0854176498348278,True,2026-09-24,5548371940.000002,,,,正常,5548371940.000002,5.692599620493359,True,2026-05-27,,摩托车,
000915,华特达因,23.97,23.96,23.97,24.22,24.22,24.36,23.91,1947400.0,46964448.0,-1.032,-0.25,23.97,26.86341666666667,-10.770843867589452,True,2026-09-24,12.123748502994006,2.2486826347305406,4.674220963172805,11.09537299338999,True,2026-09-24,5616925695.210778,,,,正常,5616925695.210778,10.429703796412182,True,2026-07-01,,化学制剂,
000932,华菱钢铁,3.45,3.45,3.46,3.54,3.51,3.53,3.43,84087630.0,291977187.0,-2.542,-0.09,3.45,3.9765000000000006,-13.240286684270098,True,2026-09-24,10.524800000000004,0.43239999999999895,78.2444549315715,0.23596035865974516,True,2026-09-24,23641501602.000008,,,,正常,23641501602.000008,4.63768115942029,True,2026-06-26,,板材,
000963,华东医药,26.06,26.06,26.07,26.5,26.43,26.54,26.05,9250529.0,242328655.0,-1.66,-0.44,26.06,29.855416666666663,-12.712656832233115,True,2026-09-24,13.052535454859918,1.8479072985126277,2.973100519112789,0.04719207173194903,True,2026-09-24,45702382259.16849,,,,正常,45702382259.16849,3.568687643898696,True,2026-09-18,,化学制剂,
002001,新 和 成,25.7,25.7,25.71,26.34,26.4,26.4,25.7,19044450.0,493936786.0,-2.43,-0.64,25.7,30.13175,-14.707907771702612,True,2026-09-24,11.771539176215544,2.2444719727469824,15.982404692082111,21.358748778103617,True,2026-09-24,78986937175.84084,,,,正常,78986937175.84084,3.8910505836575875,True,2026-05-28,,食品及饲料添加剂,
002010,传化智联,4.49,4.49,4.5,4.55,4.55,4.56,4.48,10337912.0,46635737.0,-1.319,-0.06,4.49,5.0168333333333335,-10.501312248762495,True,2026-09-24,18.8325109170306,0.6960480349344977,42.087860179499295,6.235238545111006,True,2026-09-24,12410498777.272919,,,,正常,12410498777.272919,3.3407572383073494,True,2026-06-30,,公路货运,
002020,京新药业,11.25,11.25,11.26,11.68,11.63,11.7,11.21,15338500.0,174554513.0,-3.682,-0.43,11.25,13.6495,-17.57939851276603,True,2026-09-24,12.746142542248348,1.6697281410727414,13.449740443605474,12.033978291647003,True,2026-09-24,9686577824.669363,,,,正常,9686577824.669363,3.111111111111111,True,2026-06-11,,化学制剂,
002027,分众传媒,4.66,4.66,4.67,4.75,4.73,4.78,4.66,96503184.0,453910015.0,-1.895,-0.09,4.66,5.351583333333333,-12.922966723243889,True,2026-09-24,18.692261682243007,5.295850467289724,30.297310051911282,20.48135913166588,True,2026-09-24,67300650723.07292,,,,正常,67300650723.07292,8.369098712446352,True,2026-09-04,,广告媒体,
002043,兔 宝 宝,11.4,11.4,11.41,11.66,11.53,11.63,11.29,7380768.0,84267980.0,-2.23,-0.26,11.4,12.774083333333332,-10.756805772103661,True,2026-09-24,12.625233644859811,2.9654205607476634,23.295454545454543,32.196969696969695,True,2026-09-24,9459201071.82244,,,,正常,9459201071.82244,3.7894736842105265,True,2026-09-03,,其他建材,
002083,孚日股份,9.48,9.47,9.48,9.58,9.52,9.7,9.45,16007500.0,152715762.0,-1.044,-0.1,9.48,10.671666666666669,-11.166640637201318,True,2026-09-24,18.644,1.9486666666666694,79.26136363636364,91.09848484848484,False,2026-09-24,8974137834.111115,,,,正常,8974137834.111115,3.164556962025316,True,2026-06-18,,棉纺,
002085,万丰奥威,9.44,9.43,9.44,9.52,9.5,9.69,9.43,23086721.0,220167461.0,-0.84,-0.08,9.44,11.739083333333332,-19.58486253185583,True,2026-09-24,20.987142857142864,2.6596825396825396,39.300897496457246,50.7321681624941,False,2026-09-24,20043928589.17463,,,,正常,20043928589.17463,3.1779661016949152,True,2026-09-22,,轮胎轮毂,
002116,中国海诚,7.11,7.11,7.12,7.15,7.13,7.19,7.1,2018560.0,14416001.0,-0.559,-0.04,7.11,8.158416666666666,-12.850736968978849,True,2026-09-24,11.825921625544263,1.4653410740203203,1.8830525272547076,1.9376181474480152,True,2026-09-24,3974154820.7721314,,,,正常,3974154820.7721314,3.08451476793249,True,2026-06-22,,其他专业工程,
002152,广电运通,9.03,9.03,9.04,9.18,9.17,9.19,9.02,14527100.0,132067629.0,-1.634,-0.15,9.03,10.391583333333333,-13.102751425432446,True,2026-09-24,26.492357807652546,1.839617373319543,27.79356060606061,11.695075757575758,True,2026-09-24,22424947569.25751,,,,正常,22424947569.25751,4.097452934662237,True,2026-05-28,,其他计算机设备,
002206,海 利 得,4.87,4.87,4.88,4.98,4.98,4.99,4.86,11578036.0,56826617.0,-2.209,-0.11,4.87,5.440583333333333,-10.487539632698684,True,2026-09-24,11.369470699432883,1.454555765595464,1.1363636363636365,16.145833333333336,True,2026-09-24,5659072561.584122,,,,正常,5659072561.584122,4.1067761806981515,True,2026-05-21,,涤纶,
002233,塔牌集团,6.73,6.72,6.73,6.99,6.98,6.99,6.7,26696497.0,181704534.0,-3.72,-0.26,6.73,7.764916666666666,-13.328110411144134,True,2026-09-24,18.899696551724134,0.6776413793103452,91.00378787878788,1.231060606060606,True,2026-09-24,7902032918.84,,,,正常,7902032918.84,9.063893016344725,True,2026-09-24,,水泥制造,
002249,大洋电机,6.45,6.45,6.46,6.44,6.42,6.56,6.39,27255509.0,176870943.0,0.155,0.01,6.45,7.902749999999999,-18.38284141596279,True,2026-09-24,14.500998573466465,1.6470042796005706,0.41841004184100417,65.84440227703985,True,2026-09-24,15912067137.28245,,,,正常,15912067137.28245,4.589147286821705,True,2026-05-20,,电机Ⅲ,
002283,天润工业,8.01,8.0,8.01,7.99,7.95,8.16,7.93,14007500.0,112749455.0,0.25,0.02,8.01,9.652000000000003,-17.01201823456281,True,2026-09-24,22.00000000000001,1.5199999999999996,79.7584541062802,83.91304347826087,False,2026-09-24,9127051996.0,,,,正常,9127051996.0,3.3707865168539333,True,2026-09-10,,底盘与发动机系统,
002304,洋河股份,37.47,37.47,37.48,38.03,37.94,38.02,37.44,4301107.0,161904064.0,-1.473,-0.56,37.47,42.57975,-12.000422736159788,True,2026-09-24,55.5885942173479,1.204793120638086,95.1864086833412,0.04719207173194903,True,2026-09-24,56446496922.89208,,,,正常,56446496922.89208,3.923138510808647,True,2026-06-30,,白酒Ⅲ,
002311,海大集团,41.1,41.1,41.13,41.44,41.41,41.59,41.05,4858910.0,200595579.0,-0.82,-0.34,41.1,45.93383333333333,-10.523470354096286,True,2026-09-24,17.517752341311148,2.8825598335067695,3.1618688060405855,0.5663048607833885,True,2026-09-24,68046492174.59939,,,,正常,68046492174.59939,3.5279805352798053,True,2026-09-17,,水产饲料,
002318,久立特材,18.4,18.4,18.41,18.31,18.22,18.48,18.13,6505850.0,119168311.0,0.492,0.09,18.4,23.122333333333337,-20.42325601510807,True,2026-09-24,11.864379414732612,2.2094853683148328,3.5984848484848486,22.490530303030305,True,2026-09-24,17979941247.62865,,,,正常,17979941247.62865,5.434782608695652,True,2026-05-28,,特钢Ⅲ,
002345,潮宏基,8.47,8.46,8.47,8.61,8.6,8.65,8.44,8540076.0,72747320.0,-1.626,-0.14,8.47,9.8995,-14.440123238547397,True,2026-09-24,13.164707012487984,2.0259654178674364,14.337851929092803,76.63992449268522,True,2026-09-24,7525702628.395775,,,,正常,7525702628.395775,7.6741440377804,True,2026-09-23,,钟表珠宝,
002406,远东传动,6.45,6.44,6.45,6.4,6.37,6.5,6.35,9712005.0,62734778.0,0.781,0.05,6.45,7.1860833333333325,-10.243178365590888,True,2026-09-24,27.250235849056644,1.2068396226415097,55.986590038314176,44.68390804597701,False,2026-09-24,4709951779.386794,,,,正常,4709951779.386794,4.651162790697675,True,2026-07-10,,底盘与发动机系统,
002416,爱施德,9.06,9.06,9.07,9.01,9.0,9.13,8.96,9361400.0,84772244.0,0.555,0.05,9.06,10.473833333333335,-13.498719029963569,True,2026-09-24,29.84354098360654,2.089245901639341,80.47276464542652,59.51589938300902,False,2026-09-24,11227893162.459007,,,,正常,11227893162.459007,5.518763796909492,True,2026-05-28,,专业连锁Ⅲ,
002521,齐峰新材,6.28,6.27,6.28,6.27,6.23,6.31,6.21,3810200.0,23884796.0,0.159,0.01,6.28,7.207583333333333,-12.869547120509639,True,2026-09-24,19.868141592920328,0.9077286135693221,20.31636183885319,50.35663338088445,True,2026-09-24,3517183394.0000043,,,,正常,3517183394.0000043,4.299363057324841,True,2026-08-28,,特种纸,
002532,天山铝业,12.11,12.1,12.11,12.41,12.32,12.36,12.04,44011154.0,536212046.0,-2.417,-0.3,12.11,14.041083333333331,-13.753093600327604,True,2026-09-24,9.374564705882351,1.8616156862745143,10.212765957446807,48.74704491725768,True,2026-09-24,56054010095.41254,,,,正常,56054010095.41254,7.018992568125516,True,2026-08-19,,铝,
002555,三七互娱,17.38,17.37,17.38,17.39,17.37,17.49,17.32,11030245.0,191915586.0,-0.058,-0.01,17.38,19.483999999999998,-10.798603982755072,True,2026-09-24,11.927450980392152,2.9250653594771268,6.90307328605201,15.319148936170212,True,2026-09-24,38448690895.62855,,,,正常,38448690895.62855,5.293440736478711,True,2026-09-03,,游戏Ⅲ,
002558,巨人网络,23.62,23.62,23.63,23.6,23.6,24.06,23.51,32075442.0,763051176.0,0.085,0.02,23.62,28.011833333333335,-15.678493017831752,True,2026-09-24,18.05442315532,2.811675499388503,10.523831996224635,43.699858423784804,True,2026-09-24,44891273755.3763,,,,正常,44891273755.3763,4.191363251481795,True,2026-09-22,,游戏Ⅲ,
002572,索菲亚,7.45,7.44,7.45,7.59,7.55,7.7,7.41,7987482.0,60131131.0,-1.845,-0.14,7.45,9.217,-19.171096886188565,True,2026-09-24,8.43050430504305,1.090467404674046,0.28315243039169424,0.7078810759792354,True,2026-09-24,7174701371.506766,,,,正常,7174701371.506766,10.738255033557047,True,2026-05-21,,定制家居,
