代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000028,国药一致,19.9,19.9,19.91,20.4,20.22,20.48,19.9,3691339.0,74178070.0,-2.451,-0.5,19.9,24.930000000000003,-20.17649418371442,True,2026-06-24,10.108194048104355,0.5841011006930288,17.574864997545408,0.049091801669121256,True,2026-06-24,11075645032.454126,,,,正常,11075645032.454126,4.934673366834171,True,2026-06-24,,医药流通,
000030,富奥股份,4.2,4.2,4.21,4.3,4.3,4.32,4.19,8836314.0,37440137.0,-2.326,-0.1,4.2,5.148083333333333,-18.416239053369367,True,2026-06-24,10.873972602739732,0.8465753424657528,19.541910331384017,0.04873294346978557,True,2026-06-24,7223205549.041092,,,,正常,7223205549.041092,3.571428571428571,True,2025-06-30,,底盘与发动机系统,
000090,天健集团,3.24,3.23,3.24,3.35,3.34,3.37,3.21,21261342.0,69303107.0,-3.284,-0.11,3.24,3.6850000000000005,-12.075983717774763,True,2026-06-24,37.89152542372881,0.5399999999999998,97.80594831789371,0.14627011214041932,True,2026-06-24,6054087205.830507,,,,正常,6054087205.830507,3.0864197530864197,True,2025-07-11,,房地产开发,
000157,中联重科,7.27,7.27,7.28,7.38,7.37,7.42,7.23,73234730.0,533313320.0,-1.491,-0.11,7.27,8.42875,-13.74759009343024,True,2026-06-24,14.511966580976862,1.0746143958868903,33.382066276803116,42.787524366471736,False,2026-06-24,62874851165.64524,,,,正常,62874851165.64524,6.877579092159561,True,2026-01-09,,工程机械整机,
000401,金隅冀东,3.53,3.53,3.54,3.64,3.63,3.63,3.52,8272315.0,29508511.0,-3.022,-0.11,3.53,4.582083333333332,-22.96080749295262,True,2026-06-24,96.3681733021077,0.35548009367681443,96.08567208271788,0.04868549172346641,True,2026-06-24,9383506839.177977,,,,正常,9383506839.177977,5.6657223796034,True,2026-05-29,,水泥制造,
000419,通程控股,4.67,4.66,4.67,4.92,4.89,4.91,4.62,10382000.0,49074342.0,-5.081,-0.25,4.67,5.9191666666666665,-21.103758975080954,True,2026-06-24,17.80687821612352,0.7449571183533449,43.71345029239766,9.064327485380117,True,2026-06-24,2538530999.1303625,,,,正常,2538530999.1303625,3.2119914346895073,True,2025-08-08,,多业态零售,
000423,东阿阿胶,44.33,44.33,44.34,45.3,45.51,45.69,44.32,3978686.0,178181243.0,-2.141,-0.97,44.33,50.69216666666667,-12.55059131423989,True,2026-06-24,16.13426947446888,2.6436079016026843,17.104527669088874,38.8751850024667,True,2026-06-24,28547492608.052174,,,,正常,28547492608.052174,6.103276110985789,True,2026-05-25,,中药,
000498,山东路桥,4.91,4.91,4.92,5.0,5.02,5.02,4.91,5491590.0,27179766.0,-1.8,-0.09,4.91,5.788250000000001,-15.17297974344578,True,2026-06-24,3.552477558348292,0.45838420107719824,4.436860068259386,0.04875670404680643,True,2026-06-24,7622487573.712748,,,,正常,7622487573.712748,4.1751527494908345,True,2025-12-24,,基建市政工程,
000513,丽珠集团,29.66,29.66,29.68,29.52,29.62,30.26,29.44,5583806.0,166546205.0,0.474,0.14,29.66,33.590833333333336,-11.702101267706965,True,2026-06-24,13.408579456759293,1.8149734623790181,9.89278752436647,1.4132553606237817,True,2026-06-24,26335326691.739624,,,,正常,26335326691.739624,4.821308159136885,True,2026-06-16,,化学制剂,
000521,长虹美菱,5.2,5.2,5.21,5.4,5.38,5.39,5.2,9341199.0,49032432.0,-3.704,-0.2,5.2,6.099666666666667,-14.749439860101642,True,2026-06-24,17.91408934707905,0.8756013745704463,39.4705174488568,49.75657254138267,False,2026-06-24,5355603317.731961,,,,正常,5355603317.731961,4.038461538461538,True,2026-06-23,,冰洗,
000528,柳 工,7.74,7.73,7.74,7.94,7.95,7.96,7.69,33147048.0,258594662.0,-2.519,-0.2,7.74,10.239749999999999,-24.412217095143916,True,2026-06-24,10.118478931140803,0.8272970195272349,15.676728334956183,17.283349561830576,True,2026-06-24,15765188558.651604,,,,正常,15765188558.651604,7.725844961240309,True,2026-06-04,,工程机械整机,
000537,绿发电力,7.81,7.81,7.82,8.04,8.04,8.04,7.76,28666824.0,224647058.0,-2.861,-0.23,7.81,9.650333333333332,-19.070153017166934,True,2026-06-24,25.265932835820887,0.8086847014925372,80.38897893030794,9.86679822397632,True,2026-06-24,16055156790.986008,,,,正常,16055156790.986008,3.137003841229194,True,2025-10-28,,风力发电,
000538,云南白药,47.63,47.63,47.64,48.53,48.53,49.2,47.49,10667943.0,514086274.0,-1.855,-0.9,47.63,53.1305,-10.352810532556623,True,2026-06-24,16.166320790573923,2.018527175978717,0.048851978505129456,0.048851978505129456,True,2026-06-24,84984427781.01672,,,,正常,84984427781.01672,5.462943522989712,True,2026-04-30,,中药,
000544,中原环保,7.41,7.4,7.41,7.53,7.51,7.54,7.33,2587138.0,19150106.0,-1.594,-0.12,7.41,8.376833333333332,-11.541752054276655,True,2026-06-24,6.788854781582051,0.7698701298701297,0.2952755905511811,3.100393700787402,True,2026-06-24,7222412055.765053,,,,正常,7222412055.765053,3.6437246963562755,True,2026-06-18,,水务及水治理,
000563,陕国投Ａ,2.89,2.89,2.9,2.97,2.97,3.0,2.88,51367721.0,150089102.0,-2.694,-0.08,2.89,3.3055,-12.56995915897745,True,2026-06-24,11.062030769230768,0.791415384615385,0.29239766081871343,0.3898635477582846,True,2026-06-24,14779374335.064617,,,,正常,14779374335.064617,3.1141868512110724,True,2026-04-28,,信托,
000568,泸州老窖,76.87,76.87,76.88,78.87,78.7,79.55,76.85,13564854.0,1052746855.0,-2.536,-2.0,76.87,103.59275000000001,-25.795965451250215,True,2026-06-24,11.373260535219943,2.1911063262585864,0.4868549172346641,0.04868549172346641,True,2026-06-24,113148178695.50261,,,,正常,113148178695.50261,7.740340835176271,True,2026-01-30,,白酒Ⅲ,
000589,贵州轮胎,4.21,4.2,4.21,4.29,4.28,4.3,4.18,21748991.0,91908098.0,-1.865,-0.08,4.21,4.74625,-11.29839346852778,True,2026-06-24,8.913817097415505,0.7114314115308151,19.848661233993013,0.19723865877712032,True,2026-06-24,6544969161.739563,,,,正常,6544969161.739563,6.175771971496437,True,2026-06-15,,轮胎轮毂,
000596,古井贡酒,78.2,78.2,78.21,79.68,79.94,81.22,78.04,3672650.0,290548346.0,-1.857,-1.48,78.2,111.56808333333333,-29.908269763530036,True,2026-06-24,14.62389996239187,1.5807634449041001,6.767283349561831,0.04868549172346641,True,2026-06-24,41336520000.0,,,,正常,41336520000.0,7.672634271099745,True,2026-02-10,,白酒Ⅲ,
