代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,20.32,20.32,20.33,20.4,20.4,20.43,20.16,3113808.0,63175551.0,-0.392,-0.08,20.32,23.64525,-14.06307820809677,True,2026-08-07,11.35882005899705,0.6693411996066866,34.18762088974855,1.0154738878143132,True,2026-08-07,12440342587.31957,,,,正常,12440342587.31957,3.031496062992126,True,2026-06-24,,医药流通,,,,,,,,,,,
000030,富奥股份,4.26,4.26,4.27,4.24,4.23,4.27,4.17,12462091.0,52572311.0,0.472,0.02,4.26,4.768833333333333,-10.66997518610422,True,2026-08-07,11.028894230769223,0.8806730769230768,22.56361017762842,1.584253480556889,True,2026-08-07,7326394199.495192,,,,正常,7326394199.495192,3.5211267605633805,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000157,中联重科,7.22,7.21,7.22,7.27,7.27,7.3,7.18,53550557.0,386658760.0,-0.688,-0.05,7.22,8.069416666666665,-10.526370142410112,True,2026-08-07,14.411273209549066,1.101193633952254,32.69323091694672,48.77580412866059,False,2026-08-07,62442424403.49869,,,,正常,62442424403.49869,5.54016620498615,True,2026-07-22,,工程机械整机,,,,,,,,,,,
000411,英特集团,9.65,9.64,9.65,9.59,9.58,9.65,9.48,4107500.0,39395632.0,0.626,0.06,9.65,10.725500000000002,-10.02750454524266,True,2026-08-07,11.340811965811971,1.051602564102564,12.397094430992736,2.0338983050847457,True,2026-08-07,5450794259.353633,,,,正常,5450794259.353633,3.6683937823834194,True,2026-07-10,,医药流通,,,,,,,,,,,
000419,通程控股,4.85,4.85,4.86,4.9,4.89,4.89,4.79,6208100.0,30000779.0,-1.02,-0.05,4.85,5.450999999999999,-11.025499908273694,True,2026-08-07,18.48997867803837,0.7755863539445625,50.55208833413346,17.858857417186748,True,2026-08-07,2636375876.8017063,,,,正常,2636375876.8017063,3.0927835051546393,True,2025-08-08,,多业态零售,,,,,,,,,,,
000521,长虹美菱,4.91,4.91,4.92,4.96,4.93,4.96,4.87,6576887.0,32255290.0,-1.008,-0.05,4.91,5.732250000000001,-14.344280169218038,True,2026-08-07,16.911095041322316,0.8622933884297519,38.62965150620201,47.673860911270985,False,2026-08-07,5056925441.055786,,,,正常,5056925441.055786,4.276985743380856,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.36,8.35,8.36,8.38,8.38,8.41,8.3,24643903.0,205529456.0,-0.239,-0.02,8.36,9.31275,-10.230597836299694,True,2026-08-07,10.93155555555555,0.9288888888888884,24.556354916067146,30.455635491606714,True,2026-08-07,17036286689.155554,,,,正常,17036286689.155554,3.8873301435406695,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000581,威孚高科,17.36,17.35,17.36,17.53,17.55,17.57,17.2,7754334.0,134473779.0,-0.97,-0.17,17.36,19.721000000000004,-11.972009532985162,True,2026-08-07,15.420959064327482,0.8527719298245613,90.97898513582778,7.108317214700194,True,2026-08-07,16783399630.17544,,,,正常,16783399630.17544,4.6082949308755765,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
000655,金岭矿业,6.93,6.92,6.93,6.92,6.95,6.95,6.84,5251842.0,36240974.0,0.145,0.01,6.93,8.096,-14.40217391304348,True,2026-08-07,16.233577981651372,1.197385321100917,19.264967397747483,29.35251798561151,True,2026-08-07,4125707793.688072,,,,正常,4125707793.688072,3.261183261183261,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,6.07,6.06,6.07,6.12,6.1,6.13,5.96,89287598.0,539240191.0,-0.817,-0.05,6.07,7.629166666666666,-20.436919716002176,True,2026-08-07,22.05336523125997,1.897480063795853,83.11688311688312,70.38109020742884,False,2026-08-07,22561167569.006386,,,,正常,22561167569.006386,4.942339373970346,True,2026-07-07,,纯碱,,,,,,,,,,,
000786,北新建材,18.19,18.19,18.2,18.51,18.43,18.49,17.94,24047545.0,436714205.0,-1.729,-0.32,18.19,23.357166666666668,-22.122403544950508,True,2026-08-07,10.799446419502283,1.1547739969527686,7.518072289156627,0.6746987951807228,True,2026-08-07,30963673603.99849,,,,正常,30963673603.99849,3.76580538757559,True,2026-06-12,,其他建材,,,,,,,,,,,
000789,万年青,4.06,4.05,4.06,4.12,4.12,4.12,4.02,3804330.0,15426273.0,-1.456,-0.06,4.06,4.771749999999999,-14.915911353277089,True,2026-08-07,111.57234082649497,0.510102564102564,91.75795513823682,1.6802688430148822,True,2026-08-07,3237526073.420512,,,,正常,3237526073.420512,3.6945812807881775,True,2026-06-12,,水泥制造,,,,,,,,,,,
