代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,20.43,20.43,20.45,20.16,20.09,20.59,20.05,2269969.0,46436067.0,1.339,0.27,20.43,24.021250000000002,-14.950304417963267,True,2026-07-27,11.419388646288208,0.6740611353711792,34.85436893203884,1.1650485436893203,True,2026-07-27,12507686960.882095,,,,正常,12507686960.882095,3.0151737640724425,True,2026-06-24,,医药流通,,,,,,,,,,,
000030,富奥股份,4.16,4.15,4.16,4.13,4.14,4.19,4.13,7323021.0,30521134.0,0.726,0.03,4.16,4.846500000000001,-14.16486124007016,True,2026-07-27,10.775903614457832,0.8620722891566264,19.228915662650603,1.0120481927710843,True,2026-07-27,7154413115.450603,,,,正常,7154413115.450603,3.6057692307692304,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000411,英特集团,9.3,9.3,9.31,9.08,9.1,9.33,9.02,3226300.0,29903218.0,2.423,0.22,9.3,10.922999999999998,-14.858555341939006,True,2026-07-27,10.92800875273523,1.0073304157549234,7.43801652892562,1.2153621779290227,True,2026-07-27,5253097057.352299,,,,正常,5253097057.352299,3.806451612903225,True,2026-07-10,,医药流通,,,,,,,,,,,
000419,通程控股,4.62,4.62,4.63,4.54,4.55,4.66,4.53,5481200.0,25336467.0,1.762,0.08,4.62,5.562666666666667,-16.946308724832214,True,2026-07-27,17.61692307692308,0.7310769230769232,41.975903614457835,6.120481927710843,True,2026-07-27,2511351865.846154,,,,正常,2511351865.846154,3.2467532467532463,True,2025-08-08,,多业态零售,,,,,,,,,,,
000498,山东路桥,4.97,4.96,4.97,4.93,4.92,4.99,4.91,7846099.0,38948464.0,0.811,0.04,4.97,5.560916666666667,-10.626245672925638,True,2026-07-27,3.5944646464646453,0.4718989898989899,6.509161041465767,1.1089681774349083,True,2026-07-27,7715636859.480806,,,,正常,7715636859.480806,4.466798792756539,True,2026-07-06,,基建市政工程,,,,,,,,,,,
000521,长虹美菱,4.85,4.85,4.86,4.76,4.78,4.87,4.75,7613726.0,36778052.0,1.891,0.09,4.85,5.84325,-16.998245839216196,True,2026-07-27,16.711192468619245,0.8523012552301253,38.39762611275964,46.22051035146846,False,2026-07-27,4995130018.054393,,,,正常,4995130018.054393,4.3298969072164954,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.52,8.51,8.52,8.49,8.45,8.61,8.39,31473763.0,268260706.0,0.353,0.03,8.52,9.502500000000001,-10.339384372533555,True,2026-07-27,11.139976162097737,0.9444100119189512,26.624939817043813,35.53201733269138,True,2026-07-27,17358002754.70798,,,,正常,17358002754.70798,3.8143286384976522,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000544,中原环保,7.23,7.22,7.23,7.15,7.14,7.24,7.12,4310219.0,31012552.0,1.119,0.08,7.23,8.142916666666666,-11.21117535690528,True,2026-07-27,6.620842541436464,0.7689364640883978,0.7785888077858881,3.7469586374695862,True,2026-07-27,7046968848.120165,,,,正常,7046968848.120165,3.7344398340248963,True,2026-06-18,,水务及水治理,,,,,,,,,,,
000568,泸州老窖,83.73,83.73,83.74,83.01,83.56,84.65,82.91,8174161.0,684743054.0,0.867,0.72,83.73,96.80158333333335,-13.503480917581424,True,2026-07-27,12.385866359447006,2.3922857142857143,5.777563793933558,1.203659123736158,True,2026-07-27,123242309496.60416,,,,正常,123242309496.60416,7.106174608861818,True,2026-01-30,,白酒Ⅲ,,,,,,,,,,,
000581,威孚高科,17.05,17.04,17.05,16.88,16.89,17.06,16.81,5198400.0,88370862.0,1.007,0.17,17.05,19.96525,-14.601620315297836,True,2026-07-27,15.153313609467455,0.8373668639053254,90.68450849202264,5.339805825242718,True,2026-07-27,16483696065.952667,,,,正常,16483696065.952667,4.69208211143695,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
