代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.81,4.8,4.81,4.75,4.75,4.83,4.71,15689456.0,74645356.0,1.263,0.06,4.81,5.378833333333334,-10.575403588138698,True,2026-05-19,12.453287671232877,0.9695303326810173,38.05528134254689,0.3948667324777887,True,2026-05-19,8272290164.497063,,,,正常,8272290164.497063,3.118503118503119,True,2025-06-30,,汽车零部件,
000157,中联重科,7.26,7.26,7.27,7.31,7.3,7.33,7.19,62129254.0,450508697.0,-0.684,-0.05,7.26,8.574083333333332,-15.326225349648649,True,2026-05-19,14.492005141388173,1.0731362467866323,33.267522211253706,42.64560710760119,False,2026-05-19,62788365813.28534,,,,正常,62788365813.28534,6.887052341597796,True,2026-01-09,,工程机械,
000403,派林生物,10.82,10.82,10.83,10.76,10.72,10.85,10.71,5628159.0,60747800.0,0.558,0.06,10.82,13.618833333333331,-20.551197483876482,True,2026-05-19,29.115132365499562,1.2658753202391118,26.08481262327416,0.09861932938856016,True,2026-05-19,10283299716.464561,,,,正常,10283299716.464561,3.234750462107209,True,2025-06-04,,生物制品,
000498,山东路桥,5.37,5.37,5.38,5.31,5.31,5.39,5.3,5435841.0,29064803.0,1.13,0.06,5.37,5.976166666666668,-10.143068299076907,True,2026-05-19,3.8852962298025133,0.5013285457809694,16.88888888888889,0.14814814814814814,True,2026-05-19,8336610645.791741,,,,正常,8336610645.791741,3.8175046554934817,True,2025-12-24,,基建市政工程,
000501,武商集团,7.91,7.9,7.91,7.73,7.73,7.93,7.73,6319960.0,49643728.0,2.329,0.18,7.91,9.416666666666666,-15.999999999999993,True,2026-05-19,37.723887559808624,0.54877990430622,91.42011834319527,7.988165680473373,True,2026-05-19,6082732502.058614,,,,正常,6082732502.058614,3.792667509481668,True,2025-10-22,,百货,
000513,丽珠集团,31.18,31.18,31.19,30.91,30.88,31.26,30.88,3537037.0,110108214.0,0.874,0.27,31.18,34.686749999999996,-10.109768139130926,True,2026-05-19,14.095735248204809,1.907986262878551,10.069101678183614,2.5172754195459035,True,2026-05-19,27684945591.653454,,,,正常,27684945591.653454,3.527902501603592,True,2025-06-13,,化学制剂,
000521,长虹美菱,5.58,5.58,5.59,5.49,5.5,5.59,5.45,6129018.0,33855488.0,1.639,0.09,5.58,6.333749999999999,-11.900532859680268,True,2026-05-19,19.22319587628867,0.9395876288659794,42.909535452322736,56.55818540433925,False,2026-05-19,5746974329.412372,,,,正常,5746974329.412372,5.913978494623655,True,2025-06-11,,冰洗,
000568,泸州老窖,90.33,90.33,90.42,89.97,90.12,92.4,90.12,9012175.0,822327359.0,0.4,0.36,90.33,112.64658333333334,-19.81114976856082,True,2026-05-19,13.364727776068907,2.5747708397416176,9.171597633136095,0.09861932938856016,True,2026-05-19,132960517517.42876,,,,正常,132960517517.42876,6.5869589283737415,True,2026-01-30,,白酒Ⅲ,
000596,古井贡酒,96.0,96.0,96.05,96.11,96.0,98.37,95.34,2427593.0,235059769.0,-0.114,-0.11,96.0,125.98566666666666,-23.800855652891727,True,2026-05-19,17.95261376457315,1.9405791650996624,18.29388560157791,0.04930966469428008,True,2026-05-19,50745600000.0,,,,正常,50745600000.0,6.25,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,8.62,8.62,8.63,8.61,8.56,8.86,8.55,116272424.0,1007573431.0,0.116,0.01,8.62,10.937083333333332,-21.185568974056157,True,2026-05-19,27.80854682454252,1.104176533907427,74.49551569506725,23.274161735700197,True,2026-05-19,85449405844.9946,,,,正常,85449405844.9946,4.00232018561485,True,2025-11-28,,综合乘用车,
