代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000028,国药一致,19.82,19.82,19.87,19.77,19.85,19.9,19.71,1816515.0,36027748.0,0.253,0.05,19.82,22.211916666666664,-10.768618947036678,True,2026-09-18,11.0793215339233,0.6528711897738445,30.60057197330791,0.667302192564347,True,2026-09-18,12134231795.308752,,,,正常,12134231795.308752,3.107971745711403,True,2026-06-24,,医药流通,
000030,富奥股份,3.95,3.95,3.96,3.97,4.0,4.0,3.94,9980366.0,39602402.0,-0.504,-0.02,3.95,4.482500000000001,-11.879531511433362,True,2026-09-18,10.226322115384606,0.8165865384615386,13.393279697113108,0.18930430667297682,True,2026-09-18,6793252837.560098,,,,正常,6793252837.560098,3.797468354430379,True,2026-06-26,,底盘与发动机系统,
000157,中联重科,6.2,6.2,6.21,6.16,6.15,6.21,6.14,25588524.0,158349757.0,0.649,0.04,6.2,7.432333333333332,-16.580705924563834,True,2026-09-18,12.375331564986734,0.9456233421750664,26.92853762423095,21.864647420728822,True,2026-09-18,53620918462.83825,,,,正常,53620918462.83825,6.451612903225806,True,2026-07-22,,工程机械整机,
000513,丽珠集团,26.23,26.23,26.24,26.24,26.25,26.46,26.2,3452324.0,90692363.0,-0.038,-0.01,26.23,30.554583333333333,-14.1536321610233,True,2026-09-18,11.864110127826942,1.7624221566699445,9.46521533364884,0.7572172266919073,True,2026-09-18,23289805095.149487,,,,正常,23289805095.149487,5.45177277926039,True,2026-06-16,,化学制剂,
000521,长虹美菱,4.43,4.42,4.43,4.39,4.4,4.48,4.39,8082509.0,35882484.0,0.911,0.04,4.43,5.335666666666667,-16.973823952020993,True,2026-09-18,15.257871900826451,0.7779958677685945,36.273940800928614,35.9338061465721,False,2026-09-18,4562562057.816119,,,,正常,4562562057.816119,4.740406320541761,True,2026-06-23,,冰洗,
000528,柳 工,7.65,7.65,7.66,7.66,7.67,7.69,7.62,25739195.0,196818276.0,-0.131,-0.01,7.65,8.6465,-11.524894465968883,True,2026-09-18,10.003157894736844,0.85,14.562647754137114,18.3451536643026,True,2026-09-18,15589425020.578943,,,,正常,15589425020.578943,4.2481150326797374,True,2026-06-04,,工程机械整机,
000568,泸州老窖,71.92,71.92,71.98,71.65,71.65,72.25,71.63,5452325.0,392360484.0,0.377,0.27,71.92,87.74741666666665,-18.037473088001622,True,2026-09-18,10.639200000000008,2.0501333333333336,0.3309692671394799,0.09456264775413711,True,2026-09-18,105859153218.95996,,,,正常,105859153218.95996,8.029924221357062,True,2026-08-28,,白酒Ⅲ,
000600,建投能源,7.3,7.3,7.31,7.21,7.25,7.35,7.21,16569035.0,121085841.0,1.248,0.09,7.3,9.041500000000001,-19.26118453796385,True,2026-09-18,6.470843091334899,1.0855971896955512,0.12239902080783352,70.91172214182345,True,2026-09-18,13163610944.765804,,,,正常,13163610944.765804,4.383561643835616,True,2026-06-03,,火电,
000683,博源化工,5.7,5.7,5.71,5.73,5.73,5.75,5.68,54110845.0,308628169.0,-0.524,-0.03,5.7,6.913833333333333,-17.55658944627919,True,2026-09-18,20.709090909090914,1.7818181818181846,79.13043478260869,62.48216833095578,False,2026-09-18,21185939891.818165,,,,正常,21185939891.818165,5.263157894736842,True,2026-07-07,,纯碱,
000786,北新建材,15.93,15.93,15.94,15.71,15.79,15.97,15.74,12537631.0,198796851.0,1.4,0.22,15.93,20.85475,-23.61452426905142,True,2026-09-18,9.457679024885724,1.0113001523616054,4.180522565320665,0.23752969121140144,True,2026-09-18,27116620149.076187,,,,正常,27116620149.076187,4.300062774639046,True,2026-06-12,,其他建材,
000858,五 粮 液,70.0,69.99,70.0,69.13,69.11,70.09,68.98,17855459.0,1243433170.0,1.258,0.87,70.0,81.63024999999999,-14.247475660064735,True,2026-09-18,21.5614973262032,2.302139037433159,25.437352245862883,1.1820330969267139,True,2026-09-18,271712560350.00012,,,,正常,271712560350.00012,7.368121714285715,True,2026-07-16,,白酒Ⅲ,
000899,赣能股份,9.37,9.37,9.38,9.28,9.3,9.51,9.26,10207916.0,96022919.0,0.97,0.09,9.37,11.316166666666668,-17.198108900245977,True,2026-09-18,9.003775023832224,1.500629170638703,0.22637238256932654,62.04414587332053,True,2026-09-18,9142100610.842714,,,,正常,9142100610.842714,6.0512273212379935,True,2026-06-15,,火电,
000913,钱江摩托,10.69,10.69,10.7,10.76,10.85,10.85,10.68,3456452.0,37071207.0,-0.651,-0.07,10.69,12.028749999999999,-11.129585368388229,True,2026-09-18,6.606070780399278,1.1252631578947363,0.7565011820330969,1.4184397163120568,True,2026-09-18,5627333590.000002,,,,正常,5627333590.000002,5.612722170252573,True,2026-05-27,,摩托车,
000915,华特达因,24.03,24.02,24.03,24.02,24.04,24.25,24.0,1855899.0,44701273.0,0.042,0.01,24.03,27.112,-11.367660076718789,True,2026-09-18,12.154095808383234,2.2543113772455112,4.7776726584673606,11.731315042573321,True,2026-09-18,5630985584.31018,,,,正常,5630985584.31018,10.403662089055347,True,2026-07-01,,化学制剂,
