代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000501,武商集团,8.32,8.31,8.32,8.36,8.35,8.36,8.27,3577480.0,29708926.0,-0.478,-0.04,8.32,9.527583333333332,-12.6746026886846,True,2026-05-11,39.87,0.58,92.63105835806132,9.940652818991099,True,2026-05-08,6428779231.0,,,,正常,6428779231.0,3.6057692307692304,True,2025-10-22,,一般零售,
000568,泸州老窖,96.52,96.52,96.53,97.53,97.45,98.33,96.3,5771957.0,560316423.0,-1.036,-1.01,96.52,115.62158333333333,-16.520776469791187,True,2026-05-11,14.43,2.78,16.666666666666664,0.04945598417408506,True,2026-05-08,143558499651.0,,,,正常,143558499651.0,6.164525486945712,True,2026-01-30,,白酒Ⅱ,
000596,古井贡酒,104.97,104.97,104.99,106.36,106.0,107.58,104.8,2052755.0,217058350.0,-1.307,-1.39,104.97,129.6655,-19.045544111579417,True,2026-05-11,19.89,2.15,23.93669634025717,0.6923837784371909,True,2026-05-08,56221896000.0,,,,正常,56221896000.0,5.715918833952558,True,2026-02-10,,白酒Ⅱ,
000625,长安汽车,9.19,9.19,9.2,9.29,9.26,9.27,9.17,55497190.0,510602382.0,-1.076,-0.1,9.19,11.109583333333335,-17.278625811049032,True,2026-05-11,29.97,1.19,77.89651293588301,27.34915924826904,True,2026-05-08,92091065000.0,,,,正常,92091065000.0,3.754080522306856,True,2025-11-28,,乘用车,
000858,五 粮 液,91.51,91.52,91.53,92.13,92.03,92.29,91.37,16277260.0,1493074163.0,-0.673,-0.62,91.51,107.02266666666667,-14.49474877596023,True,2026-05-11,28.38,2.79,52.126607319485665,0.04945598417408506,True,2026-05-08,357612545501.0,,,,正常,357612545501.0,6.280187957600261,True,2025-12-18,,白酒Ⅱ,
000913,钱江摩托,13.31,13.31,13.32,13.38,13.38,13.38,13.27,2790500.0,37115406.0,-0.523,-0.07,13.31,15.333499999999999,-13.196595689177283,True,2026-05-11,8.27,1.32,0.04945598417408506,0.741839762611276,True,2026-05-08,7043379180.0,,,,正常,7043379180.0,6.7618332081142,True,2025-09-12,,摩托车及其他,
000915,华特达因,28.71,28.7,28.71,28.96,28.88,28.9,28.5,2526731.0,72337948.0,-0.863,-0.25,28.71,32.413,-11.4244284700583,True,2026-05-11,14.65,2.28,29.080118694362017,12.314540059347182,True,2026-05-08,6786239806.0,,,,正常,6786239806.0,8.707767328456983,True,2025-10-17,,化学制药,
000999,华润三九,25.51,25.51,25.52,25.66,25.65,25.7,25.5,6423111.0,164044588.0,-0.585,-0.15,25.51,28.46191666666667,-10.371461280131644,True,2026-05-11,13.23,1.84,7.270029673590504,9.495548961424333,True,2026-05-08,42703830236.0,,,,正常,42703830236.0,3.018424147393179,True,2025-10-17,,未知,000999 个股信息失败，已尝试 2 次：Expecting value: line 1 column 1 (char 0)
001206,依依股份,19.08,19.08,19.09,19.23,19.3,19.31,19.03,1589056.0,30407113.0,-0.78,-0.15,19.08,25.820416666666667,-26.104987977859906,True,2026-05-11,22.7,1.91,46.80497925311203,52.44813278008299,False,2026-05-08,3555507928.0,,,,正常,3555507928.0,4.350104821802936,True,2026-02-04,,个护用品,
001207,联科科技,18.05,18.04,18.06,18.04,18.07,18.33,18.03,3462435.0,62729412.0,0.055,0.01,18.05,24.831583333333338,-27.310313814060738,True,2026-05-11,19.9,1.61,45.50847457627118,5.762711864406779,True,2026-05-08,5468604902.0,,,,正常,5468604902.0,4.43213296398892,True,2026-04-08,,橡胶,
001299,美能能源,11.22,11.21,11.22,11.29,11.32,11.32,11.12,4995639.0,55938274.0,-0.62,-0.07,11.22,13.147583333333333,-14.661122766541379,True,2026-05-11,34.22,2.21,65.3755868544601,41.54929577464789,False,2026-05-08,3547489461.0,,,,正常,3547489461.0,5.793226381461675,True,2026-04-29,,燃气Ⅱ,
002027,分众传媒,6.12,6.12,6.13,6.25,6.25,6.26,6.1,148009158.0,908455629.0,-2.08,-0.13,6.12,7.026,-12.894961571306574,True,2026-05-11,25.07,5.84,66.5677546983185,38.724035608308604,False,2026-05-08,90263748288.0,,,,正常,90263748288.0,6.209150326797386,True,2025-11-25,,广告营销,
002088,鲁阳节能,10.0,9.99,10.0,10.07,10.08,10.13,9.95,2073810.0,20738801.0,-0.695,-0.07,10.0,11.188666666666666,-10.623845558005119,True,2026-05-11,22.08889514,2.04,86.51462568170551,23.34322453016815,True,2026-05-08,5167144441.0,,,,正常,5167144441.0,8.0,True,2025-06-13,,装修建材,
002101,广东鸿图,10.02,10.01,10.02,10.1,10.1,10.1,9.99,4363500.0,43724454.0,-0.792,-0.08,10.02,11.883833333333333,-15.68377207130135,True,2026-05-11,21.59,0.84,59.61432506887052,12.858555885262115,True,2026-05-08,6694512411.0,,,,正常,6694512411.0,3.12375249500998,True,2025-07-07,,汽车零部件,
002258,利尔化学,12.4,12.4,12.41,12.38,12.41,12.45,12.26,7010739.0,86741256.0,0.162,0.02,12.4,14.501916666666666,-14.494061129850644,True,2026-05-11,22.48,1.24,64.39169139465875,19.13946587537092,True,2026-05-08,9909412883.0,,,,正常,9909412883.0,3.225806451612903,True,2025-09-23,,农化制品,
002304,洋河股份,47.96,47.96,47.97,48.3,48.23,48.27,47.82,3972605.0,190651896.0,-0.704,-0.34,47.96,57.381,-16.41832662379533,True,2026-05-11,71.65,1.48,99.75272007912957,0.04945598417408506,True,2026-05-08,72761297074.0,,,,正常,72761297074.0,4.831109257714763,True,2025-06-27,,白酒Ⅱ,
002315,焦点科技,32.54,32.54,32.56,32.84,32.84,32.94,32.2,7448410.0,241808985.0,-0.914,-0.3,32.54,44.167249999999996,-26.325501361302774,True,2026-05-11,27.67,3.62,40.702274975272005,67.35905044510386,False,2026-05-08,13543433696.0,,,,正常,13543433696.0,3.995082974800246,True,2026-04-23,,互联网电商,
002345,潮宏基,10.21,10.21,10.22,10.49,10.48,10.49,10.18,14658300.0,150542799.0,-2.669,-0.28,10.21,11.966750000000001,-14.680259886769587,True,2026-05-11,16.3,2.32,33.66282262493135,82.98714144411474,False,2026-05-08,9320498296.0,,,,正常,9320498296.0,3.4280117531831538,True,2025-10-15,,饰品,
002367,康力电梯,6.4,6.39,6.4,6.21,6.22,6.46,6.21,15287101.0,96962197.0,3.06,0.19,6.4,7.414499999999999,-13.682648863712988,True,2026-05-11,16.63,1.36,40.553907022749755,8.358061325420376,True,2026-05-08,4953999282.0,,,,正常,4953999282.0,4.687499999999999,True,2025-05-23,,专用设备,
002393,力生制药,16.53,16.53,16.54,16.5,16.49,16.55,16.28,1590820.0,26197037.0,0.182,0.03,16.53,21.6205,-23.544783885664067,True,2026-05-11,12.35,0.92,6.231454005934718,32.4431256181998,True,2026-05-08,5097909548.0,,,,正常,5097909548.0,5.44464609800363,True,2026-04-28,,化学制药,
002410,广联达,11.2,11.19,11.2,11.12,11.22,11.23,11.12,19933566.0,222829921.0,0.719,0.08,11.2,12.714499999999997,-11.91159699555624,True,2026-05-11,45.79,3.09,5.044510385756676,5.786350148367952,True,2026-05-08,18749568282.0,,,,正常,18749568282.0,3.3928571428571432,True,2026-05-11,,软件开发,
