代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.38,4.38,4.39,4.35,4.37,4.46,4.36,14302924.0,62898606.0,0.69,0.03,4.38,5.2259166666666665,-16.186952847187897,True,2026-06-15,11.340000000000005,0.8828571428571422,25.965770171149146,0.1466992665036675,True,2026-06-15,7532771501.142851,,,,正常,7532771501.142851,3.4246575342465753,True,2025-06-30,,底盘与发动机系统,
000401,金隅冀东,3.85,3.84,3.85,3.85,3.87,3.92,3.82,5855619.0,22643829.0,0.0,0.0,3.85,4.62925,-16.8331803207863,True,2026-06-15,105.10409836065573,0.3877049180327864,96.73348181143281,0.14655593551538837,True,2026-06-15,10234136354.344252,,,,正常,10234136354.344252,5.194805194805195,True,2026-05-29,,水泥制造,
000419,通程控股,4.91,4.91,4.92,4.93,4.95,5.04,4.86,7269400.0,35998774.0,-0.406,-0.02,4.91,6.015416666666667,-18.376393987670568,True,2026-06-15,18.722006861063488,0.7832418524871355,52.07823960880196,18.87530562347188,True,2026-06-15,2668990836.3447704,,,,正常,2668990836.3447704,3.054989816700611,True,2025-08-08,,多业态零售,
000498,山东路桥,5.1,5.1,5.11,5.07,5.09,5.16,5.08,8662000.0,44339712.0,0.592,0.03,5.1,5.843166666666667,-12.718560141475809,True,2026-06-15,3.689946140035905,0.47612208258527733,8.806262230919765,0.29354207436399216,True,2026-06-15,7917451451.310595,,,,正常,7917451451.310595,4.019607843137255,True,2025-12-24,,基建市政工程,
000528,柳 工,8.5,8.5,8.51,8.4,8.48,8.67,8.41,30894873.0,263774261.0,1.19,0.1,8.5,10.502833333333335,-19.069457447990235,True,2026-06-15,11.112024665981497,0.9085303186022606,25.500732779677577,24.91450903761602,True,2026-06-15,17313191569.578636,,,,正常,17313191569.578636,7.035063529411764,True,2026-06-04,,工程机械整机,
000563,陕国投Ａ,2.96,2.96,2.97,2.94,2.94,3.03,2.93,67546736.0,201139104.0,0.68,0.02,2.96,3.3325,-11.177794448612154,True,2026-06-15,11.329969230769226,0.8105846153846158,0.4400977995110024,1.7603911980440097,True,2026-06-15,15137352260.135382,,,,正常,15137352260.135382,3.0405405405405403,True,2026-04-28,,信托,
000568,泸州老窖,84.68,84.68,84.69,85.0,85.12,85.78,84.29,11095913.0,941223389.0,-0.376,-0.32,84.68,105.94041666666665,-20.06827737289434,True,2026-06-15,12.528784989234087,2.413722957038859,5.569125549584758,0.14655593551538837,True,2026-06-15,124644045426.50137,,,,正常,124644045426.50137,7.026452527161077,True,2026-01-30,,白酒Ⅲ,
000581,威孚高科,18.21,18.21,18.22,17.75,17.8,18.25,17.8,8526856.0,154326660.0,2.592,0.46,18.21,20.782916666666665,-12.379959501994819,True,2026-06-15,16.17856928464232,0.865407703851926,93.15211709357031,7.241379310344828,True,2026-06-15,17605167469.46623,,,,正常,17605167469.46623,5.491488193300384,True,2025-10-15,,底盘与发动机系统,
000596,古井贡酒,87.1,87.1,87.11,87.55,87.55,88.26,85.4,3638254.0,314933742.0,-0.514,-0.45,87.1,115.211,-24.399579901224712,True,2026-06-15,16.288256863482506,1.7606713050018816,12.65266243282853,0.14655593551538837,True,2026-06-15,46041059999.99999,,,,正常,46041059999.99999,6.888633754305397,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,7.67,7.67,7.68,7.54,7.58,7.79,7.58,81183442.0,623857906.0,1.724,0.13,7.67,10.331333333333333,-25.759824482157832,True,2026-06-15,24.743799784714763,0.98248654467169,64.11536328341653,17.78212017586712,True,2026-06-15,76032127938.64369,,,,正常,76032127938.64369,4.498044328552804,True,2025-11-28,,综合乘用车,
