代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000030,富奥股份,4.29,4.29,4.3,4.28,4.3,4.33,4.25,9799872.0,42097447.0,0.234,0.01,4.29,4.804,-10.699417152373025,True,2026-07-31,11.1065625,0.8868750000000001,23.713323713323714,1.8278018278018278,True,2026-07-31,7377988524.84375,,,,正常,7377988524.84375,3.4965034965034962,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000411,英特集团,9.5,9.49,9.5,9.46,9.41,9.52,9.36,4154287.0,39285285.0,0.423,0.04,9.5,10.812583333333333,-12.139405476643716,True,2026-07-31,11.164529914529917,1.0352564102564104,9.80106744298884,1.7952450266860747,True,2026-07-31,5366066887.446582,,,,正常,5366066887.446582,3.726315789473684,True,2026-07-10,,医药流通,,,,,,,,,,,
000419,通程控股,4.86,4.86,4.87,4.84,4.82,4.89,4.81,5999408.0,29075406.0,0.413,0.02,4.86,5.507416666666666,-11.755360196099184,True,2026-07-31,18.52810234541577,0.7771855010660979,51.13035113035112,18.133718133718133,True,2026-07-31,2641811703.3518133,,,,正常,2641811703.3518133,3.0864197530864197,True,2025-08-08,,多业态零售,,,,,,,,,,,
000521,长虹美菱,4.98,4.97,4.98,4.91,4.92,4.98,4.9,9915325.0,48992936.0,1.426,0.07,4.98,5.785500000000001,-13.922737879180714,True,2026-07-31,17.15219008264463,0.8745867768595041,38.839550029603316,49.59154252763094,False,2026-07-31,5129020101.11157,,,,正常,5129020101.11157,4.216867469879518,True,2026-06-23,,冰洗,,,,,,,,,,,
000655,金岭矿业,6.8,6.8,6.81,6.73,6.7,6.82,6.68,4761758.0,32164347.0,1.04,0.07,6.8,8.203333333333335,-17.10686712718409,True,2026-07-31,15.929051987767584,1.1749235474006114,17.17171717171717,25.420470927438732,True,2026-07-31,4048313563.792049,,,,正常,4048313563.792049,3.3235294117647056,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,5.98,5.98,5.99,6.31,6.25,6.25,5.93,168031141.0,1015747634.0,-5.23,-0.33,5.98,7.697166666666666,-22.309074767771676,True,2026-07-31,21.72637958532696,1.8693460925039875,82.50910983862572,68.1488641855969,False,2026-07-31,22226652728.609253,,,,正常,22226652728.609253,5.016722408026755,True,2026-07-07,,纯碱,,,,,,,,,,,
000700,模塑科技,10.18,10.18,10.19,9.49,9.85,10.44,9.83,71388331.0,732090607.0,7.271,0.69,10.18,13.45425,-24.336176301168777,True,2026-07-31,18.79762548262548,2.3583011583011584,52.42047026279392,85.4679802955665,False,2026-07-31,9345396659.980698,,,,正常,9345396659.980698,3.210216110019646,True,2026-01-08,,车身附件及饰件,,,,,,,,,,,
000786,北新建材,19.28,19.28,19.3,20.41,20.2,20.33,19.25,36781638.0,717110207.0,-5.537,-1.13,19.28,23.678333333333335,-18.575350179488982,True,2026-07-31,11.446582021330624,1.22397155916709,11.298889425398357,1.2554321583775954,True,2026-07-31,32819110889.779587,,,,正常,32819110889.779587,3.552904564315352,True,2026-06-12,,其他建材,,,,,,,,,,,
000789,万年青,4.07,4.07,4.08,4.07,4.04,4.08,4.0,6020185.0,24354169.0,0.0,0.0,4.07,4.8220833333333335,-15.596647368875827,True,2026-07-31,111.84714954774252,0.5113589743589744,92.05436487192891,1.8278018278018278,True,2026-07-31,3245500275.571795,,,,正常,3245500275.571795,3.6855036855036856,True,2026-06-12,,水泥制造,,,,,,,,,,,
000850,华茂股份,3.96,3.96,3.97,3.96,3.97,3.99,3.95,5823350.0,23132623.0,0.0,0.0,3.96,4.563250000000001,-13.219744699501469,True,2026-07-31,75.6558,0.8513999999999999,91.71210468920393,50.40845747236905,False,2026-07-31,3736913435.64,,,,正常,3736913435.64,5.050505050505051,True,2026-07-22,,棉纺,,,,,,,,,,,
000858,五 粮 液,78.0,78.0,78.09,78.56,76.99,78.68,76.59,49786045.0,3882961625.0,-0.713,-0.56,78.0,90.61091666666667,-13.917657088779778,True,2026-07-31,24.02566844919786,2.5652406417112306,36.28063431042768,2.3546371936568957,True,2026-07-31,302765424390.0,,,,正常,302765424390.0,6.612416923076923,True,2026-07-16,,白酒Ⅲ,,,,,,,,,,,
000910,大亚圣象,5.14,5.13,5.14,5.07,5.07,5.16,5.06,4444877.0,22759844.0,1.381,0.07,5.14,6.5104999999999995,-21.050610552184935,True,2026-07-31,210.96312425725714,0.432625250501002,96.9097054563013,0.4805382027871216,True,2026-07-31,2813623150.0,,,,正常,2813623150.0,3.6964980544747084,True,2026-05-15,,瓷砖地板,,,,,,,,,,,
000915,华特达因,25.99,25.96,25.99,25.79,25.53,26.02,25.48,2994349.0,77069218.0,0.775,0.2,25.99,29.09041666666667,-10.65786269819673,True,2026-07-31,13.145441117764468,2.4381836327345305,12.403846153846153,21.44230769230769,True,2026-07-31,6090275294.890619,,,,正常,6090275294.890619,9.619084263178145,True,2026-07-01,,化学制剂,,,,,,,,,,,
000923,河钢资源,14.69,14.68,14.69,14.74,14.95,15.13,14.68,17410967.0,258224362.0,-0.339,-0.05,14.69,17.370833333333334,-15.432957543775494,True,2026-07-31,20.660901749663523,0.9885598923283986,59.298414223930806,17.107160019221528,True,2026-07-31,9588588436.635263,,,,正常,9588588436.635263,4.084411164057182,True,2026-06-15,,铁矿石,,,,,,,,,,,
000928,中钢国际,5.23,5.22,5.23,5.16,5.16,5.23,5.15,16507619.0,85624165.0,1.357,0.07,5.23,6.207166666666667,-15.742555648041234,True,2026-07-31,17.122023809523814,0.9027976190476192,89.3719806763285,1.3043478260869565,True,2026-07-31,7503191367.996033,,,,正常,7503191367.996033,4.015296367112811,True,2026-06-05,,国际工程承包,,,,,,,,,,,
000932,华菱钢铁,3.93,3.93,3.94,3.98,3.95,3.98,3.91,107090721.0,421887488.0,-1.256,-0.05,3.93,4.692416666666667,-16.247846703013735,True,2026-07-31,11.989120000000002,0.4925599999999999,85.05526189332052,2.6429601153291684,True,2026-07-31,26930753998.800003,,,,正常,26930753998.800003,4.071246819338422,True,2026-06-26,,板材,,,,,,,,,,,
001206,依依股份,15.76,15.75,15.76,15.22,15.1,15.85,15.08,7783524.0,121744739.0,3.548,0.54,15.76,19.992,-21.16846738695478,True,2026-07-31,18.60854658385093,1.6053664596273292,18.5126582278481,25.395569620253166,True,2026-07-31,2913926414.275776,,,,正常,2913926414.275776,4.822335025380711,True,2026-05-18,,生活用纸,,,,,,,,,,,
001207,联科科技,15.42,15.42,15.43,14.87,14.92,15.58,14.92,4846080.0,74237783.0,3.699,0.55,15.42,18.386083333333332,-16.132219568242277,True,2026-07-31,17.008921161825725,1.930165975103734,32.445520581113804,21.54963680387409,True,2026-07-31,4674384012.224067,,,,正常,4674384012.224067,5.188067444876784,True,2026-04-08,,炭黑,,,,,,,,,,,
001299,美能能源,9.63,9.63,9.64,9.52,9.53,9.69,9.49,2228570.0,21459077.0,1.155,0.11,9.63,10.726999999999999,-10.226531182996156,True,2026-07-31,29.18583686440679,2.69313559322034,31.174533479692645,79.80241492864984,False,2026-07-31,3025892250.5243645,,,,正常,3025892250.5243645,6.749740394600208,True,2026-04-29,,燃气Ⅲ,,,,,,,,,,,
