代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.47,4.47,4.48,4.78,4.68,4.68,4.44,39637164.0,179097984.0,-6.485,-0.31,4.47,5.259666666666667,-15.013625705051027,True,2026-06-10,11.573013698630144,0.9009980430528368,29.285014691478946,0.14691478942213515,True,2026-06-10,7687554477.193731,,,,正常,7687554477.193731,3.3557046979865772,True,2025-06-30,,底盘与发动机系统,
000157,中联重科,7.38,7.38,7.39,7.62,7.56,7.6,7.32,74115421.0,550073830.0,-3.15,-0.24,7.38,8.49475,-13.122811148062041,True,2026-06-10,14.73154241645244,1.0908740359897184,34.231145935357496,46.37610186092066,False,2026-06-10,63826190041.6041,,,,正常,63826190041.6041,6.775067750677508,True,2026-01-09,,工程机械整机,
000401,金隅冀东,3.85,3.85,3.86,3.86,3.83,3.86,3.8,8346759.0,31927701.0,-0.259,-0.01,3.85,4.645333333333334,-17.121125143513215,True,2026-06-10,105.10409836065574,0.3877049180327865,96.875,0.09784735812133072,True,2026-06-10,10234136354.344252,,,,正常,10234136354.344252,5.194805194805195,True,2026-05-29,,水泥制造,
000419,通程控股,4.9,4.89,4.9,4.94,4.93,4.96,4.83,6358600.0,31056321.0,-0.81,-0.04,4.9,6.049083333333333,-18.99599112813235,True,2026-06-10,18.68387650085765,0.7816466552315608,51.90989226248776,18.364348677766895,True,2026-06-10,2663555009.7941704,,,,正常,2663555009.7941704,3.0612244897959178,True,2025-08-08,,多业态零售,
000498,山东路桥,5.08,5.07,5.08,5.06,5.06,5.08,5.01,5251274.0,26451238.0,0.395,0.02,5.08,5.865833333333334,-13.396789316664304,True,2026-06-10,3.675475763016157,0.4742549371633743,8.280254777070063,0.09799118079372857,True,2026-06-10,7886402622.089765,,,,正常,7886402622.089765,4.035433070866142,True,2025-12-24,,基建市政工程,
000501,武商集团,7.24,7.23,7.24,7.16,7.11,7.25,7.09,5201170.0,37353083.0,1.117,0.08,7.24,9.122083333333334,-20.632165532361945,True,2026-06-10,34.52856459330144,0.5022966507177035,85.17612524461839,4.256360078277886,True,2026-06-10,5567507372.301434,,,,正常,5567507372.301434,5.524861878453039,True,2026-05-22,,百货,
000528,柳 工,8.52,8.52,8.53,8.76,8.66,8.75,8.48,31673721.0,271045194.0,-2.74,-0.24,8.52,10.609083333333334,-19.691459362653084,True,2026-06-10,11.138170606372046,0.9106680369989718,25.489236790606657,25.097847358121335,True,2026-06-10,17353928490.918823,,,,正常,17353928490.918823,7.0185492957746485,True,2026-06-04,,工程机械整机,
000563,陕国投Ａ,2.89,2.89,2.9,2.88,2.87,2.9,2.82,38905622.0,111303763.0,0.347,0.01,2.89,3.3445000000000005,-13.589475257886086,True,2026-06-10,11.062030769230764,0.7914153846153847,0.0979431929480901,0.1958863858961802,True,2026-06-10,14779374335.064615,,,,正常,14779374335.064615,3.1141868512110724,True,2026-04-28,,信托,
000568,泸州老窖,85.41,85.41,85.42,84.45,84.38,86.68,84.03,12827655.0,1100223935.0,1.137,0.96,85.41,106.83191666666667,-20.05198196855965,True,2026-06-10,12.636791756382658,2.434530913565056,6.017612524461839,0.14677103718199608,True,2026-06-10,125718563059.48843,,,,正常,125718563059.48843,6.966397377356282,True,2026-01-30,,白酒Ⅲ,
000581,威孚高科,17.88,17.87,17.88,18.16,18.1,18.18,17.71,9568594.0,171114923.0,-1.542,-0.28,17.88,20.838833333333337,-14.198651555989239,True,2026-06-10,15.88538269134567,0.8497248624312156,92.77486910994764,5.229403058707449,True,2026-06-10,17286128190.777386,,,,正常,17286128190.777386,5.592841163310962,True,2025-10-15,,底盘与发动机系统,
