代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,20.41,20.41,20.42,20.65,20.5,20.72,20.24,5335490.0,109030495.0,-1.162,-0.24,20.41,23.499916666666664,-13.148628186624766,True,2026-08-12,11.409129793510322,0.672305801376598,34.62095605987446,1.2554321583775954,True,2026-08-12,12495442529.881516,,,,正常,12495442529.881516,3.0181283684468396,True,2026-06-24,,医药流通,,,,,,,,,,,
000157,中联重科,7.09,7.09,7.1,7.08,7.09,7.1,7.02,47403505.0,334478660.0,0.141,0.01,7.09,8.009333333333332,-11.478275345430323,True,2026-08-12,14.151790450928374,1.0813660477453573,31.543624161073826,44.055608820709494,False,2026-08-12,61318114822.82627,,,,正常,61318114822.82627,5.6417489421720735,True,2026-07-22,,工程机械整机,,,,,,,,,,,
000521,长虹美菱,4.95,4.94,4.95,4.93,4.93,4.96,4.92,4759300.0,23506591.0,0.406,0.02,4.95,5.689666666666667,-13.000175757220688,True,2026-08-12,17.04886363636364,0.8693181818181818,38.738207547169814,48.75478927203065,False,2026-08-12,5098122389.659093,,,,正常,5098122389.659093,4.242424242424243,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.24,8.23,8.24,8.2,8.23,8.26,8.12,25190608.0,206436217.0,0.488,0.04,8.24,9.227833333333335,-10.70493254104431,True,2026-08-12,10.774643274853798,0.9155555555555551,22.46168582375479,27.203065134099617,True,2026-08-12,16791746688.832748,,,,正常,16791746688.832748,3.943941747572815,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000581,威孚高科,17.43,17.43,17.44,17.47,17.47,17.51,17.37,4369491.0,76140175.0,-0.229,-0.04,17.43,19.638583333333333,-11.246143857966672,True,2026-08-12,15.483140350877191,0.8562105263157894,91.19754350051177,7.48430709802028,True,2026-08-12,16851074628.684216,,,,正常,16851074628.684216,4.589787722317843,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
000655,金岭矿业,6.89,6.88,6.89,6.85,6.85,6.92,6.84,5175660.0,35593343.0,0.584,0.04,6.89,8.017166666666666,-14.05941417375216,True,2026-08-12,16.139877675840975,1.1904740061162076,18.639053254437872,28.208812260536398,True,2026-08-12,4101894184.489296,,,,正常,4101894184.489296,3.2801161103047893,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,6.01,6.01,6.02,5.99,6.02,6.16,5.98,104796665.0,635261380.0,0.334,0.02,6.01,7.5695,-20.602417596935062,True,2026-08-12,21.83537480063796,1.878724082934609,82.57261410788381,68.59344894026975,False,2026-08-12,22338157675.408302,,,,正常,22338157675.408302,4.9916805324459235,True,2026-07-07,,纯碱,,,,,,,,,,,
000786,北新建材,19.06,19.05,19.06,18.48,18.43,19.18,18.25,28956530.0,544096247.0,3.139,0.58,19.06,23.110833333333336,-17.527854902102202,True,2026-08-12,11.315967496190952,1.210005078720163,10.635226179018286,1.3474494706448508,True,2026-08-12,32444618960.539364,,,,正常,32444618960.539364,3.5939139559286466,True,2026-06-12,,其他建材,,,,,,,,,,,
000789,万年青,4.18,4.17,4.18,4.12,4.14,4.19,4.11,3573774.0,14853611.0,1.456,0.06,4.18,4.73375,-11.697913916028524,True,2026-08-12,114.87004548146527,0.5251794871794871,92.34375,3.4995206136145733,True,2026-08-12,3333216499.2358966,,,,正常,3333216499.2358966,3.588516746411483,True,2026-06-12,,水泥制造,,,,,,,,,,,
000858,五 粮 液,75.28,75.28,75.29,75.0,74.76,75.9,74.5,31287672.0,2356263123.0,0.373,0.28,75.28,88.77075,-15.197291900766864,True,2026-08-12,23.187850267379677,2.4757860962566856,34.195402298850574,2.0593869731800765,True,2026-08-12,292207450616.4002,,,,正常,292207450616.4002,6.851335281615303,True,2026-07-16,,白酒Ⅲ,,,,,,,,,,,
000899,赣能股份,10.75,10.75,10.76,10.91,10.91,11.0,10.66,12627368.0,136284625.0,-1.467,-0.16,10.75,12.0295,-10.636352300594377,True,2026-08-12,10.329837940896091,1.7216396568160146,2.471264367816092,81.18619348565873,True,2026-08-12,10488535919.59009,,,,正常,10488535919.59009,5.274418604651163,True,2026-06-15,,火电,,,,,,,,,,,
000910,大亚圣象,5.42,5.42,5.43,5.33,5.33,5.45,5.31,4240700.0,22866339.0,1.689,0.09,5.42,6.373500000000001,-14.960382835176922,True,2026-08-12,222.45527888605702,0.45619238476953894,97.35322425409048,1.4367816091954022,True,2026-08-12,2966894450.0,,,,正常,2966894450.0,3.505535055350554,True,2026-05-15,,瓷砖地板,,,,,,,,,,,
