代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,19.84,19.84,19.85,19.94,20.0,20.25,19.81,4614904.0,92319303.0,-0.502,-0.1,19.84,23.204166666666666,-14.498114562758124,True,2026-08-20,11.090501474926253,0.6535299901671584,30.765527202696198,0.38517091959557054,True,2026-08-20,12146476226.98919,,,,正常,12146476226.98919,3.1048387096774195,True,2026-06-24,,医药流通,,,,,,,,,,,
000157,中联重科,7.02,7.01,7.02,6.87,6.88,7.03,6.88,41975209.0,292422628.0,2.183,0.15,7.02,7.864,-10.732451678535105,True,2026-08-20,14.012068965517233,1.070689655172413,31.166347992351817,41.730401529636715,False,2026-08-20,60712717356.31037,,,,正常,60712717356.31037,5.698005698005699,True,2026-07-22,,工程机械整机,,,,,,,,,,,
000521,长虹美菱,4.82,4.82,4.83,4.74,4.75,4.84,4.74,6522900.0,31322670.0,1.688,0.08,4.82,5.6016666666666675,-13.954180303481111,True,2026-08-20,16.601115702479344,0.8464876033057853,38.07285546415981,45.08118433619867,False,2026-08-20,4964232306.698349,,,,正常,4964232306.698349,4.356846473029046,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.07,8.07,8.08,8.02,8.03,8.16,8.01,20321279.0,164291258.0,0.623,0.05,8.07,9.043916666666666,-10.768748790623528,True,2026-08-20,10.552350877192978,0.8966666666666664,19.484240687679083,23.065902578796564,True,2026-08-20,16445315021.70877,,,,正常,16445315021.70877,4.027023543990086,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000581,威孚高科,17.38,17.38,17.39,17.23,17.3,17.49,17.25,4603000.0,80101481.0,0.871,0.15,17.38,19.397833333333335,-10.402364525247677,True,2026-08-20,15.43872514619883,0.853754385964912,90.81632653061224,7.414540202214733,True,2026-08-20,16802735344.035086,,,,正常,16802735344.035086,4.602991944764097,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
000600,建投能源,7.89,7.89,7.9,7.9,7.91,7.96,7.86,15499809.0,122514436.0,-0.127,-0.01,7.89,9.373666666666667,-15.828028875217814,True,2026-08-20,6.99382903981265,1.1733372365339585,0.12399256044637322,80.79922027290448,True,2026-08-20,14227519226.60304,,,,正常,14227519226.60304,4.055766793409379,True,2026-06-03,,火电,,,,,,,,,,,
000655,金岭矿业,6.89,6.88,6.89,6.8,6.79,6.95,6.78,4709400.0,32448414.0,1.324,0.09,6.89,7.83375,-12.047231530237756,True,2026-08-20,16.13987767584097,1.1904740061162071,18.75,28.2712511938873,True,2026-08-20,4101894184.489296,,,,正常,4101894184.489296,3.2801161103047893,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,6.08,6.08,6.09,5.91,5.95,6.24,5.91,100721750.0,613914910.0,2.876,0.17,6.08,7.4270000000000005,-18.13652888110947,True,2026-08-20,22.08969696969697,1.9006060606060615,83.14374353671148,70.50912584053795,False,2026-08-20,22598335884.60606,,,,正常,22598335884.60606,4.934210526315789,True,2026-07-07,,纯碱,,,,,,,,,,,
000700,模塑科技,10.75,10.75,10.76,11.02,11.01,11.18,10.64,39553323.0,426779678.0,-2.45,-0.27,10.75,13.09141666666667,-17.885128296530183,True,2026-08-20,19.850144787644773,2.490347490347491,54.21521590130226,86.68624571708273,False,2026-08-20,9868665431.708494,,,,正常,9868665431.708494,3.0399999999999996,True,2026-01-08,,车身附件及饰件,,,,,,,,,,,
000786,北新建材,18.65,18.65,18.66,18.52,18.63,18.92,18.2,19867241.0,369077194.0,0.702,0.13,18.65,22.631416666666667,-17.592432348836617,True,2026-08-20,11.072549517521582,1.1839766378872527,9.5489443378119,1.2476007677543186,True,2026-08-20,31746702183.31894,,,,正常,31746702183.31894,3.672922252010724,True,2026-06-12,,其他建材,,,,,,,,,,,
