代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000028,国药一致,19.91,19.91,19.94,19.98,19.98,20.05,19.89,1685402.0,33621174.0,-0.35,-0.07,19.91,22.86733333333333,-12.932567563627872,True,2026-08-31,11.129631268436576,0.6558357915437563,31.429942418426105,0.6717850287907869,True,2026-08-31,12189331737.8707,,,,正常,12189331737.8707,3.0939226519337013,True,2026-06-24,,医药流通,
000030,富奥股份,4.03,4.03,4.04,4.06,4.03,4.05,4.01,11852684.0,47753619.0,-0.739,-0.03,4.03,4.610666666666666,-12.593984962406001,True,2026-08-31,10.43343749999999,0.8331250000000002,15.674130538351596,0.5717008099094807,True,2026-08-31,6930837705.156251,,,,正常,6930837705.156251,3.722084367245657,True,2026-06-26,,底盘与发动机系统,
000157,中联重科,6.69,6.69,6.7,6.82,6.79,6.82,6.68,73128778.0,491200215.0,-1.906,-0.13,6.69,7.704,-13.161993769470392,True,2026-08-31,13.353381962864717,1.0203580901856757,29.537875178656503,30.204859456884233,True,2026-08-31,57858700728.44964,,,,正常,57858700728.44964,5.9790732436472345,True,2026-07-22,,工程机械整机,
000513,丽珠集团,26.41,26.4,26.41,26.76,26.7,26.74,26.27,6627797.0,175272217.0,-1.308,-0.35,26.41,31.434,-15.98269389832665,True,2026-08-31,11.945526057030486,1.7745165519501802,9.623630300142926,0.9528346831824679,True,2026-08-31,23449628385.92824,,,,正常,23449628385.92824,5.4146156758803485,True,2026-06-16,,化学制剂,
000521,长虹美菱,4.83,4.82,4.83,4.85,4.86,4.86,4.8,5394800.0,25997961.0,-0.412,-0.02,4.83,5.515916666666667,-12.435225332749166,True,2026-08-31,16.63555785123967,0.8482438016528925,38.092451726155645,45.35935268919562,False,2026-08-31,4974531543.849175,,,,正常,4974531543.849175,4.347826086956522,True,2026-06-23,,冰洗,
000528,柳 工,7.83,7.83,7.84,7.87,7.88,7.92,7.82,30331503.0,238045385.0,-0.508,-0.04,7.83,8.859166666666665,-11.616969240899245,True,2026-08-31,10.238526315789471,0.8699999999999998,16.61113755354593,19.847691575440265,True,2026-08-31,15956235021.063154,,,,正常,15956235021.063154,4.150457215836526,True,2026-06-04,,工程机械整机,
000568,泸州老窖,77.0,76.94,77.0,78.44,78.8,79.2,76.35,10463184.0,807901668.0,-1.836,-1.44,77.0,91.21591666666667,-15.584907970191608,True,2026-08-31,11.390689655172418,2.1949425287356323,0.809138505473584,0.38077106139933364,True,2026-08-31,113336412650.99995,,,,正常,113336412650.99995,7.5001577922077916,True,2026-08-28,,白酒Ⅲ,
000600,建投能源,7.57,7.56,7.57,8.0,7.77,7.77,7.51,37042039.0,280769124.0,-5.375,-0.43,7.57,9.298416666666666,-18.588290121077954,True,2026-08-31,6.710175644028107,1.1257494145199072,0.06172839506172839,75.95920349684313,True,2026-08-31,13650484226.28454,,,,正常,13650484226.28454,4.227212681638045,True,2026-06-03,,火电,
000683,博源化工,6.23,6.23,6.24,6.36,6.37,6.42,6.16,94141559.0,586913168.0,-2.044,-0.13,6.23,7.237666666666667,-13.922534886934091,True,2026-08-31,22.634673046252004,1.947496012759172,83.71973209685729,73.09717568214457,False,2026-08-31,23155860618.60127,,,,正常,23155860618.60127,4.815409309791332,True,2026-07-07,,纯碱,
000786,北新建材,16.86,16.86,16.87,17.7,18.0,18.09,16.85,40708917.0,699711104.0,-4.746,-0.84,16.86,21.98933333333333,-23.32646131457676,True,2026-08-31,10.00982224479431,1.0703402742508892,4.925872788139646,0.09564801530368246,True,2026-08-31,28699699668.137127,,,,正常,28699699668.137127,4.062870699881376,True,2026-06-12,,其他建材,
000858,五 粮 液,71.27,71.25,71.27,71.51,71.42,71.59,70.9,25242079.0,1795566849.0,-0.336,-0.24,71.27,85.36050000000002,-16.5070495135338,True,2026-08-31,21.952684491978616,2.343906417112302,27.415516420752024,1.142313184198001,True,2026-08-31,276642202516.35016,,,,正常,276642202516.35016,7.236825031570087,True,2026-07-16,,白酒Ⅲ,
000899,赣能股份,9.47,9.47,9.48,9.65,9.59,9.63,9.42,7495999.0,71072462.0,-1.865,-0.18,9.47,11.789499999999999,-19.674286441324895,True,2026-08-31,9.099866539561486,1.5166444232602476,0.11409013120365087,64.20289855072464,True,2026-08-31,9239668386.838902,,,,正常,9239668386.838902,5.987328405491024,True,2026-06-15,,火电,
000910,大亚圣象,5.5,5.49,5.5,5.51,5.48,5.53,5.46,4266700.0,23466524.0,-0.181,-0.01,5.5,6.1377500000000005,-10.390615453545692,True,2026-08-31,225.73875163714277,0.4629258517034059,97.46532759445242,2.379819133745835,True,2026-08-31,3010686250.0,,,,正常,3010686250.0,3.4545454545454546,True,2026-05-15,,瓷砖地板,
000915,华特达因,25.11,25.09,25.11,25.04,24.96,25.38,24.7,2692700.0,67638877.0,0.28,0.07,25.11,27.979499999999998,-10.255722940009647,True,2026-08-31,12.700347305389228,2.355628742514971,8.190476190476192,17.904761904761905,True,2026-08-31,5884063588.099403,,,,正常,5884063588.099403,9.956192751891676,True,2026-07-01,,化学制剂,
000932,华菱钢铁,3.63,3.63,3.64,3.77,3.77,3.78,3.63,144666483.0,533762008.0,-3.714,-0.14,3.63,4.261916666666667,-14.82705355571633,True,2026-08-31,11.073920000000005,0.4549599999999994,81.34221799143265,1.7134697762970015,True,2026-08-31,24874971250.800003,,,,正常,24874971250.800003,4.40771349862259,True,2026-06-26,,板材,
