代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,20.31,20.31,20.32,20.41,20.42,20.54,20.13,5010179.0,102003337.0,-0.49,-0.1,20.31,23.451000000000004,-13.393885122169646,True,2026-08-13,11.353230088495572,0.6690117994100296,34.07335907335907,1.0135135135135136,True,2026-08-13,12434220371.479353,,,,正常,12434220371.479353,3.032988675529296,True,2026-06-24,,医药流通,,,,,,,,,,,
000157,中联重科,6.97,6.97,6.98,7.09,7.09,7.1,6.96,58708587.0,411762336.0,-1.693,-0.12,6.97,7.986166666666666,-12.724085397666796,True,2026-08-13,13.912267904509276,1.0630636604774528,30.618112122664108,39.77000479156684,False,2026-08-13,60280290594.51328,,,,正常,60280290594.51328,5.738880918220947,True,2026-07-22,,工程机械整机,,,,,,,,,,,
000521,长虹美菱,4.88,4.88,4.89,4.95,4.96,4.96,4.88,6705432.0,32932191.0,-1.414,-0.07,4.88,5.67475,-14.005022247676113,True,2026-08-13,16.807768595041328,0.8570247933884297,38.42074248674131,46.81665868836764,False,2026-08-13,5026027729.603308,,,,正常,5026027729.603308,4.303278688524591,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.2,8.2,8.21,8.24,8.27,8.32,8.18,24059497.0,198354501.0,-0.485,-0.04,8.2,9.197416666666667,-10.844530620011072,True,2026-08-13,10.722339181286545,0.9111111111111108,21.828626136907612,25.89755864049785,True,2026-08-13,16710233355.391811,,,,正常,16710233355.391811,3.9631804878048777,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000581,威孚高科,17.33,17.33,17.34,17.43,17.45,17.57,17.32,5366100.0,93591086.0,-0.574,-0.1,17.33,19.608,-11.617707058343541,True,2026-08-13,15.394309941520463,0.8512982456140349,90.74168797953965,6.7084942084942085,True,2026-08-13,16754396059.38597,,,,正常,16754396059.38597,4.616272360069245,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
000655,金岭矿业,6.75,6.74,6.75,6.89,6.88,6.89,6.74,5286734.0,35938454.0,-2.032,-0.14,6.75,7.98825,-15.500891935029571,True,2026-08-13,15.811926605504585,1.1662844036697244,16.735659373151982,24.030636668262325,True,2026-08-13,4018546552.293577,,,,正常,4018546552.293577,3.348148148148148,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,5.8,5.79,5.8,6.01,5.98,6.0,5.77,111971468.0,654823319.0,-3.494,-0.21,5.8,7.545083333333333,-23.128748301874293,True,2026-08-13,21.07240829346093,1.813078149920255,80.97459823742872,64.56427539720751,False,2026-08-13,21557623047.815,,,,正常,21557623047.815,5.172413793103448,True,2026-07-07,,纯碱,,,,,,,,,,,
000786,北新建材,18.73,18.73,18.74,19.06,19.06,19.06,18.54,18323901.0,343120295.0,-1.731,-0.33,18.73,23.027083333333334,-18.660997014385238,True,2026-08-13,11.120045708481456,1.189055358049772,9.571909571909572,1.2025012025012025,True,2026-08-13,31882881066.679035,,,,正常,31882881066.679035,3.657234383342231,True,2026-06-12,,其他建材,,,,,,,,,,,
000789,万年青,4.11,4.1,4.11,4.18,4.15,4.18,4.08,3807651.0,15658765.0,-1.675,-0.07,4.11,4.7205,-12.93295201779473,True,2026-08-13,112.94638443273264,0.5163846153846154,91.93128578865173,2.635361763296598,True,2026-08-13,3277397084.1769223,,,,正常,3277397084.1769223,3.64963503649635,True,2026-06-12,,水泥制造,,,,,,,,,,,
000858,五 粮 液,75.12,75.11,75.12,75.28,75.0,76.13,74.89,32512042.0,2454570236.0,-0.213,-0.16,75.12,88.51308333333333,-15.131190586702337,True,2026-08-13,23.138566844919787,2.470524064171124,33.987553853518435,2.010531354715175,True,2026-08-13,291586393335.6002,,,,正常,291586393335.6002,6.865928115015975,True,2026-07-16,,白酒Ⅲ,,,,,,,,,,,
