代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.29,4.28,4.29,4.47,4.42,4.46,4.25,24929554.0,107454758.0,-4.027,-0.18,4.29,5.2482500000000005,-18.258467108083654,True,2026-06-11,11.106986301369869,0.8647162426614475,22.662750856583454,0.048947626040137054,True,2026-06-11,7377988525.09197,,,,正常,7377988525.09197,3.4965034965034962,True,2025-06-30,,底盘与发动机系统,
000157,中联重科,7.29,7.28,7.29,7.38,7.34,7.41,7.15,69000057.0,500038800.0,-1.22,-0.09,7.29,8.486416666666667,-14.098019383917437,True,2026-06-11,14.55188946015424,1.0775706940874048,33.57807146353402,43.71023005384239,False,2026-06-11,63047821870.36503,,,,正常,63047821870.36503,6.858710562414267,True,2026-01-09,,工程机械整机,
000401,金隅冀东,3.8,3.79,3.8,3.85,3.81,3.85,3.79,6666935.0,25362008.0,-1.299,-0.05,3.8,4.639833333333333,-18.1005064837099,True,2026-06-11,103.73911007025761,0.3826697892271658,96.72862453531599,0.04889975550122249,True,2026-06-11,10101225492.599522,,,,正常,10101225492.599522,5.2631578947368425,True,2026-05-29,,水泥制造,
000419,通程控股,4.87,4.86,4.87,4.9,4.85,4.93,4.76,5466600.0,26438394.0,-0.612,-0.03,4.87,6.037416666666667,-19.336360750320924,True,2026-06-11,18.569485420240156,0.776861063464837,50.95447870778267,16.78903573176701,True,2026-06-11,2647247530.1423693,,,,正常,2647247530.1423693,3.0800821355236137,True,2025-08-08,,多业态零售,
000498,山东路桥,5.02,5.02,5.03,5.08,5.06,5.09,5.0,4970000.0,24970722.0,-1.181,-0.06,5.02,5.858333333333333,-14.310099573257473,True,2026-06-11,3.632064631956911,0.4686535008976651,7.394711067580803,0.04897159647404505,True,2026-06-11,7793256134.427287,,,,正常,7793256134.427287,4.083665338645418,True,2025-12-24,,基建市政工程,
000501,武商集团,7.1,7.1,7.11,7.24,7.18,7.29,7.05,5027530.0,35807669.0,-1.934,-0.14,7.1,9.099916666666667,-21.977307484500784,True,2026-06-11,33.86088516746411,0.49258373205741635,84.10757946210269,3.1295843520782394,True,2026-06-11,5459848389.964113,,,,正常,5459848389.964113,5.633802816901409,True,2026-05-22,,百货,
000528,柳 工,8.21,8.2,8.21,8.52,8.53,8.53,8.13,43090349.0,355456405.0,-3.638,-0.31,8.21,10.573583333333334,-22.35366439948614,True,2026-06-11,10.732908530318605,0.8775334018499483,21.222493887530565,20.831295843520785,True,2026-06-11,16722506210.145956,,,,正常,16722506210.145956,7.283561510353227,True,2026-06-04,,工程机械整机,
000563,陕国投Ａ,2.84,2.84,2.85,2.89,2.88,2.91,2.82,31893132.0,91128673.0,-1.73,-0.05,2.84,3.339916666666667,-14.967938321814422,True,2026-06-11,10.870646153846149,0.7777230769230771,0.048947626040137054,0.048947626040137054,True,2026-06-11,14523675817.156921,,,,正常,14523675817.156921,3.169014084507042,True,2026-04-28,,信托,
000568,泸州老窖,85.48,85.48,85.49,85.41,84.51,85.98,84.36,9364052.0,798185680.0,0.082,0.07,85.48,106.53766666666667,-19.76546636088019,True,2026-06-11,12.647148569670877,2.4365261970675687,6.112469437652812,0.19559902200488996,True,2026-06-11,125821598996.89816,,,,正常,125821598996.89816,6.960692559663078,True,2026-01-30,,白酒Ⅲ,
000581,威孚高科,17.49,17.48,17.5,17.88,17.85,17.92,17.41,10652121.0,187100574.0,-2.181,-0.39,17.49,20.81683333333334,-15.98145731419287,True,2026-06-11,15.538889444722358,0.8311905952976488,92.4123495552067,3.451676528599606,True,2026-06-11,16909081770.508753,,,,正常,16909081770.508753,5.717552887364208,True,2025-10-15,,底盘与发动机系统,
