代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.68,4.68,4.69,4.58,4.6,4.7,4.56,11143644.0,51776625.0,2.183,0.1,4.68,5.320833333333334,-12.043852779953024,True,2026-06-01,12.116712328767127,0.9433268101761245,34.3980343980344,0.29484029484029484,True,2026-06-01,8048714754.645784,,,,正常,8048714754.645784,3.2051282051282057,True,2025-06-30,,底盘与发动机系统,
000157,中联重科,7.22,7.21,7.22,7.21,7.18,7.27,7.14,59114701.0,425907964.0,0.139,0.01,7.22,8.5355,-15.41210239587606,True,2026-06-01,14.412159383033417,1.0672236503856043,32.923832923832926,41.57248157248157,False,2026-06-01,62442424403.84575,,,,正常,62442424403.84575,6.9252077562326875,True,2026-01-09,,工程机械整机,
000401,金隅冀东,4.1,4.1,4.11,3.99,3.97,4.11,3.93,14030368.0,56861401.0,2.757,0.11,4.1,4.6825,-12.43993593166045,True,2026-06-01,111.92903981264637,0.4128805620608896,97.98055347793567,1.5218458517427589,True,2026-06-01,10898690663.06791,,,,正常,10898690663.06791,4.878048780487806,True,2026-05-29,,水泥制造,
000501,武商集团,7.87,7.86,7.87,7.81,7.75,7.87,7.59,9302601.0,72197181.0,0.768,0.06,7.87,9.2695,-15.097901720696916,True,2026-06-01,37.533122009569375,0.5460047846889954,91.2125675012273,8.24742268041237,True,2026-06-01,6051972792.819377,,,,正常,6051972792.819377,5.082592121982211,True,2026-05-22,,百货,
000528,柳 工,9.06,9.06,9.07,8.98,8.96,9.1,8.91,19279294.0,173917956.0,0.891,0.08,9.06,10.825,-16.30484988452655,True,2026-06-01,11.844110996916754,0.9683864337101744,29.16053019145803,40.59891998036328,True,2026-06-01,18453825367.10382,,,,正常,18453825367.10382,3.013240618101545,True,2025-06-26,,工程机械整机,
000563,陕国投Ａ,3.02,3.02,3.03,2.98,2.98,3.03,2.94,40519955.0,121308421.0,1.342,0.04,3.02,3.371666666666667,-10.430054374691068,True,2026-06-01,11.559630769230761,0.8270153846153847,0.19656019656019655,2.506142506142506,True,2026-06-01,15444190481.62461,,,,正常,15444190481.62461,4.635761589403973,True,2026-04-28,,信托,
000568,泸州老窖,90.4,90.39,90.4,91.04,90.91,91.38,89.4,14082175.0,1270525757.0,-0.703,-0.64,90.4,109.3775,-17.35046056090146,True,2026-06-01,13.375084589357124,2.5767661232441297,9.32744231713304,0.24545900834560627,True,2026-06-01,133063553454.8385,,,,正常,133063553454.8385,6.581858407079645,True,2026-01-30,,白酒Ⅲ,
000596,古井贡酒,94.89,94.88,94.9,93.03,93.0,95.33,92.2,4197525.0,394596536.0,1.999,1.86,94.89,120.82141666666666,-21.46259941497679,True,2026-06-01,17.74503666792027,1.9181412185031983,17.673048600883654,0.3436426116838488,True,2026-06-01,50158854000.0,,,,正常,50158854000.0,6.323110970597535,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,8.07,8.06,8.07,7.92,7.87,8.08,7.81,104844602.0,837463129.0,1.894,0.15,8.07,10.661666666666667,-24.30826950132875,True,2026-06-01,26.03421959095804,1.0337244348762111,68.60011154489682,20.3240058910162,True,2026-06-01,79997297583.42302,,,,正常,79997297583.42302,4.275092936802974,True,2025-11-28,,综合乘用车,
000661,长春高新,73.15,73.15,73.16,73.57,73.0,73.82,72.18,5462058.0,398901700.0,-0.571,-0.42,73.15,90.54141666666668,-19.208244477435287,True,2026-06-01,31.11468897343149,1.3432093775262735,51.40879881364311,0.0983767830791933,True,2026-06-01,29840630246.257103,,,,正常,29840630246.257103,3.773069036226931,True,2026-05-25,,其他生物制品,
000683,博源化工,7.26,7.26,7.27,7.2,7.17,7.37,7.08,46284585.0,336395716.0,0.833,0.06,7.26,8.203416666666666,-11.500289513515705,True,2026-06-01,26.374087759815247,2.0706928406466516,88.70538092701119,79.20987654320987,False,2026-06-01,26984197125.935333,,,,正常,26984197125.935333,4.132231404958678,True,2025-06-17,,纯碱,
000707,双环科技,5.1,5.1,5.11,4.83,4.85,5.13,4.84,14667455.0,74092348.0,5.59,0.27,5.1,6.1409166666666675,-16.95050956019054,True,2026-06-01,22.483671404538807,1.0810256410256407,80.3903345724907,0.2898550724637681,True,2026-06-01,2982057684.256412,,,,正常,2982057684.256412,3.558823529411765,True,2025-06-17,,纯碱,
000726,鲁 泰Ａ,6.18,6.17,6.18,6.04,6.05,6.19,5.98,10345532.0,63017885.0,2.318,0.14,6.18,7.0521666666666665,-12.367357549689217,True,2026-06-01,9.373000000000003,0.5149999999999996,25.945945945945947,3.6855036855036856,True,2026-06-01,5052308251.072725,,,,正常,5052308251.072725,3.2362459546925573,True,2025-10-23,,棉纺,
000731,四川美丰,6.17,6.17,6.18,6.06,6.06,6.2,6.0,6904343.0,42393133.0,1.815,0.11,6.17,6.963583333333334,-11.396192094587331,True,2026-06-01,45.10989760830058,0.8852608695652179,82.03045685279187,2.06794682422452,True,2026-06-01,3386255802.999999,,,,正常,3386255802.999999,4.376012965964344,True,2025-10-20,,氮肥,
000786,北新建材,23.25,23.25,23.26,22.9,22.45,23.29,22.0,13398238.0,306628770.0,1.528,0.35,23.25,25.955083333333334,-10.422171636256227,True,2026-06-01,13.802465596330272,1.413130733944954,43.9565860878145,0.246669955599408,True,2026-06-01,39576987976.74884,,,,正常,39576987976.74884,3.7204301075268815,True,2025-06-13,,其他建材,
000788,北大医药,5.53,5.53,5.54,5.38,5.36,5.54,5.3,16637803.0,90773746.0,2.788,0.15,5.53,6.204833333333334,-10.875930054527394,True,2026-06-01,51.304129032258075,2.212,24.385447394296953,7.52212389380531,True,2026-06-01,3295810460.250001,,,,正常,3295810460.250001,4.122965641952983,True,2026-03-10,,化学制剂,
000789,万年青,4.63,4.63,4.64,4.54,4.51,4.64,4.49,4580327.0,21013733.0,1.982,0.09,4.63,5.31725,-12.924914194367387,True,2026-06-01,127.23643793760398,0.5717206477732795,93.22305229455709,4.422604422604422,True,2026-06-01,3692000669.872469,,,,正常,3692000669.872469,3.2397408207343408,True,2025-07-10,,水泥制造,
000858,五 粮 液,83.41,83.41,83.42,84.89,83.95,83.95,82.83,27998720.0,2332216892.0,-1.743,-1.48,83.41,102.46683333333334,-18.59805042607283,True,2026-06-01,25.693865190491714,2.5259296646043645,40.40255277368679,0.14727540500736377,True,2026-06-01,323764923697.36694,,,,正常,323764923697.36694,6.890061143747753,True,2025-12-18,,白酒Ⅲ,
000888,峨眉山Ａ,10.61,10.61,10.62,10.37,10.4,10.62,10.24,7509671.0,78909644.0,2.314,0.24,10.61,12.776083333333334,-16.954204796723047,True,2026-06-01,25.37535248041775,2.0499738903394262,36.22235505080693,60.57928325969563,False,2026-06-01,5590548012.238469,,,,正常,5590548012.238469,3.1102733270499527,True,2025-12-26,,自然景区,
000913,钱江摩托,11.66,11.65,11.66,11.4,11.45,11.7,11.36,4918409.0,56981101.0,2.281,0.26,11.66,14.8855,-21.668738033656922,True,2026-06-01,7.206890881913304,1.1503139013452914,0.19636720667648502,0.29455081001472755,True,2026-06-01,6137952259.999998,,,,正常,6137952259.999998,9.433962264150944,True,2026-05-27,,摩托车,
000915,华特达因,27.77,27.77,27.78,27.32,27.33,27.81,27.18,2169894.0,59905777.0,1.647,0.45,27.77,31.550666666666665,-11.982842412204707,True,2026-06-01,14.048014502762433,2.1863121546961337,23.1335952848723,5.893909626719057,True,2026-06-01,6507385338.833565,,,,正常,6507385338.833565,9.002520705797624,True,2025-10-17,,化学制剂,
000923,河钢资源,15.63,15.63,15.65,15.52,15.48,15.82,15.37,10729378.0,167862098.0,0.709,0.11,15.63,20.207499999999996,-22.65248051466038,True,2026-06-01,21.99104651162794,1.0125747508305645,63.13205694648993,18.851251840942563,True,2026-06-01,10202153660.724258,,,,正常,10202153660.724258,3.198976327575176,True,2025-06-25,,铁矿石,
000963,华东医药,29.06,29.06,29.07,29.02,29.15,29.42,28.84,11811779.0,342794953.0,0.138,0.04,29.06,36.212916666666665,-19.75239037636203,True,2026-06-01,14.556211665664456,1.983349368610942,5.547373588610702,0.14727540500736377,True,2026-06-01,50963592802.46062,,,,正常,50963592802.46062,3.2002752924982794,True,2025-09-18,,化学制剂,
000999,华润三九,24.52,24.52,24.53,24.45,24.3,24.59,24.22,11864954.0,289309249.0,0.286,0.07,24.52,27.883333333333333,-12.062163777644951,True,2026-06-01,12.642229150428685,1.758254091971941,3.43811394891945,6.090373280943026,True,2026-06-01,40806621877.89244,,,,正常,40806621877.89244,5.5464926590538335,True,2026-05-29,,中药,
001206,依依股份,17.21,17.21,17.22,16.82,16.8,17.33,16.59,2890996.0,49399050.0,2.319,0.39,17.21,23.96675,-28.192182920087205,True,2026-06-01,20.315496619864803,1.709365574622986,25.983606557377048,37.131147540983605,True,2026-06-01,3182022435.823193,,,,正常,3182022435.823193,4.416037187681581,True,2026-05-18,,生活用纸,
001311,多利科技,21.65,21.65,21.67,20.3,20.32,22.13,19.93,8667950.0,185406668.0,6.65,1.35,21.65,32.706583333333334,-33.80537557423455,True,2026-06-01,32.451028155646966,1.4314615627965832,86.38676844783714,23.918575063613233,True,2026-06-01,6722527081.278074,,,,正常,6722527081.278074,3.0946882217090073,True,2025-06-10,,其他汽车零部件,
