代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000501,武商集团,8.13,8.13,8.14,8.31,8.3,8.31,8.12,9157612.0,74965269.0,-2.166,-0.18,8.13,9.511916666666666,-14.528267173633058,True,2026-05-12,38.773098086124406,0.5640430622009569,92.04152249134948,8.502224419179436,True,2026-05-12,6251910902.874403,,,,正常,6251910902.874403,3.690036900369003,True,2025-10-22,,一般零售,
000521,长虹美菱,5.72,5.72,5.73,5.8,5.8,5.81,5.71,6752933.0,38794428.0,-1.379,-0.08,5.72,6.39325,-10.530637782035745,True,2026-05-12,19.70549828178694,0.9631615120274912,44.26732066217045,58.82352941176471,False,2026-05-12,5891163649.505155,,,,正常,5891163649.505155,5.769230769230769,True,2025-06-11,,白色家电,
000568,泸州老窖,94.78,94.78,94.79,96.91,96.81,96.9,94.3,13876336.0,1319939374.0,-2.198,-2.13,94.78,114.67016666666665,-17.345546138853308,True,2026-05-12,14.02312519224854,2.7016138624013126,14.038556599110233,0.049431537320810674,True,2026-05-12,139510659252.761,,,,正常,139510659252.761,6.277695716395865,True,2026-01-30,,白酒Ⅱ,
000596,古井贡酒,102.54,102.54,102.55,105.66,105.0,106.41,102.5,3579959.0,371013467.0,-2.953,-3.12,102.54,128.66741666666667,-20.306164018473982,True,2026-05-12,19.175635577284694,2.0727811207220763,22.886801779535343,0.049431537320810674,True,2026-05-12,54202644000.0,,,,正常,54202644000.0,5.851375073142187,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,9.17,9.17,9.18,9.3,9.3,9.3,9.16,74366208.0,684356437.0,-1.398,-0.13,9.17,11.078916666666665,-17.230174430412106,True,2026-05-12,29.582874058127018,1.1746286329386435,77.12197863968522,26.495304003954523,True,2026-05-12,90901514106.5662,,,,正常,90901514106.5662,3.76226826608506,True,2025-11-28,,综合乘用车,
000858,五 粮 液,90.56,90.56,90.57,91.81,91.8,91.93,90.5,37297423.0,3387693472.0,-1.362,-1.25,90.56,106.18691666666668,-14.716423790438714,True,2026-05-12,27.896372517095408,2.7424552263106485,50.42016806722689,0.049431537320810674,True,2026-05-12,351518420933.1441,,,,正常,351518420933.1441,6.34606890459364,True,2025-12-18,,白酒Ⅲ,
000913,钱江摩托,13.15,13.14,13.15,13.29,13.27,13.36,13.13,5102500.0,67569973.0,-1.053,-0.14,13.15,15.310416666666667,-14.110763369165868,True,2026-05-12,8.127840059790731,1.297309417040359,0.049431537320810674,0.5931784478497282,True,2026-05-12,6922304650.0,,,,正常,6922304650.0,6.844106463878327,True,2025-09-12,,摩托车,
001206,依依股份,18.85,18.85,18.86,19.23,19.23,19.28,18.82,2391528.0,45422233.0,-1.976,-0.38,18.85,25.61091666666667,-26.398573524961698,True,2026-05-12,22.25143005720229,1.8722568902756112,44.02985074626866,48.756218905472636,False,2026-05-12,3485248280.956838,,,,正常,3485248280.956838,4.403183023872679,True,2026-02-04,,生活用纸,
002027,分众传媒,6.03,6.02,6.03,6.11,6.12,6.12,6.0,188439828.0,1138149522.0,-1.309,-0.08,6.03,7.009166666666666,-13.969801450481501,True,2026-05-12,24.187536,5.634432,63.27236777063767,30.44982698961938,False,2026-05-12,87086464348.2624,,,,正常,87086464348.2624,6.301824212271974,True,2025-11-25,,广告媒体,
002088,鲁阳节能,9.8,9.8,9.81,10.0,10.08,10.09,9.79,3458669.0,34236112.0,-2.0,-0.2,9.8,11.17275,-12.286590141191734,True,2026-05-12,20.79454105398656,1.9853028798411123,80.42616451932606,20.761245674740483,True,2026-05-12,5028601342.780537,,,,正常,5028601342.780537,8.16326530612245,True,2025-06-13,,耐火材料,
