代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000030,富奥股份,4.28,4.28,4.29,4.24,4.24,4.32,4.23,12287043.0,52549174.0,0.943,0.04,4.28,4.813916666666667,-11.091107379645814,True,2026-07-30,11.080673076923077,0.8848076923076924,23.43599615014437,1.7805582290664101,True,2026-07-30,7360790416.394232,,,,正常,7360790416.394232,3.5046728971962615,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000411,英特集团,9.46,9.45,9.46,9.4,9.36,9.51,9.3,3474887.0,32730545.0,0.638,0.06,9.46,10.8375,-12.710495963091118,True,2026-07-30,11.11752136752137,1.030897435897436,9.320388349514563,1.6990291262135921,True,2026-07-30,5343472921.604702,,,,正常,5343472921.604702,3.742071881606765,True,2026-07-10,,医药流通,,,,,,,,,,,
000419,通程控股,4.84,4.83,4.84,4.8,4.76,4.91,4.76,7956200.0,38632208.0,0.833,0.04,4.84,5.521333333333333,-12.340014489253793,True,2026-07-30,18.451855010660974,0.7739872068230275,50.28873917228104,17.709335899903753,True,2026-07-30,2630940050.2516,,,,正常,2630940050.2516,3.0991735537190084,True,2025-08-08,,多业态零售,,,,,,,,,,,
000521,长虹美菱,4.91,4.91,4.92,4.91,4.9,4.98,4.88,10307942.0,50746605.0,0.0,0.0,4.91,5.7994166666666676,-15.336312560171294,True,2026-07-30,16.911095041322316,0.862293388429752,38.68483412322275,47.83653846153847,False,2026-07-30,5056925441.055785,,,,正常,5056925441.055785,4.276985743380856,True,2026-06-23,,冰洗,,,,,,,,,,,
000655,金岭矿业,6.73,6.73,6.74,6.68,6.65,6.81,6.65,5534835.0,37286731.0,0.749,0.05,6.73,8.234666666666667,-18.272344559585495,True,2026-07-30,15.765076452599388,1.16282874617737,16.290130796670628,23.60576923076923,True,2026-07-30,4006639747.69419,,,,正常,4006639747.69419,3.358098068350668,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,6.31,6.3,6.31,6.31,6.28,6.46,6.25,92062364.0,582471207.0,0.0,0.0,6.31,7.71775,-18.24041981147355,True,2026-07-30,22.92532695374801,1.972503987240829,84.11458333333334,74.12959381044487,False,2026-07-30,23453207143.398724,,,,正常,23453207143.398724,4.754358161648177,True,2026-07-07,,纯碱,,,,,,,,,,,
000700,模塑科技,9.49,9.48,9.49,10.27,10.2,10.23,9.4,56228669.0,548856613.0,-7.595,-0.78,9.49,13.475083333333334,-29.573719395674736,True,2026-07-30,17.523523166023164,2.1984555984555985,51.4878892733564,81.17299162148842,False,2026-07-30,8711966041.573362,,,,正常,8711966041.573362,3.443624868282402,True,2026-01-08,,车身附件及饰件,,,,,,,,,,,
000786,北新建材,20.41,20.4,20.41,20.36,20.3,20.65,20.1,18013955.0,366879408.0,0.246,0.05,20.41,23.750166666666665,-14.063760956063465,True,2026-07-30,12.117465718638902,1.2957084814626714,15.65217391304348,1.7391304347826086,True,2026-07-30,34742637617.24073,,,,正常,34742637617.24073,3.356197942185203,True,2026-06-12,,其他建材,,,,,,,,,,,
000788,北大医药,5.13,5.13,5.14,5.2,5.2,5.28,5.09,13084300.0,67711991.0,-1.346,-0.07,5.13,5.762833333333333,-10.9812881395147,True,2026-07-30,47.5961003861004,2.050019305019305,23.302840635532018,2.1665864227250844,True,2026-07-30,3057415490.745174,,,,正常,3057415490.745174,3.8596491228070176,True,2026-03-10,,化学制剂,,,,,,,,,,,
000789,万年青,4.07,4.06,4.07,4.03,4.03,4.13,4.01,8421919.0,34336207.0,0.993,0.04,4.07,4.833749999999999,-15.800362037755345,True,2026-07-30,111.84714954774252,0.5113589743589744,92.05020920502092,1.7805582290664101,True,2026-07-30,3245500275.571795,,,,正常,3245500275.571795,3.6855036855036856,True,2026-06-12,,水泥制造,,,,,,,,,,,
