代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.51,4.5,4.51,4.6,4.58,4.63,4.49,9399640.0,42714975.0,-1.957,-0.09,4.51,5.296916666666666,-14.856126992118057,True,2026-06-04,11.67657534246576,0.9090606653620346,30.471050049067717,0.09813542688910697,True,2026-06-04,7756346910.994122,,,,正常,7756346910.994122,3.325942350332594,True,2025-06-30,,底盘与发动机系统,
000157,中联重科,7.39,7.39,7.4,7.25,7.22,7.48,7.2,85708065.0,634685939.0,1.931,0.14,7.39,8.51875,-13.25018341892884,True,2026-06-04,14.751503856041127,1.092352185089975,34.39646712463199,46.5161923454367,False,2026-06-04,63912675393.964,,,,正常,63912675393.964,6.7658998646820026,True,2026-01-09,,工程机械整机,
000401,金隅冀东,3.93,3.93,3.94,4.0,3.98,4.01,3.92,7480868.0,29562962.0,-1.75,-0.07,3.93,4.667666666666666,-15.803756337927577,True,2026-06-04,107.28807962529274,0.3957611241217795,97.08955223880596,0.14705882352941177,True,2026-06-04,10446793733.135826,,,,正常,10446793733.135826,5.089058524173028,True,2026-05-29,,水泥制造,
000498,山东路桥,5.13,5.13,5.14,5.23,5.22,5.25,5.12,7494100.0,38723122.0,-1.912,-0.1,5.13,5.897333333333334,-13.011530635315404,True,2026-06-04,3.711651705565528,0.4789228007181321,9.229258713794797,0.049091801669121256,True,2026-06-04,7964024695.1418295,,,,正常,7964024695.1418295,3.996101364522417,True,2025-12-24,,基建市政工程,
000501,武商集团,7.21,7.21,7.22,7.43,7.42,7.47,7.14,8879318.0,64233347.0,-2.961,-0.22,7.21,9.205333333333334,-21.675840092699893,True,2026-06-04,34.38549043062201,0.5002153110047849,85.04901960784314,3.9705882352941173,True,2026-06-04,5544437590.372007,,,,正常,5544437590.372007,5.547850208044383,True,2026-05-22,,百货,
000513,丽珠集团,30.35,30.35,30.36,30.57,30.57,30.81,30.17,2839371.0,86273600.0,-0.72,-0.22,30.35,34.166999999999994,-11.171598325869969,True,2026-06-04,13.720512019981278,1.857196378395254,9.813542688910697,1.815505397448479,True,2026-06-04,26947982639.72682,,,,正常,26947982639.72682,3.6243822075782535,True,2025-06-13,,化学制剂,
000528,柳 工,8.47,8.47,8.48,8.55,8.57,8.65,8.42,27412199.0,233828468.0,-0.936,-0.08,8.47,10.742333333333333,-21.153070406801746,True,2026-06-04,11.072805755395688,0.905323741007194,25.19607843137255,24.019607843137255,True,2026-06-04,17252086187.568363,,,,正常,17252086187.568363,7.05998110979929,True,2026-06-04,,工程机械整机,
000563,陕国投Ａ,2.93,2.93,2.94,2.97,2.97,2.98,2.92,26097710.0,76799480.0,-1.347,-0.04,2.93,3.361166666666667,-12.827887142361295,True,2026-06-04,11.215138461538452,0.8023692307692311,0.04906771344455348,0.49067713444553485,True,2026-06-04,14983933149.39077,,,,正常,14983933149.39077,4.77815699658703,True,2026-04-28,,信托,
000568,泸州老窖,86.6,86.6,86.62,87.55,87.4,88.33,86.6,7355230.0,642332463.0,-1.085,-0.95,86.6,108.22541666666666,-19.981828051790053,True,2026-06-04,12.81285758228238,2.468450733107761,6.372549019607843,0.049019607843137254,True,2026-06-04,127470173995.45367,,,,正常,127470173995.45367,6.87066974595843,True,2026-01-30,,白酒Ⅲ,
000581,威孚高科,18.72,18.7,18.72,19.0,19.0,19.05,18.61,8569612.0,160827820.0,-1.474,-0.28,18.72,20.908916666666666,-10.468819124217344,True,2026-06-04,16.63167583791896,0.8896448224112057,93.28436516264428,10.677212061295107,True,2026-06-04,18098228172.894447,,,,正常,18098228172.894447,5.341880341880342,True,2025-10-15,,底盘与发动机系统,
