代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,20.36,20.35,20.36,19.75,19.72,20.38,19.69,3762684.0,75566627.0,3.089,0.61,20.36,24.587083333333336,-17.1922927011134,True,2026-07-06,11.380446753246751,0.6769038961038961,34.7677261613692,1.1246943765281174,True,2026-07-06,12464831450.24,,,,正常,12464831450.24,3.025540275049116,True,2026-06-24,,医药流通,,,,,,,,,,,
000030,富奥股份,4.09,4.09,4.1,3.97,3.98,4.11,3.96,11175294.0,45453259.0,3.023,0.12,4.09,5.0335833333333335,-18.745757661043328,True,2026-07-06,10.59681818181818,0.8469191919191918,17.281553398058254,0.4368932038834952,True,2026-07-06,7034026355.843434,,,,正常,7034026355.843434,3.6674816625916873,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000090,天健集团,3.09,3.09,3.1,3.05,3.06,3.11,3.05,16388360.0,50477094.0,1.311,0.04,3.09,3.643333333333333,-15.187557182067701,True,2026-07-06,36.13,0.5099999999999999,96.94026226323457,0.19426906265177268,True,2026-07-06,5773805391.0,,,,正常,5773805391.0,3.2362459546925573,True,2025-07-11,,房地产开发,,,,,,,,,,,
000157,中联重科,7.17,7.17,7.18,6.98,7.06,7.21,7.05,82106019.0,587057366.0,2.722,0.19,7.17,8.349666666666668,-14.128308515310007,True,2026-07-06,14.30927142857143,1.065257142857143,32.42718446601941,40.873786407766985,False,2026-07-06,62009997642.12,,,,正常,62009997642.12,6.97350069735007,True,2026-01-09,,工程机械整机,,,,,,,,,,,
000408,藏格矿业,73.35,73.35,73.36,69.8,71.6,75.19,71.5,22468716.0,1658323987.0,5.086,3.55,73.35,81.71175,-10.233228391265637,True,2026-07-06,24.59672862997657,7.526105093676815,55.42168674698795,95.1231527093596,False,2026-07-06,115079897205.59938,,,,正常,115079897205.59938,3.408316291751875,True,2026-04-17,,钾肥,,,,,,,,,,,
000419,通程控股,4.77,4.77,4.78,4.68,4.72,4.81,4.7,6944750.0,33053257.0,1.923,0.09,4.77,5.7887499999999985,-17.598790757935635,True,2026-07-06,18.189463519313303,0.7574678111587981,47.66990291262136,12.281553398058252,True,2026-07-06,2592889264.042918,,,,正常,2592889264.042918,3.1446540880503147,True,2025-08-08,,多业态零售,,,,,,,,,,,
000425,徐工机械,8.42,8.41,8.42,8.2,8.33,8.53,8.31,145401127.0,1224059379.0,2.683,0.22,8.42,10.403166666666667,-19.06310578509749,True,2026-07-06,14.96543665436654,1.6363591635916357,43.97473275024296,80.466472303207,False,2026-07-06,98608391980.19678,,,,正常,98608391980.19678,4.513064133016627,True,2026-07-03,,工程机械整机,,,,,,,,,,,
000498,山东路桥,4.95,4.94,4.95,4.89,4.92,4.98,4.91,6705589.0,33141500.0,1.227,0.06,4.95,5.70975,-13.306186785761188,True,2026-07-06,3.5795454545454546,0.4704545454545455,5.6823700825643515,0.6799417192812044,True,2026-07-06,7684588018.636363,,,,正常,7684588018.636363,7.919189898989898,True,2026-07-06,,基建市政工程,,,,,,,,,,,
000528,柳 工,8.16,8.15,8.16,8.07,8.07,8.21,8.07,40610613.0,330771929.0,1.115,0.09,8.16,9.949416666666668,-17.985141507458568,True,2026-07-06,10.665077720207252,0.9090155440414508,20.56256062075655,25.50921435499515,True,2026-07-06,16623978686.6114,,,,正常,16623978686.6114,3.9826078431372545,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000544,中原环保,7.15,7.14,7.15,7.11,7.14,7.21,7.11,4186672.0,29931370.0,0.563,0.04,7.15,8.297500000000001,-13.829466706839423,True,2026-07-06,6.54747191011236,0.7632022471910113,0.39215686274509803,3.3333333333333335,True,2026-07-06,6968994089.641854,,,,正常,6968994089.641854,3.7762237762237763,True,2026-06-18,,水务及水治理,,,,,,,,,,,
