代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000030,富奥股份,4.01,4.0,4.01,4.0,4.0,4.06,3.94,8977301.0,36010562.0,0.25,0.01,4.01,5.007083333333333,-19.913455937421986,True,2026-07-08,10.389545454545454,0.8303535353535353,15.324927255092144,0.3394762366634336,True,2026-07-08,6896441488.247475,,,,正常,6896441488.247475,3.7406483790523692,True,2026-06-26,,底盘与发动机系统,,,,,,,,,,,
000090,天健集团,3.07,3.07,3.08,3.04,3.03,3.1,3.01,14979345.0,45845985.0,0.987,0.03,3.07,3.6315000000000004,-15.461930331818818,True,2026-07-08,35.896148867313926,0.5066990291262135,96.74915089762251,0.19408054342552158,True,2026-07-08,5736434482.320388,,,,正常,5736434482.320388,3.257328990228013,True,2025-07-11,,房地产开发,,,,,,,,,,,
000157,中联重科,7.15,7.14,7.15,7.42,7.36,7.36,7.12,73292821.0,530038465.0,-3.639,-0.27,7.15,8.328999999999999,-14.155360787609538,True,2026-07-08,14.269357142857142,1.062285714285715,32.34723569350145,39.91270611057226,False,2026-07-08,61837026937.40001,,,,正常,61837026937.40001,6.9930069930069925,True,2026-01-09,,工程机械整机,,,,,,,,,,,
000400,许继电气,20.2,20.2,20.21,20.55,20.52,20.58,20.19,11798793.0,239724329.0,-1.703,-0.35,20.2,27.31641666666667,-26.051794250710046,True,2026-07-08,19.22135465663217,1.7102539981185332,13.38544211040547,35.515388373229115,True,2026-07-08,20576169430.04704,,,,正常,20576169430.04704,3.014851485148515,True,2026-06-26,,电网自动化设备,,,,,,,,,,,
000408,藏格矿业,70.56,70.56,70.58,73.05,73.3,73.39,70.48,12068279.0,865634085.0,-3.409,-2.49,70.56,81.41758333333333,-13.335673805105564,True,2026-07-08,23.66114754098361,7.23983606557377,53.37519623233909,93.60236220472441,False,2026-07-08,110702625041.95084,,,,正常,110702625041.95084,3.5430839002267573,True,2026-04-17,,钾肥,,,,,,,,,,,
000419,通程控股,4.68,4.68,4.69,4.65,4.65,4.71,4.6,4907700.0,22892012.0,0.645,0.03,4.68,5.758916666666666,-18.73471573067851,True,2026-07-08,17.8462660944206,0.743175965665236,44.228903976721625,8.535402521823473,True,2026-07-08,2543966825.0987124,,,,正常,2543966825.0987124,3.2051282051282057,True,2025-08-08,,多业态零售,,,,,,,,,,,
000425,徐工机械,8.46,8.46,8.47,8.78,8.56,8.64,8.41,108329262.0,920762178.0,-3.645,-0.32,8.46,10.351083333333333,-18.2694242953636,True,2026-07-08,15.036531365313651,1.6441328413284133,45.14563106796117,81.2135922330097,False,2026-07-08,99076840398.15494,,,,正常,99076840398.15494,4.491725768321513,True,2026-07-03,,工程机械整机,,,,,,,,,,,
000498,山东路桥,4.94,4.94,4.95,4.83,4.85,4.96,4.81,8661252.0,42528851.0,2.277,0.11,4.94,5.690083333333333,-13.182290827609421,True,2026-07-08,3.5723140495867773,0.46950413223140497,5.531295487627365,0.727802037845706,True,2026-07-08,7669063598.396694,,,,正常,7669063598.396694,7.935220647773278,True,2026-07-06,,基建市政工程,,,,,,,,,,,
000528,柳 工,8.07,8.07,8.08,8.16,8.11,8.18,7.98,37849688.0,305034817.0,-1.103,-0.09,8.07,9.8825,-18.340500885403486,True,2026-07-08,10.547448186528497,0.8989896373056995,19.428294573643413,23.594961240310077,True,2026-07-08,16440625980.50907,,,,正常,16440625980.50907,4.027023543990086,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000541,佛山照明,5.02,5.01,5.02,5.04,5.0,5.05,4.96,6845325.0,34270979.0,-0.397,-0.02,5.02,5.695583333333333,-11.8615301329978,True,2026-07-08,43.7443738317757,1.1353644859813086,97.96215429403202,5.628335759340127,True,2026-07-08,7709606715.069159,,,,正常,7709606715.069159,3.386454183266932,True,2026-06-30,,照明设备Ⅲ,,,,,,,,,,,
