代码,名称,所属行业,现价,半年线,半年线乖离率,股息率,市盈率,市盈率10年分位,市净率,市净率10年分位,总市值,估值数据日期,股息数据日期,价格数据日期
300360,炬华科技,电工仪器仪表,11.61,15.387250000000002,-24.547921168499908,5.167958656330749,12.254457527333882,14.975845410628018,1.4549116904962154,7.681159420289855,5969712532.723297,2026-07-16,2026-06-03,2026-07-16
300413,芒果超媒,视频媒体,15.65,20.304916666666667,-22.925071513878,3.067092651757189,27.944188376753523,23.816425120772948,1.2440547762191054,1.0628019323671498,29276780755.220444,2026-07-16,2026-07-10,2026-07-16
300470,中密控股,其它通用机械,28.79,34.59658333333333,-16.783690104273298,3.473428273706148,16.744303236797276,0.3868471953578337,2.0893594548551966,0.4835589941972921,5987218408.279045,2026-07-16,2026-06-15,2026-07-16
300514,友讯达,电工仪器仪表,9.34,12.419333333333332,-24.794674969134142,3.2119914346895078,64.59264488935722,88.77600387034349,1.8306006322444688,0.4837929366231253,1868000000.0,2026-07-16,2025-07-24,2026-07-16
300515,三德科技,仪器仪表,13.03,17.423333333333332,-25.215228620623687,3.0698388334612434,14.209229618548996,0.2898550724637681,3.0309124906507106,10.33816425120773,2680981134.999999,2026-07-16,2026-06-04,2026-07-16
300533,冰川网络,游戏Ⅲ,14.94,26.01833333333333,-42.57895073986291,13.386880856760374,17.20993946731235,14.617737003058105,3.807348668280872,73.52657004830918,4904006564.375299,2026-07-16,2026-05-26,2026-07-16
300641,正丹股份,其他化学制品,14.39,18.37133333333333,-21.671444642014716,5.559416261292564,19.253838319541703,18.26086956521739,2.5097772119669006,63.6231884057971,7562589815.808402,2026-07-16,2026-06-18,2026-07-16
300705,九典制药,化学制剂,11.46,13.1445,-12.815245920346907,3.4904013961605584,14.199219512195125,1.5458937198067633,2.336721951219513,2.1739130434782608,5733336304.519028,2026-07-16,2026-05-28,2026-07-16
300743,天地数码,其他计算机设备,14.44,18.218916666666665,-20.74171991565543,4.501385041551247,18.88455696202532,0.3530005042864347,3.761518987341776,19.11245587493697,2183390423.898735,2026-07-16,2026-06-30,2026-07-16
300770,新媒股份,电视广播Ⅲ,34.28,39.05416666666667,-12.22447455457164,8.168028004667443,12.147975,13.340935005701256,2.196062500000001,7.98175598631699,7810306899.48,2026-07-16,2026-05-22,2026-07-16
300773,拉卡拉,金融信息服务,14.78,24.41483333333333,-39.463031353890045,4.059539918809202,9.65564890282132,0.6680026720106881,3.521253918495299,23.60069244085401,16070750967.947338,2026-07-16,2026-06-22,2026-07-16
300851,交大思诺,铁路设备,22.48,27.690583333333333,-18.81716708748762,3.0249110320284696,23.95102327624067,28.74043145441893,1.5302591128678085,4.314544189283229,1954262832.0,2026-07-16,2026-05-29,2026-07-16
300910,瑞丰新材,其他化学制品,27.62,45.38441666666667,-39.14210641317779,5.430847212165098,15.52552795031056,1.9780219780219777,3.0021739130434786,3.36996336996337,10579627690.301586,2026-07-16,2026-05-29,2026-07-16
300970,华绿生物,食用菌,16.55,20.65816666666667,-19.886404892334763,3.021148036253776,12.012793733681455,2.4663677130044843,1.5556135770234991,62.73885350318472,2626283917.932115,2026-07-16,2026-06-09,2026-07-16
300978,东箭科技,车身附件及饰件,8.53,10.800333333333333,-21.020956143328902,4.689331770222744,28.904927360774817,10.246227164416204,2.3338740920096845,2.779984114376489,3605654363.525424,2026-07-16,2026-06-17,2026-07-16
300979,华利集团,纺织鞋类制造,32.37,40.73508333333334,-20.53532888316993,6.487488415199259,13.353681462140996,1.8167456556082149,2.503815274151436,3.080568720379147,37775790000.0,2026-07-16,2026-05-22,2026-07-16
300981,中红医疗,医疗耗材,10.84,12.717333333333332,-14.762004613126434,3.2287822878228782,113.14649418189288,74.05660377358491,0.91056,25.14011208967174,4648896155.560002,2026-07-16,2026-05-27,2026-07-16
300994,久祺股份,其他交运设备,10.74,14.262416666666669,-24.69719367334895,8.938547486033519,20.15103574702108,13.926174496644297,2.274005499541706,14.093959731543624,2503365120.0,2026-07-16,2026-06-11,2026-07-16
301019,宁波色母,其他塑料制品,15.81,21.554666666666662,-26.65161449956699,4.111321948134092,22.860167224080268,15.066225165562914,2.529247491638796,48.01324503311258,2608071212.115384,2026-07-16,2026-07-08,2026-07-16
301023,奕帆传动,电机,27.85,40.673,-31.527057261574026,3.231597845601436,38.45724513172964,64.77935054121565,3.198124284077893,53.03913405495421,2598979824.1595063,2026-07-16,2026-06-05,2026-07-16
