日期,阶段,代码,名称,错误,建议重试
2026-05-11,价格/历史,001220,世盟股份,历史交易日不足 120：60,否
2026-05-11,价格/历史,001233,海安集团,历史交易日不足 120：108,否
2026-05-11,价格/历史,001257,盛龙股份,历史交易日不足 120：26,否
2026-05-11,价格/历史,001280,中国铀业,历史交易日不足 120：102,否
2026-05-11,价格/历史,001312,福恩股份,历史交易日不足 120：12,否
2026-05-11,价格/历史,001325,元创股份,历史交易日不足 120：91,否
2026-05-11,价格/历史,001369,双欣材料,历史交易日不足 120：83,否
2026-05-11,价格/历史,001396,誉帆科技,历史交易日不足 120：83,否
2026-05-11,价格/历史,301449,天溯计量,历史交易日不足 120：88,否
2026-05-11,价格/历史,301513,尚水智能,历史交易日不足 120：14,否
2026-05-11,价格/历史,301531,N春光集,301531 东方财富估值分析失败，已尝试 2 次：'NoneType' object is not subscriptable,是
2026-05-11,价格/历史,301599,C理奇,历史交易日不足 120：5,否
2026-05-11,价格/历史,301638,南网数字,历史交易日不足 120：113,否
2026-05-11,价格/历史,301666,大普微,历史交易日不足 120：15,否
2026-05-11,价格/历史,301667,纳百川,历史交易日不足 120：88,否
2026-05-11,价格/历史,301680,固德电材,历史交易日不足 120：43,否
2026-05-11,价格/历史,301682,宏明电子,历史交易日不足 120：30,否
2026-05-11,价格/历史,301683,慧谷新材,历史交易日不足 120：25,否
2026-05-11,价格/历史,301687,新广益,历史交易日不足 120：82,否
2026-05-11,价格/历史,301696,三瑞智能,历史交易日不足 120：19,否
2026-05-11,价格/历史,601112,振石股份,历史交易日不足 120：63,否
2026-05-11,价格/历史,603248,锡华科技,历史交易日不足 120：88,否
2026-05-11,价格/历史,603284,林平发展,历史交易日不足 120：55,否
2026-05-11,价格/历史,603293,埃泰克,历史交易日不足 120：15,否
2026-05-11,价格/历史,603352,至信股份,历史交易日不足 120：73,否
2026-05-11,价格/历史,603402,陕西旅游,历史交易日不足 120：80,否
2026-05-11,价格/历史,603407,N长裕,603407 东方财富估值分析失败，已尝试 2 次：'NoneType' object is not subscriptable,是
2026-05-11,价格/历史,603459,红板科技,历史交易日不足 120：21,否
2026-05-11,价格/历史,688712,北芯生命,历史交易日不足 120：58,否
2026-05-11,价格/历史,688727,恒坤新材,历史交易日不足 120：113,否
2026-05-11,价格/历史,688781,视涯科技,历史交易日不足 120：30,否
2026-05-11,价格/历史,688785,恒运昌,历史交易日不足 120：64,否
2026-05-11,价格/历史,688790,昂瑞微,历史交易日不足 120：93,否
2026-05-11,价格/历史,688795,摩尔线程,历史交易日不足 120：100,否
2026-05-11,价格/历史,688796,百奥赛图,历史交易日不足 120：97,否
2026-05-11,价格/历史,688802,沐曦股份,历史交易日不足 120：92,否
2026-05-11,价格/历史,688805,健信超导,历史交易日不足 120：87,否
2026-05-11,价格/历史,688807,优迅股份,历史交易日不足 120：90,否
2026-05-11,价格/历史,688808,联讯仪器,历史交易日不足 120：9,否
2026-05-11,价格/历史,688809,强一股份,历史交易日不足 120：83,否
2026-05-11,价格/历史,688811,有研复材,历史交易日不足 120：19,否
2026-05-11,价格/历史,688813,泰金新能,历史交易日不足 120：26,否
2026-05-11,价格/历史,688816,易思维,历史交易日不足 120：54,否
2026-05-11,价格/历史,688818,电科蓝天,历史交易日不足 120：55,否
2026-05-11,价格/历史,688820,盛合晶微,历史交易日不足 120：12,否
2026-05-11,价格/历史,920011,晨光电机,历史交易日不足 120：21,否
2026-05-11,价格/历史,920012,创达新材,历史交易日不足 120：18,否
2026-05-11,价格/历史,920028,新恒泰,历史交易日不足 120：33,否
2026-05-11,价格/历史,920035,精创电气,历史交易日不足 120：103,否
2026-05-11,价格/历史,920036,觅睿科技,历史交易日不足 120：42,否
2026-05-11,价格/历史,920045,蘅东光,历史交易日不足 120：82,否
2026-05-11,价格/历史,920050,爱舍伦,历史交易日不足 120：69,否
2026-05-11,价格/历史,920055,隆源股份,历史交易日不足 120：26,否
2026-05-11,价格/历史,920069,普昂医疗,历史交易日不足 120：28,否
2026-05-11,价格/历史,920076,国亮新材,历史交易日不足 120：68,否
2026-05-11,价格/历史,920078,族兴新材,历史交易日不足 120：35,否
2026-05-11,价格/历史,920086,科马材料,历史交易日不足 120：72,否
2026-05-11,价格/历史,920091,大鹏工业,历史交易日不足 120：110,否
2026-05-11,价格/历史,920119,美德乐,历史交易日不足 120：62,否
