代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率,60日涨跌幅,年初至今涨跌幅,市盈率TTM
920839,万通液压,24.5,-1.65,-0.41,5791.0,14358028.31,5.66,0.89,27.91,0.75,25.48,24.07,25.0,24.91,2896144290.0,1597463602.0,4.72,-30.2,-41.2,24.62
920837,华原股份,9.72,-1.82,-0.18,14119.0,13771590.74,4.65,1.03,16.63,0.89,9.99,9.53,9.8,9.9,1474648290.0,1329577290.0,2.67,-24.36,-32.12,18.37
920834,三维装备,8.02,-1.84,-0.15,10115.0,8252707.39,4.53,1.61,34.54,1.07,8.36,7.99,8.27,8.17,962400040.0,503627441.0,3.26,-35.69,-47.24,20.7
920833,美心翼申,8.67,-0.23,-0.02,8490.0,7452749.36,6.9,0.98,72.61,1.24,9.0,8.4,8.69,8.69,992749680.0,750430706.0,1.63,-24.01,-25.26,45.82
920832,齐鲁华信,6.0,-1.15,-0.07,8356.0,5096800.47,3.95,0.67,-35.74,0.83,6.22,5.98,6.08,6.07,832583190.0,743193438.0,1.15,-13.04,-16.43,-68.08
920826,盖世食品,7.57,-3.07,-0.24,24730.0,19257811.06,6.53,3.96,28.0,1.39,8.06,7.55,7.77,7.81,1063704712.0,472931761.0,2.82,-30.74,-42.78,22.07
920821,则成电子,21.09,-3.92,-0.86,86048.0,190103363.37,15.76,11.81,-268.66,1.45,23.86,20.4,21.01,21.95,2918052450.0,1536478670.0,5.63,-12.67,-19.07,370.09
920819,颖泰生物,2.69,-1.47,-0.04,58489.0,16084225.64,5.49,0.48,-41.75,1.03,2.81,2.66,2.76,2.73,3297402000.0,3259271250.0,0.69,-25.28,-30.49,-11.82
920810,春光智能,7.97,-1.73,-0.14,7552.0,6127414.5,5.43,1.21,-125.88,0.67,8.36,7.92,8.03,8.11,764323000.0,497388134.0,3.35,-32.23,-39.35,-234.61
920809,安达科技,7.17,0.28,0.02,124434.0,90526341.8,5.17,2.7,16.49,0.99,7.47,7.1,7.19,7.15,4295188500.0,3298462766.0,2.63,-12.35,2.14,-33.82
920808,曙光数创,68.98,-9.52,-7.26,33148.0,241677020.57,11.36,1.7,-72.47,0.88,77.56,68.9,76.69,76.24,13796000069.0,13421588907.0,19.58,-21.4,-2.8,667.28
920807,奔朗新材,9.53,-0.83,-0.08,47050.0,45586636.81,7.39,3.81,-185.28,1.01,10.08,9.37,9.72,9.61,1733316400.0,1177440287.0,1.89,-25.02,-34.09,125.61
920806,云星宇,9.75,-1.02,-0.1,19550.0,19352388.33,5.08,0.65,40.1,0.96,10.15,9.65,9.85,9.85,2932182503.0,2932182503.0,1.91,-18.82,-28.73,39.71
920802,保丽洁,10.16,-0.39,-0.04,10384.0,10763453.14,6.08,2.87,44.22,0.5,10.7,10.08,10.12,10.2,833204226.0,367971243.0,1.91,-30.7,-33.55,32.67
920799,艾融软件,30.87,-1.69,-0.53,53332.0,170168539.62,6.78,4.44,402.9,1.19,32.81,30.68,31.3,31.4,6456318498.0,3706558461.0,16.63,-19.04,-35.15,150.18
920792,东和新材,9.75,-0.91,-0.09,5059.0,4956502.7,3.15,0.5,16.64,0.88,9.95,9.64,9.76,9.84,1614015000.0,990856796.0,1.54,-16.09,-18.34,20.04
920790,联迪信息,27.05,-0.59,-0.16,75684.0,218438896.05,17.02,13.92,-324.98,1.49,31.48,26.85,27.26,27.21,2136057891.0,1470301614.0,7.07,-4.32,-17.78,-927.8
920786,骑士乳业,6.06,0.17,0.01,111260.0,68963980.57,7.44,8.06,25.42,2.51,6.4,5.95,6.05,6.05,1266861180.0,836591817.0,1.69,-29.94,-37.78,24.93
920781,瑞奇智造,5.25,-0.57,-0.03,16784.0,8966923.41,5.3,1.39,-28.73,0.78,5.48,5.2,5.29,5.28,811477034.0,631923012.0,2.3,-33.21,-41.41,-15.36
920779,武汉蓝电,19.95,-2.87,-0.59,8377.0,17274602.38,7.89,4.18,44.81,1.53,21.39,19.77,20.5,20.54,1597227324.0,399399040.0,3.6,-44.24,-39.8,26.54
920770,艾能聚,10.57,4.65,0.47,68962.0,73432635.59,9.9,8.42,107.63,2.29,11.0,10.0,10.09,10.1,1375497090.0,865617466.0,2.3,-34.47,-37.49,31.78
920768,拾比佰,6.73,0.15,0.01,20738.0,13975798.2,4.02,1.93,16.72,1.3,6.84,6.57,6.74,6.72,1045559340.0,722731449.0,1.48,-24.72,-20.82,17.8
920765,美之高,10.87,4.22,0.44,24627.0,26684360.58,6.52,4.66,45.36,2.39,11.2,10.52,10.56,10.43,944821237.0,574013220.0,3.15,-28.53,-47.31,-387.07
920753,天纺标,14.6,0.0,0.0,7784.0,11392386.2,7.88,2.38,51.28,0.92,15.4,14.25,14.89,14.6,1188503773.0,477560890.0,3.09,-23.84,-33.91,33.6
920751,惠同新材,17.02,-4.11,-0.73,7823.0,13729784.96,6.31,0.94,31.56,1.2,18.1,16.98,17.68,17.75,1476995600.0,1413802468.0,3.69,-30.84,-17.86,31.15
920748,路桥信息,21.2,3.72,0.76,26155.0,59090850.99,18.0,7.1,-67.09,3.16,24.31,20.63,20.63,20.44,1626888000.0,780923921.0,7.86,-44.58,-54.45,-23.86
920735,德源药业,25.96,-10.82,-3.15,72809.0,198395803.95,10.51,6.38,15.09,1.25,28.84,25.78,28.48,29.11,3350075410.0,2962891486.0,2.55,-9.33,-15.0,13.62
920729,永顺生物,6.53,-1.51,-0.1,14380.0,9468952.53,6.33,1.85,87.79,2.04,6.72,6.3,6.63,6.63,1784975500.0,506218928.0,2.76,-20.75,-23.63,46.45
920726,朱老六,16.83,-4.65,-0.82,41703.0,72722557.21,8.84,7.46,22.38,1.19,18.39,16.83,17.52,17.65,1705047300.0,941023448.0,3.74,-14.22,-16.68,55.45
920725,惠丰钻石,71.27,1.81,1.27,64510.0,461190348.83,11.61,14.6,909.86,0.94,75.0,66.87,69.0,70.0,6505169250.0,3148757420.0,10.82,110.36,111.42,-461.62
920720,吉冈精密,9.43,-3.08,-0.3,14974.0,14531520.44,6.17,2.02,61.66,0.98,9.94,9.34,9.82,9.73,2497925336.0,697981941.0,4.8,-26.04,-32.4,43.44
920719,宁新新材,8.1,-2.76,-0.23,15395.0,12704695.17,5.76,2.07,-4.22,0.77,8.48,8.0,8.26,8.33,754056540.0,602175562.0,6.81,-29.2,-37.21,-1.43
920718,合肥高科,9.24,-2.12,-0.2,5652.0,5326843.77,6.46,1.22,156.15,0.73,9.76,9.15,9.44,9.44,837760308.0,429753038.0,1.46,-31.4,-38.52,37.28
920717,瑞星股份,6.63,-0.3,-0.02,20622.0,13816017.75,5.86,4.66,74.57,1.07,6.85,6.46,6.64,6.65,760328400.0,293576400.0,1.38,-29.09,-40.27,-61.87
920706,铁拓机械,13.76,-4.11,-0.59,10038.0,14174810.38,5.78,2.11,47.44,1.1,14.56,13.73,14.47,14.35,1301768171.0,655964931.0,2.1,-45.5,-44.63,29.6
920703,广厦环能,9.08,-2.16,-0.2,5311.0,4908924.01,5.5,0.7,157.85,0.89,9.49,8.98,9.37,9.28,1368573920.0,692487535.0,1.21,-35.1,-36.99,17.62
920701,豪声电子,13.75,1.7,0.23,116046.0,162189227.94,14.13,11.58,171.66,5.01,14.62,12.71,13.0,13.52,1886500000.0,1377849550.0,2.36,-14.81,-23.14,29.35
920699,海达尔,67.0,-18.77,-15.48,22757.0,169106664.05,19.93,7.79,105.99,1.28,83.3,66.86,83.3,82.48,4279653140.0,1958103140.0,12.8,121.78,100.42,78.84
920694,中裕科技,12.91,-0.69,-0.09,6673.0,8717180.11,4.46,1.07,12.73,1.04,13.31,12.73,12.99,13.0,1705262225.0,806751593.0,1.94,-28.4,-32.94,18.48
920693,阿为特,23.17,-2.77,-0.66,7146.0,16997753.6,5.79,1.95,998.55,0.71,24.48,23.1,23.98,23.83,1684459000.0,848253700.0,4.81,-22.01,-41.03,-2499.68
920690,捷众科技,14.53,-0.07,-0.01,7250.0,10624434.11,5.09,1.29,21.77,1.24,14.94,14.2,14.45,14.54,1252340700.0,814098522.0,2.14,-26.91,-42.46,17.17
920689,克莱特,18.76,-2.65,-0.51,5106.0,9754505.44,5.55,1.35,27.31,0.92,19.68,18.61,19.2,19.27,1376984000.0,711578375.0,2.94,-36.32,-38.0,24.32
920685,新芝生物,10.5,,,,,,0.0,34.53,,,,,10.5,960917381.0,612296727.0,1.74,-18.48,-22.28,26.95
920682,球冠电缆,5.67,-0.35,-0.02,28047.0,16125946.32,4.04,1.24,82.34,1.63,5.86,5.63,5.63,5.69,2207761920.0,1280324477.0,2.01,-24.9,-24.2,25.3
920680,广道退,0.86,,,,,,0.0,,,,,,0.86,,,,0.0,0.0,
920679,前进科技,14.87,-0.07,-0.01,3617.0,5418384.74,5.85,0.97,50.36,0.77,15.49,14.62,14.77,14.88,830489500.0,552792250.0,1.69,-19.27,-24.4,33.37
920675,秉扬科技,7.1,-3.01,-0.22,13013.0,9473289.55,5.6,1.65,23.01,0.57,7.49,7.08,7.36,7.32,1222364400.0,561026877.0,2.05,-28.43,-26.35,29.95
920670,数字人,12.96,5.88,0.72,36702.0,47067239.82,16.18,5.51,-46.2,2.68,13.89,11.91,12.13,12.24,1376123904.0,863571560.0,5.84,-26.2,-22.77,403.13
920665,科强股份,8.35,-3.47,-0.3,13050.0,11204957.59,6.13,2.04,28.6,0.64,8.86,8.33,8.61,8.65,1085416500.0,534998428.0,1.51,-27.77,-40.31,34.02
920663,明阳科技,12.31,-1.28,-0.16,4698.0,5892180.7,4.41,0.73,18.7,0.86,12.79,12.24,12.47,12.47,1644031398.0,788781961.0,4.29,-25.3,-30.8,18.79
920662,方盛股份,19.48,-2.31,-0.46,15211.0,30182716.65,7.97,5.63,121.75,0.6,20.7,19.11,20.7,19.94,1705474039.0,526078477.0,3.77,-29.75,-32.6,104.5
920656,海昇药业,13.82,-4.49,-0.65,11268.0,15768884.91,7.46,3.48,17.2,1.16,14.65,13.57,14.3,14.47,1382000000.0,447440203.0,2.02,-14.05,-18.99,18.12
920651,天罡股份,19.18,4.13,0.76,9428.0,17886930.31,6.3,2.27,26.76,2.22,19.49,18.33,18.45,18.42,1169980000.0,795344214.0,2.3,-31.4,-54.98,15.31
920642,通易航天,11.11,1.0,0.11,36245.0,40156924.91,7.55,3.63,41.61,0.76,11.43,10.6,11.05,11.0,1151776789.0,1110520915.0,5.05,-15.06,-34.07,-43.77
920641,格利尔,12.05,-2.19,-0.27,12547.0,15361162.75,6.25,2.77,350.6,1.09,12.65,11.88,12.21,12.32,904653750.0,546097722.0,2.65,-36.31,-33.94,167.09
920640,富士达,24.81,-1.47,-0.37,32886.0,82597159.25,4.09,1.82,92.09,0.61,25.55,24.52,25.23,25.18,4657531680.0,4481140172.0,5.11,-38.21,-33.79,59.71
920639,晨光电缆,5.95,0.51,0.03,15528.0,9342219.63,4.56,1.31,43.18,1.2,6.12,5.85,5.98,5.92,1199520000.0,706584122.0,1.43,-25.25,-24.49,58.73
920634,新威凌,15.85,1.47,0.23,11508.0,17938341.45,5.31,2.84,109.7,0.83,15.99,15.16,15.48,15.62,1012953941.0,642364441.0,3.54,-27.95,-34.31,59.58
920627,力王股份,13.43,-2.33,-0.32,11609.0,15871594.53,4.58,2.48,32.45,0.84,13.95,13.32,13.62,13.75,1268463500.0,628759025.0,2.71,-35.59,-36.77,42.19
920608,丰安股份,13.25,2.32,0.3,8071.0,10415564.95,7.18,1.67,19.39,1.54,13.25,12.32,12.96,12.95,824680000.0,638900266.0,1.75,-21.04,-28.03,24.3
920599,同力股份,16.19,-1.7,-0.28,29936.0,48751677.62,4.74,0.85,9.91,1.22,16.69,15.91,16.46,16.47,7488279750.0,5675798662.0,2.14,-12.96,-19.17,8.91
920593,鼎智科技,26.62,-2.24,-0.61,31690.0,85702237.26,5.73,1.96,179.18,1.01,27.7,26.14,27.29,27.23,5064345113.0,4302065574.0,7.05,-5.6,-26.95,208.06
920592,华信永道,19.78,-1.93,-0.39,29697.0,61336940.67,8.08,5.91,-55.21,1.88,21.35,19.72,20.58,20.17,1598125100.0,994651364.0,4.81,-40.76,-49.76,-41.61
920218,新天力,16.9,-6.84,-1.24,27957.0,48584883.42,8.43,13.26,26.14,1.06,18.18,16.65,17.8,18.14,1583043956.0,356188270.0,1.85,38.64,38.64,20.45
920212,智新电子,9.22,-2.12,-0.2,11983.0,11362019.94,5.94,2.32,256.79,1.34,9.76,9.2,9.33,9.42,978242000.0,475772865.0,2.31,-25.34,-31.65,291.0
920211,新睿电子,152.9,-1.44,-2.23,11397.0,170390638.47,11.84,19.79,84.23,0.86,158.88,140.52,154.82,155.13,5259760000.0,880704000.0,12.67,506.99,506.99,93.71
920208,青矩技术,12.49,2.46,0.3,16305.0,20222156.8,3.86,1.01,32.96,1.12,12.59,12.12,12.28,12.19,2326167888.0,2014101191.0,2.35,-25.12,-26.87,12.13
920207,众诚科技,23.29,-7.73,-1.95,75587.0,199471740.06,22.66,13.42,-165.14,1.69,28.79,23.07,26.8,25.24,2147221550.0,1311563960.0,7.65,-26.58,4.67,528.64
920206,彩客科技,35.71,1.59,0.56,25510.0,93796757.15,11.49,9.27,17.46,1.79,38.8,34.76,34.98,35.15,2554915766.0,982921428.0,3.06,17.93,17.93,18.69
920204,沪江材料,12.36,1.31,0.16,9234.0,11519195.77,5.9,1.85,32.85,1.5,12.88,12.16,12.3,12.2,1165397171.0,617885583.0,2.36,-23.13,-30.05,47.66
920200,振宏股份,28.09,0.5,0.14,29165.0,83462548.17,7.87,6.57,19.61,2.02,29.9,27.7,28.03,27.95,2852820400.0,1246325210.0,2.49,36.49,36.49,19.61
920199,倍益康,24.16,-9.1,-2.42,33136.0,83717335.45,11.7,8.74,753.26,1.46,27.11,24.0,26.3,26.58,1645520688.0,916310401.0,3.12,-32.65,-30.15,267.7
920198,微创光电,7.01,-1.27,-0.09,24475.0,17422572.58,6.62,3.47,-13.64,1.27,7.27,6.8,7.04,7.1,1131160743.0,493966681.0,2.76,-22.88,-30.04,143.21
920195,三祥科技,12.03,0.42,0.05,6176.0,7476878.87,4.34,0.87,20.88,0.94,12.33,11.81,11.98,11.98,1179300900.0,851230590.0,1.44,-39.36,-44.72,11.53
920193,吉和昌,32.94,-9.08,-3.29,51663.0,182069269.11,10.52,20.5,36.47,0.67,36.75,32.94,35.93,36.23,3667236552.0,830088000.0,4.93,286.62,286.62,48.66
920191,瑞尔竞达,8.66,0.12,0.01,11243.0,9778275.0,3.24,2.82,18.04,1.13,8.84,8.56,8.65,8.65,1536244164.0,345663900.0,1.51,-41.8,12.32,16.17
920190,雷神科技,27.17,-9.37,-2.81,131932.0,381974603.55,22.08,13.27,46.33,1.16,32.61,25.99,29.14,29.98,2717000027.0,2701867696.0,3.18,16.76,-2.58,96.82
920189,康美特,22.58,-3.38,-0.79,97009.0,232096239.15,9.8,11.43,36.95,0.72,24.87,22.58,23.0,23.37,3193037800.0,1916305892.0,4.24,177.4,177.4,35.63
920188,悦龙科技,22.12,1.42,0.31,6183.0,13682766.7,3.9,3.12,14.31,0.95,22.55,21.7,21.81,21.81,1835809540.0,437840603.0,2.37,-13.56,63.37,18.82
920187,通领科技,18.61,-2.26,-0.43,5261.0,9946712.29,3.57,1.58,15.95,0.7,19.29,18.61,19.01,19.04,1683832800.0,617763882.0,1.35,-27.64,-7.32,13.29
920186,中科仪,81.0,-4.45,-3.77,58770.0,489124196.86,5.74,5.02,26.42,0.85,85.65,80.78,84.0,84.77,18130967100.0,9483135183.0,5.29,399.69,399.69,18.15
920185,贝特瑞,21.02,0.0,0.0,50187.0,105283469.98,5.14,0.45,37.19,1.06,21.45,20.37,21.08,21.02,23924762166.0,23531043251.0,1.91,-32.35,-34.44,27.84
920184,国源科技,11.16,0.36,0.04,32593.0,36951431.0,4.23,3.65,232.83,1.83,11.55,11.08,11.2,11.12,1470077985.0,997345228.0,2.38,-32.57,-35.94,68.43
920183,海菲曼,28.94,-1.33,-0.39,5741.0,16819137.81,4.81,5.1,18.84,1.67,30.0,28.59,29.1,29.33,1416670880.0,325569993.0,3.29,-26.29,54.68,18.94
920181,赛英电子,74.9,-1.73,-1.32,6045.0,45985719.15,7.14,6.03,29.97,0.68,78.39,72.95,76.09,76.22,3235680000.0,750498000.0,4.22,3.0,167.5,35.35
920180,爱得科技,11.56,-3.02,-0.36,8055.0,9502363.36,5.37,2.26,28.16,0.97,12.14,11.5,11.92,11.92,1365502412.0,412339119.0,1.8,-31.19,56.85,18.43
920179,凯德石英,53.96,-7.01,-4.07,30725.0,172934952.2,10.63,5.15,209.03,0.72,59.18,53.01,57.26,58.03,4045381200.0,3222408857.0,5.41,2.64,40.08,212.82
920178,锐翔智能,110.0,-0.48,-0.53,16014.0,177815208.81,9.32,8.32,55.5,1.25,117.5,107.2,110.14,110.53,7253188030.0,2118073540.0,7.75,273.26,273.26,55.5
920177,恒道科技,24.9,2.89,0.7,6643.0,16508853.87,4.75,3.59,18.92,1.4,25.39,24.24,24.24,24.2,1302768000.0,461359799.0,1.97,-35.07,14.22,16.26
920176,维琪科技,22.16,,,,,,0.0,,,,,,22.16,,,,0.0,0.0,
920175,东方碳素,8.05,-2.07,-0.17,26769.0,21932318.36,6.08,3.38,-17.23,1.05,8.46,7.96,8.22,8.22,957950000.0,638170673.0,1.48,-21.0,-28.89,-8.26
920174,五新智能,26.6,-1.95,-0.53,11143.0,30517594.22,5.49,2.02,24.54,1.13,28.09,26.6,27.01,27.13,5769670101.0,1470354528.0,2.22,-32.73,-44.63,25.19
920171,志晟信息,17.8,-1.66,-0.3,27313.0,50092569.25,5.97,4.04,816.43,1.11,18.86,17.78,18.0,18.1,1784151583.0,1203849244.0,8.16,-20.04,-23.93,173.49
920169,七丰精工,18.98,0.53,0.1,15059.0,28191783.8,8.95,2.96,346.77,0.64,19.55,17.86,19.55,18.88,1533585708.0,964973302.0,4.55,-40.31,-39.46,55.21
920168,通宝光电,15.1,-1.37,-0.21,2759.0,4204605.2,3.85,0.98,44.88,1.03,15.5,14.91,15.26,15.31,1135118340.0,425435161.0,1.45,-32.26,-3.64,16.14
920167,同享科技,14.97,-0.99,-0.15,14723.0,22324217.92,4.56,2.25,11.27,1.06,15.5,14.81,15.15,15.12,1647096705.0,978496266.0,2.49,-16.09,-12.35,26.79
920166,海圣医疗,19.8,-2.61,-0.53,3689.0,7362380.69,5.8,1.55,30.8,0.72,20.58,19.4,20.14,20.33,1490823536.0,470541199.0,2.39,-34.0,56.65,17.32
920163,方大新材,10.1,-1.75,-0.18,12951.0,13166756.57,3.89,2.13,19.77,0.58,10.41,10.01,10.38,10.28,1299265616.0,612883504.0,2.58,-22.66,-29.71,26.52
920161,龙辰科技,25.05,-3.51,-0.91,36532.0,96132959.56,11.48,9.9,31.77,0.91,27.5,24.52,26.0,25.96,3406648222.0,924315942.0,3.37,171.99,171.99,39.14
920160,北矿检测,18.83,0.05,0.01,3704.0,7008222.33,3.13,1.45,20.22,1.0,19.2,18.61,18.84,18.82,2133062400.0,479939040.0,4.01,-20.48,-26.36,25.36
920159,农大科技,26.8,0.94,0.25,8518.0,22917592.42,4.75,5.92,11.35,2.2,27.59,26.33,26.33,26.55,2036800000.0,385920000.0,1.94,-32.39,10.74,14.29
920158,长江能科,8.16,-1.81,-0.15,18287.0,14989461.25,4.21,3.42,-145.37,0.5,8.38,8.03,8.18,8.31,1628833920.0,435704506.0,3.19,-34.51,-23.95,28.65
920156,海昌智能,40.4,-0.57,-0.23,11411.0,46537371.44,5.56,5.26,12.07,0.97,41.5,39.24,40.39,40.63,4206448000.0,877003200.0,3.5,93.02,93.02,19.69
920152,昆工科技,13.86,-0.5,-0.07,11369.0,16036599.06,5.1,1.38,-14.64,0.84,14.47,13.76,14.09,13.93,1526037282.0,1137932791.0,8.58,-15.28,-37.57,-7.07
920149,旭杰科技,7.6,-0.65,-0.05,8315.0,6403477.07,4.18,1.31,50.39,0.85,7.82,7.5,7.71,7.65,581272168.0,480829223.0,4.76,-27.89,-34.31,-12.66
920146,华阳变速,4.86,-2.21,-0.11,14611.0,7288913.88,6.24,1.35,-13.07,0.67,5.12,4.81,5.08,4.97,656053553.0,527762670.0,3.58,-32.5,-43.68,-15.29
920145,恒合股份,9.5,-0.52,-0.05,9148.0,8977318.94,7.12,1.87,-47.98,1.06,10.13,9.45,9.97,9.55,670225000.0,463906375.0,2.6,-38.59,-62.45,-63.13
