代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率,60日涨跌幅,年初至今涨跌幅,市盈率TTM
920856,浩淼科技,10.54,5.61,0.56,49573.0,52810995.79,16.33,9.34,-76.49,2.01,11.43,9.8,9.95,9.98,1002634659.0,559252790.0,2.2,-11.43,-36.47,198.03
920855,浙江大农,11.61,2.38,0.27,2006.0,2325551.87,3.09,0.3,33.96,0.66,11.66,11.31,11.31,11.34,867653996.0,778298537.0,1.52,-24.32,-34.89,31.93
920839,万通液压,23.46,0.43,0.1,4352.0,10264614.1,3.47,0.67,26.73,0.97,23.85,23.04,23.31,23.36,2773205920.0,1529652902.0,4.52,-23.63,-43.7,23.57
920837,华原股份,9.23,0.54,0.05,5463.0,5054181.15,2.94,0.4,15.79,0.68,9.35,9.08,9.18,9.18,1400309024.0,1262551274.0,2.53,-28.34,-35.54,17.45
920834,三维装备,7.94,1.79,0.14,8772.0,6956534.04,3.33,1.4,34.2,1.05,8.02,7.76,7.77,7.8,952800040.0,498603726.0,3.23,-30.29,-47.76,20.49
920833,美心翼申,8.18,0.12,0.01,8755.0,7171943.7,3.79,1.01,68.51,0.93,8.3,7.99,8.12,8.17,936642720.0,708018820.0,1.54,-23.98,-29.48,43.23
920832,齐鲁华信,5.86,0.0,0.0,6845.0,4014536.14,2.73,0.55,-34.91,0.99,5.92,5.76,5.84,5.86,813156249.0,725852258.0,1.13,-11.88,-18.38,-66.49
920826,盖世食品,7.34,3.23,0.23,25916.0,19043114.42,6.19,4.14,27.15,1.95,7.48,7.04,7.05,7.11,1031386075.0,459204882.0,2.73,-28.6,-44.52,21.4
920821,则成电子,16.9,-4.36,-0.77,23185.0,40033357.94,4.13,3.18,-215.28,0.47,17.6,16.87,17.21,17.67,2338316093.0,1231222832.0,4.51,-23.84,-35.15,296.57
920819,颖泰生物,2.63,0.0,0.0,25500.0,6717740.98,1.9,0.21,-40.82,0.56,2.66,2.61,2.63,2.63,3223854000.0,3186573750.0,0.68,-22.87,-32.04,-11.55
920810,春光智能,7.66,0.92,0.07,3900.0,2991772.61,4.22,0.62,-120.99,0.52,7.74,7.42,7.46,7.59,734594000.0,478041795.0,3.22,-31.12,-41.7,-225.49
920809,安达科技,7.61,-0.91,-0.07,103495.0,79391012.31,2.86,2.25,17.5,0.86,7.78,7.56,7.57,7.68,4558770500.0,3500878891.0,2.79,-15.44,8.4,-35.9
920808,曙光数创,62.47,-4.19,-2.73,17364.0,110479834.98,4.37,0.89,-65.63,0.65,65.12,62.27,64.24,65.2,12494000062.0,12154924022.0,17.74,-18.65,-11.98,604.31
920807,奔朗新材,8.64,-0.46,-0.04,18528.0,16063028.9,3.23,1.5,-167.98,0.79,8.81,8.53,8.67,8.68,1571443200.0,1067479966.0,1.71,-23.06,-40.25,113.88
920806,云星宇,9.71,1.57,0.15,24859.0,24248773.26,5.44,0.83,39.94,0.79,9.95,9.43,9.52,9.56,2920153037.0,2920153037.0,1.9,-14.45,-29.02,39.55
920802,保丽洁,10.0,0.91,0.09,3935.0,3942045.81,3.43,1.09,43.52,0.78,10.15,9.81,9.93,9.91,820082900.0,362176420.0,1.88,-33.2,-34.6,32.16
920799,艾融软件,27.75,1.65,0.45,29880.0,83315826.3,5.71,2.49,362.18,0.82,28.49,26.93,27.08,27.3,5803784850.0,3331940308.0,14.95,-18.38,-41.7,135.0
920792,东和新材,9.46,0.85,0.08,2695.0,2540667.87,2.35,0.27,16.14,0.53,9.52,9.3,9.37,9.38,1566008400.0,961385157.0,1.49,-17.09,-20.77,19.44
920790,联迪信息,20.5,-4.65,-1.0,35314.0,75488737.92,7.35,6.5,-246.29,0.56,22.06,20.48,21.2,21.5,1618823910.0,1114276639.0,5.36,-14.26,-37.69,-703.14
920786,骑士乳业,6.04,4.86,0.28,101634.0,61004715.45,9.03,7.36,25.34,1.91,6.18,5.66,5.68,5.76,1262680120.0,833830788.0,1.68,-26.07,-37.99,24.85
920781,瑞奇智造,5.23,0.58,0.03,18195.0,9589356.79,3.46,1.51,-28.62,1.08,5.33,5.15,5.19,5.2,808385692.0,629515686.0,2.29,-28.94,-41.63,-15.3
920779,武汉蓝电,20.41,3.34,0.66,16218.0,33021674.89,7.39,8.1,45.85,2.23,20.88,19.42,19.47,19.75,1634055623.0,408608241.0,3.68,-39.51,-38.41,27.15
920770,艾能聚,9.92,-1.49,-0.15,24962.0,24957518.13,4.27,3.05,101.01,0.52,10.27,9.84,9.95,10.07,1290911176.0,812386496.0,2.16,-35.04,-41.34,29.82
920768,拾比佰,6.38,-1.09,-0.07,14964.0,9619836.45,2.79,1.39,15.85,0.88,6.52,6.34,6.45,6.45,991184040.0,685145118.0,1.41,-26.92,-24.94,16.88
920765,美之高,12.14,-1.38,-0.17,20501.0,25169356.49,6.26,3.88,50.66,0.84,12.66,11.89,12.11,12.31,1055209735.0,641078243.0,3.52,-6.76,-41.15,-432.29
920753,天纺标,14.9,2.83,0.41,8889.0,13196026.27,5.94,2.72,52.33,0.96,15.1,14.24,14.4,14.49,1212925083.0,487373785.0,3.15,-18.89,-32.55,34.29
920751,惠同新材,16.33,1.18,0.19,5919.0,9658756.88,3.04,0.71,30.28,0.74,16.59,16.1,16.26,16.14,1417117400.0,1356486151.0,3.54,-29.0,-21.19,29.89
920748,路桥信息,21.05,3.69,0.75,14597.0,30884207.87,9.31,3.96,-66.61,0.98,21.78,19.89,20.2,20.3,1615377000.0,775398516.0,7.8,-36.81,-54.77,-23.7
920735,德源药业,22.41,-1.28,-0.29,20348.0,46151938.86,3.04,1.78,13.02,0.55,23.0,22.31,22.7,22.7,2891956469.0,2557719499.0,2.2,-19.96,-26.62,11.76
920729,永顺生物,6.3,0.96,0.06,3716.0,2350682.69,2.4,0.48,84.68,0.69,6.38,6.23,6.24,6.24,1721790000.0,488294358.0,2.67,-17.86,-26.32,44.81
920726,朱老六,14.85,4.95,0.7,39005.0,57361737.72,8.13,6.98,19.75,1.4,15.11,13.96,14.07,14.15,1504453500.0,830314807.0,3.3,-20.03,-26.49,48.92
920725,惠丰钻石,69.18,-11.76,-9.22,48357.0,351942089.21,11.34,10.95,883.18,0.74,76.89,68.0,75.0,78.4,6314404500.0,3056419788.0,10.5,128.69,105.22,-448.08
920720,吉冈精密,8.96,-0.22,-0.02,9871.0,8903067.55,3.23,1.33,58.59,0.76,9.15,8.86,8.99,8.98,2373426406.0,663193870.0,4.56,-25.21,-35.77,41.28
920719,宁新新材,7.51,0.13,0.01,10183.0,7639887.1,5.6,1.37,-3.92,0.74,7.65,7.23,7.38,7.5,699131434.0,558313392.0,6.31,-33.95,-41.78,-1.33
920718,合肥高科,9.57,4.93,0.45,19601.0,18703569.94,8.99,4.21,161.73,3.4,9.93,9.11,9.2,9.12,867680319.0,445101360.0,1.51,-24.35,-36.33,38.61
920717,瑞星股份,8.29,11.13,0.83,57090.0,45331508.16,13.4,12.89,93.24,1.78,8.35,7.35,7.39,7.46,950697200.0,367081200.0,1.73,-6.85,-25.32,-77.36
920706,铁拓机械,13.94,2.12,0.29,13326.0,18623495.46,6.52,2.8,48.06,1.44,14.4,13.51,13.74,13.65,1318797115.0,664545868.0,2.13,-37.38,-43.9,29.98
920703,广厦环能,9.2,0.22,0.02,4656.0,4299352.8,2.61,0.61,159.93,0.75,9.34,9.1,9.18,9.18,1386660800.0,701639352.0,1.23,-22.3,-36.16,17.85
920701,豪声电子,11.95,-3.55,-0.44,26311.0,32177053.98,5.65,2.63,149.19,0.47,12.59,11.89,12.17,12.39,1639540000.0,1197476518.0,2.05,-15.01,-33.2,25.51
920699,海达尔,63.95,-11.18,-8.05,16104.0,105451279.97,12.93,5.51,101.17,1.29,71.0,61.69,70.5,72.0,4084833109.0,1868965609.0,12.22,112.81,91.3,75.25
920694,中裕科技,13.16,1.15,0.15,6817.0,8978811.47,3.07,1.09,12.98,0.78,13.28,12.88,12.88,13.01,1738284344.0,822374204.0,1.97,-23.89,-31.64,18.84
920693,阿为特,23.45,8.26,1.79,29891.0,75399891.99,17.04,8.16,1010.62,4.67,26.78,23.09,26.78,21.66,1704815000.0,858504500.0,4.87,-19.44,-40.32,-2529.89
920690,捷众科技,18.08,29.98,4.17,31500.0,55732257.57,15.31,5.62,27.09,4.84,18.08,15.95,16.78,13.91,1558315200.0,1013000776.0,2.67,-8.92,-28.4,21.36
920689,克莱特,19.02,1.98,0.37,7763.0,14734773.98,4.45,2.05,27.69,1.03,19.23,18.4,18.46,18.65,1396068000.0,721440335.0,2.98,-30.12,-37.14,24.65
920685,新芝生物,10.5,,,,,,0.0,34.53,,,,,10.5,960917381.0,612296727.0,1.74,-15.25,-22.28,26.95
920682,球冠电缆,5.59,-1.41,-0.08,21656.0,12193121.72,2.82,0.96,81.18,0.59,5.71,5.55,5.63,5.67,2176611840.0,1262259934.0,1.98,-23.0,-25.27,24.95
920680,广道退,0.86,,,,,,0.0,,,,,,0.86,,,,0.0,0.0,
920679,前进科技,14.59,2.39,0.34,2277.0,3306484.28,3.93,0.61,49.41,0.82,14.71,14.15,14.16,14.25,814851500.0,542383250.0,1.66,-17.15,-25.83,32.74
920675,秉扬科技,6.89,0.88,0.06,10659.0,7370642.53,2.93,1.35,22.33,0.86,6.99,6.79,6.83,6.83,1186209960.0,544433124.0,1.99,-25.67,-28.53,29.06
920670,数字人,12.07,0.92,0.11,13734.0,16811449.21,7.94,2.06,-43.03,0.83,12.7,11.75,11.9,11.96,1281621568.0,804267649.0,5.44,-19.64,-28.07,375.45
920665,科强股份,8.19,1.61,0.13,7415.0,6027075.76,2.85,1.16,28.05,0.72,8.22,7.99,8.1,8.06,1064618100.0,525643283.0,1.48,-22.0,-41.46,33.36
920663,明阳科技,11.79,1.64,0.19,4154.0,4883378.3,4.14,0.65,17.91,0.77,11.9,11.42,11.51,11.6,1574584093.0,755462171.0,4.11,-21.35,-33.73,17.99
920662,方盛股份,18.3,1.22,0.22,12134.0,21726662.54,4.15,4.49,114.37,0.81,18.3,17.55,17.81,18.08,1602165037.0,494211301.0,3.54,-23.17,-36.68,98.17
920656,海昇药业,13.43,-0.07,-0.01,2148.0,2878001.47,2.16,0.66,16.71,0.59,13.53,13.24,13.31,13.44,1343000000.0,434813454.0,1.96,-14.51,-21.28,17.6
920651,天罡股份,22.8,4.64,1.01,11253.0,24955590.69,6.15,2.71,31.81,0.98,22.8,21.46,21.58,21.79,1390800000.0,945456104.0,2.73,-18.86,-46.48,18.2
920642,通易航天,9.84,-1.5,-0.15,26949.0,26836269.39,5.21,2.7,36.85,0.74,10.27,9.75,9.91,9.99,1020115536.0,983575680.0,4.47,-18.54,-41.6,-38.77
920641,格利尔,11.97,-0.08,-0.01,13810.0,16669720.15,4.67,3.05,348.28,0.93,12.35,11.79,11.81,11.98,898647750.0,542472177.0,2.64,-30.57,-34.38,165.98
920640,富士达,25.2,-0.08,-0.02,22540.0,56872308.07,3.61,1.25,93.53,0.8,25.62,24.71,24.87,25.22,4730745600.0,4551581311.0,5.19,-27.08,-32.75,60.65
920639,晨光电缆,5.97,-0.17,-0.01,20125.0,12078970.08,3.18,1.69,43.33,0.59,6.06,5.87,5.87,5.98,1203552000.0,708959195.0,1.44,-21.45,-24.24,58.93
920634,新威凌,15.92,0.76,0.12,13308.0,20945169.12,4.3,3.28,110.19,0.54,16.04,15.36,15.53,15.8,1017427555.0,645201382.0,3.55,-26.7,-34.02,59.85
920627,力王股份,13.55,2.11,0.28,13736.0,18592621.91,6.33,2.93,32.74,1.29,13.87,13.03,13.09,13.27,1279797500.0,634377125.0,2.73,-35.63,-36.21,42.57
920608,丰安股份,12.88,1.98,0.25,4370.0,5592510.73,4.83,0.91,18.85,0.35,12.96,12.35,12.5,12.63,801651200.0,621059277.0,1.7,-20.25,-30.04,23.62
920599,同力股份,16.22,0.62,0.1,19388.0,31440817.09,2.61,0.55,9.93,0.76,16.37,15.95,16.06,16.12,7502155500.0,5686315892.0,2.15,-10.63,-19.02,8.92
920593,鼎智科技,23.9,0.46,0.11,23820.0,57246232.97,4.54,1.47,160.87,0.96,24.49,23.41,23.49,23.79,4546876341.0,3862485620.0,6.33,-10.32,-34.41,186.8
920592,华信永道,20.26,2.74,0.54,20224.0,41026889.24,7.76,4.02,-56.55,0.95,20.93,19.4,19.51,19.72,1636906700.0,1018788505.0,4.93,-31.53,-48.54,-42.62
920580,科创新材,10.24,-0.78,-0.08,28253.0,29444456.02,5.62,5.16,42.07,1.12,10.68,10.1,10.28,10.32,880640000.0,560773878.0,2.58,-23.3,-30.67,42.58
920579,机科股份,14.08,1.59,0.22,6316.0,8893536.27,5.05,1.42,-34.75,0.78,14.36,13.66,13.72,13.86,1823078400.0,627607834.0,3.9,-19.45,-46.07,-32.77
920578,巨能股份,15.7,1.68,0.26,10523.0,16593719.71,6.15,2.96,-283.35,1.07,16.14,15.19,15.19,15.44,1200721823.0,557365998.0,4.54,-12.92,-39.73,-238.84
920576,天力复合,40.06,-1.57,-0.64,13415.0,54508558.88,5.55,1.24,717.82,0.72,41.66,39.4,40.27,40.7,4364537000.0,4321278369.0,10.0,-43.02,-43.19,352.16
920575,*ST康乐,3.65,1.11,0.04,31057.0,11281316.18,3.6,1.65,-5.05,0.73,3.68,3.55,3.6,3.61,1025431000.0,685611182.0,-14.16,-47.1,-55.86,-1.83
920571,国航远洋,7.99,-0.99,-0.08,86152.0,69094261.78,2.6,2.91,37.91,0.58,8.11,7.9,7.91,8.07,4437705549.0,2365713173.0,3.22,-25.33,-18.8,61.29
920570,坤博精工,24.01,1.61,0.38,5839.0,13967217.02,4.19,2.29,52.75,1.13,24.37,23.38,23.38,23.63,1204577402.0,612032091.0,3.43,-15.87,-28.88,85.51
920566,梓橦宫,9.48,0.42,0.04,15252.0,14470682.91,2.75,1.36,14.16,0.65,9.61,9.35,9.43,9.44,1369498622.0,1065045398.0,1.65,-10.4,-13.19,15.01
920564,天润科技,13.65,4.6,0.6,17326.0,23611417.2,7.82,3.52,-20.17,2.0,13.93,12.91,12.95,13.05,1459517309.0,671427611.0,4.82,-31.61,-27.85,-250.52
920556,雅达股份,6.42,0.47,0.03,18038.0,11608315.29,4.85,1.55,51.28,0.78,6.54,6.23,6.23,6.39,1031315746.0,747158932.0,2.0,-28.03,-35.67,46.67
920553,凯腾精工,6.29,1.62,0.1,7137.0,4477332.61,3.23,0.76,95.97,0.82,6.32,6.12,6.17,6.19,903812993.0,590023292.0,2.58,-26.86,-36.34,33.09
920547,无锡晶海,17.13,0.76,0.13,3161.0,5420134.53,3.0,0.84,16.82,0.59,17.32,16.81,16.81,17.0,1330795440.0,646912737.0,1.86,-23.87,-26.95,20.89
920541,铁大科技,9.19,-0.76,-0.07,6389.0,5921204.73,2.59,0.71,16.63,0.89,9.38,9.14,9.17,9.26,1256273000.0,827639306.0,2.74,-22.77,-29.36,17.02
920533,骏创科技,16.83,2.25,0.37,11243.0,18866236.01,4.68,1.54,69.76,0.96,17.09,16.32,16.32,16.46,2200645830.0,1230897948.0,5.97,-25.2,-46.79,63.81
920527,夜光明,12.95,0.23,0.03,6481.0,8407004.04,3.56,1.39,35.32,0.51,13.17,12.71,12.79,12.92,777552965.0,602916996.0,2.03,-23.55,-27.49,39.32
920526,凯华材料,18.2,-4.96,-0.95,15588.0,29295672.37,6.16,2.98,82.46,0.84,19.26,18.08,19.05,19.15,1505140000.0,953088245.0,6.68,-18.64,-22.29,96.85
920523,德瑞锂电,14.63,0.14,0.02,10230.0,15098450.72,3.29,1.26,14.59,0.91,14.94,14.46,14.49,14.61,1482039028.0,1185608061.0,2.1,-36.69,-43.07,10.87
920522,纳科诺尔,19.66,5.13,0.96,88485.0,174814474.68,11.71,4.86,92.97,1.84,20.55,18.36,18.69,18.7,4314406817.0,3578596165.0,4.02,-50.68,-54.87,92.74
920519,万德股份,9.8,0.2,0.02,8218.0,7970379.8,3.37,1.04,19.78,0.76,9.85,9.52,9.56,9.78,874729419.0,777799432.0,1.69,-16.1,-17.51,34.03
920510,丰光精密,19.66,-3.15,-0.64,75256.0,152483030.08,8.82,8.01,-922.6,0.9,21.21,19.42,19.7,20.3,3617540836.0,1846055873.0,9.26,33.65,-6.43,-255.46
920509,同惠电子,19.9,6.42,1.2,59996.0,122901363.45,16.52,7.14,69.63,3.13,22.5,19.41,22.0,18.7,3190083350.0,1671311689.0,9.56,-35.24,-46.63,45.21
920508,殷图网联,14.96,1.08,0.16,13131.0,19641540.61,5.88,4.12,-96.83,0.48,15.35,14.48,14.68,14.8,897600000.0,477312638.0,4.73,-21.14,-32.61,352.91
920505,九菱科技,23.4,-0.43,-0.1,4571.0,10814227.55,4.17,1.27,93.66,0.74,24.08,23.1,23.52,23.5,1515979881.0,842655668.0,4.54,-40.58,-45.93,104.27
920504,博迅生物,16.44,1.04,0.17,3048.0,4993057.95,4.3,1.78,119.08,0.75,16.62,15.92,16.04,16.27,712396164.0,280990918.0,3.58,-23.46,-31.59,46.96
920496,许昌智能,6.06,-0.16,-0.01,27764.0,16870754.7,3.29,1.91,340.54,0.71,6.18,5.98,6.07,6.07,1003384500.0,878690498.0,1.78,-32.37,-39.34,101.68
920493,并行科技,107.7,-0.46,-0.5,11911.0,127321806.7,3.27,2.67,140.54,0.43,108.87,105.33,106.2,108.2,6524676554.0,4807397900.0,12.84,-27.83,-18.75,322.52
920491,奥迪威,22.56,0.13,0.03,20265.0,45941418.79,4.57,1.75,60.34,0.88,23.2,22.17,22.21,22.53,3184190141.0,2612965662.0,3.05,-7.08,-23.81,37.81
920489,佳先股份,13.2,5.85,0.73,91725.0,129099505.02,14.51,10.56,-3486.3,3.24,14.97,13.16,13.68,12.47,1801261440.0,1146096983.0,3.75,-8.52,-26.67,-222.34
920478,峆一药业,9.73,-6.8,-0.71,50595.0,51452214.58,10.34,7.55,83.2,0.85,10.78,9.7,10.31,10.44,1072169911.0,651950778.0,2.11,-12.5,-26.01,31.39
920476,海能技术,20.9,-4.78,-1.05,11876.0,25424671.48,5.42,1.47,-1561.14,0.85,22.01,20.82,21.95,21.95,1780257820.0,1685166645.0,4.05,6.58,1.55,42.02
920475,三友科技,10.83,2.36,0.25,6265.0,6745539.11,3.78,1.11,78.75,0.96,10.87,10.47,10.48,10.58,1094479800.0,608628954.0,3.1,-23.52,-37.03,-456.5
920471,美邦科技,10.64,-0.09,-0.01,14431.0,15432894.8,3.47,2.72,40.24,0.71,10.82,10.45,10.56,10.65,885248000.0,564245658.0,1.76,-26.97,-15.49,-44.9
920469,富恒新材,5.26,2.33,0.12,17915.0,9417422.98,4.86,1.73,-12.38,0.87,5.35,5.1,5.11,5.14,741375960.0,544137332.0,2.57,-38.77,-56.99,-6.11
920455,汇隆活塞,5.5,0.55,0.03,5278.0,2922764.96,3.11,0.54,29.8,0.7,5.61,5.44,5.46,5.47,975975000.0,535212931.0,2.98,-28.94,-33.41,35.3
920454,同心传动,10.36,0.29,0.03,7750.0,8093068.96,3.87,1.57,36.38,1.06,10.57,10.17,10.29,10.33,1088836000.0,510027980.0,3.41,-27.2,-37.02,38.53
920445,龙竹科技,5.85,0.52,0.03,9687.0,5705676.65,2.92,0.9,44.7,0.61,5.95,5.78,5.84,5.82,866706896.0,631847566.0,2.79,-39.69,-49.79,39.01
920438,戈碧迦,127.11,-2.22,-2.89,48929.0,615593688.63,6.72,3.51,398.54,0.72,129.85,121.11,124.56,130.0,18362437710.0,17718377696.0,18.95,185.38,217.38,568.13
920436,大地电气,10.04,1.72,0.17,7047.0,7132902.78,4.56,0.79,113.04,0.66,10.27,9.82,9.88,9.87,954029314.0,896127138.0,2.44,-30.57,-42.1,870.58
920433,大唐药业,4.64,0.43,0.02,33989.0,15961095.75,5.63,2.01,124.23,0.71,4.84,4.58,4.6,4.62,1187467320.0,785628077.0,3.13,-8.3,-20.95,-14.47
920429,康比特,8.55,2.4,0.2,9832.0,8378487.36,4.07,0.87,-33.46,1.05,8.62,8.28,8.28,8.35,1064269800.0,970428343.0,1.29,-28.39,-43.56,54.73
920427,华维设计,8.15,1.24,0.1,11687.0,9540603.73,4.1,2.3,109.91,0.74,8.3,7.97,8.0,8.05,840224250.0,414900314.0,2.67,-31.22,-33.9,-68.17
920425,乐创技术,13.7,-0.22,-0.03,14365.0,19806600.7,4.22,1.73,16.28,0.97,14.0,13.42,13.54,13.73,1379742988.0,1135711053.0,4.91,-13.02,-6.74,31.12
920422,润普食品,8.85,1.49,0.13,7374.0,6547971.92,4.13,1.11,26.99,0.97,9.04,8.68,8.68,8.72,783071984.0,586070984.0,1.84,-21.33,-30.75,33.11
920419,路斯股份,9.68,2.98,0.28,9788.0,9393929.59,5.21,1.01,24.13,1.2,9.8,9.31,9.36,9.4,1000005952.0,935971532.0,1.64,-25.71,-38.89,18.41
