日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,158.0,27.01,27.68,28.18,26.88,1782070.0,4914503471.03,4.79,1.95,0.53,11.22
2025-03-19,158.0,27.71,26.8,27.72,26.6,1350565.0,3642435154.84,4.05,-3.18,-0.88,8.51
2025-03-20,158.0,26.79,26.06,27.39,26.02,1202667.0,3195845889.32,5.11,-2.76,-0.74,7.57
2025-03-21,158.0,25.54,24.41,25.78,24.4,1407572.0,3508454724.77,5.3,-6.33,-1.65,8.86
2025-03-24,158.0,24.41,23.5,24.49,22.74,1146966.0,2694685173.9,7.17,-3.73,-0.91,7.22
2025-03-25,158.0,23.55,22.63,23.58,22.54,671168.0,1538186973.77,4.43,-3.7,-0.87,4.23
2025-03-26,158.0,22.43,22.64,23.05,22.4,527174.0,1198127944.89,2.87,0.04,0.01,3.32
2025-03-27,158.0,22.6,23.65,24.0,22.31,1204470.0,2804077153.98,7.46,4.46,1.01,7.59
2025-03-28,158.0,23.21,22.87,23.48,22.85,692598.0,1599577058.05,2.66,-3.3,-0.78,4.36
2025-03-31,158.0,22.44,22.19,22.51,21.45,762871.0,1674289030.56,4.63,-2.97,-0.68,4.8
2025-04-01,158.0,22.38,21.87,22.52,21.8,478489.0,1056953079.68,3.24,-1.44,-0.32,3.01
2025-04-02,158.0,21.75,21.75,22.03,21.69,313353.0,683615755.05,1.55,-0.55,-0.12,1.97
2025-04-03,158.0,21.5,21.34,21.85,21.3,378455.0,814814050.89,2.53,-1.89,-0.41,2.38
2025-04-07,158.0,19.5,19.21,20.32,19.21,315096.0,611466854.87,5.2,-9.98,-2.13,1.98
2025-04-08,158.0,18.0,18.42,19.21,17.57,953843.0,1751538951.29,8.54,-4.11,-0.79,6.01
2025-04-09,158.0,18.03,19.4,19.6,16.62,1206215.0,2247702795.18,16.18,5.32,0.98,7.6
2025-04-10,158.0,19.73,19.84,20.4,19.66,874057.0,1752971555.75,3.81,2.27,0.44,5.5
2025-04-11,158.0,19.58,20.33,20.74,19.51,915274.0,1854561784.44,6.2,2.47,0.49,5.76
2025-04-14,158.0,20.49,20.5,20.84,20.33,624644.0,1283633709.9,2.51,0.84,0.17,3.93
2025-04-15,158.0,20.43,20.51,20.92,20.13,653483.0,1340278195.93,3.85,0.05,0.01,4.12
2025-04-16,158.0,20.31,20.06,20.75,19.83,540274.0,1092245352.77,4.49,-2.19,-0.45,3.4
2025-04-17,158.0,19.86,20.44,21.04,19.8,965746.0,1993991693.33,6.18,1.89,0.38,6.08
2025-04-18,158.0,20.45,21.49,22.35,20.25,1498804.0,3219856861.49,10.27,5.14,1.05,9.44
2025-04-21,158.0,21.5,21.55,21.68,20.89,1040527.0,2218911001.14,3.68,0.28,0.06,6.55
2025-04-22,158.0,21.12,20.82,21.5,20.8,726214.0,1525865246.2,3.25,-3.39,-0.73,4.57
2025-04-23,158.0,20.94,20.83,21.14,20.7,511739.0,1068562774.53,2.11,0.05,0.01,3.22
2025-04-24,158.0,20.84,20.09,20.84,20.05,559278.0,1134731741.76,3.79,-3.55,-0.74,3.52
2025-04-25,158.0,20.09,20.4,20.78,20.06,614281.0,1257213630.68,3.58,1.54,0.31,3.87
2025-04-28,158.0,20.36,20.39,20.98,20.2,627446.0,1289111205.2,3.82,-0.05,-0.01,3.95
2025-04-29,158.0,20.2,20.51,21.06,19.84,680545.0,1404627142.7,5.98,0.59,0.12,4.29
2025-04-30,158.0,20.5,22.56,22.56,20.5,953216.0,2110392609.78,10.04,10.0,2.05,6.0
2025-05-06,158.0,23.52,24.82,24.82,23.11,2597346.0,6247857317.31,7.58,10.02,2.26,16.36
2025-05-07,158.0,25.3,25.15,25.58,24.7,2939272.0,7369596598.14,3.55,1.33,0.33,18.51
2025-05-08,158.0,24.8,24.42,25.32,24.2,1851173.0,4556732079.26,4.45,-2.9,-0.73,11.66
2025-05-09,158.0,24.65,24.86,25.5,24.11,2145576.0,5349445912.69,5.69,1.8,0.44,13.51
2025-05-12,158.0,24.87,25.7,26.71,24.57,2018800.0,5191903320.03,8.61,3.38,0.84,12.71
2025-05-13,158.0,26.01,25.12,26.01,24.79,1657562.0,4210879045.67,4.75,-2.26,-0.58,10.44
2025-05-14,158.0,25.15,25.9,26.3,24.81,1961282.0,5059259790.19,5.93,3.11,0.78,12.35
2025-05-15,158.0,25.58,24.57,25.6,24.5,1469627.0,3655573199.8,4.25,-5.14,-1.33,9.25
2025-05-16,158.0,24.16,24.48,24.86,24.05,911018.0,2231652721.53,3.3,-0.37,-0.09,5.74
2025-05-19,158.0,24.45,24.14,24.45,23.75,739752.0,1779738758.64,2.86,-1.39,-0.34,4.66
2025-05-20,158.0,24.29,23.73,24.4,23.5,862736.0,2050736383.93,3.73,-1.7,-0.41,5.43
2025-05-21,158.0,23.65,23.84,24.25,23.23,995456.0,2365217979.65,4.3,0.46,0.11,6.27
2025-05-22,158.0,23.4,23.16,23.69,23.15,699706.0,1632634384.74,2.27,-2.85,-0.68,4.41
2025-05-23,158.0,23.37,22.65,23.63,22.65,673354.0,1553693558.83,4.23,-2.2,-0.51,4.24
2025-05-26,158.0,22.82,23.04,23.19,22.61,554563.0,1272965487.23,2.56,1.72,0.39,3.49
2025-05-27,158.0,22.98,22.52,22.98,22.41,513549.0,1160171202.72,2.47,-2.26,-0.52,3.23
2025-05-28,158.0,22.48,22.12,22.6,22.03,495305.0,1100473231.8,2.53,-1.78,-0.4,3.12
2025-05-29,158.0,22.02,22.7,22.88,22.02,696100.0,1567417703.95,3.89,2.62,0.58,4.38
2025-05-30,158.0,22.55,22.06,22.55,22.02,447646.0,990698746.05,2.33,-2.82,-0.64,2.82
2025-06-03,158.0,21.7,21.99,22.19,21.7,328040.0,722549676.74,2.22,-0.32,-0.07,2.07
2025-06-04,158.0,22.06,22.15,22.37,22.01,368570.0,818222711.75,1.64,0.73,0.16,2.32
2025-06-05,158.0,22.17,23.17,23.49,22.11,1214978.0,2782360350.27,6.23,4.6,1.02,7.65
2025-06-06,158.0,23.22,22.64,23.22,22.56,590616.0,1341502298.94,2.85,-2.29,-0.53,3.72
2025-06-09,158.0,22.65,22.72,22.91,22.43,419131.0,952452641.34,2.12,0.35,0.08,2.64
2025-06-10,158.0,22.8,22.18,22.91,21.91,536903.0,1197099625.96,4.4,-2.38,-0.54,3.38
2025-06-11,158.0,22.17,22.22,22.45,22.0,340262.0,756266402.53,2.03,0.18,0.04,2.14
2025-06-12,158.0,22.21,22.05,22.4,22.01,302234.0,668739459.24,1.76,-0.77,-0.17,1.9
2025-06-13,158.0,21.9,21.52,21.99,21.5,423408.0,916148418.64,2.22,-2.4,-0.53,2.67
2025-06-16,158.0,21.35,21.71,21.74,21.21,298412.0,645078261.22,2.46,0.88,0.19,1.88
2025-06-17,158.0,21.71,21.57,21.88,21.51,286637.0,619622790.94,1.7,-0.64,-0.14,1.81
2025-06-18,158.0,21.57,21.93,22.29,21.27,634708.0,1387447486.04,4.73,1.67,0.36,4.0
2025-06-19,158.0,21.76,21.29,21.87,21.28,409559.0,882285537.95,2.69,-2.92,-0.64,2.58
2025-06-20,158.0,21.19,20.93,21.62,20.89,348787.0,736584504.68,3.43,-1.69,-0.36,2.2
2025-06-23,158.0,20.51,21.12,21.18,20.4,346693.0,726193363.22,3.73,0.91,0.19,2.18
2025-06-24,158.0,21.17,21.56,21.65,21.17,429206.0,921827326.16,2.27,2.08,0.44,2.7
2025-06-25,158.0,21.53,22.0,22.0,21.45,631268.0,1374815716.08,2.55,2.04,0.44,3.98
2025-06-26,158.0,22.1,21.83,22.38,21.82,640867.0,1412630770.15,2.55,-0.77,-0.17,4.04
2025-06-27,158.0,21.82,21.88,22.28,21.63,503280.0,1105309734.4,2.98,0.23,0.05,3.17
2025-06-30,158.0,21.88,22.02,22.15,21.88,360200.0,791844356.86,1.23,0.64,0.14,2.27
2025-07-01,158.0,22.03,22.72,23.35,21.7,1211730.0,2756016474.95,7.49,3.18,0.7,7.63
2025-07-02,158.0,22.36,21.98,22.42,21.9,624383.0,1380478955.18,2.29,-3.26,-0.74,3.93
2025-07-03,158.0,21.91,21.89,22.1,21.8,300922.0,659374557.85,1.36,-0.41,-0.09,1.9
2025-07-04,158.0,21.82,21.78,22.09,21.75,305326.0,668411384.28,1.55,-0.5,-0.11,1.92
2025-07-07,158.0,21.7,21.58,21.7,21.46,261648.0,564160474.37,1.1,-0.92,-0.2,1.65
2025-07-08,158.0,21.55,21.85,21.93,21.48,324011.0,704243043.9,2.09,1.25,0.27,2.04
2025-07-09,158.0,21.85,21.7,22.15,21.65,353636.0,774139818.46,2.29,-0.69,-0.15,2.23
2025-07-10,158.0,21.64,21.69,21.77,21.46,278931.0,602033424.04,1.43,-0.05,-0.01,1.76
2025-07-11,158.0,21.64,21.95,22.13,21.47,496554.0,1087174739.56,3.04,1.2,0.26,3.13
2025-07-14,158.0,21.94,21.85,21.94,21.7,269282.0,587234479.15,1.09,-0.46,-0.1,1.7
2025-07-15,158.0,21.74,22.07,22.22,21.67,527060.0,1157680252.11,2.52,1.01,0.22,3.32
2025-07-16,158.0,22.15,22.05,22.39,21.94,463393.0,1027348719.18,2.04,-0.09,-0.02,2.92
2025-07-17,158.0,22.05,24.26,24.26,21.88,2498792.0,5915090674.19,10.79,10.02,2.21,15.74
2025-07-18,158.0,24.0,24.53,25.5,23.72,3222602.0,7931659081.53,7.34,1.11,0.27,20.29
2025-07-21,158.0,24.02,24.13,24.55,23.74,1609288.0,3868646942.21,3.3,-1.63,-0.4,10.13
2025-07-22,158.0,23.94,23.37,24.01,23.3,1134114.0,2671350893.23,2.94,-3.15,-0.76,7.14
2025-07-23,158.0,23.01,23.11,23.5,22.85,899714.0,2083748441.2,2.78,-1.11,-0.26,5.67
