日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,997.0,28.62,28.64,28.84,27.56,377015.0,1068860314.47,4.48,0.14,0.04,3.67
2025-03-19,997.0,28.79,28.62,30.78,27.91,592010.0,1759743263.34,10.02,-0.07,-0.02,5.77
2025-03-20,997.0,28.62,27.34,28.67,27.19,458930.0,1281978586.99,5.17,-4.47,-1.28,4.47
2025-03-21,997.0,26.99,26.78,27.51,26.44,333194.0,902182424.43,3.91,-2.05,-0.56,3.25
2025-03-24,997.0,26.89,26.55,27.56,26.03,324095.0,868244025.7,5.71,-0.86,-0.23,3.16
2025-03-25,997.0,26.76,26.37,27.04,26.17,225563.0,601360279.12,3.28,-0.68,-0.18,2.2
2025-03-26,997.0,26.32,26.5,27.17,26.23,221109.0,594258669.08,3.56,0.49,0.13,2.15
2025-03-27,997.0,26.59,26.93,27.77,26.59,313075.0,853910197.58,4.45,1.62,0.43,3.05
2025-03-28,997.0,28.63,28.19,28.97,27.29,389401.0,1103768819.85,6.24,4.68,1.26,3.79
2025-03-31,997.0,27.99,29.66,30.32,27.68,376427.0,1091221383.52,9.37,5.21,1.47,3.67
2025-04-01,997.0,29.67,29.22,30.13,28.68,290765.0,859055126.71,4.89,-1.48,-0.44,2.83
2025-04-02,997.0,29.31,28.8,29.67,28.67,171474.0,501902996.42,3.42,-1.44,-0.42,1.67
2025-04-03,997.0,28.22,28.31,28.88,28.12,154352.0,442120175.6,2.64,-1.7,-0.49,1.5
2025-04-07,997.0,25.78,25.46,26.42,25.46,184236.0,476025922.4,3.39,-10.07,-2.85,1.79
2025-04-08,997.0,24.33,24.81,25.69,24.25,327782.0,821041261.85,5.66,-2.55,-0.65,3.19
2025-04-09,997.0,24.97,27.31,27.31,24.97,456829.0,1227662788.12,9.43,10.08,2.5,4.45
2025-04-10,997.0,27.81,28.84,29.65,27.39,472248.0,1355902313.45,8.28,5.6,1.53,4.6
2025-04-11,997.0,28.44,28.62,29.05,28.39,302769.0,875353339.78,2.29,-0.76,-0.22,2.95
2025-04-14,997.0,27.89,27.54,28.09,26.91,461923.0,1279355764.3,4.12,-3.77,-1.08,4.5
2025-04-15,997.0,27.39,26.89,27.43,26.29,295004.0,795348284.96,4.14,-2.36,-0.65,2.87
