日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,663.0,5.88,5.89,5.89,5.81,49634.0,28999754.0,1.36,0.17,0.01,1.62
2025-03-19,663.0,5.88,5.85,5.89,5.81,42235.0,24695379.0,1.36,-0.68,-0.04,1.38
2025-03-20,663.0,5.85,5.86,5.89,5.81,53879.0,31554184.0,1.37,0.17,0.01,1.76
2025-03-21,663.0,5.86,5.89,5.91,5.82,79709.0,46764454.13,1.54,0.51,0.03,2.6
2025-03-24,663.0,5.88,5.66,5.88,5.55,104698.0,59591538.26,5.6,-3.9,-0.23,3.42
2025-03-25,663.0,5.66,5.67,5.74,5.59,55145.0,31245315.0,2.65,0.18,0.01,1.8
2025-03-26,663.0,5.68,5.86,5.95,5.64,124588.0,72687715.0,5.47,3.35,0.19,4.07
2025-03-27,663.0,5.88,5.73,5.88,5.7,98292.0,56549343.0,3.07,-2.22,-0.13,3.21
2025-03-28,663.0,5.75,5.6,5.77,5.59,63908.0,36117511.49,3.14,-2.27,-0.13,2.09
2025-03-31,663.0,5.57,5.47,5.59,5.38,68489.0,37402317.0,3.75,-2.32,-0.13,2.24
2025-04-01,663.0,5.5,5.62,5.68,5.5,60472.0,33947103.59,3.29,2.74,0.15,1.97
2025-04-02,663.0,5.59,5.67,5.75,5.56,48670.0,27605096.0,3.38,0.89,0.05,1.59
2025-04-03,663.0,5.6,5.7,5.72,5.6,40293.0,22896109.5,2.12,0.53,0.03,1.32
2025-04-07,663.0,5.56,5.13,5.56,5.13,77201.0,40542764.0,7.54,-10.0,-0.57,2.52
2025-04-08,663.0,5.09,5.23,5.32,5.02,82461.0,42662369.0,5.85,1.95,0.1,2.69
2025-04-09,663.0,5.13,5.59,5.68,4.91,109500.0,57388252.4,14.72,6.88,0.36,3.57
2025-04-10,663.0,5.56,5.61,5.73,5.46,94995.0,53484714.5,4.83,0.36,0.02,3.1
2025-04-11,663.0,5.62,5.62,5.67,5.53,55978.0,31384857.0,2.5,0.18,0.01,1.83
2025-04-14,663.0,5.63,5.65,5.72,5.63,48587.0,27545014.0,1.6,0.53,0.03,1.59
2025-04-15,663.0,5.65,5.62,5.71,5.6,29768.0,16766883.0,1.95,-0.53,-0.03,0.97
2025-04-16,663.0,5.62,5.49,5.63,5.38,46841.0,25760125.0,4.45,-2.31,-0.13,1.53
2025-04-17,663.0,5.47,5.58,5.7,5.43,62950.0,35261063.14,4.92,1.64,0.09,2.06
2025-04-18,663.0,5.55,5.49,5.6,5.4,42801.0,23486613.0,3.58,-1.61,-0.09,1.4
2025-04-21,663.0,5.46,5.6,5.62,5.43,36292.0,20171396.0,3.46,2.0,0.11,1.18
2025-04-22,663.0,5.6,5.64,5.7,5.59,29319.0,16520288.0,1.96,0.71,0.04,0.96
2025-04-23,663.0,5.65,5.64,5.66,5.58,36771.0,20696580.63,1.42,0.0,0.0,1.2
2025-04-24,663.0,5.66,5.58,5.66,5.5,35030.0,19584928.56,2.84,-1.06,-0.06,1.14
2025-04-25,663.0,5.63,5.52,5.63,5.51,36939.0,20528834.0,2.15,-1.08,-0.06,1.21
2025-04-28,663.0,5.54,5.42,5.55,5.37,53408.0,28989087.0,3.26,-1.81,-0.1,1.74
2025-04-29,663.0,5.38,5.6,5.6,5.37,54763.0,30387988.08,4.24,3.32,0.18,1.79
2025-04-30,663.0,5.56,5.64,5.71,5.55,64638.0,36569908.0,2.86,0.71,0.04,2.11
2025-05-06,663.0,5.7,5.69,5.79,5.64,63770.0,36412557.0,2.66,0.89,0.05,2.08
2025-05-07,663.0,5.77,5.74,5.78,5.69,57780.0,33128531.86,1.58,0.88,0.05,1.89
2025-05-08,663.0,5.71,5.79,5.85,5.68,68254.0,39407295.0,2.96,0.87,0.05,2.23
2025-05-09,663.0,5.77,5.8,5.86,5.75,71153.0,41337413.0,1.9,0.17,0.01,2.32
2025-05-12,663.0,5.81,5.79,5.84,5.71,48031.0,27724496.48,2.24,-0.17,-0.01,1.57
2025-05-13,663.0,5.82,5.84,5.93,5.79,71762.0,42008045.0,2.42,0.86,0.05,2.34
2025-05-14,663.0,5.83,5.79,5.86,5.76,55524.0,32220709.8,1.71,-0.86,-0.05,1.81
2025-05-15,663.0,5.82,5.91,5.92,5.75,81980.0,48141631.43,2.94,2.07,0.12,2.68
2025-05-16,663.0,5.91,5.88,5.96,5.86,46592.0,27452885.0,1.69,-0.51,-0.03,1.52
2025-05-19,663.0,5.95,6.04,6.16,5.91,121998.0,73808478.93,4.25,2.72,0.16,3.98
2025-05-20,663.0,6.1,6.09,6.14,6.0,81132.0,49295315.0,2.32,0.83,0.05,2.65
2025-05-21,663.0,6.1,6.04,6.12,5.99,63670.0,38501256.06,2.13,-0.82,-0.05,2.08
2025-05-22,663.0,6.03,6.18,6.3,5.87,275990.0,168698702.19,7.12,2.32,0.14,9.01
2025-05-23,663.0,6.16,6.03,6.23,5.99,172200.0,105041632.08,3.88,-2.43,-0.15,5.62
2025-05-26,663.0,6.03,6.12,6.23,6.0,125152.0,76720223.0,3.81,1.49,0.09,4.09
2025-05-27,663.0,6.16,6.37,6.45,6.07,244117.0,153269559.0,6.21,4.08,0.25,7.97
2025-05-28,663.0,6.3,6.59,6.7,6.3,348775.0,229351871.0,6.28,3.45,0.22,11.39
2025-05-29,663.0,6.59,6.58,6.59,6.49,160790.0,105188725.39,1.52,-0.15,-0.01,5.25
2025-05-30,663.0,6.6,6.4,6.65,6.34,174770.0,112142879.99,4.71,-2.74,-0.18,5.71
2025-06-03,663.0,6.36,6.49,6.53,6.31,106732.0,68924003.0,3.44,1.41,0.09,3.48
2025-06-04,663.0,6.48,6.54,6.56,6.42,89438.0,58189001.47,2.16,0.77,0.05,2.92
2025-06-05,663.0,6.56,6.43,6.56,6.38,91407.0,58987770.0,2.75,-1.68,-0.11,2.98
2025-06-06,663.0,6.43,6.54,6.62,6.39,107833.0,70453959.0,3.58,1.71,0.11,3.52
2025-06-09,663.0,6.53,6.54,6.57,6.49,59288.0,38734792.0,1.22,0.0,0.0,1.94
2025-06-10,663.0,6.59,6.55,6.69,6.46,95333.0,62582956.0,3.52,0.15,0.01,3.11
2025-06-11,663.0,6.59,6.58,6.63,6.5,60086.0,39509208.0,1.98,0.46,0.03,1.96
2025-06-12,663.0,6.6,6.64,6.66,6.49,73523.0,48304148.0,2.58,0.91,0.06,2.4
2025-06-13,663.0,6.63,6.47,6.64,6.42,104247.0,67905511.0,3.31,-2.56,-0.17,3.4
2025-06-16,663.0,6.49,6.82,6.92,6.41,271943.0,183180992.98,7.88,5.41,0.35,8.88
2025-06-17,663.0,6.82,6.86,6.92,6.69,220579.0,149809249.38,3.37,0.59,0.04,7.2
2025-06-18,663.0,7.1,6.56,7.32,6.55,372312.0,254920639.96,11.22,-4.37,-0.3,12.16
2025-06-19,663.0,6.57,6.7,6.93,6.54,272529.0,183956937.2,5.95,2.13,0.14,8.9
2025-06-20,663.0,6.68,6.48,6.81,6.45,169292.0,111972413.28,5.37,-3.28,-0.22,5.53
2025-06-23,663.0,6.42,6.59,6.6,6.38,123891.0,80851773.0,3.4,1.7,0.11,4.04
2025-06-24,663.0,6.66,6.66,6.68,6.53,112500.0,74414424.0,2.28,1.06,0.07,3.67
2025-06-25,663.0,6.69,6.65,6.74,6.54,110278.0,73079206.0,3.0,-0.15,-0.01,3.6
2025-06-26,663.0,6.65,6.73,6.79,6.61,83477.0,56021342.0,2.71,1.2,0.08,2.73
2025-06-27,663.0,6.76,6.75,6.79,6.64,79680.0,53364292.0,2.23,0.3,0.02,2.6
2025-06-30,663.0,6.75,6.89,6.95,6.71,108881.0,74713968.0,3.56,2.07,0.14,3.55
2025-07-01,663.0,6.92,7.01,7.06,6.86,150561.0,104499516.08,2.9,1.74,0.12,4.92
2025-07-02,663.0,7.0,6.96,7.04,6.86,124123.0,85890229.87,2.57,-0.71,-0.05,4.05
2025-07-03,663.0,6.95,7.06,7.1,6.9,94455.0,66116086.0,2.87,1.44,0.1,3.08
2025-07-04,663.0,7.06,7.03,7.2,7.0,111640.0,79162252.0,2.83,-0.42,-0.03,3.64
2025-07-07,663.0,7.05,7.03,7.1,6.96,71704.0,50454353.08,1.99,0.0,0.0,2.34
2025-07-08,663.0,7.05,6.95,7.08,6.89,106713.0,74148959.0,2.7,-1.14,-0.08,3.48
2025-07-09,663.0,6.97,7.03,7.07,6.91,83521.0,58289762.0,2.3,1.15,0.08,2.73
2025-07-10,663.0,6.98,7.08,7.09,6.93,79593.0,56000865.0,2.28,0.71,0.05,2.6
2025-07-11,663.0,7.05,6.89,7.1,6.87,120663.0,83709114.0,3.25,-2.68,-0.19,3.94
2025-07-14,663.0,6.95,6.9,6.95,6.88,54344.0,37518043.0,1.02,0.15,0.01,1.77
2025-07-15,663.0,6.88,6.65,6.9,6.55,110059.0,73511981.69,5.07,-3.62,-0.25,3.59
2025-07-16,663.0,6.69,6.88,6.9,6.68,88149.0,60010549.0,3.31,3.46,0.23,2.88
2025-07-17,663.0,6.89,6.9,6.93,6.82,46213.0,31842460.99,1.6,0.29,0.02,1.51
2025-07-18,663.0,6.92,7.02,7.05,6.92,95004.0,66595917.99,1.88,1.74,0.12,3.1
2025-07-21,663.0,7.02,7.05,7.07,7.0,66714.0,46902058.0,1.0,0.43,0.03,2.18
2025-07-22,663.0,7.04,7.04,7.08,6.99,42636.0,29944210.0,1.28,-0.14,-0.01,1.39
2025-07-23,663.0,7.05,7.02,7.13,6.97,75557.0,53144456.0,2.27,-0.28,-0.02,2.47
2025-07-24,663.0,7.02,7.02,7.09,6.99,50490.0,35494323.17,1.42,0.0,0.0,1.65
2025-07-25,663.0,7.03,6.96,7.07,6.94,53456.0,37395981.01,1.85,-0.85,-0.06,1.75
2025-07-28,663.0,6.97,6.98,7.08,6.94,62330.0,43535511.0,2.01,0.29,0.02,2.03
2025-07-29,663.0,6.98,6.94,6.99,6.83,71222.0,49070757.58,2.29,-0.57,-0.04,2.33
2025-07-30,663.0,6.92,6.88,6.95,6.82,41368.0,28460708.22,1.87,-0.86,-0.06,1.35
2025-07-31,663.0,6.9,6.84,6.92,6.81,54110.0,37160200.92,1.6,-0.58,-0.04,1.77
2025-08-01,663.0,6.89,6.97,6.99,6.83,56228.0,38947853.56,2.34,1.9,0.13,1.84
2025-08-04,663.0,6.95,7.01,7.02,6.84,57524.0,40010532.82,2.58,0.57,0.04,1.88
2025-08-05,663.0,7.02,7.15,7.18,6.97,85342.0,60823946.96,3.0,2.0,0.14,2.79
2025-08-06,663.0,7.15,7.1,7.18,7.04,55201.0,39124999.09,1.96,-0.7,-0.05,1.8
2025-08-07,663.0,7.13,7.11,7.2,7.08,67259.0,47910574.7,1.69,0.14,0.01,2.2
2025-08-08,663.0,7.11,7.14,7.16,7.04,53285.0,37844016.36,1.69,0.42,0.03,1.74
2025-08-11,663.0,7.15,7.14,7.23,7.11,61916.0,44373684.25,1.68,0.0,0.0,2.02
2025-08-12,663.0,7.2,7.16,7.3,7.12,170122.0,122141445.28,2.52,0.28,0.02,5.55
2025-08-13,663.0,7.18,7.09,7.24,7.07,126774.0,90585675.0,2.37,-0.98,-0.07,4.14
