date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-04-10,3.82,3.97,3.82,3.94,8636515.0,33964718.0,844194741.0000001,0.0102304771405819
2025-04-11,3.94,4.11,3.9,4.0,6933778.0,28010264.0,844194741.0000001,0.0082134816331436
2025-04-14,4.03,4.21,4.01,4.14,7911300.0,32830030.0,844194741.0000001,0.0093714158780811
2025-04-15,4.12,4.18,4.05,4.1,4504801.0,18536953.0,844194741.0000001,0.0053362106883819
2025-04-16,4.1,4.1,3.94,4.0,4630823.0,18622072.0,844194741.0000001,0.0054854914098546
2025-04-17,3.97,4.12,3.97,4.06,4730694.0,19298866.0,844194741.0000001,0.0056037946817771
2025-04-18,4.08,4.08,3.98,4.07,3369800.0,13647779.0,844194741.0000001,0.0039917329928024
2025-04-21,4.08,4.12,4.03,4.09,3707600.0,15198689.0,844194741.0000001,0.0043918776319408
2025-04-22,4.11,4.24,4.08,4.11,7765608.0,32272831.0,844194741.0000001,0.00919883484562
2025-04-23,4.11,4.13,4.05,4.06,3776608.0,15468511.0,844194741.0000001,0.0044736218038107
2025-04-24,4.06,4.08,3.99,4.03,3847800.0,15597196.0,844194741.0000001,0.0045579530564737
2025-04-25,4.03,4.11,4.01,4.08,3845300.0,15730130.0,844194741.0000001,0.004554991654467
2025-04-28,4.08,4.08,3.94,3.97,4316598.0,17289439.0,844194741.0000001,0.0051132727916389
2025-04-29,3.95,4.1,3.93,4.03,6812800.0,27639560.0,844194741.0000001,0.0080701758363595
2025-04-30,4.03,4.14,4.03,4.06,4805300.0,19792164.0,844194741.0000001,0.0056921700250203
2025-05-06,4.07,4.15,4.07,4.14,5122900.0,21183168.0,844194741.0000001,0.006068386535945
2025-05-07,4.19,4.23,4.13,4.17,4858200.0,20406233.0,844194741.0000001,0.005754833291481
2025-05-08,4.17,4.21,4.15,4.2,3444700.0,14494109.0,844194741.0000001,0.0040804565969216
2025-05-09,4.21,4.23,4.13,4.15,3443000.0,14397352.0,844194741.0000001,0.0040784428435571
2025-05-12,4.19,4.19,4.1,4.13,3350302.0,13932106.0,844194741.0000001,0.0039686364262721
2025-05-13,4.19,4.34,4.13,4.14,8421082.0,35595053.0,844194741.0000001,0.0099752836531825
2025-05-14,4.13,4.16,4.09,4.14,6306800.0,26099533.0,844194741.0000001,0.0074707880702137
2025-05-15,4.14,4.16,4.08,4.12,3798202.0,15713722.0,844194741.0000001,0.0044992012097834
2025-05-16,4.12,4.17,4.09,4.16,4128684.0,17193611.0,844194741.0000001,0.0048906772329679
