日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,2991.0,69.16,68.28,69.34,67.88,10844.0,76576283.0,2.12,-0.93,-0.64,2.18
2025-03-19,2991.0,68.18,67.91,68.64,67.38,7806.0,54780467.0,1.85,-0.54,-0.37,1.57
2025-03-20,2991.0,67.87,67.47,68.36,67.29,7457.0,52137611.0,1.58,-0.65,-0.44,1.5
2025-03-21,2991.0,67.29,67.03,67.79,66.72,6301.0,43766110.0,1.59,-0.65,-0.44,1.27
2025-03-24,2991.0,66.71,68.85,69.06,66.68,12361.0,87374813.0,3.55,2.72,1.82,2.49
2025-03-25,2991.0,68.85,67.98,69.68,67.5,6721.0,47393287.15,3.17,-1.26,-0.87,1.35
2025-03-26,2991.0,67.68,68.38,68.47,67.4,5101.0,35896793.0,1.57,0.59,0.4,1.03
2025-03-27,2991.0,68.2,69.25,69.62,68.03,6352.0,45330578.0,2.33,1.27,0.87,1.28
2025-03-28,2991.0,68.85,67.74,69.66,67.08,6702.0,47194148.0,3.73,-2.18,-1.51,1.35
2025-03-31,2991.0,67.47,70.58,71.48,67.04,18983.0,137305272.05,6.55,4.19,2.84,3.82
2025-04-01,2991.0,70.58,74.51,75.68,70.58,27391.0,208057629.18,7.23,5.57,3.93,5.51
2025-04-02,2991.0,73.94,71.85,74.38,71.61,19814.0,148998315.51,3.72,-3.57,-2.66,3.99
2025-04-03,2991.0,71.5,74.02,75.49,70.83,27406.0,208593536.2,6.49,3.02,2.17,5.52
2025-04-07,2991.0,70.03,67.42,73.42,66.39,22858.0,163949273.75,9.5,-8.92,-6.6,4.6
2025-04-08,2991.0,67.74,72.69,73.34,67.42,25117.0,184418404.87,8.78,7.82,5.27,5.06
2025-04-09,2991.0,71.67,76.45,76.68,70.68,26047.0,198703722.46,8.25,5.17,3.76,5.24
2025-04-10,2991.0,74.67,77.96,79.86,73.7,23461.0,186396086.86,8.06,1.98,1.51,4.72
2025-04-11,2991.0,76.74,78.78,79.98,76.06,17379.0,138863810.48,5.03,1.05,0.82,3.5
2025-04-14,2991.0,78.2,79.19,81.48,76.82,15517.0,127083842.49,5.92,0.52,0.41,3.12
2025-04-15,2991.0,79.34,80.68,85.54,77.68,32255.0,269055057.68,9.93,1.88,1.49,6.49
2025-04-16,2991.0,78.22,77.58,80.58,76.39,23702.0,190185168.0,5.19,-3.84,-3.1,4.77
2025-04-17,2991.0,77.19,77.86,78.84,76.16,30370.0,241531305.96,3.45,0.36,0.28,6.11
2025-04-18,2991.0,77.78,74.3,78.05,74.28,18851.0,146315386.0,4.84,-4.57,-3.56,3.79
2025-04-21,2991.0,66.65,71.28,71.98,66.64,40724.0,294122081.51,7.19,-4.06,-3.02,8.2
2025-04-22,2991.0,71.04,69.58,71.63,69.18,16589.0,120187999.0,3.44,-2.38,-1.7,3.34
2025-04-23,2991.0,69.58,68.89,70.37,68.74,12446.0,89226977.0,2.34,-0.99,-0.69,2.5
2025-04-24,2991.0,68.3,71.73,76.01,68.3,39303.0,295677715.7,11.19,4.12,2.84,7.91
2025-04-25,2991.0,71.73,72.21,74.34,71.73,23481.0,177342330.16,3.64,0.67,0.48,4.73
2025-04-28,2991.0,72.28,67.9,72.31,66.88,20622.0,145887465.71,7.52,-5.97,-4.31,4.15
2025-04-29,2991.0,67.51,68.92,69.18,66.77,17008.0,119421124.16,3.55,1.5,1.02,3.42
2025-04-30,2991.0,68.78,67.6,69.51,67.13,12317.0,86448751.36,3.45,-1.92,-1.32,2.48
2025-05-06,2991.0,67.88,63.92,68.67,62.78,36753.0,244357726.53,8.71,-5.44,-3.68,7.4
2025-05-07,2991.0,64.51,63.7,66.48,63.23,24412.0,162663473.0,5.08,-0.34,-0.22,4.91
2025-05-08,2991.0,63.71,63.5,63.89,62.82,13415.0,88233779.0,1.68,-0.31,-0.2,2.7
2025-05-09,2991.0,63.68,63.89,65.0,63.18,16922.0,112258839.61,2.87,0.61,0.39,3.41
2025-05-12,2991.0,63.93,64.01,64.68,63.16,14267.0,94407470.5,2.38,0.19,0.12,2.87
2025-05-13,2991.0,64.62,64.15,64.8,63.73,12706.0,84562529.16,1.67,0.22,0.14,2.56
2025-05-14,2991.0,64.19,63.27,64.19,62.68,11777.0,77060440.22,2.35,-1.37,-0.88,2.37
2025-05-15,2991.0,62.98,63.13,63.58,62.85,7480.0,49017546.56,1.15,-0.22,-0.14,1.51
2025-05-16,2991.0,63.02,61.43,63.03,61.36,18290.0,117225820.2,2.65,-2.69,-1.7,3.68
2025-05-19,2991.0,61.42,64.68,64.85,61.16,26755.0,174950123.19,6.01,5.29,3.25,5.38
2025-05-20,2991.0,64.51,65.78,67.53,63.49,34587.0,235237934.66,6.25,1.7,1.1,6.96
2025-05-21,2991.0,65.18,65.25,66.3,64.28,14612.0,98438768.0,3.07,-0.81,-0.53,2.94
2025-05-22,2991.0,65.06,63.68,66.06,63.58,12933.0,86601760.88,3.8,-2.41,-1.57,2.6
2025-05-23,2991.0,63.79,61.2,63.93,60.81,17862.0,114747240.64,4.9,-3.89,-2.48,3.59
2025-05-26,2991.0,61.21,60.97,61.27,59.94,10580.0,66380852.59,2.17,-0.38,-0.23,2.13
2025-05-27,2991.0,60.68,60.69,61.64,60.36,10770.0,68187858.0,2.1,-0.46,-0.28,2.17
2025-05-28,2991.0,61.08,62.33,62.97,60.53,12975.0,83224204.1,4.02,2.7,1.64,2.61
2025-05-29,2991.0,62.27,61.99,62.27,61.18,8084.0,51682835.9,1.75,-0.55,-0.34,1.63
2025-05-30,2991.0,62.5,61.68,64.35,61.17,12654.0,82250416.24,5.13,-0.5,-0.31,2.55
2025-06-03,2991.0,61.18,61.82,62.53,60.8,9800.0,62880416.29,2.8,0.23,0.14,1.97
2025-06-04,2991.0,62.25,64.38,65.48,61.78,27934.0,186154803.24,5.99,4.14,2.56,5.62
2025-06-05,2991.0,64.28,62.57,64.36,62.35,18642.0,121634840.44,3.12,-2.81,-1.81,3.75
2025-06-06,2991.0,62.35,61.38,62.48,60.84,13628.0,86719988.32,2.62,-1.9,-1.19,2.74
2025-06-09,2991.0,61.38,62.85,63.07,60.93,13635.0,87750032.85,3.49,2.39,1.47,2.74
2025-06-10,2991.0,62.72,63.28,63.3,62.13,12522.0,81603079.48,1.86,0.68,0.43,2.52
2025-06-11,2991.0,63.29,63.33,63.68,62.86,7722.0,50713266.92,1.3,0.08,0.05,1.55
2025-06-12,2991.0,63.43,62.92,63.55,62.47,9101.0,57660900.0,1.71,-0.65,-0.41,1.83
2025-06-13,2991.0,63.4,62.03,66.03,61.79,11185.0,71162603.26,6.74,-1.41,-0.89,2.25
2025-06-16,2991.0,61.43,59.98,61.88,59.86,17096.0,104761514.49,3.26,-3.3,-2.05,3.44
2025-06-17,2991.0,59.99,59.66,60.21,59.46,8168.0,49233168.14,1.25,-0.53,-0.32,1.64
2025-06-18,2991.0,59.9,59.77,59.9,59.17,4380.0,26309019.68,1.22,0.18,0.11,0.88
2025-06-19,2991.0,59.54,59.33,59.66,59.18,4621.0,27703833.0,0.8,-0.74,-0.44,0.93
2025-06-20,2991.0,59.2,59.38,59.73,59.17,3432.0,20599298.16,0.94,0.08,0.05,0.69
2025-06-23,2991.0,59.34,58.69,59.34,58.13,7004.0,41346964.33,2.04,-1.16,-0.69,1.41
2025-06-24,2991.0,58.53,59.8,59.81,58.53,6751.0,40444229.0,2.18,1.89,1.11,1.36
2025-06-25,2991.0,60.23,59.8,61.01,59.33,8211.0,49555571.0,2.81,0.0,0.0,1.65
2025-06-26,2991.0,59.79,59.31,59.85,59.04,7740.0,46378930.25,1.35,-0.82,-0.49,1.56
2025-06-27,2991.0,59.23,59.62,59.92,59.03,5011.0,30104979.67,1.5,0.52,0.31,1.01
2025-06-30,2991.0,60.93,61.9,63.63,60.5,18542.0,115328288.21,5.25,3.82,2.28,3.71
2025-07-01,2991.0,61.33,62.08,62.93,61.33,10449.0,65565707.97,2.58,0.29,0.18,2.09
2025-07-02,2991.0,62.08,61.15,62.08,60.94,7161.0,44258462.1,1.84,-1.5,-0.93,1.43
2025-07-03,2991.0,61.15,60.88,61.7,60.69,6647.0,40936610.16,1.65,-0.44,-0.27,1.33
2025-07-04,2991.0,60.8,60.23,60.8,59.88,7946.0,48347833.88,1.51,-1.07,-0.65,1.59
2025-07-07,2991.0,60.17,60.45,60.57,59.95,3911.0,23842765.0,1.03,0.37,0.22,0.78
2025-07-08,2991.0,60.73,60.89,61.02,60.28,4713.0,28908680.0,1.22,0.73,0.44,0.94
2025-07-09,2991.0,60.92,61.31,63.06,60.84,12961.0,81024199.35,3.65,0.69,0.42,2.6
2025-07-10,2991.0,61.31,61.16,61.59,60.82,6382.0,39416977.0,1.26,-0.24,-0.15,1.28
2025-07-11,2991.0,61.16,60.86,61.59,60.65,6694.0,41222061.84,1.54,-0.49,-0.3,1.34
2025-07-14,2991.0,60.85,60.7,61.06,60.56,5827.0,35727451.7,0.82,-0.26,-0.16,1.17
2025-07-15,2991.0,59.18,57.53,59.42,57.23,26749.0,156599985.48,3.61,-5.22,-3.17,5.36
2025-07-16,2991.0,57.58,56.83,57.62,56.03,21911.0,125334275.88,2.76,-1.22,-0.7,4.39
2025-07-17,2991.0,56.73,57.02,57.03,56.25,10770.0,61578823.0,1.37,0.33,0.19,2.16
2025-07-18,2991.0,57.06,56.91,57.07,56.73,7072.0,40605491.0,0.6,-0.19,-0.11,1.42
2025-07-21,2991.0,56.91,57.07,57.08,56.43,8275.0,47587854.72,1.14,0.28,0.16,1.66
2025-07-22,2991.0,57.07,57.73,57.73,57.03,10179.0,59017545.28,1.23,1.16,0.66,2.04
2025-07-23,2991.0,57.73,57.53,57.94,57.39,9494.0,55329978.07,0.95,-0.35,-0.2,1.9
2025-07-24,2991.0,57.38,57.46,57.63,57.29,14187.0,82275983.3,0.59,-0.12,-0.07,2.84
2025-07-25,2991.0,57.59,57.34,57.84,57.23,10758.0,62419336.32,1.06,-0.21,-0.12,2.15
2025-07-28,2991.0,57.34,56.78,57.43,56.68,10629.0,61145646.0,1.31,-0.98,-0.56,2.13
2025-07-29,2991.0,57.0,56.46,57.02,56.23,8783.0,50045175.35,1.39,-0.56,-0.32,1.76
2025-07-30,2991.0,56.46,56.68,57.23,56.24,10753.0,61714018.43,1.75,0.39,0.22,2.15
2025-07-31,2991.0,56.63,55.23,56.63,55.13,15945.0,89672939.29,2.65,-2.56,-1.45,3.19
2025-08-01,2991.0,55.09,55.57,55.79,55.04,7847.0,43973289.61,1.36,0.62,0.34,1.57
2025-08-04,2991.0,55.41,55.56,55.72,55.13,6253.0,35074946.9,1.06,-0.02,-0.01,1.25
2025-08-05,2991.0,55.58,55.6,55.72,55.43,6309.0,35436910.0,0.52,0.07,0.04,1.26
2025-08-06,2991.0,55.61,56.22,56.22,55.23,10518.0,59141278.71,1.78,1.12,0.62,2.11
2025-08-07,2991.0,56.21,57.16,57.61,55.99,17739.0,102120757.05,2.88,1.67,0.94,3.55
2025-08-08,2991.0,57.15,56.76,57.15,56.44,8037.0,46043725.36,1.24,-0.7,-0.4,1.61
2025-08-11,2991.0,56.6,57.17,57.28,56.51,8433.0,48592301.67,1.36,0.72,0.41,1.69
2025-08-12,2991.0,57.21,57.29,57.72,57.13,10017.0,58097230.92,1.03,0.21,0.12,2.01
2025-08-13,2991.0,57.28,57.07,57.4,56.4,15704.0,90077977.8,1.75,-0.38,-0.22,3.14
2025-08-14,2991.0,57.03,56.52,57.5,56.28,12005.0,68966329.0,2.14,-0.96,-0.55,2.4
2025-08-15,2991.0,56.55,56.75,56.91,56.05,9750.0,55836806.0,1.52,0.41,0.23,1.95
2025-08-18,2991.0,56.92,57.52,57.63,56.83,15208.0,88113736.8,1.41,1.36,0.77,3.05
2025-08-19,2991.0,57.53,58.11,58.35,57.33,15969.0,93406652.63,1.77,1.03,0.59,3.2
2025-08-20,2991.0,58.19,58.68,58.72,57.83,15306.0,90307649.12,1.53,0.98,0.57,3.07
2025-08-21,2991.0,58.61,58.19,58.92,57.9,14486.0,85352209.0,1.74,-0.84,-0.49,2.9
2025-08-22,2991.0,58.33,58.17,58.34,57.53,15061.0,87980082.84,1.39,-0.03,-0.02,3.02
2025-08-25,2991.0,58.3,58.84,59.38,57.79,20372.0,120519605.67,2.73,1.15,0.67,4.08
2025-08-26,2991.0,58.84,59.43,60.13,58.53,18214.0,109068593.56,2.72,1.0,0.59,3.65
