日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,2.0,7.57,7.53,7.59,7.49,893408.0,672571247.39,1.32,-0.4,-0.03,0.92
2025-03-19,2.0,7.49,7.47,7.52,7.43,708566.0,528939027.11,1.2,-0.8,-0.06,0.73
2025-03-20,2.0,7.45,7.43,7.49,7.41,612302.0,456199375.72,1.07,-0.54,-0.04,0.63
2025-03-21,2.0,7.4,7.36,7.42,7.27,1306621.0,960505548.81,2.02,-0.94,-0.07,1.34
2025-03-24,2.0,7.35,7.18,7.35,7.15,1050613.0,759032562.22,2.72,-2.45,-0.18,1.08
2025-03-25,2.0,7.17,7.19,7.23,7.14,655037.0,470444410.31,1.25,0.14,0.01,0.67
2025-03-26,2.0,7.19,7.2,7.26,7.18,709377.0,511845527.83,1.11,0.14,0.01,0.73
2025-03-27,2.0,7.19,7.17,7.22,7.11,562048.0,402664947.4,1.53,-0.42,-0.03,0.58
2025-03-28,2.0,7.17,7.12,7.21,7.11,491441.0,351056750.71,1.39,-0.7,-0.05,0.51
2025-03-31,2.0,7.11,7.05,7.11,6.98,727781.0,512135422.02,1.83,-0.98,-0.07,0.75
2025-04-01,2.0,7.07,7.11,7.21,7.04,709651.0,506589289.21,2.41,0.85,0.06,0.73
2025-04-02,2.0,7.09,7.04,7.1,7.02,506853.0,357827631.18,1.13,-0.98,-0.07,0.52
2025-04-03,2.0,7.0,7.14,7.23,6.99,914330.0,653013895.64,3.41,1.42,0.1,0.94
2025-04-07,2.0,6.86,6.6,6.93,6.46,1966335.0,1318713481.74,6.58,-7.56,-0.54,2.02
2025-04-08,2.0,6.6,6.8,6.84,6.6,1425550.0,962248248.44,3.64,3.03,0.2,1.47
2025-04-09,2.0,6.7,7.06,7.17,6.62,1853080.0,1284483339.12,8.09,3.82,0.26,1.91
2025-04-10,2.0,7.0,7.2,7.29,6.9,2073286.0,1478337232.96,5.52,1.98,0.14,2.13
2025-04-11,2.0,7.13,7.08,7.2,7.0,1372578.0,972260986.16,2.78,-1.67,-0.12,1.41
2025-04-14,2.0,7.06,7.05,7.12,7.03,858333.0,606729478.16,1.27,-0.42,-0.03,0.88
2025-04-15,2.0,7.04,6.99,7.04,6.92,760955.0,530444356.15,1.7,-0.85,-0.06,0.78
