date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-04-03,16.59,17.23,16.49,17.05,3513099.0,60130591.0,121342000.0,0.0289520446341744
2025-04-07,16.45,16.45,15.35,15.35,3924300.0,62237561.0,121342000.0,0.0323408218094311
2025-04-08,15.95,16.88,15.85,16.88,5076370.0,85820800.0,121342000.0,0.0418352260552817
2025-04-09,17.97,17.97,16.96,17.13,14517384.0,257247669.0,121342000.0,0.1196402235005192
2025-04-10,16.4,18.81,16.4,17.88,14161524.0,251433056.0,121342000.0,0.1167075208913649
2025-04-11,17.54,17.72,17.14,17.24,9275490.0,162630452.0,121342000.0,0.0764408860905539
2025-04-14,17.07,18.33,17.07,17.91,9096963.0,162576518.0,121342000.0,0.0749696148077335
2025-04-15,17.83,17.92,17.46,17.56,5322900.0,94692495.0,121342000.0,0.0438669215935125
2025-04-16,17.44,17.58,16.6,17.12,5502900.0,95011701.0,121342000.0,0.0453503321191343
2025-04-17,17.11,17.42,16.8,17.1,4111100.0,71357357.0,121342000.0,0.0338802722882431
2025-04-18,17.14,17.24,16.67,16.8,3716600.0,63316704.0,121342000.0,0.0306291308862553
2025-04-21,16.84,17.03,16.52,17.01,2651600.0,45142390.0,121342000.0,0.0218522852763264
2025-04-22,16.83,18.71,16.83,18.71,13795900.0,254793226.0,121342000.0,0.1136943515023652
2025-04-23,18.72,18.82,18.04,18.08,16030810.0,297602145.0,121342000.0,0.132112623823573
2025-04-24,18.22,18.65,17.97,18.07,9934290.0,182831090.0,121342000.0,0.0818701686143297
2025-04-25,18.07,18.39,17.94,18.09,7729700.0,141401097.0,121342000.0,0.0637017685549933
2025-04-28,18.1,18.18,17.55,17.67,5571500.0,99933386.0,121342000.0,0.0459156763527879
2025-04-29,17.57,17.99,17.53,17.61,5867200.0,104997864.0,121342000.0,0.0483525901996011
2025-04-30,17.61,17.91,17.45,17.78,6022999.0,107760390.0,121342000.0,0.049636556180053
2025-05-06,17.7,18.28,17.7,18.21,7057005.0,129080785.0,121342000.0,0.0581579749798091
2025-05-07,18.22,18.65,18.12,18.33,9266520.0,171193456.0,121342000.0,0.0763669627993604
2025-05-08,18.23,18.49,18.06,18.37,6883715.0,127227485.0,121342000.0,0.0567298627021146
2025-05-09,18.23,18.41,17.98,18.02,4725880.0,86546109.0,121342000.0,0.0389467785268085
2025-05-12,18.02,18.18,17.88,18.03,3667600.0,66590822.0,121342000.0,0.0302253135765027
2025-05-13,18.16,18.16,17.78,17.93,3329660.0,60222196.0,121342000.0,0.0274402927263437
2025-05-14,17.86,18.57,17.69,18.52,9510260.0,175573940.0,121342000.0,0.0783756654744441
2025-05-15,18.53,18.63,18.28,18.48,6917600.0,128890465.0,121342000.0,0.0570091147335629
2025-05-16,18.35,18.77,18.33,18.42,6658440.0,124537476.0,121342000.0,0.054873333223451
2025-05-19,18.38,18.65,18.3,18.5,4367810.0,81447776.0,121342000.0,0.0359958629328674
2025-05-20,18.51,19.27,18.42,19.04,10252226.0,196306521.0,121342000.0,0.0844903331080747
2025-05-21,18.92,19.2,18.7,18.72,6576253.0,125640167.0,121342000.0,0.0541960162186217
2025-05-22,18.55,18.85,18.19,18.19,5511829.0,102831334.0,121342000.0,0.0454239175223747
2025-05-23,18.28,18.31,17.63,17.67,4682580.0,84861914.0,121342000.0,0.0385899358837006
2025-05-26,17.72,18.02,17.53,18.02,3128904.0,56362568.0,121342000.0,0.0257858284847785
2025-05-27,17.92,18.65,17.73,18.49,4946801.0,91309618.0,121342000.0,0.0407674259530912
2025-05-28,18.48,19.12,18.31,18.45,5130844.0,96587214.0,121342000.0,0.0422841555273524
2025-05-29,18.45,18.6,18.14,18.28,3983513.0,73406854.0,121342000.0,0.0328288061841736
2025-05-30,18.33,18.45,17.91,17.99,3400880.0,62216044.0,121342000.0,0.0280272288243147
2025-06-03,17.99,18.23,17.84,18.22,2826490.0,51757226.0,121342000.0,0.0232935834253597
2025-06-04,18.26,18.33,18.01,18.28,2151900.0,39169146.0,121342000.0,0.0177341728338085
2025-06-05,18.22,18.44,18.19,18.27,2113960.0,38650651.0,121342000.0,0.0174215028596858
2025-06-06,18.22,18.72,18.11,18.48,3310490.0,61064728.0,121342000.0,0.027282309505365
2025-06-09,18.48,18.59,18.35,18.48,2482300.0,45783660.0,121342000.0,0.0204570552652832
2025-06-10,18.41,18.93,18.3,18.61,5170091.0,96155908.0,121342000.0,0.0426075967101251
2025-06-11,18.49,18.76,18.41,18.44,3734600.0,69386771.0,121342000.0,0.0307774719388175
2025-06-12,18.45,18.48,17.97,18.3,5052530.0,91848884.0,121342000.0,0.0416387565723327
2025-06-13,18.12,18.26,17.65,17.7,3393100.0,60646263.0,121342000.0,0.0279631125249295
2025-06-16,17.71,17.88,17.6,17.74,2045400.0,36281370.0,121342000.0,0.0168564882728156
2025-06-17,17.81,17.94,17.5,17.63,1953090.0,34546249.0,121342000.0,0.0160957459082593
2025-06-18,17.5,17.71,17.34,17.39,1710070.0,29829963.0,121342000.0,0.0140929768752781
2025-06-19,17.44,17.47,16.96,17.02,2601090.0,44526682.0,121342000.0,0.0214360238004977
2025-06-20,16.98,17.27,16.97,17.08,1585600.0,27143976.0,121342000.0,0.0130671984968106
2025-06-23,16.99,17.33,16.9,17.3,1330800.0,22902963.0,121342000.0,0.0109673484860971
2025-06-24,17.22,17.61,17.22,17.54,1694850.0,29661095.0,121342000.0,0.0139675462741672
2025-06-25,17.54,17.79,17.46,17.76,3117890.0,55045446.0,121342000.0,0.0256950602429496
2025-06-26,17.75,17.75,17.49,17.53,1990540.0,34989637.0,121342000.0,0.0164043777092845
2025-06-27,17.57,18.2,17.56,17.88,3782740.0,67584910.0,121342000.0,0.0311742018427255
2025-06-30,17.81,18.02,17.72,17.92,2502530.0,44762798.0,121342000.0,0.0206237741260239
2025-07-01,17.92,18.1,17.75,17.9,1758800.0,31526688.0,121342000.0,0.0144945690692423
2025-07-02,18.12,18.25,17.82,17.95,2342900.0,42138727.0,121342000.0,0.019308236224885
2025-07-03,17.73,18.05,17.73,17.96,1716040.0,30749280.0,121342000.0,0.0141421766577112
2025-07-04,17.95,18.0,17.75,17.82,1723650.0,30773279.0,121342000.0,0.0142048919582667
2025-07-07,17.82,17.98,17.7,17.97,1471320.0,26351347.0,121342000.0,0.0121253976364325
2025-07-08,17.95,18.07,17.89,18.01,1745260.0,31430232.0,121342000.0,0.0143829836330372
2025-07-09,18.09,18.1,17.93,18.08,1899500.0,34240709.0,121342000.0,0.0156541016301033
2025-07-10,18.08,18.08,17.85,17.97,1458400.0,26151779.0,121342000.0,0.0120189217253712
2025-07-11,17.97,18.37,17.87,18.25,3402300.0,61688741.0,121342000.0,0.0280389312851279
2025-07-14,18.16,18.48,18.07,18.31,2886660.0,52772209.0,121342000.0,0.0237894545993967
2025-07-15,18.31,18.35,17.82,18.05,2713600.0,48952986.0,121342000.0,0.0223632377907072
2025-07-16,17.97,18.38,17.97,18.27,2977600.0,54250273.0,121342000.0,0.0245389065616192
2025-07-17,18.22,18.36,18.1,18.15,2464100.0,44811408.0,121342000.0,0.0203070659788037
2025-07-18,18.18,18.27,18.03,18.17,1630186.0,29559072.0,121342000.0,0.0134346392840071
2025-07-21,18.26,18.36,18.17,18.36,2201999.0,40296514.0,121342000.0,0.018147047188937
2025-07-22,18.4,18.47,18.25,18.35,1961430.0,35993031.0,121342000.0,0.0161644772626131
2025-07-23,18.37,18.43,18.18,18.18,1707000.0,31215575.0,121342000.0,0.0140676764846467
2025-07-24,18.2,18.37,18.01,18.35,1665720.0,30487883.0,121342000.0,0.0137274810041041
2025-07-25,18.38,18.53,18.32,18.43,2110260.0,38929400.0,121342000.0,0.0173910105322147
2025-07-28,18.54,18.59,18.44,18.51,1453290.0,26891038.0,121342000.0,0.0119768093487827
2025-07-29,18.53,18.58,18.17,18.37,1994550.0,36536341.0,121342000.0,0.0164374247993275
2025-07-30,18.42,18.49,18.17,18.4,1837230.0,33659554.0,121342000.0,0.015140923999934
2025-07-31,18.39,18.41,18.01,18.06,1713760.0,31152881.0,121342000.0,0.0141233867910533
2025-08-01,18.12,18.3,18.06,18.25,1502290.0,27345475.0,121342000.0,0.0123806266585353
2025-08-04,18.25,18.4,18.15,18.4,1877052.0,34409089.0,121342000.0,0.0154691038552191
2025-08-05,18.57,18.64,18.44,18.58,2269181.0,42059080.0,121342000.0,0.0187007054441166
2025-08-06,18.64,18.79,18.52,18.79,2460933.0,46002090.0,121342000.0,0.0202809661947223
2025-08-07,18.78,18.95,18.72,18.83,2446659.0,46056823.0,121342000.0,0.0201633317400405
2025-08-08,18.86,18.97,18.71,18.91,2626780.0,49498126.0,121342000.0,0.0216477394471823
2025-08-11,19.2,19.24,18.91,18.93,2690884.0,51147641.0,121342000.0,0.0221760313823737
2025-08-12,19.0,19.14,18.79,18.9,2003200.0,37897703.0,121342000.0,0.0165087109162532
2025-08-13,18.9,19.06,18.78,18.96,2381720.0,45084216.0,121342000.0,0.0196281584282441
2025-08-14,18.97,19.06,18.33,18.38,2735820.0,50755281.0,121342000.0,0.0225463565789256
2025-08-15,18.42,18.53,18.32,18.43,1883460.0,34710823.0,121342000.0,0.0155219132699312
2025-08-18,18.6,18.7,18.42,18.46,2383660.0,44201650.0,121342000.0,0.0196441462972425
2025-08-19,18.45,20.25,18.4,19.18,7979669.0,153285140.0,121342000.0,0.065761805475433
2025-08-20,19.15,19.34,18.9,19.28,5277530.0,101356720.0,121342000.0,0.0434930197293599
2025-08-21,19.27,19.42,19.1,19.16,3517440.0,67702471.0,121342000.0,0.0289878195513507
2025-08-22,19.31,19.37,19.04,19.2,3501780.0,67075381.0,121342000.0,0.0288587628356216
2025-08-25,19.21,19.39,18.97,19.14,3665180.0,70130011.0,121342000.0,0.0302053699461027
2025-08-26,19.09,19.46,18.94,19.4,4405615.0,85070871.0,121342000.0,0.0363074203490959
2025-08-27,19.6,19.6,18.77,18.79,4383460.0,83686959.0,121342000.0,0.0361248372369006
2025-08-28,18.92,19.08,17.91,18.6,4355770.0,80776304.0,121342000.0,0.0358966392510425
2025-08-29,18.48,18.72,18.37,18.48,2022670.0,37403447.0,121342000.0,0.0166691664881079
2025-09-01,18.34,18.73,18.12,18.43,3241190.0,59842992.0,121342000.0,0.0267111964530006
2025-09-02,18.46,19.66,18.15,18.71,6597400.0,123696650.0,121342000.0,0.0543702922318735
2025-09-03,18.36,18.84,17.9,17.92,4649655.0,85228717.0,121342000.0,0.0383185953750556
2025-09-04,18.01,19.13,17.91,18.59,6059980.0,112287866.0,121342000.0,0.049941322872542
2025-09-05,18.6,18.78,18.2,18.61,3870960.0,71679155.0,121342000.0,0.0319012378236719
2025-09-08,18.61,18.92,18.61,18.88,3109023.0,58457246.0,121342000.0,0.0256219857922236
2025-09-09,18.96,19.14,18.79,18.92,3134950.0,59331189.0,121342000.0,0.0258356545961002
2025-09-10,18.93,19.2,18.84,19.05,4010860.0,76388159.0,121342000.0,0.0330541774488635
2025-09-11,19.04,19.04,18.68,18.95,2694150.0,50728802.0,121342000.0,0.0222029470422442
2025-09-12,18.99,18.99,18.64,18.64,2447230.0,45922210.0,121342000.0,0.0201680374478746
2025-09-15,18.64,18.74,18.45,18.58,1942750.0,36026319.0,121342000.0,0.0160105322147319
2025-09-16,18.58,19.28,18.58,19.15,5651130.0,107861999.0,121342000.0,0.0465719206869838
