日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,655.0,6.67,6.68,6.72,6.62,119262.0,81953713.0,1.5,0.0,0.0,2.0
2025-03-19,655.0,6.66,6.64,6.67,6.58,91380.0,62514338.0,1.35,-0.6,-0.04,1.53
2025-03-20,655.0,6.67,6.74,6.76,6.64,145863.0,100858792.5,1.81,1.51,0.1,2.45
2025-03-21,655.0,6.71,6.74,7.09,6.7,234813.0,165702102.64,5.79,0.0,0.0,3.94
2025-03-24,655.0,6.7,6.81,6.91,6.59,211477.0,146826700.2,4.75,1.04,0.07,3.55
2025-03-25,655.0,6.75,6.88,7.06,6.71,229722.0,163045723.32,5.14,1.03,0.07,3.86
2025-03-26,655.0,6.76,7.0,7.1,6.76,275013.0,197937033.19,4.94,1.74,0.12,4.62
2025-03-27,655.0,7.01,6.83,7.05,6.79,164416.0,116263678.57,3.71,-2.43,-0.17,2.76
2025-03-28,655.0,6.81,6.66,6.85,6.58,155633.0,107120563.15,3.95,-2.49,-0.17,2.61
2025-03-31,655.0,6.64,6.52,6.66,6.41,115308.0,77472152.82,3.75,-2.1,-0.14,1.94
2025-04-01,655.0,6.67,6.7,6.81,6.6,141520.0,97603504.41,3.22,2.76,0.18,2.38
2025-04-02,655.0,6.7,6.62,6.73,6.59,68961.0,47286068.0,2.09,-1.19,-0.08,1.16
2025-04-03,655.0,6.56,6.6,6.64,6.52,58354.0,39645407.26,1.81,-0.3,-0.02,0.98
2025-04-07,655.0,6.34,5.92,6.35,5.92,133333.0,83077180.0,6.52,-10.3,-0.68,2.24
2025-04-08,655.0,5.84,5.75,5.99,5.64,153431.0,91364894.83,5.91,-2.87,-0.17,2.58
2025-04-09,655.0,5.94,6.08,6.1,5.64,194314.0,119371822.17,8.0,5.74,0.33,3.26
2025-04-10,655.0,6.04,6.14,6.23,6.04,140313.0,89404704.08,3.13,0.99,0.06,2.36
2025-04-11,655.0,6.08,6.19,6.34,6.08,111914.0,72125681.33,4.23,0.81,0.05,1.88
2025-04-14,655.0,6.28,6.34,6.43,6.23,90493.0,59336424.0,3.23,2.42,0.15,1.52
2025-04-15,655.0,6.31,6.37,6.4,6.29,66380.0,43555244.0,1.74,0.47,0.03,1.11
2025-04-16,655.0,6.37,6.26,6.38,6.17,73205.0,47416674.92,3.3,-1.73,-0.11,1.23
2025-04-17,655.0,6.28,6.33,6.41,6.26,58004.0,38034987.0,2.4,1.12,0.07,0.97
2025-04-18,655.0,6.34,6.35,6.43,6.28,47810.0,31335135.0,2.37,0.32,0.02,0.8
2025-04-21,655.0,6.39,6.49,6.51,6.36,78458.0,52309955.91,2.36,2.2,0.14,1.32
2025-04-22,655.0,6.48,6.46,6.5,6.4,58845.0,39207876.69,1.54,-0.46,-0.03,0.99
2025-04-23,655.0,6.48,6.45,6.52,6.43,57489.0,38372721.2,1.39,-0.15,-0.01,0.97
2025-04-24,655.0,6.42,6.43,6.48,6.37,54257.0,36049518.0,1.71,-0.31,-0.02,0.91
2025-04-25,655.0,6.4,6.44,6.49,6.39,47603.0,31692499.91,1.56,0.16,0.01,0.8
2025-04-28,655.0,6.44,6.35,6.44,6.32,47747.0,31425994.48,1.86,-1.4,-0.09,0.8
2025-04-29,655.0,6.39,6.36,6.5,6.34,53036.0,35160740.0,2.52,0.16,0.01,0.89
2025-04-30,655.0,6.33,6.23,6.37,6.21,65245.0,42351241.0,2.52,-2.04,-0.13,1.1
2025-05-06,655.0,6.26,6.39,6.39,6.25,68947.0,45116847.1,2.25,2.57,0.16,1.16
2025-05-07,655.0,6.45,6.54,6.55,6.41,83881.0,56269766.62,2.19,2.35,0.15,1.41
2025-05-08,655.0,6.5,6.56,6.61,6.45,74474.0,50124108.0,2.45,0.31,0.02,1.25
2025-05-09,655.0,6.56,6.52,6.58,6.48,56127.0,37802027.0,1.52,-0.61,-0.04,0.94
2025-05-12,655.0,6.54,6.6,6.6,6.48,84673.0,57327003.58,1.84,1.23,0.08,1.42
2025-05-13,655.0,6.61,6.59,6.69,6.56,64998.0,44294002.0,1.97,-0.15,-0.01,1.09
2025-05-14,655.0,6.59,6.6,6.61,6.53,60078.0,40745044.17,1.21,0.15,0.01,1.01
2025-05-15,655.0,6.6,6.57,6.62,6.53,57903.0,39290850.59,1.36,-0.45,-0.03,0.97
2025-05-16,655.0,6.57,6.59,6.65,6.55,45900.0,31214951.0,1.52,0.3,0.02,0.77
2025-05-19,655.0,6.57,6.61,6.62,6.54,39937.0,27165131.2,1.21,0.3,0.02,0.67
2025-05-20,655.0,6.61,6.62,6.64,6.55,46805.0,31816727.0,1.36,0.15,0.01,0.79
2025-05-21,655.0,6.63,6.72,6.72,6.59,66231.0,45467657.88,1.96,1.51,0.1,1.11
2025-05-22,655.0,6.69,6.55,6.7,6.54,59270.0,40356345.0,2.38,-2.53,-0.17,1.0
2025-05-23,655.0,6.57,6.52,6.66,6.52,48926.0,33285463.75,2.14,-0.46,-0.03,0.82
2025-05-26,655.0,6.49,6.6,6.62,6.48,40675.0,27579821.0,2.15,1.23,0.08,0.68
2025-05-27,655.0,6.6,6.74,6.78,6.52,75266.0,51717827.0,3.94,2.12,0.14,1.26
