日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,301050.0,55.57,55.37,56.17,54.93,62107.0,346401907.0,2.23,-0.65,-0.36,2.98
2025-03-19,301050.0,55.17,55.11,55.62,54.65,41074.0,227529242.0,1.75,-0.47,-0.26,1.97
2025-03-20,301050.0,54.98,55.25,56.18,54.62,60977.0,340469744.0,2.83,0.25,0.14,2.93
2025-03-21,301050.0,54.67,53.87,55.85,53.48,74657.0,409743072.0,4.29,-2.5,-1.38,3.59
2025-03-24,301050.0,53.67,52.67,54.38,51.65,67490.0,358428141.0,5.07,-2.23,-1.2,3.24
2025-03-25,301050.0,52.56,53.06,55.41,52.46,74694.0,406525514.0,5.6,0.74,0.39,3.59
2025-03-26,301050.0,52.68,52.71,53.99,52.62,46959.0,251093498.0,2.58,-0.66,-0.35,2.26
2025-03-27,301050.0,52.53,52.72,53.55,51.52,48122.0,254459699.0,3.85,0.02,0.01,2.31
2025-03-28,301050.0,52.75,52.05,53.29,51.8,33474.0,176369014.0,2.83,-1.27,-0.67,1.61
2025-03-31,301050.0,51.75,50.81,52.06,50.4,54162.0,278142533.0,3.19,-2.38,-1.24,2.6
2025-04-01,301050.0,51.1,51.93,52.51,51.1,50337.0,262946224.0,2.78,2.2,1.12,2.42
2025-04-02,301050.0,51.86,51.93,52.5,51.36,31471.0,164385333.0,2.2,0.0,0.0,1.51
2025-04-03,301050.0,51.45,51.38,52.75,51.03,43633.0,227300339.0,3.31,-1.06,-0.55,2.1
2025-04-07,301050.0,49.01,42.7,49.95,41.45,135724.0,621357961.0,16.54,-16.89,-8.68,6.52
2025-04-08,301050.0,43.7,44.53,45.64,43.23,97344.0,435776265.0,5.64,4.29,1.83,4.68
2025-04-09,301050.0,43.77,48.46,48.87,43.35,136686.0,644138823.0,12.4,8.83,3.93,6.57
2025-04-10,301050.0,48.85,48.9,49.92,48.35,99080.0,491606801.0,3.24,0.91,0.44,4.76
2025-04-11,301050.0,48.35,49.55,50.64,48.33,89803.0,448668157.0,4.72,1.33,0.65,4.32
2025-04-14,301050.0,50.05,49.44,50.23,49.09,66625.0,332138472.0,2.3,-0.22,-0.11,3.2
2025-04-15,301050.0,49.34,48.81,49.43,48.31,43598.0,213697431.0,2.27,-1.27,-0.63,2.1
2025-04-16,301050.0,48.65,48.35,49.31,47.65,35954.0,175661027.0,3.4,-0.94,-0.46,1.73
2025-04-17,301050.0,48.1,48.25,49.24,48.1,40192.0,197351402.0,2.36,-0.21,-0.1,1.93
2025-04-18,301050.0,47.98,48.11,48.55,47.55,30321.0,146653175.0,2.07,-0.29,-0.14,1.46
2025-04-21,301050.0,48.18,48.82,49.06,47.86,42818.0,210001531.0,2.49,1.48,0.71,2.06
2025-04-22,301050.0,48.54,48.68,49.02,48.15,39598.0,193886344.0,1.78,-0.29,-0.14,1.9
2025-04-23,301050.0,48.81,48.8,49.19,48.43,39305.0,193012987.0,1.56,0.25,0.12,1.89
2025-04-24,301050.0,48.63,48.11,48.86,47.73,39569.0,192292535.0,2.32,-1.41,-0.69,1.9
2025-04-25,301050.0,48.1,48.56,48.95,48.02,37359.0,182744517.0,1.93,0.94,0.45,1.8
2025-04-28,301050.0,43.66,43.95,44.51,43.03,126279.0,556988906.0,3.05,-9.49,-4.61,6.07
2025-04-29,301050.0,43.7,44.25,44.73,43.65,54243.0,242132287.0,2.46,0.68,0.3,2.61
2025-04-30,301050.0,44.39,43.86,44.64,43.78,56211.0,250058712.0,1.94,-0.88,-0.39,2.7
2025-05-06,301050.0,44.14,44.83,44.85,44.12,48206.0,216626469.0,1.66,2.21,0.97,2.32
2025-05-07,301050.0,46.45,48.28,51.38,46.27,170237.0,823542533.0,11.4,7.7,3.45,8.18
2025-05-08,301050.0,49.46,54.45,54.69,49.28,291189.0,1519368328.0,11.21,12.78,6.17,13.99
2025-05-09,301050.0,54.46,53.68,57.63,51.73,322339.0,1751233757.0,10.84,-1.41,-0.77,15.49
2025-05-12,301050.0,52.98,56.28,58.23,52.21,334181.0,1891390787.0,11.21,4.84,2.6,16.06
2025-05-13,301050.0,55.16,53.24,55.61,53.19,230053.0,1256218062.0,4.3,-5.4,-3.04,11.06
2025-05-14,301050.0,53.41,52.08,53.83,51.88,139966.0,740542589.0,3.66,-2.18,-1.16,6.73
2025-05-15,301050.0,51.96,50.86,52.73,50.78,111393.0,576951651.0,3.74,-2.34,-1.22,5.35
2025-05-16,301050.0,50.93,50.79,52.42,50.71,99330.0,514211488.0,3.36,-0.14,-0.07,4.77
2025-05-19,301050.0,51.4,51.29,52.01,50.03,95617.0,491833589.0,3.9,0.98,0.5,4.59
2025-05-20,301050.0,50.95,50.53,51.12,49.87,85312.0,432323927.0,2.44,-1.48,-0.76,4.1
2025-05-21,301050.0,50.53,50.68,50.92,50.15,60245.0,306588347.0,1.52,0.3,0.15,2.9
2025-05-22,301050.0,50.75,51.51,53.0,50.2,136062.0,711800483.0,5.52,1.64,0.83,6.54
2025-05-23,301050.0,51.0,49.58,51.03,49.53,97796.0,494253315.0,2.91,-3.75,-1.93,4.7
2025-05-26,301050.0,49.45,49.19,49.59,48.75,53725.0,265428049.0,1.69,-0.79,-0.39,2.58
2025-05-27,301050.0,49.26,49.4,49.62,48.45,51979.0,256462865.0,2.38,0.43,0.21,2.5
2025-05-28,301050.0,49.3,48.13,49.34,47.98,59208.0,289684413.0,2.75,-2.57,-1.27,2.85
2025-05-29,301050.0,48.11,48.59,48.81,47.98,52489.0,256544993.0,1.72,0.96,0.46,2.52
2025-05-30,301050.0,48.35,47.94,48.54,47.81,47759.0,231504952.0,1.5,-1.34,-0.65,2.3
2025-06-03,301050.0,48.33,48.72,49.65,48.25,63706.0,314434118.0,2.92,1.63,0.78,3.06
2025-06-04,301050.0,48.47,48.79,49.19,48.45,42104.0,206673612.0,1.52,0.14,0.07,2.02
2025-06-05,301050.0,48.81,49.12,49.15,48.03,52315.0,256452674.0,2.3,0.68,0.33,2.51
2025-06-06,301050.0,49.24,48.79,50.21,48.74,69098.0,342687928.0,2.99,-0.67,-0.33,3.32
2025-06-09,301050.0,48.85,49.29,50.34,48.85,76629.0,381204340.0,3.05,1.02,0.5,3.68
2025-06-10,301050.0,48.92,47.81,49.18,47.31,78432.0,377468620.0,3.79,-3.0,-1.48,3.77
2025-06-11,301050.0,47.81,47.89,48.13,47.57,32339.0,155390648.0,1.17,0.17,0.08,1.55
2025-06-12,301050.0,47.87,47.42,47.99,47.31,35985.0,171803968.0,1.42,-0.98,-0.47,1.73
2025-06-13,301050.0,48.04,49.65,49.76,47.66,128169.0,627878797.0,4.43,4.7,2.23,6.16
2025-06-16,301050.0,49.74,49.35,50.1,48.54,76676.0,380310592.0,3.14,-0.6,-0.3,3.68
2025-06-17,301050.0,49.21,49.73,50.03,48.62,75041.0,370866294.0,2.86,0.77,0.38,3.61
2025-06-18,301050.0,49.56,50.86,51.76,49.26,130930.0,668202606.0,5.03,2.27,1.13,6.29
2025-06-19,301050.0,50.34,50.86,51.34,49.61,97118.0,490197251.0,3.4,0.0,0.0,4.67
2025-06-20,301050.0,50.26,49.24,50.34,49.03,70610.0,351695904.0,2.58,-3.19,-1.62,3.39
2025-06-23,301050.0,49.42,49.69,50.06,49.41,51547.0,257193706.0,1.32,0.91,0.45,2.48
2025-06-24,301050.0,48.86,49.36,49.58,47.97,85578.0,418804397.0,3.24,-0.66,-0.33,4.11
2025-06-25,301050.0,49.36,50.83,51.26,49.12,116344.0,588289499.0,4.34,2.98,1.47,5.59
2025-06-26,301050.0,50.76,51.49,52.98,50.57,142218.0,741579715.0,4.74,1.3,0.66,6.83
2025-06-27,301050.0,50.87,51.39,52.14,50.86,94326.0,487503823.0,2.49,-0.19,-0.1,4.53
2025-06-30,301050.0,51.45,53.16,53.4,51.45,124367.0,658729477.0,3.79,3.44,1.77,5.98
2025-07-01,301050.0,52.99,52.46,53.15,52.01,97907.0,515236284.0,2.14,-1.32,-0.7,4.71
2025-07-02,301050.0,52.05,51.16,52.06,50.97,69171.0,356721602.0,2.08,-2.48,-1.3,3.33
2025-07-03,301050.0,51.29,51.32,52.45,51.22,57200.0,296497716.0,2.4,0.31,0.16,2.75
2025-07-04,301050.0,50.98,50.89,51.42,50.5,54835.0,280063912.0,1.79,-0.84,-0.43,2.64
2025-07-07,301050.0,50.86,50.72,51.0,50.48,33586.0,170813417.0,1.02,-0.33,-0.17,1.62
2025-07-08,301050.0,50.56,51.32,51.5,50.54,48277.0,247314682.0,1.89,1.18,0.6,2.32
2025-07-09,301050.0,51.43,50.96,51.86,50.73,53493.0,275455993.0,2.2,-0.7,-0.36,2.57
2025-07-10,301050.0,50.73,50.79,50.95,50.25,42089.0,213238539.0,1.37,-0.33,-0.17,2.02
2025-07-11,301050.0,50.75,51.23,51.38,50.58,44861.0,229754801.0,1.58,0.87,0.44,2.16
2025-07-14,301050.0,51.17,51.78,52.24,51.02,50707.0,262893565.0,2.38,1.07,0.55,2.44
2025-07-15,301050.0,51.56,50.92,51.83,50.71,47315.0,242530390.0,2.16,-1.66,-0.86,2.28
2025-07-16,301050.0,50.88,50.79,51.29,50.57,35043.0,178847873.0,1.41,-0.26,-0.13,1.69
2025-07-17,301050.0,50.92,51.63,51.82,50.69,52909.0,272234887.0,2.22,1.65,0.84,2.54
2025-07-18,301050.0,51.56,51.86,52.2,51.26,78439.0,407481168.0,1.82,0.45,0.23,3.77
2025-07-21,301050.0,51.65,51.46,51.74,51.25,62597.0,322741258.0,0.94,-0.77,-0.4,3.01
2025-07-22,301050.0,51.45,51.55,52.24,51.13,72470.0,375257703.0,2.16,0.17,0.09,3.49
2025-07-23,301050.0,51.27,50.91,51.43,50.82,58514.0,299335011.0,1.18,-1.24,-0.64,2.81
2025-07-24,301050.0,50.86,51.61,51.64,50.76,60712.0,312638417.0,1.73,1.37,0.7,2.92
