日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,665.0,6.39,6.48,6.59,6.21,1822508.0,1177271074.96,5.96,1.57,0.1,16.03
2025-03-19,665.0,6.34,6.39,6.79,6.23,1757108.0,1144746020.12,8.64,-1.39,-0.09,15.45
2025-03-20,665.0,6.21,5.92,6.3,5.9,1735787.0,1046789758.0,6.26,-7.36,-0.47,15.26
2025-03-21,665.0,5.79,5.53,5.85,5.51,1297691.0,731033557.11,5.74,-6.59,-0.39,11.41
2025-03-24,665.0,5.6,5.31,5.64,5.22,974761.0,525781436.88,7.59,-3.98,-0.22,8.57
2025-03-25,665.0,5.33,5.2,5.39,5.17,745260.0,391851641.18,4.14,-2.07,-0.11,6.55
2025-03-26,665.0,5.2,5.27,5.35,5.16,840880.0,440270166.12,3.65,1.35,0.07,7.39
2025-03-27,665.0,5.24,5.06,5.25,5.04,751346.0,384566523.36,3.98,-3.98,-0.21,6.61
2025-03-28,665.0,5.06,5.26,5.49,5.02,1448953.0,763433113.49,9.29,3.95,0.2,12.74
2025-03-31,665.0,5.15,5.24,5.31,4.9,1098654.0,560059049.36,7.79,-0.38,-0.02,9.66
2025-04-01,665.0,5.24,5.06,5.26,5.04,687251.0,351482013.49,4.2,-3.44,-0.18,6.04
2025-04-02,665.0,5.01,5.03,5.14,5.0,468564.0,236812175.62,2.77,-0.59,-0.03,4.12
2025-04-03,665.0,4.94,4.98,5.05,4.91,463871.0,230748729.28,2.78,-0.99,-0.05,4.08
2025-04-07,665.0,4.67,4.48,4.74,4.48,476109.0,215382760.4,5.22,-10.04,-0.5,4.19
2025-04-08,665.0,4.36,4.35,4.46,4.2,670605.0,289441145.98,5.8,-2.9,-0.13,5.9
2025-04-09,665.0,4.28,4.45,4.5,3.95,730571.0,313755153.96,12.64,2.3,0.1,6.42
2025-04-10,665.0,4.5,4.54,4.63,4.5,657867.0,300592098.13,2.92,2.02,0.09,5.79
2025-04-11,665.0,4.49,4.6,4.7,4.48,663278.0,306460108.27,4.85,1.32,0.06,5.83
2025-04-14,665.0,4.64,4.72,4.81,4.64,549191.0,259603480.2,3.7,2.61,0.12,4.83
2025-04-15,665.0,4.75,4.76,4.84,4.67,505687.0,239693115.0,3.6,0.85,0.04,4.45
2025-04-16,665.0,4.69,4.6,4.75,4.55,394917.0,182960619.58,4.2,-3.36,-0.16,3.47
2025-04-17,665.0,4.56,4.61,4.68,4.53,309593.0,143635536.8,3.26,0.22,0.01,2.72
2025-04-18,665.0,4.63,4.61,4.64,4.56,206452.0,94999933.62,1.74,0.0,0.0,1.82
2025-04-21,665.0,4.63,4.7,4.7,4.57,275425.0,128585371.0,2.82,1.95,0.09,2.42
2025-04-22,665.0,4.68,4.64,4.72,4.6,272086.0,126377207.0,2.55,-1.28,-0.06,2.39
2025-04-23,665.0,4.66,4.65,4.71,4.63,292987.0,136720068.45,1.72,0.22,0.01,2.58
2025-04-24,665.0,4.63,4.51,4.64,4.5,332275.0,150863884.93,3.01,-3.01,-0.14,2.92
2025-04-25,665.0,4.51,4.54,4.67,4.5,296037.0,135463425.69,3.77,0.67,0.03,2.6
2025-04-28,665.0,4.55,4.41,4.55,4.4,297010.0,132318217.0,3.3,-2.86,-0.13,2.61
2025-04-29,665.0,4.38,4.48,4.52,4.33,316686.0,141363170.5,4.31,1.59,0.07,2.79
2025-04-30,665.0,4.53,4.93,4.93,4.5,652780.0,309381144.91,9.6,10.04,0.45,5.74
2025-05-06,665.0,5.02,5.03,5.1,4.9,1309785.0,656723912.19,4.06,2.03,0.1,11.52
2025-05-07,665.0,5.08,5.18,5.23,5.0,1246013.0,637450382.72,4.57,2.98,0.15,10.96
2025-05-08,665.0,5.13,5.14,5.28,5.06,973980.0,502675116.87,4.25,-0.77,-0.04,8.57
2025-05-09,665.0,5.12,4.99,5.14,4.98,579719.0,291868401.3,3.11,-2.92,-0.15,5.1
2025-05-12,665.0,5.06,5.0,5.08,4.97,458727.0,229293101.37,2.2,0.2,0.01,4.03
2025-05-13,665.0,5.12,5.12,5.43,5.11,1148178.0,600091853.58,6.4,2.4,0.12,10.1
2025-05-14,665.0,5.12,5.19,5.33,5.01,959711.0,492869498.72,6.25,1.37,0.07,8.44
2025-05-15,665.0,5.14,4.96,5.15,4.96,572823.0,288022905.0,3.66,-4.43,-0.23,5.04
2025-05-16,665.0,4.98,5.04,5.11,4.98,421199.0,212225031.22,2.62,1.61,0.08,3.7
2025-05-19,665.0,5.05,5.08,5.09,5.01,401035.0,202793360.06,1.59,0.79,0.04,3.53
2025-05-20,665.0,5.07,5.18,5.25,5.03,579545.0,297985555.0,4.33,1.97,0.1,5.1
2025-05-21,665.0,5.16,5.11,5.17,5.09,385098.0,197020247.97,1.54,-1.35,-0.07,3.39
2025-05-22,665.0,5.1,4.99,5.11,4.98,376385.0,189031432.0,2.54,-2.35,-0.12,3.31
2025-05-23,665.0,5.01,4.8,5.01,4.8,440074.0,215323099.7,4.21,-3.81,-0.19,3.87
2025-05-26,665.0,4.83,4.99,5.02,4.81,406120.0,200750984.91,4.38,3.96,0.19,3.57
2025-05-27,665.0,4.95,5.02,5.05,4.92,360147.0,179848685.89,2.61,0.6,0.03,3.17
2025-05-28,665.0,5.03,5.0,5.07,4.95,278272.0,139052877.0,2.39,-0.4,-0.02,2.45
2025-05-29,665.0,4.97,5.05,5.06,4.93,331643.0,166845407.1,2.6,1.0,0.05,2.92
2025-05-30,665.0,5.06,4.97,5.1,4.97,294315.0,147681127.94,2.57,-1.58,-0.08,2.59
2025-06-03,665.0,4.93,4.96,5.05,4.91,272857.0,136067457.0,2.82,-0.2,-0.01,2.4
2025-06-04,665.0,4.96,5.0,5.07,4.93,299931.0,149969058.2,2.82,0.81,0.04,2.64
2025-06-05,665.0,5.09,5.5,5.5,5.08,1014885.0,536519035.7,8.4,10.0,0.5,8.93
2025-06-06,665.0,5.6,5.74,6.05,5.56,2544112.0,1482930205.23,8.91,4.36,0.24,22.37
2025-06-09,665.0,5.62,5.77,6.06,5.59,1945054.0,1130096170.51,8.19,0.52,0.03,17.11
2025-06-10,665.0,5.76,5.67,5.79,5.54,1331778.0,752183772.61,4.33,-1.73,-0.1,11.71
2025-06-11,665.0,5.61,5.51,5.72,5.5,924495.0,513011203.38,3.88,-2.82,-0.16,8.13
2025-06-12,665.0,5.48,5.55,5.55,5.42,765716.0,420544410.0,2.36,0.73,0.04,6.73
2025-06-13,665.0,5.59,5.18,5.71,5.16,999495.0,530120618.0,9.91,-6.67,-0.37,8.79
2025-06-16,665.0,5.17,5.28,5.32,5.09,625564.0,329702892.15,4.44,1.93,0.1,5.5
