日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,603325.0,72.2,78.34,79.63,71.71,16557.0,154077530.0,10.96,8.38,6.06,5.91
2025-03-19,603325.0,78.17,76.19,78.26,76.07,9135.0,85492263.0,2.8,-2.74,-2.15,3.26
2025-03-20,603325.0,76.02,75.61,76.64,75.12,4954.0,45716796.0,2.0,-0.76,-0.58,1.77
2025-03-21,603325.0,75.77,74.94,77.0,74.44,5191.0,47831343.0,3.39,-0.89,-0.67,1.85
2025-03-24,603325.0,75.14,76.27,77.92,74.7,7047.0,65679847.0,4.3,1.77,1.33,2.52
2025-03-25,603325.0,76.36,77.09,78.26,76.11,5140.0,48383274.0,2.82,1.08,0.82,1.84
2025-03-26,603325.0,77.25,76.19,77.52,76.11,3257.0,30403502.0,1.83,-1.17,-0.9,1.16
2025-03-27,603325.0,75.5,76.35,76.69,75.03,3406.0,31562536.0,2.18,0.21,0.16,1.22
2025-03-28,603325.0,76.59,78.01,78.31,76.11,5862.0,55290334.0,2.88,2.17,1.66,2.09
2025-03-31,603325.0,78.27,76.57,78.44,73.77,9227.0,85353862.0,5.99,-1.85,-1.44,3.3
2025-04-01,603325.0,76.87,75.44,76.87,74.77,4556.0,41972912.0,2.74,-1.48,-1.13,1.63
2025-04-02,603325.0,74.96,76.55,77.53,74.91,3890.0,36324413.0,3.47,1.47,1.11,1.39
2025-04-03,603325.0,75.86,77.11,77.4,75.46,3836.0,35820906.0,2.53,0.73,0.56,1.37
2025-04-07,603325.0,74.86,70.86,74.86,69.27,13684.0,120173236.0,7.25,-8.11,-6.25,4.89
2025-04-08,603325.0,71.26,70.94,72.8,69.27,7824.0,67782621.0,4.98,0.11,0.08,2.79
2025-04-09,603325.0,70.44,71.61,72.42,67.97,6275.0,54172951.0,6.27,0.94,0.67,2.24
2025-04-10,603325.0,72.27,71.85,74.02,71.77,7050.0,62708977.0,3.14,0.34,0.24,2.52
2025-04-11,603325.0,72.1,70.75,73.17,70.75,6498.0,57064726.0,3.37,-1.53,-1.1,2.32
2025-04-14,603325.0,71.28,72.36,72.61,71.05,4509.0,39512453.0,2.2,2.28,1.61,1.61
2025-04-15,603325.0,72.11,72.11,72.85,71.37,2673.0,23463938.0,2.05,-0.35,-0.25,0.95
2025-04-16,603325.0,71.95,71.67,72.72,70.87,2147.0,18720990.0,2.57,-0.61,-0.44,0.77
2025-04-17,603325.0,70.62,72.51,72.97,70.62,3460.0,30547051.0,3.28,1.17,0.84,1.24
2025-04-18,603325.0,72.61,72.11,73.09,71.44,1920.0,16866442.0,2.28,-0.55,-0.4,0.69
2025-04-21,603325.0,71.32,75.27,75.27,71.32,4541.0,41101307.0,5.48,4.38,3.16,1.62
2025-04-22,603325.0,75.22,77.77,79.42,74.9,8049.0,76036948.0,6.01,3.32,2.5,2.87
2025-04-23,603325.0,77.77,79.11,79.41,77.61,4866.0,46634155.0,2.31,1.72,1.34,1.74
2025-04-24,603325.0,79.36,78.85,80.26,78.42,5506.0,53164881.0,2.33,-0.33,-0.26,1.97
2025-04-25,603325.0,78.7,79.93,80.34,78.44,7256.0,70321836.0,2.41,1.37,1.08,2.59
2025-04-28,603325.0,80.44,75.2,81.52,74.61,13853.0,129386414.0,8.65,-5.92,-4.73,4.95
2025-04-29,603325.0,74.82,74.27,75.52,73.83,7099.0,64555541.0,2.25,-1.24,-0.93,2.54
2025-04-30,603325.0,73.86,73.18,74.67,72.84,7355.0,66086124.0,2.46,-1.47,-1.09,2.63
2025-05-06,603325.0,73.2,74.88,75.13,71.61,7243.0,65204108.0,4.81,2.32,1.7,2.59
2025-05-07,603325.0,75.65,76.17,77.08,74.8,5954.0,55092835.0,3.04,1.72,1.29,2.13
2025-05-08,603325.0,75.48,77.11,78.19,75.48,6929.0,65140830.0,3.56,1.23,0.94,2.48
2025-05-09,603325.0,76.85,76.53,77.82,76.11,3617.0,33852549.0,2.22,-0.75,-0.58,1.29
2025-05-12,603325.0,76.77,76.33,77.77,76.11,3586.0,33540989.0,2.17,-0.26,-0.2,1.28
2025-05-13,603325.0,76.4,75.61,76.7,75.13,3952.0,36495222.0,2.06,-0.94,-0.72,1.41
2025-05-14,603325.0,75.44,75.19,76.02,73.95,3759.0,34324527.0,2.74,-0.56,-0.42,1.34
2025-05-15,603325.0,75.19,74.84,75.76,74.49,3449.0,31597601.0,1.69,-0.47,-0.35,1.23
2025-05-16,603325.0,74.84,74.77,76.09,74.34,4726.0,43192684.0,2.34,-0.09,-0.07,1.69
2025-05-19,603325.0,75.02,75.08,75.52,73.99,3878.0,35340104.0,2.05,0.41,0.31,1.39
2025-05-20,603325.0,75.02,75.62,76.26,74.87,4626.0,42589627.0,1.85,0.72,0.54,1.65
2025-05-21,603325.0,75.48,75.25,75.96,74.72,2825.0,25913684.0,1.64,-0.49,-0.37,1.01
2025-05-22,603325.0,75.25,73.19,75.75,72.7,4398.0,39593842.0,4.05,-2.74,-2.06,1.57
2025-05-23,603325.0,72.96,73.1,74.03,72.84,3724.0,33348503.0,1.63,-0.12,-0.09,1.33
2025-05-26,603325.0,72.9,74.02,74.5,72.62,2770.0,24819432.0,2.57,1.26,0.92,0.99
2025-05-27,603325.0,74.19,72.94,74.52,72.77,2230.0,19883360.0,2.36,-1.46,-1.08,0.8
2025-05-28,603325.0,72.97,72.73,73.77,72.38,2423.0,21607735.0,1.91,-0.29,-0.21,0.87
2025-05-29,603325.0,72.74,73.77,73.82,72.61,2506.0,22483932.0,1.66,1.43,1.04,0.9
2025-05-30,603325.0,73.77,72.9,73.99,72.52,2597.0,23115733.0,1.99,-1.18,-0.87,0.93
2025-06-03,603325.0,72.53,72.99,73.57,72.27,2048.0,18247928.0,1.78,0.12,0.09,0.73
2025-06-04,603325.0,73.07,74.15,74.97,72.61,3163.0,28605402.0,3.23,1.59,1.16,1.13
2025-06-05,603325.0,74.28,75.95,76.22,73.67,4759.0,43574938.0,3.44,2.43,1.8,1.7
2025-06-06,603325.0,75.95,76.37,76.92,75.5,4046.0,37607293.0,1.87,0.55,0.42,1.45
2025-06-09,603325.0,76.76,76.48,77.0,75.28,5480.0,50800129.0,2.25,0.14,0.11,1.96
2025-06-10,603325.0,76.09,74.75,76.69,74.17,3822.0,35070867.0,3.29,-2.26,-1.73,1.37
2025-06-11,603325.0,74.94,74.82,75.84,74.51,2806.0,25724035.0,1.78,0.09,0.07,1.0
2025-06-12,603325.0,74.65,74.62,75.44,74.34,2325.0,21225827.0,1.47,-0.27,-0.2,0.83
2025-06-13,603325.0,74.62,74.68,75.01,73.26,3883.0,35085819.0,2.35,0.08,0.06,1.39
2025-06-16,603325.0,73.99,74.43,75.35,73.82,2975.0,26964364.0,2.05,-0.33,-0.25,1.06
2025-06-17,603325.0,74.77,74.0,74.92,73.35,2800.0,25271823.0,2.11,-0.58,-0.43,1.0
2025-06-18,603325.0,73.96,73.69,74.15,73.02,1949.0,17501496.0,1.53,-0.42,-0.31,0.7
2025-06-19,603325.0,73.6,71.46,73.92,71.31,3897.0,34401243.0,3.54,-3.03,-2.23,1.39
2025-06-20,603325.0,71.69,72.17,72.43,70.86,2097.0,18383266.0,2.2,0.99,0.71,0.75
2025-06-23,603325.0,71.96,73.37,73.38,71.41,2831.0,25146950.0,2.73,1.66,1.2,1.01
2025-06-24,603325.0,73.69,73.91,74.07,72.78,2677.0,24118265.0,1.76,0.74,0.54,0.96
2025-06-25,603325.0,73.77,74.19,74.82,73.27,2627.0,23706186.0,2.1,0.38,0.28,0.94
2025-06-26,603325.0,74.1,73.26,74.52,73.2,2343.0,21099615.0,1.78,-1.25,-0.93,0.84
2025-06-27,603325.0,73.52,73.68,74.08,73.2,2259.0,20278261.0,1.2,0.57,0.42,0.81
2025-06-30,603325.0,73.94,74.02,75.1,73.77,3483.0,31587682.0,1.81,0.46,0.34,1.24
2025-07-01,603325.0,74.02,75.44,75.65,73.82,6080.0,55712136.0,2.47,1.92,1.42,2.17
2025-07-02,603325.0,75.44,75.48,75.52,74.51,3469.0,31717277.0,1.34,0.05,0.04,1.24
2025-07-03,603325.0,75.27,75.4,76.44,75.11,4180.0,38579359.0,1.76,-0.11,-0.08,1.49
2025-07-04,603325.0,74.8,73.69,75.36,73.69,4383.0,39776156.0,2.21,-2.27,-1.71,1.57
2025-07-07,603325.0,73.7,73.57,73.97,72.77,2724.0,24419447.0,1.63,-0.16,-0.12,0.97
2025-07-08,603325.0,73.33,73.77,74.52,73.33,4495.0,40555149.0,1.62,0.27,0.2,1.61
2025-07-09,603325.0,73.73,73.19,74.59,72.99,5069.0,45553332.0,2.17,-0.79,-0.58,1.81
2025-07-10,603325.0,73.58,73.68,74.11,72.9,3877.0,34823670.0,1.65,0.67,0.49,1.36
2025-07-11,603325.0,77.01,81.17,81.17,76.68,23938.0,231639580.0,6.09,10.17,7.49,8.4
2025-07-14,603325.0,82.94,85.27,87.76,82.86,36227.0,374593064.0,6.04,5.05,4.1,12.72
2025-07-15,603325.0,85.59,86.41,87.02,84.01,29164.0,304016751.0,3.53,1.34,1.14,10.24
2025-07-16,603325.0,86.11,86.27,87.29,85.44,16058.0,168721038.0,2.14,-0.16,-0.14,5.64
2025-07-17,603325.0,86.52,85.79,87.36,84.74,15316.0,159846520.0,3.04,-0.56,-0.48,5.38
2025-07-18,603325.0,85.98,87.61,89.11,85.97,18349.0,195419260.0,3.66,2.12,1.82,6.44
2025-07-21,603325.0,88.77,88.19,89.6,86.27,16679.0,179269752.0,3.8,0.66,0.58,5.86
2025-07-22,603325.0,87.94,85.73,88.18,84.94,20022.0,209470112.0,3.67,-2.79,-2.46,7.03
2025-07-23,603325.0,85.39,84.68,86.26,83.9,13803.0,118466178.0,2.75,-1.22,-1.05,4.04
2025-07-24,603325.0,84.49,84.71,85.2,83.4,10513.0,89578244.0,2.13,0.04,0.03,3.08
2025-07-25,603325.0,84.83,84.25,85.1,83.86,9761.0,83047653.0,1.46,-0.54,-0.46,2.86
2025-07-28,603325.0,84.71,84.98,86.05,84.25,15097.0,129186378.0,2.14,0.87,0.73,4.42
2025-07-29,603325.0,84.99,85.4,86.05,84.5,11994.0,103007287.0,1.82,0.49,0.42,3.51
