日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,688186.0,20.71,21.72,22.31,20.55,68381.0,149323264.0,8.47,4.57,0.95,3.19
2025-03-19,688186.0,21.89,21.99,22.14,21.34,41766.0,92701402.0,3.68,1.24,0.27,1.95
2025-03-20,688186.0,22.06,23.34,23.44,21.7,83990.0,196110847.0,7.91,6.14,1.35,3.92
2025-03-21,688186.0,23.24,23.34,24.14,22.94,62855.0,149840559.0,5.14,0.0,0.0,2.93
2025-03-24,688186.0,23.34,22.03,23.39,21.6,70478.0,159237578.0,7.67,-5.61,-1.31,3.29
2025-03-25,688186.0,21.9,22.0,22.48,21.71,49090.0,110566094.0,3.5,-0.14,-0.03,2.29
2025-03-26,688186.0,22.12,22.11,22.33,21.78,25250.0,56548170.0,2.5,0.5,0.11,1.18
2025-03-27,688186.0,22.04,22.21,22.46,21.52,35094.0,78700302.0,4.25,0.45,0.1,1.64
2025-03-28,688186.0,22.12,22.45,22.63,21.94,29688.0,67368758.0,3.11,1.08,0.24,1.39
2025-03-31,688186.0,24.64,24.28,24.64,23.52,126390.0,308335476.0,4.99,8.15,1.83,5.9
2025-04-01,688186.0,24.34,24.6,24.88,23.44,105203.0,258797272.0,5.93,1.32,0.32,4.91
2025-04-02,688186.0,24.74,24.37,24.74,23.84,71297.0,175724900.0,3.66,-0.93,-0.23,3.33
2025-04-03,688186.0,24.36,24.14,24.54,23.72,60364.0,147284814.0,3.36,-0.94,-0.23,2.82
2025-04-07,688186.0,22.64,21.79,23.52,20.9,96560.0,219199374.0,10.85,-9.73,-2.35,4.51
2025-04-08,688186.0,21.94,21.42,22.64,20.63,83904.0,183442296.0,9.22,-1.7,-0.37,3.92
2025-04-09,688186.0,21.01,21.74,22.04,19.49,83826.0,181769630.0,11.9,1.49,0.32,3.91
2025-04-10,688186.0,22.44,23.6,24.26,22.13,101023.0,239542334.0,9.8,8.56,1.86,4.72
2025-04-11,688186.0,23.44,23.63,24.09,23.19,68928.0,165036460.0,3.81,0.13,0.03,3.22
2025-04-14,688186.0,23.9,24.25,25.12,23.9,78438.0,195492850.0,5.16,2.62,0.62,3.66
2025-04-15,688186.0,24.51,24.16,24.51,23.64,41127.0,100370296.0,3.59,-0.37,-0.09,1.92
2025-04-16,688186.0,23.84,24.2,24.3,23.44,56057.0,135744011.0,3.56,0.17,0.04,2.62
2025-04-17,688186.0,24.1,23.86,24.32,23.65,32923.0,80124109.0,2.77,-1.4,-0.34,1.54
2025-04-18,688186.0,23.77,23.89,23.91,23.44,24576.0,59322082.0,1.97,0.13,0.03,1.15
2025-04-21,688186.0,24.05,25.18,25.22,23.56,81834.0,205502246.0,6.95,5.4,1.29,3.82
2025-04-22,688186.0,25.64,24.82,25.64,24.44,61185.0,154000672.0,4.77,-1.43,-0.36,2.86
2025-04-23,688186.0,24.85,25.64,25.77,24.59,69774.0,178452643.0,4.75,3.3,0.82,3.26
2025-04-24,688186.0,25.34,25.38,25.7,25.09,37209.0,95961233.0,2.38,-1.01,-0.26,1.74
2025-04-25,688186.0,25.4,25.32,25.78,25.19,41001.0,105852404.0,2.32,-0.24,-0.06,1.91
2025-04-28,688186.0,25.45,25.06,25.76,24.79,51166.0,131708629.0,3.83,-1.03,-0.26,2.39
2025-04-29,688186.0,24.94,24.47,25.19,24.44,38666.0,96936774.0,2.99,-2.35,-0.59,1.8
2025-04-30,688186.0,24.44,24.19,24.73,23.95,36338.0,89940412.0,3.19,-1.14,-0.28,1.7
2025-05-06,688186.0,24.39,25.03,25.43,24.39,55692.0,140603317.0,4.3,3.47,0.84,2.6
2025-05-07,688186.0,25.25,26.07,26.58,25.24,98590.0,260362040.0,5.35,4.16,1.04,4.6
2025-05-08,688186.0,25.94,26.31,26.44,25.26,70706.0,185754497.0,4.53,0.92,0.24,3.3
2025-05-09,688186.0,26.29,25.52,26.31,25.34,50793.0,131880124.0,3.69,-3.0,-0.79,2.37
2025-05-12,688186.0,25.49,25.97,26.39,25.34,59505.0,156537435.0,4.11,1.76,0.45,2.78
2025-05-13,688186.0,26.04,26.25,27.47,26.04,117215.0,319025951.0,5.51,1.08,0.28,5.47
2025-05-14,688186.0,26.22,26.14,26.39,25.71,48801.0,128817499.0,2.59,-0.42,-0.11,2.28
2025-05-15,688186.0,25.96,25.83,26.1,25.56,37092.0,96843397.0,2.07,-1.19,-0.31,1.73
2025-05-16,688186.0,25.83,26.58,27.08,25.68,80485.0,216185680.0,5.42,2.9,0.75,3.76
2025-05-19,688186.0,26.64,26.47,27.01,25.64,77219.0,205977708.0,5.15,-0.41,-0.11,3.6
2025-05-20,688186.0,26.44,26.37,26.76,26.18,33024.0,88548122.0,2.19,-0.38,-0.1,1.54
2025-05-21,688186.0,26.5,25.83,26.66,25.44,58243.0,152558350.0,4.63,-2.05,-0.54,2.72
