date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-03-18,11.93,12.66,11.62,12.42,5379408.0,65810510.0,62796439.0,0.0856642205460089
2025-03-19,12.03,12.03,10.69,10.81,5729340.0,66079982.0,62796439.0,0.0912367021321065
2025-03-20,10.52,10.9,9.97,9.97,3808909.0,40512381.0,62796439.0,0.0606548565596211
2025-03-21,9.81,10.27,9.66,10.04,2235796.0,22540031.0,62796439.0,0.0356038660090264
2025-03-24,10.02,10.16,9.29,9.87,2102095.0,20875463.0,62796439.0,0.0334747484646382
2025-03-25,9.82,10.52,9.81,10.4,2896027.0,30357479.0,62796439.0,0.046117694667368
2025-03-26,10.37,10.72,10.15,10.49,2289947.0,24278940.0,62796439.0,0.0364661919762679
2025-03-27,10.68,13.64,10.67,13.64,22485243.0,304817796.0,62796439.0,0.3580655743871082
2025-03-28,12.28,12.48,11.4,11.52,18243294.0,220791832.0,62796439.0,0.2905147854004906
2025-03-31,11.5,11.54,10.12,10.35,9850195.0,106851868.0,62796439.0,0.1568591333658267
2025-04-01,10.15,10.87,10.15,10.75,7695272.0,83316537.0,62796439.0,0.122543127007568
2025-04-02,10.73,11.4,10.4,10.86,7990017.0,87756498.0,62796439.0,0.1272367848756519
2025-04-03,10.43,11.44,10.42,11.25,7827160.0,87621439.0,62796439.0,0.1246433734881049
2025-04-07,10.43,10.8,8.2,8.92,6869071.0,66987451.0,62796439.0,0.1093863140870137
2025-04-08,9.12,10.12,9.02,9.94,6250774.0,60529828.0,62796439.0,0.0995402621476673
2025-04-09,9.58,10.76,9.52,10.57,6052323.0,63504668.0,62796439.0,0.0963800351800203
2025-04-10,10.57,11.3,10.42,10.65,5991900.0,66937908.0,62796439.0,0.0954178309378339
2025-04-11,10.35,10.99,10.33,10.79,3857822.0,42208648.0,62796439.0,0.0614337701537502
2025-04-14,10.93,11.26,10.83,11.11,3539991.0,39695665.0,62796439.0,0.0563724799745412
2025-04-15,11.19,11.29,10.82,10.99,2747644.0,30825380.0,62796439.0,0.0437547740565352
2025-04-16,11.01,11.1,10.3,10.44,3057278.0,32973414.0,62796439.0,0.0486855313563242
2025-04-17,10.44,10.7,10.33,10.57,2281888.0,24511992.0,62796439.0,0.0363378566736881
2025-04-18,10.51,10.74,10.42,10.67,2368632.0,25577133.0,62796439.0,0.037719208886988
2025-04-21,10.76,10.94,10.56,10.91,2793135.0,30574300.0,62796439.0,0.0444791941148127
2025-04-22,10.98,11.1,10.47,10.57,2679818.0,29456792.0,62796439.0,0.0426746809639954
2025-04-23,10.72,11.53,10.72,10.88,6283522.0,70654411.0,62796439.0,0.1000617566865535
2025-04-24,10.88,11.5,10.88,11.19,7102470.0,80768042.0,62796439.0,0.1131030694272329
2025-04-25,11.1,11.18,10.68,10.76,4206922.0,46286324.0,62796439.0,0.0669930025809266
2025-04-28,10.62,10.67,9.95,10.06,3242924.0,33812820.0,62796439.0,0.0516418454874487
2025-04-29,10.26,10.89,10.19,10.61,3689178.0,39728762.0,62796439.0,0.0587482038591392
2025-04-30,10.52,10.98,10.52,10.88,3200552.0,35174682.0,62796439.0,0.050967093850656
2025-05-06,11.09,11.89,11.01,11.73,5948760.0,69520340.0,62796439.0,0.0947308493081908
2025-05-07,11.74,12.54,11.41,11.74,6093462.0,74102963.0,62796439.0,0.0970351519454789
2025-05-08,11.85,12.97,11.59,12.6,7345635.0,91708318.0,62796439.0,0.1169753431400783
2025-05-09,12.6,12.6,11.86,12.09,5164574.0,63537310.0,62796439.0,0.0822431029886901
