日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-03-18,688212.0,41.72,41.23,41.83,41.2,13576.0,56313143.0,1.52,-0.77,-0.32,1.01
2025-03-19,688212.0,41.15,41.86,42.72,40.82,23573.0,98781309.0,4.61,1.53,0.63,1.75
2025-03-20,688212.0,42.12,43.36,43.91,41.42,25471.0,110444378.0,5.95,3.58,1.5,1.89
2025-03-21,688212.0,43.8,42.47,43.8,42.11,11313.0,48229932.0,3.9,-2.05,-0.89,0.84
2025-03-24,688212.0,42.34,42.42,42.79,41.58,10588.0,44795569.0,2.85,-0.12,-0.05,0.79
2025-03-25,688212.0,42.38,42.62,43.42,42.02,7361.0,31515231.0,3.3,0.47,0.2,0.55
2025-03-26,688212.0,42.57,43.3,44.24,42.22,14581.0,63401170.0,4.74,1.6,0.68,1.08
2025-03-27,688212.0,43.3,43.67,44.05,42.62,8093.0,35268197.0,3.3,0.85,0.37,0.6
2025-03-28,688212.0,43.43,44.18,45.22,43.37,18280.0,81671574.0,4.24,1.17,0.51,1.36
2025-03-31,688212.0,43.77,42.58,44.42,42.31,19478.0,83951540.0,4.78,-3.62,-1.6,1.45
2025-04-01,688212.0,42.75,43.37,44.18,42.35,18831.0,81979778.0,4.3,1.86,0.79,1.4
2025-04-02,688212.0,42.95,44.48,45.12,42.95,17026.0,75587814.0,5.0,2.56,1.11,1.26
2025-04-03,688212.0,44.46,44.49,44.92,43.72,10259.0,45493475.0,2.7,0.02,0.01,0.76
2025-04-07,688212.0,42.29,40.64,43.9,39.37,18340.0,76808215.0,10.18,-8.65,-3.85,1.36
2025-04-08,688212.0,41.06,40.7,42.01,39.96,12869.0,52579691.0,5.04,0.15,0.06,0.96
2025-04-09,688212.0,40.6,41.11,42.2,39.43,16014.0,65606314.0,6.81,1.01,0.41,1.19
2025-04-10,688212.0,42.22,41.42,43.9,40.72,23897.0,100866582.0,7.74,0.75,0.31,1.77
2025-04-11,688212.0,40.93,41.02,42.26,40.4,16441.0,67776828.0,4.49,-0.97,-0.4,1.22
2025-04-14,688212.0,41.42,41.58,42.1,40.93,13965.0,58026756.0,2.85,1.37,0.56,1.04
2025-04-15,688212.0,41.75,41.06,42.1,40.42,17758.0,73141560.0,4.04,-1.25,-0.52,1.32
2025-04-16,688212.0,40.83,39.42,41.62,38.92,22630.0,89979182.0,6.58,-3.99,-1.64,1.68
