数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2020-09-16,91.8,393.813878429263,5264730000.0,1249151976.0,57350000.0,13607320.0,107.9165221,115.04613819,18.97917851,-10.80384208,115.75675145,24.19769193
2020-09-17,78.01,-15.021786492375,4473873500.0,1061507033.2,57350000.0,13607320.0,91.70553256,97.76415294,16.12816684,-9.18091199,98.3680194,20.56276631
2020-09-18,69.8,-10.524291757467,4003030000.0,949790936.0,57350000.0,13607320.0,82.05417476,87.47516825,14.4307915,-8.21468603,88.01548204,18.39868079
2020-09-21,70.6,1.146131805158,4048910000.0,960676792.0,57350000.0,13607320.0,82.99462375,88.47774898,14.5961874,-8.30883716,89.02425548,18.60955392
2020-09-22,66.4,-5.949008498584,3808040000.0,903526048.0,57350000.0,13607320.0,78.05726653,83.21420017,13.72785897,-7.81454373,83.72819495,17.50246998
2020-09-23,68.21,2.725903614458,3911843500.0,928155297.2,57350000.0,13607320.0,80.18503238,85.48253906,14.10206717,-8.02756066,86.01054484,17.97957044
2020-09-24,68.94,1.070224307286,3953709000.0,938088640.8,57350000.0,13607320.0,81.04319209,86.39739397,14.25299092,-8.11347357,86.9310506,18.17199217
2020-09-25,67.32,-2.349869451697,3860802000.0,916044782.4,57350000.0,13607320.0,79.13878287,84.367168,13.91806424,-7.92281753,84.8882844,17.74497408
2020-09-28,59.95,-10.947712418301,3438132500.0,815758834.0,57350000.0,13607320.0,70.47489651,75.13089308,12.39435459,-7.05545025,75.59495915,15.80230535
2020-09-29,58.4,-2.585487906589,3349240000.0,794667488.0,57350000.0,13607320.0,68.65277659,73.18839292,12.07390006,-6.87303244,73.64046062,15.39373865
2020-09-30,59.57,2.003424657534,3416339500.0,810588052.4,57350000.0,13607320.0,70.02818324,74.65466723,6.67329322,-7.01072846,75.11579177,15.70214061
2020-10-09,61.96,4.012086620782,3553406000.0,843109547.2,57350000.0,13607320.0,72.83777461,77.64987715,6.94103153,-7.29200496,78.1295024,16.33212409
2020-10-12,63.12,1.872175597159,3619932000.0,858894038.4,57350000.0,13607320.0,74.20142565,79.1036192,7.07097983,-7.4285241,79.59222388,16.63789013
2020-10-13,61.72,-2.217997465146,3539642000.0,839843790.4,57350000.0,13607320.0,72.55563991,77.34910293,6.91414567,-7.26375962,77.82687037,16.26886215
2020-10-14,69.96,13.350615683733,4012206000.0,951968107.2,57350000.0,13607320.0,82.24226456,87.6756844,7.83722669,-8.23351626,88.21723673,18.44085542
2020-10-15,67.4,-3.659233847913,3865390000.0,917133368.0,57350000.0,13607320.0,79.23282777,84.46742608,7.55044424,-7.93223264,84.98916174,17.76606139
2020-10-16,65.72,-2.492581602374,3769042000.0,894273070.4,57350000.0,13607320.0,77.25788489,82.36200655,7.36224325,-7.73451527,82.87073753,17.32322781
2020-10-19,63.75,-2.997565429093,3656062500.0,867466650.0,57350000.0,13607320.0,74.94202924,79.89315152,7.1415552,-7.50266811,80.38663295,16.80395273
2020-10-20,67.73,6.243137254902,3884315500.0,921623783.6,57350000.0,13607320.0,79.62076298,84.88099063,7.58741229,-7.97106998,85.40528078,17.85304656
2020-10-21,68.38,0.959692898273,3921593000.0,930468541.6,57350000.0,13607320.0,80.38487779,85.69558747,7.66022815,-8.04756778,86.2249092,18.02438098
2020-10-22,69.6,1.784147411524,3991560000.0,947069472.0,57350000.0,13607320.0,81.81906251,87.22452307,7.79689791,-8.19114825,87.76328868,18.34596251
2020-10-23,71.2,2.298850574713,4083320000.0,968841184.0,57350000.0,13607320.0,83.6999605,89.22968452,7.97613694,-8.37945051,89.78083555,18.76770877
2020-10-26,70.5,-0.983146067416,4043175000.0,959316060.0,57350000.0,13607320.0,82.87706763,88.35242639,7.89771986,-8.29706827,88.8981588,18.58319478
2020-10-27,68.0,-3.54609929078,3899800000.0,925297760.0,57350000.0,13607320.0,78.71229069,85.21936162,7.61765887,-8.00284599,302.62489726,17.78931878
2020-10-28,73.25,7.720588235294,4200887500.0,996736190.0,57350000.0,13607320.0,84.78934255,91.79879763,8.20578695,-8.62071277,325.98931948,19.16275883
2020-10-29,74.91,2.266211604096,4296088500.0,1019324341.2,57350000.0,13607320.0,86.71084847,93.87915263,8.39174745,-8.81607637,333.37692726,19.5970275
2020-10-30,67.5,-9.891870244293,3871125000.0,918494100.0,57350000.0,13607320.0,78.13352385,84.59274867,7.56164668,-7.94400153,300.39971419,17.65851497
2020-11-02,69.61,3.125925925926,3992133500.0,947205545.2,57350000.0,13607320.0,80.57591993,87.23705533,7.79801815,-8.19232514,309.78998674,18.21050706
2020-11-03,69.22,-0.560264329838,3969767000.0,941898690.4,57350000.0,13607320.0,80.12448179,86.74829723,7.75432864,-8.14642646,308.05434395,18.10848009
2020-11-04,67.97,-1.80583646345,3898079500.0,924889540.4,57350000.0,13607320.0,78.67756468,85.18176484,7.61429814,-7.99931532,302.49138628,17.78147055
2020-11-05,70.7,4.016477857878,4054645000.0,962037524.0,57350000.0,13607320.0,81.83763165,88.60307157,7.92012474,-8.32060605,314.64088583,18.49565938
2020-11-06,66.3,-6.223479490806,3802305000.0,902165316.0,57350000.0,13607320.0,76.74448343,83.08887758,7.4272174,-7.80277484,295.05927483,17.34458581
2020-11-09,67.4,1.659125188537,3865390000.0,917133368.0,57350000.0,13607320.0,78.01777048,84.46742608,7.55044424,-7.93223264,299.95467758,17.6323542
2020-11-10,64.4,-4.451038575668,3693340000.0,876311408.0,57350000.0,13607320.0,74.54516942,80.70774836,7.21437105,-7.57916591,286.60357917,16.84753132
2020-11-11,63.59,-1.257763975155,3646886500.0,865289478.8,57350000.0,13607320.0,73.60756713,79.69263537,7.12363129,-7.48383789,282.9987826,16.63562914
2020-11-12,61.1,-3.915710017298,3504085000.0,831407252.0,57350000.0,13607320.0,70.72530825,76.57210287,6.84469055,-7.1907925,271.91737092,15.98422614
2020-11-13,61.88,1.276595744681,3548818000.0,842020961.6,57350000.0,13607320.0,71.62818453,77.54961907,6.93206958,-7.28258985,275.38865651,16.18828009
2020-11-16,64.28,3.87847446671,3686458000.0,874678529.6,57350000.0,13607320.0,74.40626538,80.55736125,7.20092812,-7.56504324,286.06953523,16.8161384
2020-11-17,65.63,2.100186683261,3763880500.0,893048411.6,57350000.0,13607320.0,75.96893586,82.24921622,7.35216106,-7.72392327,292.07752952,17.1693087
2020-11-18,67.51,2.864543653817,3871698500.0,918630173.2,57350000.0,13607320.0,78.14509919,84.60528093,7.56276692,-7.94517842,300.44421785,17.66113104
2020-11-19,65.75,-2.607021182047,3770762500.0,894681290.0,57350000.0,13607320.0,76.1078399,82.39960333,7.36560399,-7.73804594,292.61157346,17.20070162
2020-11-20,63.32,-3.695817490494,3631402000.0,861615502.4,57350000.0,13607320.0,73.29503304,79.35426438,7.09338471,-7.45206188,281.79718374,16.56499508
2020-11-23,63.78,0.726468730259,3657783000.0,867874869.6,57350000.0,13607320.0,73.82749853,79.9307483,7.14491593,-7.50619878,283.84435217,16.68533459
2020-11-24,62.16,-2.539981185325,3564876000.0,845831011.2,57350000.0,13607320.0,71.95229396,77.90052233,6.96343641,-7.31554274,276.63475903,16.26153023
2020-11-25,60.16,-3.217503217503,3450176000.0,818616371.2,57350000.0,13607320.0,69.63722659,75.39407052,6.73938762,-7.08016492,267.73402675,15.73831497
2020-11-26,60.98,1.363031914894,3497203000.0,829774373.6,57350000.0,13607320.0,70.58640421,76.42171576,6.83124762,-7.17666983,271.38332699,15.95283322
