数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2018-01-02,9.83,1.027749229188,14462479538.29,14444222289.12,1471259363.0,1469402064.0,38.06950933,26.71789932,2.46939367,-13.15150009,19.7116396,0.94996715
2018-01-03,9.9,0.712105798576,14565467693.7,14547080433.6,1471259363.0,1469402064.0,38.34060451,26.90815903,2.48697837,-13.24515269,19.85200733,0.95673192
2018-01-04,9.88,-0.20202020202,14536042506.44,14517692392.32,1471259363.0,1469402064.0,38.26314874,26.85379911,2.48195417,-13.21839481,19.81190226,0.95479913
2018-01-05,9.83,-0.506072874494,14462479538.29,14444222289.12,1471259363.0,1469402064.0,38.06950933,26.71789932,2.46939367,-13.15150009,19.7116396,0.94996715
2018-01-08,9.73,-1.017293997965,14315353601.99,14297282082.72,1471259363.0,1469402064.0,37.68223049,26.44609973,2.44427268,-13.01771067,19.51111427,0.94030319
2018-01-09,9.68,-0.513874614594,14241790633.84,14223811979.52,1471259363.0,1469402064.0,37.48859108,26.31019994,2.43171218,-12.95081596,19.41085161,0.93547121
2018-01-10,10.28,6.198347107438,15124546251.64,15105453217.92,1471259363.0,1469402064.0,39.81226408,27.94099746,2.58243814,-13.75355249,20.61400357,0.99345496
2018-01-11,11.31,10.019455252918,16639943395.53,16618937343.84,1471259363.0,1469402064.0,43.80123606,30.74053319,2.84118438,-15.13158353,22.67941443,1.09299374
2018-01-12,11.2,-0.972590627763,16478104865.6,16457303116.8,1471259363.0,1469402064.0,43.37522935,30.44155365,2.81355129,-14.98441516,22.45883657,1.08236338
2018-01-15,11.73,4.732142857143,17257872327.99,17236086210.72,1471259363.0,1469402064.0,45.42780716,31.88209146,2.94669255,-15.6934991,23.5216208,1.13358236
2018-01-16,11.09,-5.456095481671,16316266335.67,16295668889.76,1471259363.0,1469402064.0,42.94922263,30.1425741,2.78591819,-14.8372468,22.23825871,1.07173303
2018-01-17,9.98,-10.009017132552,14683168442.74,14664632598.72,1471259363.0,1469402064.0,38.65042758,27.1255987,2.50707516,-13.35218423,20.01242759,0.96446308
2018-01-18,9.82,-1.603206412826,14447766944.66,14429528268.48,1471259363.0,1469402064.0,38.03078144,26.69071936,2.46688157,-13.13812115,19.69158706,0.94900075
2018-01-19,9.85,0.30549898167,14491904725.55,14473610330.4,1471259363.0,1469402064.0,38.14696509,26.77225924,2.47441787,-13.17825798,19.75174466,0.95189994
2018-01-22,9.71,-1.421319796954,14285928414.73,14267894041.44,1471259363.0,1469402064.0,37.60477473,26.39173982,2.43924848,-12.99095279,19.47100921,0.9383704
2018-01-23,9.6,-1.132852729145,14124089884.8,14106259814.4,1471259363.0,1469402064.0,37.17876801,26.09276027,2.41161539,-12.84378443,19.25043135,0.92774004
2018-01-24,9.83,2.395833333333,14462479538.29,14444222289.12,1471259363.0,1469402064.0,38.06950933,26.71789932,2.46939367,-13.15150009,19.7116396,0.94996715
2018-01-25,9.76,-0.712105798576,14359491382.88,14341364144.64,1471259363.0,1469402064.0,37.79841414,26.52763961,2.45180898,-13.0578475,19.57127187,0.94320237
2018-01-26,9.87,1.127049180328,14521329912.81,14502998371.68,1471259363.0,1469402064.0,38.22442086,26.82661915,2.47944207,-13.20501586,19.79184973,0.95383273
2018-01-29,9.65,-2.228976697062,14197652852.95,14179729917.6,1471259363.0,1469402064.0,37.37240743,26.22866006,2.42417588,-12.91067914,19.35069401,0.93257202
2018-01-30,9.29,-3.730569948187,13667999482.27,13650745174.56,1471259363.0,1469402064.0,35.97820363,25.25018155,2.33374031,-12.42903722,18.62880283,0.89778177
2018-01-31,8.93,-3.875134553283,13138346111.59,13121760431.52,1471259363.0,1469402064.0,34.58399983,24.27170304,2.24330473,-11.9473953,17.90691166,0.86299152
2018-02-01,8.28,-7.278835386338,12182027525.64,12166649089.92,1471259363.0,1469402064.0,32.06668741,22.50500573,2.08001827,-11.07776407,16.60349704,0.80017579
2018-02-02,8.38,1.207729468599,12329153461.94,12313589296.32,1471259363.0,1469402064.0,32.45396624,22.77680532,2.10513927,-11.21155349,16.80402236,0.80983974
2018-02-05,8.26,-1.431980906921,12152602338.38,12137261048.64,1471259363.0,1469402064.0,31.98923164,22.45064582,2.07499407,-11.05100618,16.56339197,0.79824299
2018-02-06,7.74,-6.295399515738,11387547469.62,11373171975.36,1471259363.0,1469402064.0,29.97538171,21.03728797,1.94436491,-10.35530119,15.52066027,0.74799041
2018-02-07,7.88,1.808785529716,11593523780.44,11578888264.32,1471259363.0,1469402064.0,30.51757208,21.41780739,1.9795343,-10.54260638,15.80139573,0.76151995
2018-02-08,8.13,3.172588832487,11961338621.19,11946238780.32,1471259363.0,1469402064.0,31.48576916,22.09730635,2.04233678,-10.87707994,16.30270905,0.78567985
2018-02-09,7.81,-3.936039360394,11490535625.03,11476030119.84,1471259363.0,1469402064.0,30.24647689,21.22754768,1.9619496,-10.44895379,15.661028,0.75475518
2018-02-12,8.03,2.816901408451,11814212684.89,11799298573.92,1471259363.0,1469402064.0,31.09849033,21.82550677,2.01721579,-10.74329051,16.10218372,0.77601589
2018-02-13,8.1,0.871731008717,11917200840.3,11902156718.4,1471259363.0,1469402064.0,31.36958551,22.01576648,2.03480048,-10.83694311,16.24255145,0.78278066
2018-02-14,8.13,0.37037037037,11961338621.19,11946238780.32,1471259363.0,1469402064.0,31.48576916,22.09730635,2.04233678,-10.87707994,16.30270905,0.78567985
2018-02-22,8.31,2.214022140221,12226165306.53,12210731151.84,1471259363.0,1469402064.0,32.18287106,22.58654561,2.08755457,-11.11790089,16.66365463,0.80307497
2018-02-23,8.25,-0.72202166065,12137889744.75,12122567028.0,1471259363.0,1469402064.0,31.95050376,22.42346586,2.07248197,-11.03762724,16.54333944,0.7972766
2018-02-26,8.5,3.030303030303,12505704585.5,12489917544.0,1471259363.0,1469402064.0,32.91870084,23.10296482,2.13528446,-11.37210079,17.04465275,0.82143649
2018-02-27,8.56,0.705882352941,12593980147.28,12578081667.84,1471259363.0,1469402064.0,33.15106814,23.26604458,2.15035705,-11.45237445,17.16496795,0.82723487
2018-02-28,8.69,1.518691588785,12785243864.47,12769103936.16,1471259363.0,1469402064.0,33.65453063,23.61938404,2.18301435,-11.62630069,17.42565087,0.83979802
2018-03-01,8.95,2.991944764097,13167771298.85,13151148472.8,1471259363.0,1469402064.0,34.66145559,24.32606296,2.24832893,-11.97415319,17.94701672,0.86492431
2018-03-02,8.75,-2.234636871508,12873519426.25,12857268060.0,1471259363.0,1469402064.0,33.88689793,23.78246379,2.19808694,-11.70657435,17.54596607,0.84559639
2018-03-05,8.93,2.057142857143,13138346111.59,13121760431.52,1471259363.0,1469402064.0,34.58399983,24.27170304,2.24330473,-11.9473953,17.90691166,0.86299152
2018-03-06,8.96,0.3359462486,13182483892.48,13165842493.44,1471259363.0,1469402064.0,34.70018348,24.35324292,2.25084103,-11.98753213,17.96706926,0.8658907
2018-03-07,8.77,-2.120535714286,12902944613.51,12886656101.28,1471259363.0,1469402064.0,33.96435369,23.83682371,2.20311114,-11.73333223,17.58607114,0.84752918
2018-03-08,8.87,1.140250855188,13050070549.81,13033596307.68,1471259363.0,1469402064.0,34.35163253,24.10862329,2.22823213,-11.86712165,17.78659646,0.85719314
2018-03-09,9.09,2.480270574972,13373747609.67,13356864761.76,1471259363.0,1469402064.0,35.20364596,24.70658238,2.28349832,-12.16145838,18.22775218,0.87845385
2018-03-12,9.12,0.3300330033,13417885390.56,13400946823.68,1471259363.0,1469402064.0,35.31982961,24.78812226,2.29103462,-12.2015952,18.28790978,0.88135304
2018-03-13,9.06,-0.657894736842,13329609828.78,13312782699.84,1471259363.0,1469402064.0,35.08746231,24.62504251,2.27596202,-12.12132155,18.16759458,0.87555466
2018-03-14,8.79,-2.980132450331,12932369800.77,12916044142.56,1471259363.0,1469402064.0,34.04180946,23.89118362,2.20813534,-11.76009012,17.6261762,0.84946197
2018-03-15,8.83,0.455062571104,12991220175.29,12974820225.12,1471259363.0,1469402064.0,34.19672099,23.99990346,2.21818374,-11.81360588,17.70638633,0.85332756
2018-03-16,8.81,-0.226500566251,12961794988.03,12945432183.84,1471259363.0,1469402064.0,34.11926523,23.94554354,2.21315954,-11.786848,17.66628127,0.85139477
2018-03-19,8.83,0.227014755959,12991220175.29,12974820225.12,1471259363.0,1469402064.0,34.19672099,23.99990346,2.21818374,-11.81360588,17.70638633,0.85332756
2018-03-20,8.71,-1.359003397508,12814669051.73,12798491977.44,1471259363.0,1469402064.0,23.67374475,23.67374395,2.18803854,-11.65305858,17.46575594,0.90182046
2018-03-21,8.78,0.803673938002,12917657207.14,12901350121.92,1471259363.0,1469402064.0,23.86400446,23.86400366,2.20562324,-11.74671117,17.60612367,0.90906815
2018-03-22,8.9,1.366742596811,13094208330.7,13077678369.6,1471259363.0,1469402064.0,24.19016398,24.19016317,2.23576843,-11.90725848,17.84675406,0.92149278
2018-03-23,8.02,-9.887640449438,11799500091.26,11784604553.28,1471259363.0,1469402064.0,21.79832754,21.79832681,2.01470369,-10.72991157,16.08213119,0.83037888
2018-03-26,8.13,1.371571072319,11961338621.19,11946238780.32,1471259363.0,1469402064.0,22.09730709,22.09730635,2.04233678,-10.87707994,16.30270905,0.84176812
2018-03-27,8.47,4.182041820418,12461566804.61,12445835482.08,1471259363.0,1469402064.0,23.02142572,23.02142495,2.12774816,-11.33196397,16.98449516,0.87697122
2018-03-28,8.37,-1.180637544274,12314440868.31,12298895275.68,1471259363.0,1469402064.0,22.74962612,22.74962536,2.10262717,-11.19817455,16.78396983,0.86661736
2018-03-29,8.46,1.075268817204,12446854210.98,12431141461.44,1471259363.0,1469402064.0,22.99424576,22.99424499,2.12523606,-11.31858503,16.96444262,0.87593583
2018-03-30,8.74,3.309692671395,12858806832.62,12842574039.36,1471259363.0,1469402064.0,23.75528462,23.75528383,2.19557484,-11.6931954,17.52591354,0.90492661
2018-04-02,8.94,2.288329519451,13153058705.22,13136454452.16,1471259363.0,1469402064.0,24.29888381,24.298883,2.24840452,-11.96077425,17.92696419,0.92563432
2018-04-03,8.78,-1.78970917226,12917657207.14,12901350121.92,1471259363.0,1469402064.0,23.86400446,23.86400366,2.20816462,-11.74671117,17.60612367,0.90906815
2018-04-04,8.48,-3.416856492027,12476279398.24,12460529502.72,1471259363.0,1469402064.0,23.04860568,23.04860491,2.13271481,-11.34534291,17.00454769,0.8780066
2018-04-09,8.44,-0.471698113208,12417429023.72,12401753420.16,1471259363.0,1469402064.0,22.93988584,22.93988507,2.12265483,-11.29182714,16.92433756,0.87386506
2018-04-10,8.56,1.421800947867,12593980147.28,12578081667.84,1471259363.0,1469402064.0,23.26604535,23.26604458,2.15283476,-11.45237445,17.16496795,0.88628968
2018-04-11,8.77,2.453271028037,12902944613.51,12886656101.28,1471259363.0,1469402064.0,23.8368245,23.83682371,2.20564963,-11.73333223,17.58607114,0.90803277
2018-04-12,8.75,-0.228050171038,12873519426.25,12857268060.0,1471259363.0,1469402064.0,23.78246379,23.78246379,2.20061964,-11.70657435,17.88802405,0.905962
2018-04-13,8.77,0.228571428571,12902944613.51,12886656101.28,1471259363.0,1469402064.0,23.83682371,23.83682371,2.20564963,-11.73333223,17.92891097,0.90803277
2018-04-16,8.91,1.596351197263,13108920924.33,13092372390.24,1471259363.0,1469402064.0,24.21734313,24.21734313,2.24085954,-11.92063742,18.21511935,0.92252816
2018-04-17,8.55,-4.040404040404,12579267553.65,12563387647.2,1471259363.0,1469402064.0,23.23886462,23.23886462,2.15031976,-11.4389955,17.47915493,0.8852543
2018-04-18,9.41,10.058479532164,13844550605.83,13827073422.24,1471259363.0,1469402064.0,25.57634106,25.57634106,2.36660924,-12.58958453,19.23729215,0.97429742
2018-04-19,9.54,1.381509032944,14035814323.02,14018095690.56,1471259363.0,1469402064.0,25.92968052,25.92968052,2.39930416,-12.76351077,19.50305708,0.98775743
2018-04-20,9.67,1.362683438155,14227078040.21,14209117958.88,1471259363.0,1469402064.0,26.28301998,26.28301998,2.43199908,-12.93743702,19.76882201,1.00121744
2018-04-23,9.25,-4.343329886246,13609149107.75,13591969092.0,1471259363.0,1469402064.0,25.14146172,25.14146172,2.32636934,-12.37552145,18.91019686,0.95773126
