数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2024-04-08,10.2,64.516129032258,919836000.0,242513160.0,90180000.0,23775800.0,19.54396905,19.54396905,2.59042575,-1.39895168,14.29403162,2.09795101
2024-04-09,9.07,-11.078431372549,817932600.0,215646506.0,90180000.0,23775800.0,17.37880385,17.37880385,2.30344721,-1.24396978,12.71047714,1.86553095
2024-04-10,9.37,3.307607497244,844986600.0,222779246.0,90180000.0,23775800.0,17.95362647,17.95362647,2.3796362,-1.28511542,13.13088983,1.92723539
2024-04-11,8.96,-4.375667022412,808012800.0,213031168.0,90180000.0,23775800.0,17.16803555,17.16803555,2.27551124,-1.22888305,12.55632582,1.84290598
2024-04-12,9.01,0.558035714286,812521800.0,214219958.0,90180000.0,23775800.0,17.26383932,17.26383932,2.28820941,-1.23574065,12.6263946,1.85319006
2024-04-15,8.73,-3.107658157603,787271400.0,207562734.0,90180000.0,23775800.0,16.72733821,16.72733821,2.21709968,-1.19733806,12.23400942,1.79559925
2024-04-16,7.89,-9.621993127148,711520200.0,187591062.0,90180000.0,23775800.0,15.11783488,15.11783488,2.0037705,-1.08213027,11.05685387,1.62282681
2024-04-17,8.24,4.435994930292,743083200.0,195912592.0,90180000.0,23775800.0,15.78846127,15.78846127,2.09265766,-1.13013352,11.54733535,1.69481533
2024-04-18,7.92,-3.883495145631,714225600.0,188304336.0,90180000.0,23775800.0,15.17531714,15.17531714,2.0113894,-1.08624484,11.09889514,1.62899725
2024-04-19,8.42,6.313131313131,759315600.0,200192236.0,90180000.0,23775800.0,16.13335484,16.13335484,2.13837106,-1.1548209,11.79958297,1.73183799
2024-04-22,8.07,-4.1567695962,727752600.0,191870706.0,90180000.0,23775800.0,15.46272845,15.46272845,2.0494839,-1.10681766,11.30910149,1.65984948
2024-04-23,8.24,2.106567534077,743083200.0,195912592.0,90180000.0,23775800.0,15.78846127,15.78846127,2.09265766,-1.13013352,11.54733535,1.69481533
2024-04-24,8.25,0.121359223301,743985000.0,196150350.0,90180000.0,23775800.0,15.80762202,15.80762202,2.0951973,-1.13150504,11.56134911,1.69687214
2024-04-25,8.03,-2.666666666667,724145400.0,190919674.0,90180000.0,23775800.0,14.68065757,15.38608543,2.03932537,-1.10133157,56.37992393,1.5748146
2024-04-26,8.13,1.245330012453,733163400.0,193297254.0,90180000.0,23775800.0,14.86348021,15.57769297,2.0647217,-1.11504678,57.08204005,1.59442624
2024-04-29,8.15,0.246002460025,734967000.0,193772770.0,90180000.0,23775800.0,14.90004473,15.61601448,2.06980096,-1.11778983,57.22246327,1.59834857
2024-04-30,8.22,0.858895705521,741279600.0,195437076.0,90180000.0,23775800.0,15.02802058,15.75013976,2.0875784,-1.12739047,57.71394455,1.61207671
2024-05-06,8.32,1.216545012165,750297600.0,197814656.0,90180000.0,23775800.0,15.21084321,15.9417473,2.11297473,-1.14110569,58.41606066,1.63168835
2024-05-07,8.19,-1.5625,769286700.0,194723802.0,93930000.0,23775800.0,15.59581076,16.34521312,2.16645149,-1.16998565,59.89449858,1.67298436
2024-05-08,8.48,3.540903540904,796526400.0,201618784.0,93930000.0,23775800.0,16.14804337,16.92398135,2.24316345,-1.21141372,62.015305,1.73222312
2024-05-09,8.8,3.77358490566,826584000.0,209227040.0,93930000.0,23775800.0,16.7574035,17.56262215,2.32781113,-1.25712744,64.35550518,1.79759003
2024-05-10,8.79,-0.113636363636,825644700.0,208989282.0,93930000.0,23775800.0,16.73836099,17.54266463,2.32516589,-1.25569889,64.28237393,1.79554732
2024-05-13,8.43,-4.095563139932,791829900.0,200429994.0,93930000.0,23775800.0,16.05283085,16.82419372,2.22993725,-1.20427095,61.64964872,1.72200954
2024-05-14,8.24,-2.253855278766,773983200.0,195912592.0,93930000.0,23775800.0,15.69102328,16.44500074,2.17967769,-1.17712842,60.26015485,1.68319794
2024-05-15,8.08,-1.941747572816,758954400.0,192108464.0,93930000.0,23775800.0,15.38634321,16.12568034,2.13735385,-1.15427156,59.09005476,1.65051448
2024-05-16,8.08,0.0,758954400.0,192108464.0,93930000.0,23775800.0,15.38634321,16.12568034,2.13735385,-1.15427156,59.09005476,1.65051448
2024-05-17,8.2,1.485148514851,770226000.0,194961560.0,93930000.0,23775800.0,15.61485326,16.36517064,2.16909673,-1.17141421,59.96762983,1.67502707
2024-05-20,8.33,1.585365853659,782436900.0,198052414.0,93930000.0,23775800.0,15.86240581,16.62461847,2.20348485,-1.18998541,60.91833616,1.70158238
2024-05-21,8.22,-1.320528211285,772104600.0,195437076.0,93930000.0,23775800.0,15.65293827,16.40508569,2.17438721,-1.17427132,60.11389234,1.67911251
2024-05-22,8.3,0.973236009732,779619000.0,197339140.0,93930000.0,23775800.0,15.8052783,16.56474589,2.19554913,-1.18569975,60.69894239,1.69545423
2024-05-23,8.94,7.710843373494,839734200.0,212555652.0,93930000.0,23775800.0,17.02399855,17.8420275,2.36484449,-1.2771272,65.37934277,1.82618805
2024-05-24,9.67,8.165548098434,908303100.0,229911986.0,93930000.0,23775800.0,18.41410134,19.29892684,2.557947,-1.38141163,70.71792445,1.97530632
2024-05-27,9.5,-1.758014477766,892335000.0,225870100.0,93930000.0,23775800.0,18.09037878,18.95964891,2.51297792,-1.35712622,69.4746931,1.94058015
