数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2018-01-02,23.93,0.377516778523,8086937749.86,4511496457.35,337941402.0,188528895.0,74.10027651,83.24892954,6.6722358,10.36989971,76.31113093,19.56561744
2018-01-03,24.45,2.17300459674,8262667278.9,4609531482.75,337941402.0,188528895.0,75.71047893,85.0579326,6.81722379,10.59523811,77.96937531,19.99077921
2018-01-04,24.43,-0.081799591002,8255908450.86,4605760904.85,337941402.0,188528895.0,75.64854807,84.98835556,6.81164733,10.58657125,77.90559668,19.97442683
2018-01-05,24.41,-0.081866557511,8249149622.82,4601990326.95,337941402.0,188528895.0,75.5866172,84.91877852,6.80607086,10.57790439,77.84181805,19.95807445
2018-01-08,24.92,2.089307660795,8421499737.84,4819688609.4,337941402.0,193406445.0,77.16585419,86.69299306,6.94827062,10.79890935,79.46817312,20.37506003
2018-01-09,24.65,-1.083467094703,8330255559.3,4767468869.25,337941402.0,193406445.0,76.32978755,85.75370301,6.8729884,10.68190672,78.60716161,20.15430296
2018-01-10,24.06,-2.393509127789,8130870132.12,4880639017.62,337941402.0,202852827.0,74.50282712,83.7011803,6.70848279,10.42623431,76.72569202,19.67190788
2018-01-11,25.06,4.156275976725,8468811534.12,5083491844.62,337941402.0,202852827.0,77.59937022,87.18003235,6.98730585,10.85957738,79.91462353,20.48952666
2018-01-12,24.55,-2.035115722267,8296461419.1,4980036902.85,337941402.0,202852827.0,76.02013324,85.40581781,6.84510609,10.63857242,78.28826846,20.07254108
2018-01-15,23.58,-3.951120162933,7968658259.16,4783269660.66,337941402.0,202852827.0,73.01648643,82.03133132,6.57464773,10.21822964,75.1950049,19.27945087
2018-01-16,23.84,1.102629346904,8056523023.68,4836011395.68,337941402.0,202852827.0,73.82158763,82.93583285,6.64714172,10.33089884,76.02412709,19.49203175
2018-01-17,25.19,5.662751677852,8512743916.38,5109862712.13,337941402.0,202852827.0,78.00192083,87.63228312,7.02355285,10.91591198,80.32918463,20.5958171
2018-01-18,25.07,-0.476379515681,8472190948.14,5085520372.89,337941402.0,202852827.0,77.63033565,87.21482087,6.99009408,10.86391081,79.94651285,20.49770285
2018-01-19,25.31,0.957319505385,8553296884.62,5134205051.37,337941402.0,202852827.0,78.373506,88.04974536,7.05701162,10.96791315,80.71185641,20.69393136
2018-01-22,26.5,4.701698933228,8955447153.0,5375599915.5,337941402.0,202852827.0,82.05839229,92.1895793,7.38881106,11.48359141,84.5066849,21.66689771
2018-01-23,26.63,0.490566037736,8999379535.26,5401970783.01,337941402.0,202852827.0,82.4609429,92.64183007,7.42505805,11.53992601,84.92124599,21.77318815
2018-01-24,27.57,3.529853548629,9317044453.14,5592652440.39,337941402.0,202852827.0,85.37169342,95.911951,7.68715173,11.94726849,87.91884161,22.5417498
2018-01-25,27.0,-2.067464635473,9124417854.0,5477026329.0,337941402.0,202852827.0,83.60666385,93.92900533,7.52822259,11.70026294,86.10115065,22.0757071
2018-01-26,26.84,-0.592592592593,9070347229.68,5444569876.68,337941402.0,202852827.0,83.11121695,93.372389,7.4836109,11.63092805,85.59092161,21.94488809
