数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2022-09-23,9.77,39.571428571429,877346000.0,312809021.0,89800000.0,32017300.0,18.38030363,20.47699699,3.62888005,-0.8231353,39.97389044,1.65530927
2022-09-26,8.35,-14.53428863869,749830000.0,267344455.0,89800000.0,32017300.0,15.70885724,17.50081114,3.10144815,-0.70349844,34.16396982,1.41472184
2022-09-27,9.0,7.784431137725,808200000.0,288155700.0,89800000.0,32017300.0,16.93170242,18.86314973,3.34287824,-0.75826179,36.82344053,1.52484989
2022-09-28,8.4,-6.666666666667,754320000.0,268945320.0,89800000.0,32017300.0,15.80292226,17.60560642,3.12001969,-0.70771101,34.36854449,1.42319323
2022-09-29,8.43,0.357142857143,757014000.0,269905839.0,89800000.0,32017300.0,15.85936127,17.66848358,3.13116262,-0.71023855,34.49128929,1.42827606
2022-09-30,7.39,-12.336892052195,663622000.0,236607847.0,89800000.0,32017300.0,13.90280899,15.48874183,1.99679809,-0.62261718,30.23613617,1.25207119
2022-10-10,6.95,-5.95399188092,624110000.0,222520235.0,89800000.0,32017300.0,13.07503687,14.5665434,1.8779089,-0.58554661,28.43587907,1.17752297
2022-10-11,7.05,1.438848920863,633090000.0,225721965.0,89800000.0,32017300.0,13.26316689,14.77613396,1.90492917,-0.59397174,28.84502841,1.19446575
2022-10-12,7.29,3.404255319149,654642000.0,233406117.0,89800000.0,32017300.0,13.71467896,15.27915128,1.96977782,-0.61419205,29.82698683,1.23512841
2022-10-13,7.95,9.053497942387,713910000.0,254537535.0,89800000.0,32017300.0,14.95633714,16.66244893,2.14811162,-0.66979792,32.52737247,1.34695074
2022-10-14,7.85,-1.25786163522,704930000.0,251335805.0,89800000.0,32017300.0,14.76820711,16.45285838,2.12109134,-0.66137279,32.11822313,1.33000796
2022-10-17,8.27,5.350318471338,742646000.0,264783071.0,89800000.0,32017300.0,15.55835322,17.3331387,2.23457649,-0.69675834,33.83665035,1.40116762
2022-10-18,8.75,5.804111245466,785750000.0,280151375.0,89800000.0,32017300.0,16.46137735,18.33917335,2.36427379,-0.73719897,35.80056718,1.48249295
2022-10-19,8.38,-4.228571428571,752524000.0,268304974.0,89800000.0,32017300.0,15.76529625,17.56368831,2.26429879,-0.70602598,34.28671463,1.41980467
2022-10-20,8.35,-0.35799522673,749830000.0,267344455.0,89800000.0,32017300.0,15.70885724,17.50081114,2.2561927,-0.70349844,34.16396982,1.41472184
2022-10-21,8.15,-2.395209580838,731870000.0,260940995.0,89800000.0,32017300.0,15.33259719,17.08163003,2.20215216,-0.68664818,33.34567115,1.38083629
2022-10-24,7.94,-2.576687116564,713012000.0,254217362.0,89800000.0,32017300.0,14.93752413,16.64148987,2.14540959,-0.6689554,32.48645753,1.34525646
2022-10-25,7.65,-3.652392947103,686970000.0,244932345.0,89800000.0,32017300.0,14.39194706,16.03367727,2.0670508,-0.64452252,31.29992445,1.29612241
2022-10-26,7.89,3.137254901961,708522000.0,252616497.0,89800000.0,32017300.0,14.84345912,16.5366946,2.13189945,-0.66474284,32.28188286,1.33678507
2022-10-27,8.15,3.295310519645,731870000.0,260940995.0,89800000.0,32017300.0,15.33259719,17.08163003,2.20215216,-0.68664818,33.34567115,1.38083629
2022-10-28,7.93,-2.699386503067,731106350.0,253857539.0,92195000.0,32012300.0,16.79238041,17.06380667,2.19985438,-0.68593172,-119.83906489,1.40381198
2022-10-31,8.36,5.422446406053,770750200.0,267622828.0,92195000.0,32012300.0,17.70293824,17.98908244,2.31914031,-0.72312599,-126.33727396,1.47993293
2022-11-01,8.06,-3.588516746411,743091700.0,258019138.0,92195000.0,32012300.0,17.06766534,17.3435412,2.23591757,-0.6971765,-121.80363973,1.42682529
2022-11-02,8.36,3.722084367246,770750200.0,267622828.0,92195000.0,32012300.0,17.70293824,17.98908244,2.31914031,-0.72312599,-126.33727396,1.47993293
2022-11-03,8.0,-4.306220095694,737560000.0,256098400.0,92195000.0,32012300.0,16.94061076,17.21443296,2.21927302,-0.6919866,-120.89691288,1.41620377
2022-11-04,7.95,-0.625,732950250.0,254497785.0,92195000.0,32012300.0,16.83473194,17.10684275,2.20540257,-0.68766168,-120.14130718,1.40735249
2022-11-07,7.81,-1.761006289308,720042950.0,250016063.0,92195000.0,32012300.0,16.53827125,16.80559017,2.16656529,-0.67555192,-118.0256112,1.38256893
2022-11-08,7.9,1.152368758003,728340500.0,252897170.0,92195000.0,32012300.0,16.72885312,16.99925254,2.19153211,-0.68333677,-119.38570147,1.39850122
2022-11-09,7.69,-2.658227848101,708979550.0,246174587.0,92195000.0,32012300.0,16.28416209,16.54737368,2.13327619,-0.66517212,-116.21215751,1.36132587
2022-11-10,7.52,-2.21066319896,693306400.0,240732496.0,92195000.0,32012300.0,15.92417411,16.18156698,2.08611664,-0.6504674,-113.64309811,1.33123154
2022-11-11,7.52,0.0,693306400.0,240732496.0,92195000.0,32012300.0,15.92417411,16.18156698,2.08611664,-0.6504674,-113.64309811,1.33123154
2022-11-14,7.52,0.0,693306400.0,240732496.0,92195000.0,32012300.0,15.92417411,16.18156698,2.08611664,-0.6504674,-113.64309811,1.33123154
2022-11-15,7.66,1.86170212766,706213700.0,245214218.0,92195000.0,32012300.0,16.2206348,16.48281956,2.12495392,-0.66257717,-115.75879408,1.35601511
2022-11-16,7.54,-1.566579634465,695150300.0,241372742.0,92195000.0,32012300.0,15.96652564,16.22460306,2.09166482,-0.65219737,-113.94534039,1.33477205
2022-11-17,8.15,8.090185676393,751389250.0,260900245.0,92195000.0,32012300.0,17.25824721,17.53720357,2.26088439,-0.70496135,-123.16373,1.44275759
2022-11-18,7.88,-3.312883435583,726496600.0,252256924.0,92195000.0,32012300.0,16.6865016,16.95621646,2.18598393,-0.6816068,-119.08345919,1.39496071
2022-11-21,8.11,2.918781725888,747701450.0,259619753.0,92195000.0,32012300.0,17.17354416,17.45113141,2.24978803,-0.70150141,-122.55924543,1.43567657
2022-11-22,7.76,-4.315659679408,715433200.0,248415448.0,92195000.0,32012300.0,16.43239244,16.69799997,2.15269483,-0.671227,-117.27000549,1.37371765
2022-11-23,7.65,-1.417525773196,705291750.0,244894095.0,92195000.0,32012300.0,16.19945904,16.46130151,2.12217983,-0.66171218,-115.60767294,1.35424485
2022-11-24,7.57,-1.045751633987,697916150.0,242333111.0,92195000.0,32012300.0,16.03005293,16.28915719,2.0999871,-0.65479232,-114.39870381,1.34008281
2022-11-25,7.46,-1.453104359313,687774700.0,238811758.0,92195000.0,32012300.0,15.79711953,16.05245873,2.06947209,-0.6452775,-112.73637126,1.32061001
2022-11-28,7.24,-2.949061662198,667491800.0,231769052.0,92195000.0,32012300.0,15.33125274,15.57906183,2.00844209,-0.62624787,-109.41170616,1.28166441
