数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2018-04-27,21.17,44.013605442177,1385322460.0,349305000.0,65438000.0,16500000.0,31.42656687,31.11782518,8.10421864,-1.52758758,41.48859825,3.5981024
2018-05-02,23.29,10.014170996693,1524051020.0,384285000.0,65438000.0,16500000.0,34.57367701,34.2340174,8.91578895,-1.68056281,45.64333742,3.95842253
2018-05-03,25.62,10.004293688278,1676521560.0,422730000.0,65438000.0,16500000.0,38.0325292,37.65888904,9.80775066,-1.84869125,50.20963094,4.35443475
2018-05-04,28.18,9.992193598751,1844042840.0,464970000.0,65438000.0,16500000.0,41.83281314,41.42183814,10.78776009,-2.03341606,55.22667447,4.7895383
2018-05-07,31.0,10.007097232079,2028578000.0,511500000.0,65438000.0,16500000.0,46.01906343,45.56696176,11.86730173,-2.23690198,60.75326149,5.26883205
2018-05-08,34.1,10.0,2231435800.0,562650000.0,65438000.0,16500000.0,50.62096977,50.12365794,13.05403191,-2.46059218,66.82858763,5.79571525
2018-05-09,37.51,10.0,2454579380.0,618915000.0,65438000.0,16500000.0,55.68306675,55.13602373,14.3594351,-2.7066514,73.5114464,6.37528678
2018-05-10,41.26,9.997334044255,2699971880.0,680790000.0,65438000.0,16500000.0,61.24988894,60.6481562,15.79499579,-2.97724438,80.86063125,7.0126455
2018-05-11,45.39,10.009694619486,2970230820.0,748935000.0,65438000.0,16500000.0,67.38081578,66.71885143,17.37602663,-3.27525745,88.95453351,7.71458989
2018-05-14,49.93,10.002203128442,3267319340.0,823845000.0,65438000.0,16500000.0,74.12038184,73.39220647,19.11401211,-3.60285535,97.85194664,8.48621885
2018-05-15,54.92,9.993991588224,3593854960.0,906180000.0,65438000.0,16500000.0,81.52796657,80.72701742,21.02426488,-3.96292441,107.63126196,9.33433084
2018-05-16,60.41,9.996358339403,3953109580.0,996765000.0,65438000.0,16500000.0,89.67779425,88.79677935,23.12592573,-4.35907254,118.39046859,10.267424
2018-05-17,66.45,9.998344644926,4348355100.0,1096425000.0,65438000.0,16500000.0,98.64408919,97.67498739,25.43813549,-4.79490763,130.22755567,11.29399644
2018-05-18,73.1,10.007524454477,4783517800.0,1206150000.0,65438000.0,16500000.0,108.51592054,107.44983564,27.98386312,-5.27475919,143.26011015,12.4242459
2018-05-21,80.41,10.0,5261869580.0,1326765000.0,65438000.0,16500000.0,119.3675126,118.1948192,30.78224943,-5.80223511,157.58612116,13.66667049
2018-05-22,88.45,9.998756373585,5787991100.0,1459425000.0,65438000.0,16500000.0,131.30277937,130.01283122,33.86009156,-6.38238646,173.3427735,15.03316757
2018-05-23,97.3,10.005652911249,6367117400.0,1605450000.0,65438000.0,16500000.0,144.44047974,143.02146385,37.2480148,-7.0209859,190.68684976,16.53733414
2018-05-24,102.58,5.426515930113,6712630040.0,1692570000.0,65438000.0,16500000.0,152.27856538,150.78254637,39.26928425,-7.40198081,201.03450204,17.43473521
2018-05-25,94.3,-8.071748878924,6170803400.0,1555950000.0,65438000.0,16500000.0,139.98702198,138.61175787,36.09956624,-6.80451151,184.80750187,16.02744717
2018-05-28,95.5,1.272534464475,6249329000.0,1575750000.0,65438000.0,16500000.0,141.76840508,140.37564026,36.55894566,-6.89110126,187.15924103,16.23140196
2018-05-29,100.81,5.560209424084,6596804780.0,1663365000.0,65438000.0,16500000.0,149.6510253,148.18081984,38.5916996,-7.27426093,197.56568679,17.1339019
2018-05-30,90.73,-9.999008034917,5937189740.0,1497045000.0,65438000.0,16500000.0,134.68740726,133.36420776,34.73291246,-6.54690699,177.81107789,15.42068167
2018-05-31,91.54,0.892758734707,5990194520.0,1510410000.0,65438000.0,16500000.0,135.88984085,134.55482837,35.04299357,-6.60535508,179.39850182,15.55835116
2018-06-01,86.28,-5.746121913917,5645990640.0,1423620000.0,65438000.0,16500000.0,128.08144493,126.82314389,33.02938044,-6.22580332,169.09004519,14.66434933
2018-06-04,80.01,-7.267037552156,5235694380.0,1320165000.0,65438000.0,16500000.0,118.77371823,117.6068584,30.62912296,-5.77337186,156.80220811,13.59868556
2018-06-05,85.84,7.286589176353,5617197920.0,1416360000.0,65438000.0,16500000.0,127.42827113,126.17638702,32.86094132,-6.19405374,168.22774084,14.58956591
2018-06-06,83.79,-2.388164026095,5483050020.0,1382535000.0,65438000.0,16500000.0,124.385075,123.16308793,32.07616814,-6.04612958,164.21018645,14.24114314
2018-06-07,85.51,2.052750924931,5595603380.0,1410915000.0,65438000.0,16500000.0,126.93839077,125.69131936,32.73461198,-6.17024156,167.58101257,14.53347834
2018-06-08,87.69,2.549409425798,5738258220.0,1446885000.0,65438000.0,16500000.0,130.17457007,128.8957057,33.56915126,-6.32754628,171.8533387,14.90399621
2018-06-11,88.08,0.444748546014,5763779040.0,1453320000.0,65438000.0,16500000.0,130.75351958,129.46896748,33.71844957,-6.35568795,172.61765392,14.97028151
2018-06-12,79.27,-10.002270663034,5187270260.0,1307955000.0,65438000.0,16500000.0,117.67519865,116.51913093,30.34583898,-5.71997484,155.35196897,13.47291344
2018-06-13,73.76,-6.950927210799,4826706880.0,1217040000.0,65438000.0,16500000.0,109.49568125,108.41997095,28.2365218,-5.32238355,144.55356668,12.53642103
2018-06-14,73.73,-0.040672451193,4824743740.0,1216545000.0,65438000.0,16500000.0,109.45114667,108.37587389,28.22503732,-5.32021881,144.4947732,12.53132216
2018-06-15,74.8,1.451241014512,4894762400.0,1234200000.0,65438000.0,16500000.0,111.0395466,109.94866902,28.63465063,-5.39742801,146.59174062,12.71318185
2018-06-19,67.32,-10.0,4405286160.0,1110780000.0,65438000.0,16500000.0,99.93559194,98.95380212,25.77118557,-4.85768521,131.93256656,11.44186366
2018-06-20,68.0,1.010101010101,4449784000.0,1122000000.0,65438000.0,16500000.0,100.94504236,99.95333547,26.03150058,-4.90675273,133.26521874,11.55743804
