数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2019-03-26,14.4,44.0,2398919097.6,599729774.4,166591604.0,41647901.0,18.25973867,18.25973867,2.6747237,1.25763073,13.91367463,1.4102574
2019-03-27,15.84,10.0,2638811007.36,659702751.84,166591604.0,41647901.0,20.08571254,20.08571254,2.94219607,1.38339381,15.30504209,1.55128314
2019-03-28,17.42,9.974747474747,2902025741.68,725506435.42,166591604.0,41647901.0,22.08921165,22.08921165,3.2356727,1.52138385,16.83168139,1.70601972
2019-03-29,19.16,9.988518943743,3191895132.64,797973783.16,166591604.0,41647901.0,24.29559674,24.29559674,3.55886848,1.67334756,18.51291707,1.87642582
2019-04-01,21.08,10.020876826722,3511751012.32,877937753.08,166591604.0,41647901.0,26.73022856,26.73022856,2.73737036,1.84103166,20.36807369,2.06446014
2019-04-02,23.19,10.009487666034,3863259296.76,965814824.19,166591604.0,41647901.0,29.40578749,29.40578749,3.01136711,2.0253095,22.40681351,2.27110202
2019-04-03,25.51,10.004312203536,4249751818.04,1062437954.51,166591604.0,41647901.0,32.34763428,32.34763428,3.31263368,2.22792778,24.64846109,2.49831016
2019-04-04,28.06,9.99607996864,4674560408.24,1168640102.06,166591604.0,41647901.0,35.58112967,35.58112967,3.64376719,2.45063322,27.11234097,2.74804324
2019-04-08,30.87,10.014255167498,5142682815.48,1285670703.87,166591604.0,41647901.0,39.14431478,39.14431478,4.00866333,2.69604589,29.82743998,3.02323931
2019-04-09,32.89,6.543569808876,5479197855.56,1369799463.89,166591604.0,41647901.0,41.70575035,41.70575035,4.27097301,2.87246353,31.77921934,3.22106708
2019-04-10,32.21,-2.067497719672,5365915564.84,1341478891.21,166591604.0,41647901.0,40.84348491,40.84348491,4.18267074,2.81307541,31.1221847,3.15447159
2019-04-11,32.55,1.055572803477,5422556710.2,1355639177.55,166591604.0,41647901.0,41.27461763,41.27461763,4.22682188,2.84276947,31.45070202,3.18776934
2019-04-12,29.8,-8.448540706605,4964429799.2,1241107449.8,166591604.0,41647901.0,37.78751476,37.78751476,3.86971711,2.60259694,28.79357666,2.91844935
2019-04-15,32.0,7.38255033557,5330931328.0,1332732832.0,166591604.0,41647901.0,40.57719705,40.57719705,4.15540093,2.79473497,30.91927695,3.13390534
2019-04-16,32.6,1.875,5430886290.4,1357721572.6,166591604.0,41647901.0,41.3380195,41.3380195,4.23331469,2.84713625,31.49901339,3.19266606
2019-04-17,33.46,2.638036809816,5574155069.84,1393538767.46,166591604.0,41647901.0,42.42853167,42.42853167,4.34499109,2.92224475,32.32996896,3.27688977
2019-04-18,31.58,-5.618649133293,5260962854.32,1315240713.58,166591604.0,41647901.0,40.04462134,40.04462134,4.10086129,2.75805407,30.51346144,3.09277283
2019-04-19,34.74,10.006333122229,5787392322.96,1446848080.74,166591604.0,41647901.0,44.05161955,44.05161955,4.51120713,3.03403415,33.56674004,3.40224598
2019-04-22,38.21,9.988485895222,6365465188.84,1591366297.21,166591604.0,41647901.0,48.45170936,48.45170936,4.96180842,3.33708822,36.91954913,3.74207884
2019-04-23,34.93,-8.584140277414,5819044727.72,1454761181.93,166591604.0,41647901.0,44.29254666,44.29254666,4.53587982,3.05062789,33.75032324,3.42085355
2019-04-24,32.32,-7.472087031205,5384240641.28,1346060160.32,166591604.0,41647901.0,40.98296902,40.98296902,4.19695494,2.82268232,31.22846972,3.16524439
