数据日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,PE(TTM),PE(静),市净率,PEG值,市现率,市销率
2021-09-06,34.09,394.057971014493,5318040000.0,1134555869.37,156000000.0,33281193.0,59.98589023,68.8722822,11.00426765,34.38425668,52.19075908,8.15901762
2021-09-07,31.69,-7.04018773834,4943640000.0,1054681006.17,156000000.0,33281193.0,55.76277094,64.02354424,10.22954655,31.96354046,48.51643166,7.58460746
2021-09-08,33.88,6.910697380877,5285280000.0,1127566818.84,156000000.0,33281193.0,59.6163673,68.44801763,10.93647955,34.17244401,51.86925543,8.10875673
2021-09-09,30.2,-10.86186540732,4711200000.0,1005092028.6,156000000.0,33281193.0,53.14091772,61.01328608,9.74857386,30.46067914,46.23528672,7.22799449
2021-09-10,28.73,-4.867549668874,4481880000.0,956168674.89,156000000.0,33281193.0,50.55425715,58.04343408,9.27405719,28.97799045,43.98476117,6.87616827
2021-09-13,27.2,-5.325443786982,4243200000.0,905248449.6,156000000.0,33281193.0,47.86201861,54.95236362,8.78017248,27.43478386,41.64237744,6.50998179
2021-09-14,27.93,2.683823529412,4357080000.0,929543720.49,156000000.0,33281193.0,49.14655073,56.42718809,9.01581682,28.17108504,42.75998536,6.68469822
2021-09-15,28.89,3.43716433942,4506840000.0,961493665.77,156000000.0,33281193.0,50.83579844,58.36668328,9.32570526,29.13937153,44.22971633,6.91446228
2021-09-16,26.8,-7.234337140879,4180800000.0,891935972.4,156000000.0,33281193.0,47.15816539,54.14424063,8.6510523,27.03133116,41.02998954,6.41424677
2021-09-17,26.06,-2.761194029851,4065360000.0,867307889.58,156000000.0,33281193.0,45.85603695,52.64921309,8.41217996,26.28494365,39.89707191,6.23713697
2021-09-22,26.4,1.304681504221,4118400000.0,878623495.2,156000000.0,33281193.0,46.45431218,53.33611763,8.52193212,26.62787845,40.41760163,6.31851174
2021-09-23,25.74,-2.5,4015440000.0,856657907.82,156000000.0,33281193.0,45.29295437,52.00271469,8.30888381,25.96218149,39.40716159,6.16054895
2021-09-24,26.29,2.136752136752,4101240000.0,874962563.97,156000000.0,33281193.0,46.26075254,53.11388381,8.48642407,26.51692896,40.24919496,6.29218461
2021-09-27,24.4,-7.189045264359,3806400000.0,812061109.2,156000000.0,33281193.0,42.9350461,49.29550266,7.8763312,24.61061493,37.35566211,5.83983661
2021-09-28,24.59,0.77868852459,3836040000.0,818384535.87,156000000.0,33281193.0,43.26937638,49.67936108,7.93766329,24.80225497,37.64654637,5.88531075
2021-09-29,24.74,0.610004066694,3859440000.0,823376714.82,156000000.0,33281193.0,43.53332134,49.98240721,7.98608336,24.95354973,37.87619183,5.92121138
2021-09-30,25.04,1.212611156023,3906240000.0,833361072.72,156000000.0,33281193.0,44.06121125,50.58849945,5.52791581,25.25613926,38.33548276,5.99301265
